SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,-0.600427 65.475 368.818 627.027 888.008 1102.69 1311.05 1507.27,0.0541576 100.486 403.563 601.019 801.143 1000.52 1201.51 1400.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1598462784,0,20200826 10:26:23,10:26:23,B1R1,_SW,_5.8,_1,1598462776,0.005577506,16.44482247,377.7256667,275.7647601,27.8008668,38.07992343,0.300545369,2.939346811,0.284457022,0.179159311,264.3315183,35.14384723,33.81844,5.289136672,60.03023497,3.3975895,5.659797104,1.891547171,-245.9680017,193.0206473,15.25084316,226.635007,0,0,1,0,51786.92869,RECT-3338-20200826-06_18_10,605.0161538,2951.47,2346.453846,0.795011925,-0.730666373,RECT-3417-20200826-10_26_25,817.57708,1230.19,0.335405848,0.5,1348.758401,16.44482247,226.1907275,0.996203838,0.012734296,1.399198498,DARK-3418-20200826-10_26_27,4.67,1225.52,0.336683955,0.584118366,0.659997091,0.733566528,1599.968333,1348.758401,0.842990685,0.195981369,6,0.5,0: Broadleaf,2,1598462776,377.7256667,399.9871333,33.70166333,27.23435,375.5478667,33.76020667,500.0099,100.6137,0.200003667,35.03649667,33.81844,999.9,0,0,9994.618,0,998.1019667,1599.968333,0.899999633,0.100000353,0,818.9508333,4.99975,13224.82,13923.73333,44.908,47.02066667,45.78726667,46.8372,46.8456,1435.468333,159.5,0,2860.8,0,817.57708,-116.629,-1622.415384,13204.948,15,1598459629,9:33:49,1598459627,1598459629,12,0.525,-0.222,2.178,-0.059,401,1,0.26,0.02,16.43407259,0.787172459,0.068502672,0,-22.24454194,-1.27316129,0.106003036,0,6.453856129,1.019593548,0.076571558,0,0,3,0/3,100,100,2.177,-0.0585,2.17765,0,0,0,-0.05853735,0,0,0,-1,-1,-1,-1,52.6,52.6,2,517.573,463.588,34.4202,35.4498,29.9981,35.3369,35.2603,21.5958,-30,-30,-999.9,400,19.8394,100.598,100.087
2,1598462943,159,20200826 10:29:02,10:29:02,B1R1,_SW,_5.8,_2,1598462935,0.006683908,17.10029811,376.4447667,283.4292377,28.57158118,37.94817465,0.350850705,2.940380492,0.329141858,0.207552083,264.3279011,35.15040457,33.94419667,5.326401256,58.54790077,3.367585676,5.751847004,1.958815579,-294.7603615,219.3968036,17.36410904,206.3284522,0,0,1,0,51766.98232,RECT-3338-20200826-06_18_10,605.0161538,2951.47,2346.453846,0.795011925,-0.730666373,RECT-3419-20200826-10_29_04,795.394,1630.67,0.512228716,0.5,1348.739361,17.10029811,345.4315154,0.998141868,0.013220467,0.809973814,DARK-3420-20200826-10_29_06,3.03,1627.64,0.513182276,0.447965704,0.81438392,0.562891958,1599.945667,1348.739361,0.842990727,0.195981454,6,0.5,0: Broadleaf,2,1598462935,376.4447667,399.9839,33.40635,25.65379,374.2671333,33.46488333,500.0121333,100.6067667,0.199986433,35.32821333,33.94419667,999.9,0,0,10001.18733,0,1355.406667,1599.945667,0.899997233,0.100002813,0,796.7216333,4.99975,12970.32333,13923.51667,46.19983333,47.7539,46.86223333,47.35183333,47.9789,1435.445667,159.5,0,158.3,0,795.394,-201.2540172,-3092.437609,12950.81538,15,1598459629,9:33:49,1598459627,1598459629,12,0.525,-0.222,2.178,-0.059,401,1,0.26,0.02,17.09615057,0.214417958,0.031098329,1,-23.53325806,-0.588875806,0.053483834,1,7.742009677,0.842298387,0.062964372,1,3,3,3-Mar,100,100,2.178,-0.0585,2.17765,0,0,0,-0.05853735,0,0,0,-1,-1,-1,-1,55.3,55.2,2,517.227,466.117,34.5177,34.9778,29.9997,34.984,34.9659,21.6113,-30,-30,-999.9,400,19.8394,100.736,100.234
3,1598463041,257,20200826 10:30:40,10:30:40,B1R1,_SW,_5.8,_3,1598463033,0.007297704,18.0073103,375.1059032,286.0248543,28.83319991,37.8131597,0.389783667,2.939646168,0.363179268,0.229225844,264.3283599,35.19661537,33.84325484,5.296471868,57.72310219,3.357818563,5.817113834,1.938653305,-321.8287513,267.7316561,21.20559788,231.4368624,0,0,1,0,51711.95808,RECT-3338-20200826-06_18_10,605.0161538,2951.47,2346.453846,0.795011925,-0.730666373,RECT-3421-20200826-10_30_42,852.063,1165.46,0.268904124,0.5,1348.742146,18.0073103,181.3411625,2.351775265,0.013892927,1.532450706,DARK-3422-20200826-10_30_44,-1575.44,2740.9,0.11434091,0.394531811,0.559194292,0.761152836,1599.949032,1348.742146,0.842990695,0.195981389,6,0.5,0: Broadleaf,2,1598463033,375.1059032,399.9981935,33.30950323,24.84442581,372.9283226,33.36805161,500.0276452,100.6066129,0.200010968,35.53260323,33.84325484,999.9,0,0,9997.024839,0,1125.47,1599.949032,0.899997742,0.100002274,0,853.8850323,4.99975,13895.13548,13923.55484,46.927,48.48570968,47.61070968,47.99383871,48.653,1435.45129,159.4987097,0,97.0999999,0,852.063,-235.7255381,-3633.035893,13867.47308,15,1598459629,9:33:49,1598459627,1598459629,12,0.525,-0.222,2.178,-0.059,401,1,0.26,0.02,18.00798564,-0.09896872,0.01988465,1,-24.8892871,-0.253529032,0.028915045,1,8.456157419,1.093999839,0.081683049,0,2,3,3-Feb,100,100,2.177,-0.0585,2.17765,0,0,0,-0.05853735,0,0,0,-1,-1,-1,-1,56.9,56.9,2,514.258,466.342,34.6904,34.8908,29.9998,34.8854,34.8685,21.6231,-30,-30,-999.9,400,19.8394,100.763,100.263
4,1598463363,578.9000001,20200826 10:36:02,10:36:02,B2R1,_SE,_5.7,_1,1598463355,0.006362543,15.14320432,378.9206129,269.7377454,27.17799553,38.17894566,0.262847231,2.938506848,0.250448999,0.157595812,264.339395,35.73029235,34.4898129,5.490736793,51.41344517,3.039400285,5.911683753,2.451336508,-280.5881528,211.5612436,16.83995838,212.1524442,0,0,1,0,51629.79897,RECT-3338-20200826-06_18_10,605.0161538,2951.47,2346.453846,0.795011925,-0.730666373,RECT-3423-20200826-10_36_04,675.0210769,981.57,0.312304699,0.5,1348.797707,15.14320432,210.6179308,0.998665403,0.011768904,2.006886926,DARK-3424-20200826-10_36_06,1.31,980.26,0.312722056,0.667726496,0.814090538,0.839522159,1600.014839,1348.797707,0.842990749,0.195981498,6,0.5,0: Broadleaf,2,1598463355,378.9206129,399.9847742,30.16561613,22.76114839,376.7429032,30.22416452,500.0180968,100.557129,0.199980387,35.82525161,34.4898129,999.9,0,0,9995.461613,0,1535.684516,1600.014839,0.899994806,0.100005123,0,675.4780323,4.99975,11291.70645,13924.09677,48.48570968,50.05606452,49.21958065,49.31025806,50.13490323,1435.506774,159.5080645,0,321.1999998,0,675.0210769,-47.86536754,-705.7880344,11285.44231,15,1598459629,9:33:49,1598459627,1598459629,12,0.525,-0.222,2.178,-0.059,401,1,0.26,0.02,15.14932209,-0.248521607,0.022618953,1,-21.06539,0.14479822,0.019846114,1,7.402785333,0.424909989,0.030667307,1,3,3,3-Mar,100,100,2.177,-0.0585,2.17765,0,0,0,-0.05853735,0,0,0,-1,-1,-1,-1,62.3,62.2,2,502.438,463.737,34.9202,34.6525,29.9997,34.599,34.5738,21.6662,-30,-30,-999.9,400,19.8394,100.852,100.354
5,1598463489,704.9000001,20200826 10:38:08,10:38:08,B2R1,_SE,_5.7,_2,1598463481,0.007171331,15.59165712,378.0227333,279.196958,28.13003092,38.08705958,0.304863804,2.939835933,0.288326052,0.181614837,264.3316883,35.55333846,34.43029667,5.47259936,51.89043907,3.072905196,5.921910185,2.399694164,-316.2556923,226.066741,17.98398955,192.1267265,0,0,1,0,51661.93441,RECT-3338-20200826-06_18_10,605.0161538,2951.47,2346.453846,0.795011925,-0.730666373,RECT-3425-20200826-10_38_11,775.35052,1025.66,0.244047228,0.5,1348.75975,15.59165712,164.5805392,1.334136068,0.012101728,1.877630014,DARK-3426-20200826-10_38_12,-342.71,1368.37,0.182925291,0.584609827,0.595062741,0.820732103,1599.97,1348.75975,0.84299065,0.195981299,6,0.5,0: Broadleaf,2,1598463481,378.0227333,399.9851333,30.49928333,22.15641667,375.8451333,30.55783,500.0159333,100.5533667,0.1999908,35.85665333,34.43029667,999.9,0,0,10003.39867,0,1186.005333,1599.97,0.899999667,0.100000283,0,776.2064667,4.99975,12800.77333,13923.74,48.88946667,50.375,49.63326667,49.7185,50.4958,1435.472,159.4983333,0,124.8999999,0,775.35052,-160.9383079,-2585.907696,12787.208,15,1598459629,9:33:49,1598459627,1598459629,12,0.525,-0.222,2.178,-0.059,401,1,0.26,0.02,15.59024038,0.454781462,0.05050225,1,-21.95965333,-0.796047164,0.070275789,1,8.339008,0.466753281,0.033863524,1,3,3,3-Mar,100,100,2.177,-0.0585,2.17765,0,0,0,-0.05853735,0,0,0,-1,-1,-1,-1,64.4,64.3,2,509.99,464.16,34.9366,34.5006,29.9995,34.4518,34.4267,21.6893,-30,-30,-999.9,400,19.8394,100.894,100.396
6,1598463555,770.9000001,20200826 10:39:14,10:39:14,B2R1,_SE,_5.7,_3,1598463547,0.007750202,18.32734865,374.5022258,280.5300356,28.26426623,37.7322542,0.376823171,2.940285418,0.351902956,0.222040848,264.3395011,35.38836614,33.6531129,5.240491571,52.62263131,3.113529978,5.916712829,2.126961594,-341.7839066,346.7690164,27.47568814,296.800299,0,0,1,0,51677.27105,RECT-3338-20200826-06_18_10,605.0161538,2951.47,2346.453846,0.795011925,-0.730666373,RECT-3427-20200826-10_39_16,844.78028,1186.63,0.288084508,0.5,1348.798007,18.32734865,194.2839053,1.842722668,0.014129629,1.487270674,DARK-3428-20200826-10_39_18,-1000,2186.63,0.156336335,0.446628723,0.587760629,0.752130711,1600.015161,1348.798007,0.842990766,0.195981533,6,0.5,0: Broadleaf,2,1598463547,374.5022258,399.9770968,30.90257742,21.89005806,372.3246452,30.96109355,500.0178387,100.553129,0.199954935,35.8407,33.6531129,999.9,0,0,10005.98097,0,1237.602258,1600.015161,0.899995484,0.100004594,0,847.1229355,4.99975,13897.95484,13924.12258,49.11280645,50.437,49.82012903,49.87493548,50.68106452,1435.506129,159.5090323,0,64.9000001,0,844.78028,-205.7511535,-3261.353841,13860.664,15,1598459629,9:33:49,1598459627,1598459629,12,0.525,-0.222,2.178,-0.059,401,1,0.26,0.02,18.32060703,0.334955442,0.029646129,1,-25.47026667,-1.021604449,0.076695338,0,9.00702,1.506873771,0.109811093,0,1,3,3-Jan,100,100,2.178,-0.0585,2.17765,0,0,0,-0.05853735,0,0,0,-1,-1,-1,-1,65.5,65.4,2,517.521,464.339,34.9286,34.4154,29.9996,34.3749,34.35,21.7013,-30,-30,-999.9,400,19.8394,100.917,100.42
7,1598463641,857.4000001,20200826 10:40:41,10:40:41,B2R1,_SE,_5.11,_1,1598463633,0.007097142,15.07621786,378.6860645,279.8369317,28.19432192,38.15363736,0.295269717,2.939660326,0.279727108,0.176157676,264.3333089,35.49259693,34.36707419,5.453389538,50.95743064,3.004420658,5.895942203,2.448968879,-312.9839699,223.4211078,17.76220986,192.5326566,1,0,1,0,51670.32538,RECT-3338-20200826-06_18_10,605.0161538,2951.47,2346.453846,0.795011925,-0.730666373,RECT-3429-20200826-10_40_43,666.8765,1272.04,0.475742508,0.5,1348.770843,15.07621786,320.8338118,1.000157228,0.011719474,1.320265086,DARK-3430-20200826-10_40_45,-0.2,1272.24,0.47566772,0.568976207,0.907259168,0.715731103,1599.983548,1348.770843,0.842990445,0.195980889,6,0.5,0: Broadleaf,2,1598463633,378.6860645,400.0016452,29.81975806,21.55753226,376.5085161,29.87830323,500.0231613,100.5527097,0.199974226,35.77682258,34.36707419,999.9,0,0,10002.46452,0,1451.616452,1599.983548,0.900006548,0.099993548,0,667.0715161,4.99975,10988.07419,13923.88065,49.254,50.62296774,49.99390323,49.929,50.84654839,1435.494839,159.4887097,0,86,0,666.8765,-15.50328208,-8.864957056,10990.26538,15,1598459629,9:33:49,1598459627,1598459629,12,0.525,-0.222,2.178,-0.059,401,1,0.26,0.02,15.07806252,-0.253723448,0.023498376,1,-21.31588333,0.108298999,0.018123872,1,8.264813333,0.579803693,0.04197596,1,3,3,3-Mar,100,100,2.178,-0.0586,2.17765,0,0,0,-0.05853735,0,0,0,-1,-1,-1,-1,66.9,66.9,2,493.317,463.746,34.8683,34.3304,29.9999,34.2857,34.2631,21.7046,-30,-30,-999.9,400,19.8394,100.941,100.442
8,1598463738,953.9000001,20200826 10:42:17,10:42:17,B2R1,_SE,_5.11,_2,1598463730,0.005999189,13.67176425,380.8257667,266.1529054,26.81618661,38.37002946,0.225770546,2.9402186,0.216562595,0.136147627,264.3351933,35.71738875,34.55445333,5.510494991,48.23786875,2.834990943,5.877106548,2.675504048,-264.5642344,184.5525348,14.67854363,199.0020373,0,0,1,0,51695.83971,RECT-3338-20200826-06_18_10,605.0161538,2951.47,2346.453846,0.795011925,-0.730666373,RECT-3431-20200826-10_42_19,937.5011154,1185.78,0.209380226,0.5,1348.77722,13.67176425,141.2036397,0.998212147,0.010678139,1.489053619,DARK-3432-20200826-10_42_21,2.12,1183.66,0.209755238,0.598670894,0.42750403,0.75249296,1599.990667,1348.77722,0.84299068,0.19598136,6,0.5,0: Broadleaf,2,1598463730,380.8257667,399.9728,28.13752333,21.1413,378.6480667,28.19608,500.0172,100.5548333,0.199981133,35.71872667,34.55445333,999.9,0,0,10005.431,0,1115.444,1599.990667,0.899998633,0.10000135,0,940.0426667,4.99975,15425.37667,13923.92667,49.3645,50.625,50.1019,49.93286667,50.86656667,1435.489,159.502,0,95.89999986,0,937.5011154,-308.3460173,-4848.806841,15385.33077,15,1598459629,9:33:49,1598459627,1598459629,12,0.525,-0.222,2.178,-0.059,401,1,0.26,0.02,13.66702339,0.102082994,0.022938875,1,-19.14133,-0.479287208,0.042715549,1,6.988787667,0.895927475,0.065237993,1,3,3,3-Mar,100,100,2.177,-0.0586,2.17765,0,0,0,-0.05853735,0,0,0,-1,-1,-1,-1,68.5,68.5,2,520.297,463.079,34.768,34.269,30,34.2131,34.1903,21.7213,-30,-30,-999.9,400,19.8394,100.946,100.452
9,1598463839,1055.4,20200826 10:43:59,10:43:59,B2R1,_SE,_5.11,_3,1598463831,0.00797438,16.70378561,376.3409032,280.8294338,28.2947265,37.91790191,0.341532796,2.939148285,0.320917312,0.202321759,264.3391162,35.25058292,34.28402258,5.42824384,51.43165784,3.029718746,5.890766257,2.398525095,-351.6701476,234.0150574,18.5987225,165.2827486,0,0,1,0,51658.58579,RECT-3338-20200826-06_18_10,605.0161538,2951.47,2346.453846,0.795011925,-0.730666373,RECT-3433-20200826-10_44_01,675.01016,945.94,0.286413345,0.5,1348.796585,16.70378561,193.1566711,0.997092839,0.012925931,2.120145041,DARK-3434-20200826-10_44_03,2.75,943.19,0.287248423,0.680135788,0.794693135,0.854706775,1600.013548,1348.796585,0.842990727,0.195981454,6,0.5,0: Broadleaf,2,1598463831,376.3409032,399.9856774,30.07041613,20.78933226,374.1632258,30.12894839,500.0226452,100.554129,0.20000529,35.76087419,34.28402258,999.9,0,0,9999.409355,0,318.6692581,1600.013548,0.899997161,0.100003013,0,675.4154839,4.99975,11178.00323,13924.11613,49.48780645,50.625,50.2256129,50.01,50.98374194,1435.506774,159.5067742,0,101,0,675.01016,-22.93969235,-376.7692313,11171.64,15,1598459629,9:33:49,1598459627,1598459629,12,0.525,-0.222,2.178,-0.059,401,1,0.26,0.02,16.70320262,0.078317866,0.026463563,1,-23.64482,-0.254335929,0.035252427,1,9.282811667,0.344920044,0.025129211,1,3,3,3-Mar,100,100,2.177,-0.0586,2.17765,0,0,0,-0.05853735,0,0,0,-1,-1,-1,-1,70.2,70.2,2,518.089,462.536,34.7429,34.2318,29.9999,34.1638,34.1362,21.734,-30,-30,-999.9,400,19.8394,100.954,100.458
