SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.06412 92.4758 394.324 624.922 860.578 1051.84 1244.38 1411.55,-0.0119045 100.152 403.052 601.217 801.384 1004 1200.86 1402.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1597867463,0,20200819 15:04:23,15:04:23,B1R1,_NE,_5.3,_1,1597867455,0.005817075,10.33976371,384.8556333,247.5296265,24.98169337,38.8411907,0.145223979,2.943458282,0.141357689,0.088687353,297.3799423,42.20509858,41.44982,8.007510613,49.86394726,4.103532,8.229456802,3.903978613,-256.5330188,82.20129838,6.95759351,130.0058154,58,12,1,0,50763.29211,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-288-20200819-15_04_24,15559.9,1074.710385,1280.34,0.160605476,0.5,1517.372992,10.33976371,121.8492059,0.99853164,0.007082194,1.83271631,DARK-289-20200819-15_04_26,1.88,1278.46,0.16084165,0.647317488,0.366142077,0.806881018,0.000281362,0.999718638,1799.985667,1517.372992,0.842991708,0.195983416,6,0.5,0: Broadleaf,2,1597867455,384.8556333,399.9494333,40.65960333,33.96311333,385.6886667,40.86678,500.0131667,100.7240333,0.2000206,41.96782667,41.44982,999.9,0,0,10007.04667,0,486.3297667,1799.985667,0.899998467,0.100001533,0,1075.494333,4.99948,20986.17333,14691.32667,53.4664,53.62486667,53.60813333,53.35813333,55.5248,1615.484667,179.501,0,4306.1,0,1074.710385,-261.4355552,-4686.885464,20971.66923,15,1597866817,14:53:36,1597866817,1597866807,2,-0.268,0.018,-0.827,-0.207,396,37,0.32,0.44,10.33968809,-0.106681584,0.051143267,1,-15.09409032,0.221182258,0.069886781,1,6.697095806,-0.142933548,0.025224601,1,3,3,3-Mar,100,100,-0.833,-0.2072,-1.333914895,0.002111972,-2.37E-06,6.65E-10,-0.207175,0,0,0,11,2092,1,24,10.8,10.9,2,439.72,535.881,40.9164,43.6487,29.9996,43.5279,43.4868,21.9067,35.1691,64.8706,-999.9,400,34.3411,97.013,96.6663
2,1597867684,220.5999999,20200819 15:08:03,15:08:03,B1R1,_NE,_5.3,_2,1597867676,0.009379961,13.65572578,379.3808667,269.192998,27.16405516,38.28302692,0.25232005,2.941844107,0.240884155,0.151536869,297.3777483,41.62107118,41.14190333,7.878052203,49.96367552,4.183512561,8.373108098,3.694539642,-413.6562914,183.1494444,15.51203333,82.38293461,157,31,1,0,50665.41459,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-290-20200819-15_08_05,15509.8,886.49112,1.03,-859.6709903,0.5,1517.362512,13.65572578,-652216.2665,-1.514563107,0.009267589,3520.203883,DARK-291-20200819-15_08_07,2.59,-1.56,567.6032821,1.000430434,1.233750896,1.246791931,1.658327385,-0.658327385,1799.973333,1517.362512,0.842991662,0.195983324,6,0.5,0: Broadleaf,2,1597867676,379.3808667,400.0374333,41.45818,30.66919,380.2173,41.66535667,500.0144667,100.7092667,0.199952233,42.29668667,41.14190333,999.9,0,0,9999.330333,0,33.68793,1799.973333,0.9,0.09999999,0,888.3682667,4.99948,17531.29333,14691.20667,54.18303333,54.25,54.34553333,54.06416667,56.22893333,1615.476333,179.497,0,219.7,0,886.49112,-222.5287692,-4126.738463,17498.068,15,1597866817,14:53:36,1597866817,1597866807,2,-0.268,0.018,-0.827,-0.207,396,37,0.32,0.44,13.67173574,-0.722523151,0.074796653,0,-20.66759032,1.023270968,0.095070532,0,10.79484194,-0.355412903,0.03992656,1,1,3,3-Jan,100,100,-0.836,-0.2072,-1.333914895,0.002111972,-2.37E-06,6.65E-10,-0.207175,0,0,0,11,2092,1,24,14.5,14.6,2,334.348,533.399,41.1847,43.3797,29.9994,43.2838,43.243,21.8412,40.2499,65.7159,-999.9,400,30.9248,97.1186,96.8557
3,1597867777,314.0999999,20200819 15:09:37,15:09:37,B1R1,_NE,_5.3,_3,1597867769,0.008985822,13.07672948,380.2669032,267.4515057,26.98749478,38.37125927,0.235337009,2.941414347,0.225354628,0.141708235,297.3777387,41.94970024,41.64544194,8.090710199,50.91561959,4.314488386,8.473801205,3.776221813,-396.2747722,139.3676529,11.84678457,52.31740395,168,33,1,0,50616.93154,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-292-20200819-15_09_38,15548.2,1161.0036,1.09,-1064.140917,0.5,1517.36072,13.07672948,-807342.8143,1.100917431,0.008886019,3326.376147,DARK-293-20200819-15_09_40,-0.11,1.2,-966.5946667,0.999669143,1.616292412,1.246771299,0.091580606,0.908419394,1799.970968,1517.36072,0.842991774,0.195983549,6,0.5,0: Broadleaf,2,1597867769,380.2669032,400.0589677,42.75744839,32.43573548,381.1027742,42.96460323,500.0107097,100.7061613,0.199962645,42.52430323,41.64544194,999.9,0,0,9997.194516,0,303.5715806,1799.970968,0.899996419,0.100003542,0,1167.647742,4.99948,22613.67419,14691.18065,54.45341935,54.44309677,54.57222581,54.30222581,56.50987097,1615.467742,179.5035484,0,92.5,0,1161.0036,-588.563847,-9957.923094,22500.484,15,1597866817,14:53:36,1597866817,1597866807,2,-0.268,0.018,-0.827,-0.207,396,37,0.32,0.44,13.07056837,2.055343821,0.154876731,0,-19.79213548,-2.145856452,0.171215845,0,10.3217129,-0.526896774,0.049190871,1,1,3,3-Jan,100,100,-0.836,-0.2072,-1.333914895,0.002111972,-2.37E-06,6.65E-10,-0.207175,0,0,0,11,2092,1,24,16,16.2,2,329.64,529.665,41.3368,43.2907,29.9994,43.1873,43.1476,21.9046,38.6761,68.505,-999.9,400,32.1348,97.1692,96.8551
4,1597867913,449.5999999,20200819 15:11:52,15:11:52,B1R1,_NE,_5.12,_1,1597867905,0.009544185,14.01731907,378.8543333,258.6393328,26.09594468,38.22528314,0.235678049,2.94262692,0.225671313,0.14190823,297.379488,41.92892131,42.04568333,8.263271605,49.96298761,4.260931024,8.52817501,4.002340581,-420.8985749,95.27458155,8.115499887,-20.12900553,102,20,1,0,50630.67029,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-294-20200819-15_11_54,15391.6,814.13244,1401.68,0.41917382,0.5,1517.374261,14.01731907,318.0217826,0.99928657,0.009505819,1.587495006,DARK-295-20200819-15_11_56,1,1400.68,0.419473085,0.613695033,0.860306372,0.765156347,0.000515239,0.999484761,1799.987667,1517.374261,0.842991476,0.195982953,6,0.5,0: Broadleaf,2,1597867905,378.8543333,400.0157333,42.23048333,31.26030333,379.6909,42.43767,499.9624333,100.6970667,0.199979433,42.64624333,42.04568333,999.9,0,0,10004.99533,0,534.0471,1799.987667,0.9000068,0.09999311,0,815.9358333,4.99948,16994.46333,14691.35667,54.78513333,54.92673333,54.9496,54.62483333,56.79346667,1615.500667,179.4873333,0,134.5,0,814.13244,-266.047385,-5343.16924,16962.284,15,1597866817,14:53:36,1597866817,1597866807,2,-0.268,0.018,-0.827,-0.207,396,37,0.32,0.44,14.02050542,-0.078454685,0.034781381,1,-21.16707742,0.474406452,0.055814108,1,10.9789,-0.951053226,0.07432843,1,3,3,3-Mar,100,100,-0.837,-0.2072,-1.333914895,0.002111972,-2.37E-06,6.65E-10,-0.207175,0,0,0,11,2092,1,24,18.3,18.4,2,388.838,535.248,41.4683,43.1622,29.9998,43.0593,43.0256,21.9131,40.8329,72.6576,-999.9,400,31.4838,97.1985,96.9083
5,1597868035,571.5999999,20200819 15:13:54,15:13:54,B1R1,_NE,_5.12,_2,1597868027,0.007277061,12.83670059,381.3421667,246.225281,24.84246128,38.47483886,0.184371192,2.942220296,0.178184797,0.111904028,297.3758704,42.51751985,41.82715667,8.168664554,50.43341573,4.30285736,8.531758752,3.865807194,-320.9183759,131.1954131,11.16560594,118.8185135,146,29,1,0,50618.07968,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-296-20200819-15_13_56,15549.6,1209.6564,1931.55,0.373737982,0.5,1517.3522,12.83670059,283.5460749,0.999021511,0.00872788,0.877683726,DARK-297-20200819-15_13_57,1.89,1929.66,0.374104039,0.467672658,0.595218321,0.582952193,0.00058451,0.99941549,1799.961,1517.3522,0.842991709,0.195983418,6,0.5,0: Broadleaf,2,1597868027,381.3421667,400.0757667,42.64763667,34.28780667,382.1773,42.85480667,500.0133667,100.6933,0.199919333,42.65425667,41.82715667,999.9,0,0,10003.056,0,764.4202667,1799.961,0.899998833,0.10000115,0,1215.056333,4.99948,24026.40333,14691.11333,55.12493333,55.36653333,55.29966667,54.9874,57.1124,1615.463,179.4986667,0,121.3000002,0,1209.6564,-453.4792301,-8496.584602,23926.552,15,1597866817,14:53:36,1597866817,1597866807,2,-0.268,0.018,-0.827,-0.207,396,37,0.32,0.44,12.84405954,-0.491275508,0.047756968,1,-18.74455161,0.835253226,0.073261894,1,8.36848871,-0.67604129,0.051634624,1,3,3,3-Mar,100,100,-0.835,-0.2072,-1.333914895,0.002111972,-2.37E-06,6.65E-10,-0.207175,0,0,0,11,2092,1,24,20.3,20.5,2,344.825,538.179,41.5122,43.0504,29.9996,42.9456,42.9086,21.9539,38.6288,80.6364,-999.9,400,34.4092,97.2258,96.9665
6,1597868180,717.0999999,20200819 15:16:20,15:16:20,B1R1,_NE,_5.12,_3,1597868172,0.008344638,13.38286335,380.1829355,244.7031274,24.68675721,38.35457243,0.194771741,2.942873952,0.187883205,0.118025614,297.3809275,42.47509854,42.72106452,8.561687483,50.58316875,4.368138241,8.635556745,4.193549243,-367.9985548,26.0247381,2.226255629,-42.36663356,108,21,1,0,50598.94613,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-298-20200819-15_16_21,15423.7,895.59828,4.96,-179.5641694,0.5,1517.380685,13.38286335,-136233.6012,1.260080645,0.009087654,730.2177419,DARK-299-20200819-15_16_23,-1.29,6.25,-142.5021248,0.998277349,1.247797189,1.245440538,0.205256916,0.794743084,1799.995161,1517.380685,0.842991536,0.195983072,6,0.5,0: Broadleaf,2,1597868172,380.1829355,400.0493226,43.2984,33.71842258,381.0186129,43.50559032,500.0009032,100.6846129,0.19990571,42.88509677,42.72106452,999.9,0,0,10007.63871,0,449.1840968,1799.995161,0.900004258,0.099995674,0,897.2112581,4.99948,21454.78065,14691.42258,55.52,55.766,55.70732258,55.4573871,57.51,1615.503548,179.4916129,0,144.5,0,895.59828,-146.0869998,-4106.676919,21416.54,15,1597866817,14:53:36,1597866817,1597866807,2,-0.268,0.018,-0.827,-0.207,396,37,0.32,0.44,13.37855172,1.260529737,0.099673686,0,-19.8664871,-1.793603226,0.140479416,0,9.579991935,0.849659516,0.073859226,1,1,3,3-Jan,100,100,-0.836,-0.2072,-1.333914895,0.002111972,-2.37E-06,6.65E-10,-0.207175,0,0,0,11,2092,1,24,22.7,22.9,2,388.973,532.584,41.6202,42.956,29.9998,42.8365,42.7973,21.9743,41.9985,95.3909,-999.9,400,33.5631,97.2614,96.9606
7,1597868357,894.0999999,20200819 15:19:17,15:19:17,B2R1,_NE,_5.7,_1,1597868349,0.009146861,12.60418492,380.7230968,271.1914832,27.35345891,38.40125604,0.236349316,2.940471687,0.226279766,0.142293812,297.3764283,42.45142486,41.91274839,8.205607556,50.27208751,4.382832513,8.718222637,3.822775043,-403.3765574,183.0160179,15.62217538,92.63806416,133,27,1,0,50503.13531,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-300-20200819-15_19_18,15390.3,954.9018,5.85,-162.2310769,0.5,1517.355882,12.60418492,-123081.1394,0.608547009,0.008574621,618.9726496,DARK-301-20200819-15_19_20,2.29,3.56,-266.5875843,0.999017809,1.331295377,1.245134498,-0.639317643,1.639317643,1799.965484,1517.355882,0.842991655,0.19598331,6,0.5,0: Broadleaf,2,1597868349,380.7230968,400.0272258,43.45289032,32.95349677,381.5586452,43.66006774,499.9947742,100.6639677,0.200036484,43.06722903,41.91274839,999.9,0,0,9996.022903,0,528.1950645,1799.965484,0.899998742,0.100001277,0,958.8380968,4.99948,19495.09355,14691.15161,56.00374194,56.19512903,56.18125806,55.80012903,57.99770968,1615.469677,179.4958065,0,176.6000001,0,954.9018,-216.558692,-4774.838455,19402,15,1597866817,14:53:36,1597866817,1597866807,2,-0.268,0.018,-0.827,-0.207,396,37,0.32,0.44,12.60846316,-0.783278046,0.062571464,0,-19.30424194,1.307167742,0.102147325,0,10.49939032,-0.881133871,0.066542479,1,1,3,3-Jan,100,100,-0.836,-0.2072,-1.333914895,0.002111972,-2.37E-06,6.65E-10,-0.207175,0,0,0,11,2092,1,24,25.7,25.8,2,358.199,535.84,41.8082,42.9427,30.0002,42.7894,42.7484,21.9591,41.4491,95.0342,-999.9,400,32.9742,97.2538,97.0358
8,1597868507,1043.6,20200819 15:21:46,15:21:46,B2R1,_NE,_5.7,_2,1597868499,0.009455223,13.8945347,379.0003871,266.1704963,26.84541027,38.2252016,0.249971845,2.940675016,0.238738475,0.150178749,297.3800124,42.4233762,41.73441613,8.128798635,50.12992397,4.382071926,8.741429427,3.746726709,-416.9753163,219.3644847,18.71225354,118.4814344,213,42,1,0,50500.48875,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-302-20200819-15_21_48,15498.6,1014.84172,1.28,-791.8450938,0.5,1517.373378,13.8945347,-600762.3324,-1.7734375,0.009424906,2832.46875,DARK-303-20200819-15_21_49,3.55,-2.27,446.5029604,1.000626502,1.412731052,1.246705964,1.561904165,-0.561904165,1799.986129,1517.373378,0.842991706,0.195983412,6,0.5,0: Broadleaf,2,1597868499,379.0003871,399.9740968,43.44795806,32.59464839,379.837,43.65512903,499.9993226,100.6579032,0.200045484,43.11809032,41.73441613,999.9,0,0,9997.781613,0,632.1755806,1799.986129,0.899998677,0.100001261,0,1022.186258,4.99948,21380.30323,14691.3129,56.266,56.49187097,56.48964516,56.07825806,58.2113871,1615.485484,179.5009677,0,148.8999999,0,1014.84172,-496.30977,-9683.261553,21227.324,15,1597866817,14:53:36,1597866817,1597866807,2,-0.268,0.018,-0.827,-0.207,396,37,0.32,0.44,13.91691976,-1.237428553,0.097506653,0,-20.99005806,1.810562903,0.142046359,0,10.85933871,-0.726087097,0.060783782,1,1,3,3-Jan,100,100,-0.836,-0.2072,-1.333914895,0.002111972,-2.37E-06,6.65E-10,-0.207175,0,0,0,11,2092,1,24,28.2,28.3,2,284.665,529.249,41.9274,42.9159,29.9998,42.7436,42.6909,21.9625,40.9126,95.2449,-999.9,400,32.7823,97.2627,97.0709
9,1597868604,1140.6,20200819 15:23:23,15:23:23,B2R1,_NE,_5.7,_3,1597868596,0.007992967,12.2687094,381.6630968,261.7993052,26.40386999,38.49277896,0.204637624,2.939984673,0.197041022,0.123809668,297.3764088,42.87200483,42.08244839,8.279281218,50.66683867,4.446187895,8.775341056,3.833093322,-352.4898352,175.8966454,15.03800089,135.82122,95,19,1,0,50469.58485,RECT-527-20200527-06_29_39,10323.3,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-304-20200819-15_23_24,15404.6,977.0099615,4.89,-198.7975381,0.5,1517.35709,12.2687094,-150823.427,0.523517382,0.008353522,740.6850716,DARK-305-20200819-15_23_26,2.33,2.56,-379.73436,0.999293698,1.361820655,1.245464609,-0.905600857,1.905600857,1799.967097,1517.35709,0.842991571,0.195983141,6,0.5,0: Broadleaf,2,1597868596,381.6630968,400.0445161,44.08478387,34.91695161,382.498129,44.29195484,500.0483226,100.6555161,0.199869903,43.19220323,42.08244839,999.9,0,0,9994.092581,0,640.3516774,1799.967097,0.900002806,0.099997142,0,978.1654516,4.99948,19975.1,14691.17742,56.46951613,56.7256129,56.69106452,56.21748387,58.387,1615.476774,179.4909677,0,95.9000001,0,977.0099615,-285.143829,-4635.68205,19957.78846,15,1597866817,14:53:36,1597866817,1597866807,2,-0.268,0.018,-0.827,-0.207,396,37,0.32,0.44,12.26868908,-0.179850425,0.033722069,1,-18.38433548,0.429958065,0.045525856,1,9.170957419,-0.385768548,0.035057212,1,3,3,3-Mar,100,100,-0.835,-0.2072,-1.333914895,0.002111972,-2.37E-06,6.65E-10,-0.207175,0,0,0,11,2092,1,24,29.8,29.9,2,402.463,531.479,41.9622,42.9115,30.0004,42.7405,42.6909,22.0047,36.1943,97.3365,-999.9,400,34.7663,97.2667,97.0875
