SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.22293 74.4222 372.04 616.824 864.931 1046.38 1211.23 1309.75,-0.00343336 100.857 403.951 601.422 801.94 1000.8 1206.32 1400.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1595266273,0,20200720 10:31:12,10:31:12,B1R3,_NW,_5.6,_1,1595266265,0.005309639,16.82019424,377.4244,273.1418522,27.6194426,38.16424128,0.298237053,2.943081023,0.282406854,0.177856511,264.3347316,28.69340805,28.26967,3.854908432,51.37033603,2.008882028,3.910587673,1.846026404,-234.1550694,39.14483034,2.910603649,72.23509612,18,4,1,0,53021.21741,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-918-20200720-10_31_13,1038.498846,1317.63,0.21184335,0.5,1348.777478,16.82019424,142.86477,1.78649545,0.01277213,1.752548136,DARK-919-20200720-10_31_15,-1036.31,2353.94,0.118580403,0.495203886,0.46607186,0.794058264,1599.991333,1348.777478,0.84299049,0.19598098,6,0.5,0: Broadleaf,2,1595266265,377.4244,400.0123667,19.86679333,13.6221,373.8664,19.64479333,500.0232667,100.9175667,0.200011533,28.51638,28.26967,999.9,0,0,9985.713333,0,1297.804667,1599.991333,0.9000043,0.09999605,0,1040.204667,4.99938,16581.02333,12764.89,41.5186,42.7373,41.95596667,42.81643333,43.4727,1435.500667,159.492,0,5187.9,0,1038.498846,-269.8109403,-4140.929916,16563.39231,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,16.78104351,2.981570799,0.224680549,0,-22.58797667,-3.264194883,0.237395294,0,6.244685,-0.205060111,0.02787884,1,1,3,1/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,6999.6,6999.4,2,469.08,541.624,27.4437,27.972,30.0011,27.703,27.7781,20.3284,45.3763,37.2152,-999.9,400,13.3521,101.97,101.229
2,1595266396,123.5,20200720 10:33:16,10:33:16,B1R3,_NW,_5.6,_2,1595266388,0.005171277,15.38301088,379.1703548,280.5370376,28.36588587,38.33897693,0.290147119,2.946525526,0.275157451,0.173255611,264.3310456,28.72741529,28.22232258,3.844302199,51.11984203,1.998908437,3.910239856,1.845393761,-228.053301,46.46862655,3.450284267,86.19665537,36,7,1,0,53121.07082,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-920-20200720-10_33_16,1286.537692,1512.98,0.149666425,0.5,1348.755998,15.38301088,100.9317442,0.997230631,0.011706771,1.397149995,DARK-921-20200720-10_33_18,4.19,1508.79,0.150082058,0.58351207,0.285101503,0.726884087,1599.965484,1348.755998,0.842990684,0.195981368,6,0.5,0: Broadleaf,2,1595266388,379.1703548,399.9825484,19.76909355,13.68634839,375.6123548,19.54709355,500.0089677,100.9127742,0.200027581,28.51484839,28.22232258,999.9,0,0,10005.76161,0,183.3098065,1599.965484,0.899997613,0.100002329,0,1287.906129,4.99938,20849.28387,12764.65806,42.08841935,43.25,42.546,43.32622581,44.03,1435.466129,159.4996774,0,122.4000001,0,1286.537692,-240.5264957,-3708.817094,20828.55,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,15.36731045,1.350644775,0.103385308,0,-20.80692333,-1.456986874,0.111242035,0,6.083623667,-0.276415662,0.025274311,1,1,3,1/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,7001.6,7001.5,2,446.567,539.615,27.6812,28.3327,30.0009,28.0199,28.084,20.3402,43.6671,34.1422,-999.9,400,13.5225,101.918,101.185
3,1595266508,235,20200720 10:35:07,10:35:07,B1R3,_NW,_5.6,_3,1595266500,0.005294714,15.45693573,379.0358667,286.6603338,28.98270436,38.32230404,0.313285284,2.944340906,0.295874382,0.186405109,264.3352273,29.00048182,27.87425667,3.767110763,50.4902761,2.009514704,3.980003397,1.757596059,-233.4968948,150.0752377,11.14894433,192.0625145,0,0,1,0,53004.07392,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-922-20200720-10_35_08,725.5819231,775.36,0.064199955,0.5,1348.776231,15.45693573,43.2956865,0.99500877,0.011761404,3.677620718,DARK-923-20200720-10_35_10,3.87,771.49,0.064521999,0.787055924,0.878981541,0.980526353,1599.989333,1348.776231,0.842990764,0.195981528,6,0.5,0: Broadleaf,2,1595266500,379.0358667,399.9918667,19.87558333,13.64838333,375.4778667,19.65358333,500.014,100.9047,0.199990633,28.8197,27.87425667,999.9,0,0,9994.143667,0,138.5842,1599.989333,0.8999955,0.10000441,0,725.6129,4.99938,12150.79667,12764.84667,42.4832,43.6208,42.9538,43.64566667,44.375,1435.483333,159.5063333,0,111,0,725.5819231,-1.06605129,-16.86837674,12150.39231,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,15.44422358,0.905059239,0.072200569,0,-20.95615667,-1.023502558,0.078454571,0,6.227202,0.150195684,0.013963458,1,1,3,1/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,7003.5,7003.3,2,497.249,539.254,27.8809,28.5269,30.0002,28.2012,28.2615,20.3546,42.7172,31.0824,-999.9,400,13.5935,101.894,101.169
4,1595266657,384,20200720 10:37:36,10:37:36,B1R3,_NW,_5.11,_1,1595266649,0.005970538,18.68536317,374.9057,274.4961317,27.7547188,37.90728202,0.347000234,2.941583411,0.325757904,0.205398773,264.341019,29.28119531,28.38062333,3.879862994,50.93449695,2.081305306,4.086239054,1.798557688,-263.3007041,141.8509962,10.59842547,153.4897365,52,10,1,0,52844.79626,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-924-20200720-10_37_37,868.3986154,1164.91,0.254535874,0.5,1348.808258,18.68536317,171.6600442,0.996531921,0.014154666,2.113407903,DARK-925-20200720-10_37_39,4.04,1160.87,0.255421696,0.679565529,0.664553235,0.846573444,1600.027667,1348.808258,0.842990584,0.195981169,6,0.5,0: Broadleaf,2,1595266649,374.9057,400.0133333,20.58425667,13.56733333,371.3477,20.36225667,500.0173,100.9115,0.200011567,29.27509333,28.38062333,999.9,0,0,9977.811333,0,59.02654333,1600.027667,0.9000005,0.09999975,0,868.5634333,4.99938,13963.14667,12765.17,42.88533333,44.062,43.43493333,44.0496,44.8477,1435.528333,159.5006667,0,148.1999998,0,868.3986154,-40.57429061,-622.0649574,13959.89231,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,18.67471216,0.912069464,0.069195317,0,-25.10763,-0.768200222,0.057975375,1,7.016929667,-0.625578554,0.04759836,1,2,3,2/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,7006,7005.8,2,426.646,536.435,28.2946,28.7581,30.0005,28.4305,28.4897,20.3716,43.0944,30.198,-999.9,400,13.4221,101.857,101.124
5,1595266907,634,20200720 10:41:46,10:41:46,B1R3,_NW,_5.11,_2,1595266899,0.006175452,19.79137778,373.4725484,255.5588998,25.83909488,37.76112912,0.309606725,2.943847173,0.292587689,0.184318395,264.3316797,30.20125266,29.86861613,4.228403473,50.02409645,2.161818102,4.321553522,2.066585372,-272.3374273,60.23455506,4.552193554,56.78100108,0,0,1,0,52740.26872,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-926-20200720-10_41_47,919.5381154,1295.49,0.29020053,0.5,1348.759258,19.79137778,195.7053258,0.996827455,0.014975204,1.799589345,DARK-927-20200720-10_41_49,4.11,1291.38,0.291124134,0.64353402,0.651832446,0.801671452,1599.969355,1348.759258,0.842990682,0.195981364,6,0.5,0: Broadleaf,2,1595266899,373.4725484,399.9890968,21.38123871,14.12934516,369.9145484,21.15923871,500.0139355,100.9081935,0.199985032,30.24814516,29.86861613,999.9,0,0,9990.992581,0,868.4382581,1599.969355,0.899997258,0.100002758,0,920.1636774,4.99938,14845.51613,12764.7,43.72154839,45.147,44.22967742,45.06422581,45.63087097,1435.47,159.5,0,249.4000001,0,919.5381154,-59.03873507,-960.6974359,14836.64615,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,19.79119986,0.263938905,0.0381173,1,-26.51643,-0.264894327,0.047065211,1,7.250532667,-0.10249842,0.017297182,1,3,3,3/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,7010.1,7010,2,491.075,536.275,29.0986,29.0957,30.0005,28.7487,28.8136,20.4203,41.4691,34.7776,-999.9,400,14.2445,101.817,101.094
6,1595266989,716.4000001,20200720 10:43:09,10:43:09,B1R3,_NW,_5.11,_3,1595266981,0.004858075,12.21224731,383.0487097,291.0182756,29.42293451,38.72752347,0.250504484,2.942079955,0.239229478,0.150489144,264.3307497,30.66155791,29.56485484,4.15511519,49.78171926,2.166174723,4.351345746,1.988940467,-214.2410999,127.3936897,9.624739604,187.108079,0,0,1,0,52668.51604,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-928-20200720-10_43_09,909.5309231,1042.2,0.127297138,0.5,1348.756328,12.21224731,85.84640999,0.995835732,0.009355889,2.479984648,DARK-929-20200720-10_43_11,4.34,1037.86,0.127829454,0.713496204,0.410141423,0.888769212,1599.966129,1348.756328,0.84299055,0.195981101,6,0.5,0: Broadleaf,2,1595266981,383.0487097,399.9356129,21.42534194,15.72084194,379.4906452,21.20334194,500.025129,100.9033871,0.200003903,30.36802581,29.56485484,999.9,0,0,9981.432258,0,302.2249032,1599.966129,0.900001742,0.099998203,0,910.4314516,4.99938,14582.74194,12764.69355,44.062,45.49593548,44.59248387,45.399,46.07012903,1435.473548,159.4925806,0,81.5,0,909.5309231,-153.7189744,-2216.91282,14570.25,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,12.20924703,1.477172474,0.112138083,0,-16.89307,-1.442335929,0.112076947,0,5.700894667,-0.580414505,0.045029255,1,1,3,1/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,7011.5,7011.4,2,506.869,537.816,29.3264,29.2241,30.001,28.8947,28.9632,20.4493,33.3158,34.0487,-999.9,400,15.8592,101.802,101.086
7,1595267152,878.9000001,20200720 10:45:51,10:45:51,B3R3,_NW,_5.5,_1,1595267144,0.006760539,19.80262831,373.1879355,266.9057595,26.98058716,37.72428754,0.349266407,2.944314913,0.327773581,0.206679223,264.3381095,30.38162207,30.11732258,4.28924502,51.5839221,2.271934307,4.404345801,2.017310713,-298.139782,73.36885935,5.559864647,45.12705148,5,1,1,0,52695.68065,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-930-20200720-10_45_52,984.7939615,1350.13,0.270593231,0.5,1348.79337,19.80262831,182.4871777,0.997296557,0.014983166,1.686289468,DARK-931-20200720-10_45_54,3.65,1346.48,0.271326747,0.628371684,0.578611258,0.782882627,1600.01,1348.79337,0.842990588,0.195981175,6,0.5,0: Broadleaf,2,1595267144,373.1879355,399.9775806,22.47513548,14.54513226,369.6299355,22.25313548,500.0196129,100.8866452,0.199922645,30.57953548,30.11732258,999.9,0,0,9995.784516,0,1536.02,1600.01,0.900000452,0.099999558,0,985.2556774,4.99938,16117.79355,12765.02903,44.562,46.11687097,45.12093548,45.812,46.5,1435.511935,159.4990323,0,161.5,0,984.7939615,-80.08707691,-815.0256402,16111.77308,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,19.78619561,1.37411674,0.110973434,0,-26.78779667,-1.374265628,0.11448568,0,7.932288667,-0.479179889,0.037387809,1,1,3,1/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,7014.2,7014.1,2,484.319,535.325,29.5466,29.3871,30.0006,29.0743,29.136,20.4366,43.646,38.6657,-999.9,400,14.2474,101.766,101.043
8,1595267359,1085.9,20200720 10:49:18,10:49:18,B3R3,_NW,_5.5,_2,1595267351,0.004720837,14.25921517,380.7401935,265.3347229,26.81997458,38.4851338,0.226838679,2.941930627,0.217550493,0.136771874,264.3337989,31.38226163,30.57352903,4.402832983,50.42806996,2.281935306,4.525129174,2.120897677,-208.188928,76.10806298,5.798701376,138.0516353,29,6,1,0,52545.01623,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-932-20200720-10_49_19,1176.353077,1366.53,0.139167763,0.5,1348.770129,14.25921517,93.85266075,0.997994921,0.010873448,1.654050771,DARK-933-20200720-10_49_21,2.74,1363.79,0.139447366,0.62368864,0.293572818,0.777243228,1599.982258,1348.770129,0.842990678,0.195981356,6,0.5,0: Broadleaf,2,1595267351,380.7401935,400.0085806,22.5755871,17.03834839,377.1821935,22.3535871,499.9887419,100.8797419,0.200034903,31.0533871,30.57352903,999.9,0,0,9982.923871,0,74.59772581,1599.982258,0.899997871,0.100001871,0,1177.528387,4.99938,19118.13548,12764.79677,45.2113871,46.5,45.637,46.536,47.12893548,1435.480968,159.5009677,0,205.9000001,0,1176.353077,-203.2123077,-3092.249572,19100.71154,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,14.23998855,1.092406394,0.087636071,0,-19.2635,-1.280526808,0.099286437,0,5.537794333,0.003392836,0.011674485,1,1,3,1/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,7017.7,7017.5,2,455.169,536.854,29.9081,29.7467,30.0008,29.4033,29.4678,20.4943,34.301,43.258,-999.9,400,16.9356,101.712,101.002
9,1595267474,1200.9,20200720 10:51:13,10:51:13,B3R3,_NW,_5.5,_3,1595267466,0.005993399,16.49477452,377.4950645,268.7521168,27.16599996,38.15795399,0.283565403,2.945982181,0.269227529,0.169494973,264.3356972,31.28778592,30.96861935,4.503312623,50.78898794,2.329129684,4.585895051,2.174182938,-264.3088749,50.66632645,3.866966222,54.56011502,0,0,1,0,52620.7686,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-934-20200720-10_51_14,1085.3516,1334.69,0.186813717,0.5,1348.783318,16.49477452,125.9856126,1.006301089,0.012530805,1.717365081,DARK-935-20200720-10_51_16,-8.41,1343.1,0.185643958,0.630534351,0.404795404,0.788191914,1599.998387,1348.783318,0.842990424,0.195980847,6,0.5,0: Broadleaf,2,1595267466,377.4950645,400.0035806,23.04198387,16.01568387,373.9370323,22.81998387,500.0041613,100.8820323,0.199962129,31.28762903,30.96861935,999.9,0,0,10005.72032,0,1191.544581,1599.998387,0.900008161,0.09999229,0,1088.919677,4.99938,17543.72258,12764.96452,45.5,46.891,45.98577419,46.766,47.437,1435.512258,159.4893548,0,114.0999999,0,1085.3516,-243.4592311,-3755.784621,17489.828,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,16.4582411,2.28243369,0.170999626,0,-22.49952667,-2.693424694,0.195352145,0,7.026019333,0.265655172,0.020384644,1,1,3,1/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,7019.6,7019.4,2,497.907,533.72,30.1344,29.9899,30.0008,29.6242,29.6859,20.4938,39.7506,43.2518,-999.9,400,15.7846,101.672,100.96
