SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.22293 74.4222 372.04 616.824 864.931 1046.38 1211.23 1309.75,-0.00343336 100.857 403.951 601.422 801.94 1000.8 1206.32 1400.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1595257402,0,20200720 08:03:22,08:03:22,B1R3,_SW,_5.4,_1,1595257394,0.001511348,7.523924822,390.2799355,268.4388643,27.14016033,39.4587425,0.107160003,2.946162228,0.105040812,0.065837418,132.1540425,23.94252227,23.37851935,2.884973267,50.11699185,1.461542582,2.916261588,1.423430684,-66.65044698,28.4076273,2.008273148,95.91949593,65,13,1,0,53998.1905,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-870-20200720-08_03_22,1173.256538,1496.41,0.215952487,0.5,674.3810341,7.523924822,72.81713086,1.759825182,0.01175966,1.423694041,DARK-871-20200720-08_03_25,-1137.01,2633.42,0.122712466,0.447207616,0.415534439,0.732581943,799.9948387,674.3810341,0.842981731,0.195963462,6,0.5,0: Broadleaf,2,1595257394,390.2799355,400.016129,14.45587742,12.66853871,386.7219355,14.23387742,500.0171935,100.9037097,0.199982613,23.55737097,23.37851935,999.9,0,0,10004.59452,0,103.1954323,799.9948387,0.899982516,0.10001749,0,1173.598065,4.99938,9281.070323,6362.400645,39.125,41.437,40.5,41.58841935,41.375,715.4825806,79.51225806,0,1595257402,0,1173.256538,-40.48923081,-304.16547,9278.663846,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,7.516361918,0.846379849,0.062576419,0,-9.733299667,-1.022268387,0.075993206,0,1.787086,0.058564271,0.006195921,1,1,3,1/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,6851.7,6851.6,2,410.49,576.984,22.5476,22.0974,30.0015,21.7606,21.8202,20.331,45.8375,87.5582,-999.9,400,12.7196,103.037,102.061
2,1595257552,149.5,20200720 08:05:51,08:05:51,B1R3,_SW,_5.4,_2,1595257544,0.002100168,11.51234387,385.2256333,255.4215776,25.82756163,38.95300811,0.153920735,2.94719449,0.149590286,0.093872855,132.1543159,23.98181186,23.31017667,2.873095154,50.30337677,1.48404692,2.950193437,1.389048234,-92.61740663,69.79523662,4.935526849,114.2676727,10,2,1,0,53993.9052,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-872-20200720-08_05_52,756.9886154,1171.7,0.353939903,0.5,674.3842717,11.51234387,119.3457519,0.998992916,0.017673767,2.095365708,DARK-873-20200720-08_05_54,1.18,1170.52,0.35429671,0.677156711,0.915535192,0.844238595,799.9989333,674.3842717,0.842981464,0.195962927,6,0.5,0: Broadleaf,2,1595257544,385.2256333,400.0107333,14.67647667,12.19335667,381.6676333,14.45447667,500.0189,100.9173333,0.2000502,23.74944667,23.31017667,999.9,0,0,10009.114,0,79.12961333,799.9989333,0.899993633,0.100006367,0,757.2058,4.99938,6006.162,6362.451667,39.312,41.28926667,40.50413333,41.687,41.3936,715.4946667,79.50566667,0,148.7,0,756.9886154,-34.5087179,-189.1394864,6004.962692,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,11.5060173,0.261637846,0.038981907,1,-14.78502667,-0.428016908,0.047892309,1,2.483114667,0.399295395,0.034864922,1,3,3,3/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,6854.2,6854.1,2,478.019,574.156,22.7121,22.5461,30.0009,22.1551,22.2104,20.3307,47.0255,82.6391,-999.9,400,12.1472,102.948,101.995
3,1595257729,326.5,20200720 08:08:48,08:08:48,B1R3,_SW,_5.4,_3,1595257721,0.002643162,11.71002644,384.7383667,277.7663549,28.08892558,38.90639438,0.194129929,2.946635867,0.187294264,0.11765302,132.150214,24.07327133,23.52950667,2.911367575,50.65730056,1.515502888,2.991677156,1.395864686,-116.5634596,71.82917078,5.091931416,92.50785654,0,0,1,0,53935.41707,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-874-20200720-08_08_49,1407.730385,1892.08,0.255987916,0.5,674.3641182,11.71002644,86.3145325,0.634058814,0.017967435,0.91685341,DARK-875-20200720-08_08_51,692.39,1199.69,0.403728976,0.591170407,0.412791563,0.596524575,799.9751333,674.3641182,0.84298135,0.195962701,6,0.5,0: Broadleaf,2,1595257721,384.7383667,400.0102667,14.98653667,11.86236667,381.1803667,14.76453667,500.0145,100.9243,0.199990567,23.98166333,23.52950667,999.9,0,0,10005.24633,0,238.4778667,799.9751333,0.899995,0.100005,0,1409.93,4.99938,11178.28333,6362.262667,39.54753333,41.5,40.77686667,41.9308,41.7227,715.4736667,79.5,0,176.3,0,1407.730385,-340.2458115,-2655.073501,11161.50385,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,11.68413379,2.349063973,0.179145802,0,-15.27178333,-2.736723471,0.203355267,0,3.124166667,-0.086312436,0.0078332,1,1,3,1/3,100,100,3.559,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,6857.2,6857,2,490.822,572.515,23.0135,22.8887,30.001,22.5436,22.605,20.3385,46.8843,77.2903,-999.9,400,11.818,102.903,101.954
4,1595257894,492,20200720 08:11:34,08:11:34,B1R3,_NW,_5.6,_1,1595257886,0.002154806,10.38350875,386.5145484,267.0325608,27.00179697,39.08357591,0.152119435,2.94333985,0.147882874,0.092797607,132.1567339,24.43915452,23.83776129,2.965910504,50.25628479,1.525237079,3.034918091,1.440673425,-95.0269634,60.77136932,4.324816208,102.225956,27,5,1,0,53795.12325,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-876-20200720-08_11_34,1411.3412,1872.87,0.246428636,0.5,674.3977876,10.38350875,83.09546354,0.999054926,0.015999571,0.936514547,DARK-877-20200720-08_11_36,1.77,1871.1,0.24666175,0.48384445,0.399889255,0.603130237,800.015129,674.3977876,0.842981293,0.195962585,6,0.5,0: Broadleaf,2,1595257886,386.5145484,399.973871,15.08373548,12.53703226,382.9565484,14.86173548,500.0120645,100.9180323,0.199962065,24.22073871,23.83776129,999.9,0,0,9987.137097,0,253.5946774,800.015129,0.899997419,0.100002548,0,1414.344194,4.99938,11455.27742,6362.587419,39.7113871,41.62690323,40.937,42.00596774,41.86890323,715.5125806,79.50258065,0,164.8999999,0,1411.3412,-172.4261541,-1413.530772,11432.032,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,10.36216646,1.390158339,0.106498631,0,-13.45411667,-1.552687875,0.116189876,0,2.547017,-0.069656863,0.005967461,1,1,3,1/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,6859.9,6859.8,2,457.673,572.346,23.1014,23.1169,30.0007,22.8085,22.8679,20.3592,42.0721,72.7581,-999.9,400,12.4953,102.871,101.932
5,1595258028,626,20200720 08:13:48,08:13:48,B1R3,_NW,_5.6,_2,1595258020,0.002267399,10.12619127,386.7837419,281.3909364,28.45054593,39.10647854,0.169748132,2.945819637,0.164495294,0.103267965,132.1568182,24.43238846,23.40882903,2.89025489,50.24772773,1.527044848,3.039032643,1.363210042,-99.99229544,132.5316534,9.40441319,174.1005893,24,5,1,0,53863.5859,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-878-20200720-08_13_48,1426.8712,1890.11,0.24508563,0.5,674.398076,10.12619127,82.64263864,1.173720048,0.015618013,0.918851284,DARK-879-20200720-08_13_50,-328.35,2218.46,0.208810977,0.439101535,0.395463634,0.597201991,800.0154516,674.398076,0.842981313,0.195962626,6,0.5,0: Broadleaf,2,1595258020,386.7837419,399.9872258,15.10328065,12.42356452,383.2257419,14.88128065,500.0127742,100.906871,0.199960323,24.24333226,23.40882903,999.9,0,0,10002.33323,0,70.74321613,800.0154516,0.899997581,0.100002448,0,1431.547419,4.99938,11451.15484,6362.59129,38.901,40.73374194,40.06429032,40.78,41.06816129,715.5129032,79.50322581,0,133.3,0,1426.8712,-289.9476919,-2211.184612,11414.056,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,10.09969758,1.740746017,0.132969803,0,-13.19755333,-1.934159733,0.143809983,0,2.679888333,-0.050730234,0.005389555,1,1,3,1/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,6862.2,6862,2,460.965,571.615,23.2527,23.3238,30.0006,23.0134,23.0802,20.374,41.431,69.297,-999.9,400,12.3907,102.85,101.917
6,1595258130,727.5,20200720 08:15:29,08:15:29,B1R3,_NW,_5.6,_3,1595258122,0.0030134,12.8033369,383.2679667,282.9825508,28.61378478,38.75414607,0.228382962,2.947243924,0.218986919,0.137678809,132.1560869,24.32594947,23.42108,2.892392086,50.1298558,1.53142195,3.054909945,1.360970135,-132.8909546,144.4623191,10.25119662,153.9786481,72,14,1,0,53889.83265,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-880-20200720-08_15_30,1158.522692,1707.83,0.321640507,0.5,674.3920347,12.8033369,108.4558981,0.998067723,0.01958787,1.123653994,DARK-881-20200720-08_15_32,3.3,1704.53,0.322263209,0.529595368,0.555359876,0.659881842,800.0079667,674.3920347,0.842981649,0.195963297,6,0.5,0: Broadleaf,2,1595258122,383.2679667,400.0168,15.14534667,11.58426667,379.7099667,14.92334667,500.0328,100.9150667,0.199948,24.33026667,23.42108,999.9,0,0,10009.62,0,84.82241667,800.0079667,0.899985933,0.10001388,0,1159.231,4.99938,9178.176333,6362.511,38.479,40.2996,39.6332,40.312,40.6622,715.4963333,79.51133333,0,100.7,0,1158.522692,-140.6198291,-1067.782908,9171.875,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,12.7798696,1.909017446,0.143283667,0,-16.74880333,-2.344890768,0.170140995,0,3.561070333,0.049367119,0.005730241,1,1,3,1/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,6863.9,6863.7,2,402.078,568.977,23.3772,23.4998,30.0011,23.2129,23.2747,20.3618,43.567,66.1234,-999.9,400,11.6791,102.816,101.891
7,1595258298,895.5,20200720 08:18:17,08:18:17,B1R3,_NW,_5.11,_1,1595258290,0.002452776,12.186097,384.2576129,268.9802152,27.1976301,38.85377374,0.18565079,2.944420229,0.179384312,0.112660592,132.1514351,24.33781093,23.40646129,2.889841994,50.73487779,1.537550205,3.030558606,1.352291789,-108.1674053,125.453429,8.904171274,158.34163,0,0,1,0,53831.08694,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-882-20200720-08_18_18,1192.3884,1683.96,0.29191406,0.5,674.3732172,12.186097,98.4295118,0.996977363,0.018673137,1.153756621,DARK-883-20200720-08_18_20,5.09,1678.87,0.292799085,0.53644785,0.509278427,0.668089918,799.9863226,674.3732172,0.842980934,0.195961868,6,0.5,0: Broadleaf,2,1595258290,384.2576129,400.0120323,15.20612581,12.30753226,380.6996129,14.98412581,499.9966452,100.9139032,0.199965258,24.19677097,23.40646129,999.9,0,0,9993.682903,0,799.2898065,799.9863226,0.900006903,0.099993203,0,1194.952903,4.99938,9492.387419,6362.373226,37.70529032,39.80203226,38.897,39.643,39.98974194,715.4948387,79.49,0,166.8999999,0,1192.3884,-272.8746158,-2101.546927,9471.4936,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,12.18162091,0.941177593,0.077413138,0,-15.75904667,-1.115062959,0.090560708,0,2.898137,-0.059932458,0.01069629,1,1,3,1/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,6866.7,6866.5,2,491.507,567.406,23.4586,23.6333,30.0002,23.3607,23.4203,20.3821,40.191,63.1073,-999.9,400,12.2159,102.797,101.875
8,1595258452,1049.5,20200720 08:20:51,08:20:51,B1R3,_NW,_5.11,_2,1595258444,0.002956029,14.24079259,381.5509355,263.6044993,26.6557216,38.58248071,0.213187714,2.948994087,0.204980891,0.128824084,132.1533653,24.27710582,23.85139355,2.968343104,50.6894074,1.542616309,3.04327154,1.425726795,-130.3608659,66.00900602,4.68995633,72.4914618,23,5,1,0,53952.90432,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-884-20200720-08_20_52,1116.265,1779.09,0.372564064,0.5,674.3792857,14.24079259,125.6247436,0.788672861,0.021719765,1.038592764,DARK-885-20200720-08_20_54,375.97,1403.12,0.472393666,0.568386309,0.625093401,0.635377968,799.993,674.3792857,0.842981483,0.195962966,6,0.5,0: Broadleaf,2,1595258444,381.5509355,399.9925484,15.25528387,11.7623129,377.9929355,15.03328387,500.0213871,100.9201613,0.199970065,24.26658065,23.85139355,999.9,0,0,10019.07258,0,101.493129,799.993,0.899991677,0.100008358,0,1116.691613,4.99938,9480.620968,6362.400645,37.185,39.22764516,38.35670968,39.23977419,39.46545161,715.4877419,79.50548387,0,153.0999999,0,1116.265,-60.14666671,-2578.067709,9432.603077,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,14.23925525,0.779281281,0.069486436,0,-18.44679,-0.816285651,0.07668229,1,3.492292,-0.041566719,0.010567776,1,2,3,2/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,6869.2,6869.1,2,463.148,565.568,23.441,23.6055,29.9999,23.3667,23.4297,20.3934,42.3747,59.8531,-999.9,400,11.7571,102.798,101.876
9,1595258538,1136,20200720 08:22:18,08:22:18,B1R3,_NW,_5.11,_3,1595258530,0.001513011,7.656181426,390.1032,262.0553096,26.49867866,39.44670824,0.103530986,2.946509219,0.101551698,0.063644491,132.1542181,24.58102427,23.92737,2.981932661,49.78789612,1.508827753,3.030511169,1.473104908,-66.72376876,42.75348245,3.040297114,111.2242289,64,13,1,0,53892.58308,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-886-20200720-08_22_18,845.07876,1110.49,0.239003719,0.5,674.3838421,7.656181426,80.59012318,0.996938289,0.011955726,2.265981684,DARK-887-20200720-08_22_20,3.4,1107.09,0.239737727,0.694464376,0.677481616,0.865286619,799.9984333,674.3838421,0.842981453,0.195962907,6,0.5,0: Broadleaf,2,1595258530,390.1032,399.9983333,14.92136,13.13294,386.5452,14.69936,500.0283333,100.9186667,0.199981533,24.19651,23.92737,999.9,0,0,10005.08467,0,865.5662,799.9984333,0.8999905,0.10000945,0,845.3121,4.99938,6784.105667,6362.442667,37.01033333,39.187,38.17666667,39.0558,39.312,715.4913333,79.505,0,85.39999986,0,845.07876,-44.76423085,-309.3884625,6783.0072,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,7.655257625,-0.095393909,0.019151948,1,-9.894129667,0.038582336,0.022168696,1,1.786787333,0.17077802,0.013228645,1,3,3,3/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,6870.7,6870.5,2,411.612,567.642,23.436,23.6239,30.0006,23.4184,23.4894,20.4154,31.6584,57.9534,-999.9,400,13.183,102.804,101.88
10,1595258716,1314,20200720 08:25:16,08:25:16,B3R3,_NW,_5.5,_1,1595258708,0.001755792,8.598991656,388.8579333,269.8115284,27.28127215,39.31833147,0.125848129,2.943170924,0.12293327,0.077089559,132.1507035,24.34464868,23.59121333,2.922215247,50.34010608,1.509730099,2.999060225,1.412485148,-77.43042118,68.46442307,4.861643688,128.0463491,71,14,1,0,53825.90575,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-888-20200720-08_25_16,1421.286154,1739.61,0.182985753,0.5,674.3664174,8.598991656,61.69972341,0.99894804,0.013354103,1.0848581,DARK-889-20200720-08_25_18,1.83,1737.78,0.18317845,0.520613736,0.311812717,0.648953788,799.9778333,674.3664174,0.842981379,0.195962759,6,0.5,0: Broadleaf,2,1595258708,388.8579333,399.9959333,14.93121667,12.85574333,385.2999,14.70921667,500.0042333,100.9122667,0.2000628,24.02269667,23.59121333,999.9,0,0,9986.748333,0,26.83939667,799.9778333,0.8999965,0.1000037,0,1421.191667,4.99938,11249.27667,6362.287,36.63533333,38.9475,37.7562,38.9916,38.94753333,715.478,79.50133333,0,177,0,1421.286154,-377.6218804,-3082.817094,11250.33077,15,0,--:--:--,1594846299,1594846307,0,-0.082,-0.057,3.558,0.222,400,26,0.27,0.23,8.58769714,0.52109704,0.04257489,0,-11.13216,-0.522997108,0.044281867,1,2.077503,-0.284773749,0.022696815,1,2,3,2/3,100,100,3.558,0.222,3.558,0,0,0,0.222,0,0,0,-1,-1,-1,-1,6873.6,6873.5,2,403.552,566.602,23.4261,23.7423,30.0005,23.5433,23.6158,20.4226,32.9355,55.6649,-999.9,400,12.8514,102.772,101.855
