SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,7.16528 83.5678 377.079 620.431 871.544 1090.93 1304.99 1472.8,0.0530863 100.051 404.897 601.165 803.972 1001.63 1203.36 1401.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1595257111,0,20200720 07:58:31,7:58:31,B1R1,_SW,_5.8,_1,1595257103,0.001629078,6.06249208,391.927129,308.0600324,31.17378807,39.66062446,0.129169903,2.947713837,0.126105767,0.079085351,132.1513193,22.83400744,21.89361613,2.63633957,49.59096925,1.354862253,2.732074557,1.281477316,-71.84232029,93.07828644,6.491783492,159.8790689,34,7,1,0,54243.03542,RECT-18-20200720-06_03_45,15552.9,863.9176923,3873.05,3009.132308,0.77694125,0.992681003,RECT-19-20200720-07_58_31,15681.6,1199.884231,1400.34,0.143147928,0.5,674.3696233,6.06249208,48.26730708,1.306711227,0.007517852,1.765792593,DARK-20-20200720-07_58_33,-429.5,1829.84,0.10954825,0.574708022,0.373690218,0.82173522,-0.039212927,1.039212927,799.9816452,674.3696233,0.84298137,0.19596274,6,0.5,0: Broadleaf,2,1595257103,391.927129,399.9653226,13.38877742,11.46077097,392.4736129,13.43732581,500.1849032,100.993871,0.200002903,22.47931935,21.89361613,999.9,0,0,10004.48065,0,73.35702581,799.9816452,0.899995484,0.100004665,0,1200.365484,4.99979,9495.034194,6784.216774,34.669,37.44106452,36.278,37.25,36.75,715.4796774,79.50129032,0,6884.9,0,1199.884231,-60.03589747,-392.2013674,9494.285769,15,0,--:--:--,0,0,0,0,0,0,0,0,0,0,0,6.060281452,0.222015603,0.0340781,1,-8.038289355,-0.11252371,0.034750996,1,1.927998387,-0.376212097,0.029090622,1,3,3,3-Mar,100,100,-0.547,-0.0484,-0.671503529,0.000639957,-8.95E-07,1.90E-10,-0.105675457,-0.003427825,0.000613267,-3.11E-06,3,2050,2,29,26587618.5,26587618.5,2,453.377,650.972,21.6046,22.0596,30.0008,22.0077,21.9803,20.4608,33.7372,1.18145,-999.9,400,11.6124,101.76,102.092
2,1595257277,165.5,20200720 08:01:16,8:01:16,B1R1,_SW,_5.8,_2,1595257269,0.001611297,10.4853489,386.6602333,251.3856312,25.43956502,39.12899914,0.132884258,2.947119852,0.129643112,0.081311564,132.1526118,22.96542806,21.75411,2.613974708,50.16174219,1.381048282,2.753190424,1.232926426,-71.05818969,135.36589,9.442451638,205.9027637,22,4,1,0,54202.30353,RECT-18-20200720-06_03_45,15552.9,863.9176923,3873.05,3009.132308,0.77694125,0.992681003,RECT-21-20200720-08_01_16,15675.3,1434.9944,1833.27,0.217248741,0.5,674.3786587,10.4853489,73.25395739,0.998838142,0.014076169,1.11264571,DARK-22-20200720-08_01_18,2.13,1831.14,0.217501447,0.526949666,0.410867748,0.677863182,0.000322843,0.999677157,799.9927,674.3786587,0.842981016,0.195962031,6,0.5,0: Broadleaf,2,1595257269,386.6602333,399.9857,13.64707667,11.74056333,387.2071,13.69268667,500.1719,100.9974,0.199971133,22.60608333,21.75411,999.9,0,0,10000.755,0,108.5813,799.9927,0.9000082,0.09999225,0,1435.581333,4.99979,11442.87,6784.336333,35.187,37.854,36.7872,37.5,37.187,715.4996667,79.493,0,164.5999999,0,1434.9944,-58.80384627,61.83076796,11450.024,15,0,--:--:--,0,0,0,0,0,0,0,0,0,0,0,10.46900391,1.069610397,0.086549801,0,-13.31412581,-1.29483871,0.103546969,0,1.907570645,-0.080245645,0.006392243,1,1,3,3-Jan,100,100,-0.546,-0.0457,-0.671503529,0.000639957,-8.95E-07,1.90E-10,-0.105675457,-0.003427825,0.000613267,-3.11E-06,3,2050,2,29,26587621.3,26587621.3,2,468.03,651.566,21.7298,22.2877,30.0004,22.2301,22.2049,20.4722,33.0367,0.811589,-999.9,400,11.7313,101.732,102.085
3,1595257420,309,20200720 08:03:40,8:03:40,B1R1,_SW,_5.8,_3,1595257412,0.001701567,10.1124402,387.0716129,269.9166153,27.31656832,39.17309109,0.149245626,2.946379593,0.1451694,0.091087834,132.157201,23.00215447,21.32008065,2.545452099,50.02225123,1.382236303,2.763242895,1.163215796,-75.03911524,213.81386,14.89005241,285.8219982,0,0,1,0,54169.57153,RECT-18-20200720-06_03_45,15552.9,863.9176923,3873.05,3009.132308,0.77694125,0.992681003,RECT-23-20200720-08_03_40,15599.7,1876.314,2268.08,0.172730239,0.5,674.3981332,10.1124402,58.24447529,1.174336884,0.013522812,0.70763377,DARK-24-20200720-08_03_41,-395.41,2663.49,0.147087468,0.376006803,0.279003359,0.533366378,-0.030996867,1.030996867,800.0152581,674.3981332,0.842981589,0.195963177,6,0.5,0: Broadleaf,2,1595257412,387.0716129,399.9923871,13.65795806,11.64466774,387.6183871,13.70343871,500.1744516,101.0037419,0.19998829,22.66613226,21.32008065,999.9,0,0,9995.920968,0,94.53659355,800.0152581,0.899990323,0.100009645,0,1880.876452,4.99979,14863.32258,6784.491613,35.625,38.163,37.19106452,37.83029032,37.562,715.5058065,79.51064516,0,142.9000001,0,1876.314,-260.3723073,-1918.599997,14830.004,15,0,--:--:--,0,0,0,0,0,0,0,0,0,0,0,10.10947829,0.919514252,0.071510371,0,-12.92072903,-1.095575806,0.087681959,0,2.013286774,0.042289355,0.00336699,1,1,3,3-Jan,100,100,-0.546,-0.0454,-0.671503529,0.000639957,-8.95E-07,1.90E-10,-0.105675457,-0.003427825,0.000613267,-3.11E-06,3,2050,2,29,26587623.7,26587623.7,2,496.747,649.971,21.7895,22.4931,30.0004,22.4304,22.403,20.4808,33.4603,0.069374,-999.9,400,11.6597,101.709,102.065
4,1595257663,551.5,20200720 08:07:42,8:07:42,B2R1,_SE,_5.7,_1,1595257655,0.001018113,7.796881227,390.1739667,217.0237332,21.95217693,39.4665036,0.075819596,2.946270213,0.074752095,0.046814718,132.1550258,23.84456002,22.80969667,2.787406527,50.0044346,1.438521241,2.876787334,1.348885286,-44.89880327,82.87441506,5.835057941,175.9656956,0,0,1,0,54043.57717,RECT-18-20200720-06_03_45,15552.9,863.9176923,3873.05,3009.132308,0.77694125,0.992681003,RECT-25-20200720-08_07_42,15619.3,1806.511538,2092.85,0.136817479,0.5,674.3889284,7.796881227,46.13409662,0.999249827,0.010089431,0.850610412,DARK-26-20200720-08_07_44,1.57,2091.28,0.136920193,0.45982415,0.232997749,0.591599112,0.000118994,0.999881006,800.0046,674.3889284,0.842981313,0.195962627,6,0.5,0: Broadleaf,2,1595257655,390.1739667,400.0030667,14.22151667,13.01762667,390.7206,14.26037,500.1957,100.9510333,0.200009467,23.33144667,22.80969667,999.9,0,0,10000.51833,0,99.47595667,800.0046,0.8999964,0.10000348,0,1808.983667,4.99979,15434.38,6784.414333,36.3225,39.0725,37.937,38.7479,38.30373333,715.5013333,79.502,0,241.9000001,0,1806.511538,-378.8601709,-3577.58291,15398.60385,15,0,--:--:--,0,0,0,0,0,0,0,0,0,0,0,7.771408671,1.457992519,0.113954152,0,-9.80466,-1.702955323,0.137052729,0,1.204283226,-0.019200968,0.002354525,1,1,3,3-Jan,100,100,-0.547,-0.0389,-0.671503529,0.000639957,-8.95E-07,1.90E-10,-0.105675457,-0.003427825,0.000613267,-3.11E-06,3,2050,2,29,26587627.7,26587627.7,2,494.963,649.875,22.2637,22.7808,30.0007,22.7119,22.6828,20.5138,26.8821,2.62416,-999.9,400,12.9829,101.695,102.038
5,1595257847,736,20200720 08:10:47,8:10:47,B2R1,_SE,_5.7,_2,1595257839,0.001728883,10.18367939,386.9464667,249.9300555,25.27904202,39.13749377,0.127933515,2.945799467,0.124925117,0.078342599,132.1570224,24.00445362,23.12061333,2.840372204,50.06357068,1.470427796,2.937121296,1.369944408,-76.24371918,88.15232478,6.2282872,150.2939152,17,3,1,0,53966.87567,RECT-18-20200720-06_03_45,15552.9,863.9176923,3873.05,3009.132308,0.77694125,0.992681003,RECT-27-20200720-08_10_47,15577.3,1817.722692,2142.16,0.15145335,0.5,674.398951,10.18367939,51.0699901,0.999523845,0.013628429,0.80801154,DARK-28-20200720-08_10_48,1.02,2141.14,0.151525499,0.447023913,0.253815185,0.575212328,8.50E-05,0.999914973,800.0164667,674.398951,0.842981337,0.195962675,6,0.5,0: Broadleaf,2,1595257839,386.9464667,399.9646667,14.53789667,12.49418333,387.4932667,14.57291667,500.1919333,100.9444667,0.1999994,23.67568,23.12061333,999.9,0,0,9998.493333,0,108.1555667,800.0164667,0.899997433,0.100002567,0,1818.36,4.99979,14565.69667,6784.516667,36.937,39.5893,38.52686667,39.25,38.875,715.513,79.504,0,183.5,0,1817.722692,-384.6335043,-2976.454701,14560.44231,15,0,--:--:--,0,0,0,0,0,0,0,0,0,0,0,10.17749851,0.188227998,0.049366925,1,-13.01667742,-0.251748387,0.060988935,1,2.043733548,-0.05496,0.00516018,1,3,3,3-Mar,100,100,-0.547,-0.0352,-0.671503529,0.000639957,-8.95E-07,1.90E-10,-0.105675457,-0.003427825,0.000613267,-3.11E-06,3,2050,2,29,26587630.8,26587630.8,2,474.094,647.195,22.5814,23.0178,30.0009,22.9373,22.9079,20.515,31.0387,4.46936,-999.9,400,12.5086,101.674,102.017
6,1595257971,859.5,20200720 08:12:50,8:12:50,B2R1,_SE,_5.7,_3,1595257963,0.001458205,9.030685965,388.4963548,253.0897577,25.59838673,39.29388539,0.114305153,2.945684513,0.111896975,0.070147749,132.156347,24.27922233,22.70999032,2.770605221,49.78072463,1.480233654,2.973507648,1.290371567,-64.30684008,185.8547513,13.11819107,266.8224493,0,0,1,0,53926.27874,RECT-18-20200720-06_03_45,15552.9,863.9176923,3873.05,3009.132308,0.77694125,0.992681003,RECT-29-20200720-08_12_50,15675.2,1565.2656,1897.47,0.175077551,0.5,674.397314,9.030685965,59.03591494,1.001006604,0.011918797,1.041165341,DARK-30-20200720-08_12_52,-1.91,1899.38,0.174901494,0.50983236,0.321420017,0.656528128,-0.000213422,1.000213422,800.0147742,674.397314,0.842981075,0.195962149,6,0.5,0: Broadleaf,2,1595257963,388.4963548,400.0083226,14.63498387,12.91144516,389.0430645,14.66879032,500.2025806,100.9435161,0.199995,23.88030323,22.70999032,999.9,0,0,9997.934194,0,75.18679032,800.0147742,0.900005871,0.099994548,0,1567.292903,4.99979,12474.60645,6784.520645,37.3,39.87093548,38.875,39.47967742,39.22967742,715.5180645,79.49677419,0,122.4000001,0,1565.2656,-182.9807689,-1314.492306,12459.916,15,0,--:--:--,0,0,0,0,0,0,0,0,0,0,0,9.019067083,1.03240492,0.081091401,0,-11.50475161,-1.199617742,0.096759525,0,1.722291613,0.135746613,0.010314079,1,1,3,3-Jan,100,100,-0.547,-0.0336,-0.671503529,0.000639957,-8.95E-07,1.90E-10,-0.105675457,-0.003427825,0.000613267,-3.11E-06,3,2050,2,29,26587632.8,26587632.8,2,499.814,646.37,22.7901,23.2417,30.0004,23.1513,23.1218,20.5225,28.1707,4.8556,-999.9,400,12.9111,101.642,101.986
7,1595258085,973.5,20200720 08:14:44,8:14:44,B2R1,_SE,_5.11,_1,1595258077,0.001803559,11.47297921,385.3765333,249.4057205,25.2284373,38.98245673,0.145055171,2.945802339,0.141200716,0.088588224,132.1523146,24.18661947,22.64138,2.759095367,50.26005148,1.494214845,2.972967199,1.264880523,-79.53695539,196.2783409,13.84834843,262.7420485,51,10,1,0,53930.5252,RECT-18-20200720-06_03_45,15552.9,863.9176923,3873.05,3009.132308,0.77694125,0.992681003,RECT-31-20200720-08_14_44,15580.3,1031.3984,1461.63,0.294350554,0.5,674.3781232,11.47297921,99.25178703,0.999308991,0.015540685,1.649815617,DARK-32-20200720-08_14_46,1.01,1460.62,0.294554093,0.622777657,0.719797124,0.801367223,0.000288443,0.999711557,799.9922,674.3781232,0.842980873,0.195961746,6,0.5,0: Broadleaf,2,1595258077,385.3765333,399.9729333,14.77165333,12.64011667,385.9234667,14.80376,500.1793,100.9542,0.200004667,23.87728,22.64138,999.9,0,0,9997.545667,0,105.3723333,799.9922,0.9000111,0.099988823,0,1031.560667,4.99979,8535.04,6784.338667,37.5,40.03306667,39.125,39.3998,39.37913333,715.5016667,79.489,0,112.8000002,0,1031.3984,-34.20230763,391.4446163,8537.1664,15,0,--:--:--,0,0,0,0,0,0,0,0,0,0,0,11.46293331,0.179119872,0.029834143,1,-14.58876452,-0.276009677,0.04116257,1,2.132034194,-0.015870968,0.003691652,1,3,3,3-Mar,100,100,-0.547,-0.0324,-0.671503529,0.000639957,-8.95E-07,1.90E-10,-0.105675457,-0.003427825,0.000613267,-3.11E-06,3,2050,2,29,26587634.7,26587634.7,2,432.661,645.031,22.8884,23.4176,30.0007,23.3285,23.2936,20.526,30.8459,5.44524,-999.9,400,12.5635,101.619,101.967
8,1595258329,1218,20200720 08:18:49,8:18:49,B2R1,_SE,_5.11,_2,1595258321,0.001478618,9.468335436,387.9371613,233.5327045,23.62406256,39.24354744,0.10461091,2.946399205,0.102590476,0.064297325,132.1560586,24.72034033,23.73250968,2.947187553,49.81165081,1.521396184,3.054297858,1.42579137,-65.20703245,94.42027487,6.712511068,168.0818121,27,5,1,0,53866.60931,RECT-18-20200720-06_03_45,15552.9,863.9176923,3873.05,3009.132308,0.77694125,0.992681003,RECT-33-20200720-08_18_49,15551.3,1619.5628,1899.21,0.147243959,0.5,674.393604,9.468335436,49.6501922,0.998952196,0.012567816,1.039295286,DARK-34-20200720-08_18_50,1.99,1897.22,0.147398404,0.509896514,0.270114245,0.655949888,0.000181112,0.999818888,800.0100645,674.393604,0.8429814,0.1959628,6,0.5,0: Broadleaf,2,1595258321,387.9371613,399.9830645,15.03957097,13.29255806,388.4838387,15.06827742,500.1839677,100.9596129,0.199933935,24.32692258,23.73250968,999.9,0,0,10000.40161,0,33.88278065,800.0100645,0.899993516,0.100006316,0,1625.196129,4.99979,13334.22258,6784.454194,38.062,40.375,39.56809677,40.125,39.917,715.503871,79.50483871,0,243.7,0,1619.5628,-439.0084615,-3383.446153,13293.796,15,0,--:--:--,0,0,0,0,0,0,0,0,0,0,0,9.463463549,1.270268113,0.097334447,0,-12.04594516,-1.520574194,0.119820793,0,1.747019032,0.00893371,0.001260211,1,1,3,3-Jan,100,100,-0.546,-0.0287,-0.671503529,0.000639957,-8.95E-07,1.90E-10,-0.105675457,-0.003427825,0.000613267,-3.11E-06,3,2050,2,29,26587638.8,26587638.8,2,461.457,645.237,23.2678,23.8112,30.0006,23.6769,23.6409,20.5434,27.251,9.74524,-999.9,400,13.338,101.553,101.957
9,1595258436,1324.5,20200720 08:20:35,8:20:35,B2R1,_SE,_5.11,_3,1595258428,0.00183919,10.26483638,386.8356129,250.2007718,25.31014417,39.13203409,0.129718077,2.946608953,0.126627085,0.079413507,132.1541727,24.7182685,23.87189677,2.972005075,49.99738677,1.535454501,3.071069509,1.436550575,-81.10828252,86.80695696,6.178021381,144.0308685,6,1,1,0,53856.20342,RECT-18-20200720-06_03_45,15552.9,863.9176923,3873.05,3009.132308,0.77694125,0.992681003,RECT-35-20200720-08_20_35,15525.9,1660.8376,2010.42,0.173885258,0.5,674.3858294,10.26483638,58.63287691,1.000940102,0.013749036,0.926487998,DARK-36-20200720-08_20_37,-1.89,2012.31,0.173721941,0.480686153,0.304912077,0.61899239,-0.000197692,1.000197692,800.0010968,674.3858294,0.842981131,0.195962262,6,0.5,0: Broadleaf,2,1595258428,386.8356129,400.0030323,15.17857419,13.00572903,387.3823226,15.20549677,500.1572581,100.9593548,0.199982065,24.41834194,23.87189677,999.9,0,0,10001.61935,0,72.62376774,800.0010968,0.900004419,0.099995613,0,1664.666452,4.99979,15292.36452,6784.400645,38.125,40.419,39.74593548,40,39.9756129,715.5058065,79.49709677,0,105.6000001,0,1660.8376,-265.1676923,-4130.976918,15270.696,15,0,--:--:--,0,0,0,0,0,0,0,0,0,0,0,10.23729143,1.781540774,0.134568179,0,-13.15050968,-2.079333871,0.157367784,0,2.173094516,-0.029534032,0.003929852,1,1,3,3-Jan,100,100,-0.547,-0.0269,-0.671503529,0.000639957,-8.95E-07,1.90E-10,-0.105675457,-0.003427825,0.000613267,-3.11E-06,3,2050,2,29,26587640.6,26587640.6,2,487.857,644.452,23.4221,23.9508,30.0005,23.8099,23.7747,20.5386,29.7444,10.2409,-999.9,400,13.0078,101.549,101.958
