SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,-0.0552804 66.5346 364.694 621.906 883.751 1097.59 1312.22 1512.98,-0.0382899 101.085 403.879 601.294 801.022 1001.45 1201.31 1400.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1590625689,0,20200527 17:28:09,17:28:09,B1R1,_SW,_5.8,_1,1590625681,0.010966076,14.04503242,378.2554839,264.9952127,26.68940208,38.09658519,0.258594068,2.938283472,0.246583106,0.155147081,264.3364433,43.98214239,43.89067097,9.100569451,50.51825043,4.933553787,9.765884102,4.167015664,-483.6039589,216.0802503,18.82626194,15.63899657,0,0,1,0,50093.139,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-794-20200527-17_28_11,746.2283846,1107.59,0.32625937,0.5,1348.780791,14.04503242,220.0261854,2.129434177,0.010714565,2.274532995,DARK-795-20200527-17_28_13,-1250.95,2358.54,0.153214114,0.516473649,0.929280938,0.866283829,1599.994516,1348.780791,0.842990884,0.195981767,6,0.5,0: Broadleaf,2,1590625681,378.2554839,400.0870645,48.98454194,36.46987097,377.2735161,48.74054194,500.0007419,100.5165484,0.199995903,45.25473871,43.89067097,999.9,0,0,9998.225806,0,0,1599.994516,0.899991677,0.1000082,0,746.9051613,4.99975,12921.78387,13923.91935,53.187,54.06606452,53.625,53.687,55.173,1435.48129,159.5132258,0,4620.8,0,746.2283846,-90.23418808,-1700.064958,12910.28846,15,0,--:--:--,1589233000,1589233000,0,0.089,-0.023,0.982,0.244,400,19,0.31,0.41,14.06580286,-2.327542697,0.176446497,0,-21.83150968,2.317006452,0.174050676,0,12.5146871,0.985979032,0.089678291,1,1,3,1/3,100,100,0.982,0.244,0.982,0,0,0,0.244,0,0,0,-1,-1,-1,-1,23211.5,23211.5,2,521.11,449.564,44.917,46.093,29.9967,46.1481,46.0763,21.9164,30.5772,88.8524,-999.9,400,36.3463,98.9851,98.194
2,1590625776,86.5,20200527 17:29:35,17:29:35,B1R1,_SW,_5.8,_2,1590625768,0.00892187,10.94556169,382.8249355,267.4543751,26.93305494,38.55104265,0.198174459,2.937347142,0.191034979,0.120016887,264.3338075,44.38621213,44.12247419,9.210783532,49.82073271,4.8357471,9.706294622,4.375036432,-393.4544768,160.4838356,13.99424703,45.35741337,0,0,1,0,50085.93428,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-796-20200527-17_29_37,886.63008,1130.79,0.215919773,0.5,1348.771838,10.94556169,145.6132545,2.008843375,0.008416641,2.207350613,DARK-797-20200527-17_29_39,-1140.79,2271.58,0.107484623,0.523541047,0.592532661,0.858306144,1599.984516,1348.771838,0.842990557,0.195981114,6,0.5,0: Broadleaf,2,1590625768,382.8249355,400.0579355,48.02060968,37.82865806,381.8429355,47.77660968,500.0084516,100.5015161,0.199977097,45.13589677,44.12247419,999.9,0,0,9994.393226,0,0,1599.984516,0.900002742,0.099997339,0,892.7936774,4.99975,15021.29032,13923.88387,53.23577419,54.129,53.61483871,53.74187097,55.19106452,1435.49,159.4948387,0,85.20000005,0,886.63008,-606.9553068,-9667.399985,14923.632,15,0,--:--:--,1589233000,1589233000,0,0.089,-0.023,0.982,0.244,400,19,0.31,0.41,11.01145963,-4.063260283,0.304478055,0,-17.26161613,3.682567742,0.281419589,0,10.16535097,2.988616935,0.245708117,0,0,3,0/3,100,100,0.982,0.244,0.982,0,0,0,0.244,0,0,0,-1,-1,-1,-1,23212.9,23212.9,2,538.968,452.726,44.7125,45.4697,29.9972,45.5305,45.4703,21.9685,24.0363,85.0465,-999.9,400,37.8259,99.0944,98.3191
3,1590625843,154,20200527 17:30:43,17:30:43,B1R1,_SW,_5.8,_3,1590625835,0.008603538,12.13305157,381.5825806,256.7754512,25.86182801,38.43211267,0.19680828,2.938924888,0.189768651,0.119216911,264.3345011,44.3969698,43.95243226,9.129822661,50.47343805,4.881195342,9.670820002,4.248627319,-379.4160448,176.2549031,15.34376384,76.51712325,0,0,1,0,50140.61886,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-798-20200527-17_30_45,884.9961154,1624.42,0.455192552,0.5,1348.777567,12.13305157,306.976751,1.164138585,0.009297025,1.23269844,DARK-799-20200527-17_30_47,-266.63,1891.05,0.39101234,0.514302152,0.816419115,0.688563686,1599.991613,1348.777567,0.842990398,0.195980796,6,0.5,0: Broadleaf,2,1590625835,381.5825806,400.0835806,48.46413548,38.63929677,380.6005806,48.22013548,499.9517419,100.5175806,0.200100452,45.06484839,43.95243226,999.9,0,0,10001.77355,0,0,1599.991613,0.900008097,0.099991981,0,888.3567742,4.99975,15217.81935,13923.96129,53.266,54.19106452,53.651,53.75,55.23170968,1435.505161,159.4870968,0,66.70000005,0,884.9961154,-309.2299831,-5955.955562,15159.88077,15,0,--:--:--,1589233000,1589233000,0,0.089,-0.023,0.982,0.244,400,19,0.31,0.41,12.15023171,-2.115684902,0.158180922,0,-18.50104839,2.100948387,0.157131311,0,9.824839677,0.920825323,0.078433591,1,1,3,1/3,100,100,0.982,0.244,0.982,0,0,0,0.244,0,0,0,-1,-1,-1,-1,23214.1,23214.1,2,513.818,454.923,44.5558,45.0432,29.9975,45.0892,45.0352,21.9983,21.4004,84.7466,-999.9,400,38.444,99.1759,98.416
4,1590625943,254,20200527 17:32:23,17:32:23,B1R1,_SE,_5.10,_1,1590625935,0.010723328,14.29055071,378.1483667,265.3838533,26.72297669,38.07786293,0.262378775,2.939036163,0.250025692,0.157327458,264.3361676,43.51838908,43.43024667,8.885033045,51.14421877,4.861088741,9.504669068,4.023944304,-472.8987599,205.79503,17.84218723,15.07462494,0,0,1,0,50196.20868,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-800-20200527-17_32_25,864.4010769,1235.98,0.300635061,0.5,1348.781262,14.29055071,202.7454687,0.418251104,0.010896591,1.934384052,DARK-801-20200527-17_32_26,719.03,516.95,0.718790837,0.822220159,0.718371808,0.822134904,1599.995333,1348.781262,0.842990747,0.195981495,6,0.5,0: Broadleaf,2,1590625935,378.1483667,400.1640333,48.27510333,36.02776,377.1663667,48.03110667,499.9774,100.4955667,0.199997,44.72905333,43.43024667,999.9,0,0,10004.598,0,0,1599.995333,0.8999959,0.10000406,0,865.4398,4.99975,14873.54,13923.95,53.29546667,54.14566667,53.687,53.7206,55.25,1435.489,159.506,0,99.20000005,0,864.4010769,-226.3452993,-3919.080345,14856.30385,15,0,--:--:--,1589233000,1589233000,0,0.089,-0.023,0.982,0.244,400,19,0.31,0.41,14.32157449,-2.019898048,0.15700751,0,-22.02507419,1.722856452,0.133130193,0,12.23770323,1.51923871,0.119792268,0,0,3,0/3,100,100,0.982,0.244,0.982,0,0,0,0.244,0,0,0,-1,-1,-1,-1,23215.7,23215.7,2,524.814,453.587,44.2444,44.4745,29.9975,44.4855,44.4226,21.9663,25.4611,82.0075,-999.9,400,35.3201,99.2817,98.5278
5,1590626046,356.5,20200527 17:34:05,17:34:05,B1R1,_SE,_5.10,_2,1590626038,0.01100079,13.61200542,378.7208,273.2087722,27.51054766,38.13500034,0.272245705,2.938470522,0.258968893,0.162994456,264.3382714,43.44394991,43.17158667,8.765896187,50.25846932,4.776113067,9.503100933,3.98978312,-485.1348442,246.2261518,21.32522776,46.75480673,0,0,1,0,50181.1925,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-802-20200527-17_34_07,721.7598077,1042.6,0.307730858,0.5,1348.792701,13.61200542,207.5325674,0.442298101,0.010393422,2.47864953,DARK-803-20200527-17_34_09,581.46,461.14,0.695754418,0.848577189,0.990640282,0.888631666,1600.009,1348.792701,0.842990696,0.195981392,6,0.5,0: Broadleaf,2,1590626038,378.7208,400.0504,47.43184333,34.85956333,377.7388333,47.18784333,500.1003333,100.4943,0.199932633,44.72586,43.17158667,999.9,0,0,10001.504,0,0,1600.009,0.8999977,0.100002117,0,722.3462667,4.99975,12378.87333,13924.07,53.27493333,54.25,53.65806667,53.77486667,55.2122,1435.504333,159.5046667,0,101.9000001,0,721.7598077,-71.45890597,-721.4051281,12369.76538,15,0,--:--:--,1589233000,1589233000,0,0.089,-0.023,0.982,0.244,400,19,0.31,0.41,13.62332598,-0.596489096,0.051644801,0,-21.33677097,0.636241935,0.06024431,1,12.56491613,0.273503226,0.045228831,1,2,3,2/3,100,100,0.982,0.244,0.982,0,0,0,0.244,0,0,0,-1,-1,-1,-1,23217.4,23217.4,2,514.751,454.36,44.0922,43.9172,29.9981,43.8978,43.8396,21.9733,24.4039,79.1398,-999.9,400,34.6252,99.3933,98.6542
6,1590626113,424,20200527 17:35:13,17:35:13,B1R1,_SE,_5.10,_3,1590626105,0.01266652,17.53732631,373.4301,260.2851881,26.20958433,37.60278396,0.320504022,2.938175598,0.302270674,0.19047087,264.3337223,42.82902972,43.11748,8.741150635,51.06031904,4.805374641,9.411172377,3.935775994,-558.5935105,224.9918155,19.46577352,-49.80219919,0,0,1,0,50202.84802,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-804-20200527-17_35_15,887.3258,1362.38,0.348694344,0.5,1348.773921,17.53732631,235.1549186,0.493467315,0.013303855,1.662135381,DARK-805-20200527-17_35_17,690.09,672.29,0.706620952,0.771076871,0.738061158,0.778670271,1599.987333,1348.773921,0.842990374,0.195980748,6,0.5,0: Broadleaf,2,1590626105,373.4301,400.1505,47.72177333,33.24756333,372.4481,47.47777333,500.0086667,100.4956667,0.199976133,44.53785667,43.11748,999.9,0,0,9999.689333,0,0,1599.987333,0.900008333,0.099991667,0,888.362,4.99975,14898.98333,13923.94667,53.312,54.3582,53.6912,53.875,55.25,1435.502,159.4853333,0,66.5,0,887.3258,-154.7041541,-2471.492311,14882.152,15,0,--:--:--,1589233000,1589233000,0,0.089,-0.023,0.982,0.244,400,19,0.31,0.41,17.54816304,-1.087427844,0.085874509,0,-26.71879355,0.388045161,0.049331884,1,14.45884839,2.44811129,0.19775635,0,1,3,1/3,100,100,0.982,0.244,0.982,0,0,0,0.244,0,0,0,-1,-1,-1,-1,23218.6,23218.6,2,538.118,452.866,43.9897,43.5923,29.9981,43.5617,43.5002,21.9469,27.5444,76.816,-999.9,400,32.5051,99.4515,98.7172
7,1590626280,591,20200527 17:38:00,17:38:00,B2R2,_SE,_5.3,_2,1590626272,0.012145661,14.01832662,377.8338387,284.9171304,28.68486471,38.03952584,0.327083702,2.93811948,0.308117475,0.194185752,264.3348333,42.52063299,42.52005484,8.471912246,51.7933108,4.76417249,9.198432029,3.707739757,-535.623648,249.7271466,21.50018108,-0.061486987,0,0,1,0,50270.80266,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-806-20200527-17_38_02,758.1093462,1067.15,0.289594391,0.5,1348.776281,14.01832662,195.2990226,1.084364897,0.010694801,2.398622499,DARK-807-20200527-17_38_03,-90.03,1157.18,0.267063598,0.688668154,0.886973449,0.880189761,1599.989677,1348.776281,0.842990615,0.195981229,6,0.5,0: Broadleaf,2,1590626272,377.8338387,400.1631935,47.32092581,33.43550645,376.8518387,47.07692581,499.9885161,100.4779355,0.199986774,44.09661613,42.52005484,999.9,0,0,10001.13452,0,0,1599.989677,0.899999968,0.100000032,0,759.4479355,4.99975,12658.99677,13923.90323,53.131,54.042,53.562,53.687,55.062,1435.49129,159.4983871,0,166.4000001,0,758.1093462,-108.1262564,-1712.28376,12637.85,15,0,--:--:--,1589233000,1589233000,0,0.089,-0.023,0.982,0.244,400,19,0.31,0.41,14.01650215,1.35484887,0.114333056,0,-22.32939032,-1.174901613,0.104752256,0,13.88542581,-0.742258065,0.079441583,1,1,3,1/3,100,100,0.982,0.244,0.982,0,0,0,0.244,0,0,0,-1,-1,-1,-1,23221.3,23221.3,2,509.201,454.189,43.5007,43.0841,29.9988,42.9877,42.9189,21.9666,32.4794,97.2626,-999.9,400,32.6406,99.5242,98.8004
8,1590626397,707.9000001,20200527 17:39:57,17:39:57,B2R2,_SE,_5.3,_1,1590626389,0.00945957,14.52297636,378.3596452,247.3463613,24.90213303,38.0921804,0.221128481,2.937452012,0.212279345,0.133440143,264.3379101,42.93872463,43.16972903,8.765045599,50.44872628,4.575929293,9.070455549,4.189116306,-417.1670461,104.0742093,8.978385462,-39.77654119,0,0,1,0,50295.24941,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-808-20200527-17_39_59,819.4729231,1203.42,0.319046615,0.5,1348.792046,14.52297636,215.163768,1.127378638,0.011068825,2.013777401,DARK-809-20200527-17_40_01,-153.29,1356.71,0.282998634,0.641094354,0.792147266,0.833331173,1600.008387,1348.792046,0.84299061,0.19598122,6,0.5,0: Broadleaf,2,1590626389,378.3596452,400.0827742,45.45150645,34.61565806,377.3776452,45.20750645,499.985871,100.4771613,0.200014226,43.8269129,43.16972903,999.9,0,0,9997.412581,0,0,1600.008387,0.90000171,0.099998477,0,820.1499355,4.99975,13629.16774,13924.07097,53.02,53.84045161,53.437,53.57419355,54.937,1435.508387,159.5,0,115.9000001,0,819.4729231,-170.8661196,-2963.856409,13616.53846,15,0,--:--:--,1589233000,1589233000,0,0.089,-0.023,0.982,0.244,400,19,0.31,0.41,14.5447228,-1.423379035,0.109978537,0,-21.72833548,0.763993548,0.071050575,1,10.81495161,2.43198871,0.184283829,0,1,3,1/3,100,100,0.982,0.244,0.982,0,0,0,0.244,0,0,0,-1,-1,-1,-1,23223.3,23223.3,2,535.011,456.348,43.2267,42.7333,29.9987,42.6077,42.5344,22.0092,26.4361,92.2381,-999.9,400,34.1212,99.5922,98.8763
9,1590626490,800.4000001,20200527 17:41:29,17:41:29,B2R2,_SE,_5.3,_3,1590626482,0.007962788,8.127621009,386.7109,295.3900326,29.73683092,38.93007677,0.195996885,2.93762103,0.189011093,0.118738835,264.3325989,43.29959783,42.65881,8.533795685,50.42869602,4.568709192,9.059740887,3.965086493,-351.1589294,181.3962395,15.60847645,110.1783856,0,0,1,0,50303.34727,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-810-20200527-17_41_31,881.6416538,1109.08,0.205069378,0.5,1348.763003,8.127621009,138.2949953,1.039609406,0.006327418,2.270133805,DARK-811-20200527-17_41_33,-43.93,1153.01,0.197256178,0.68589424,0.582650057,0.865771469,1599.973667,1348.763003,0.842990751,0.195981502,6,0.5,0: Broadleaf,2,1590626482,386.7109,400.1594667,45.38315333,36.26128,385.7289333,45.13915333,499.9901333,100.4697,0.200016767,43.80418333,42.65881,999.9,0,0,9999.117,0,0,1599.973667,0.8999964,0.10000346,0,885.0292667,4.99975,14607.42667,13923.74,52.90393333,53.875,53.3162,53.5,54.812,1435.469,159.504,0,92,0,881.6416538,-421.3378798,-6578.396572,14553.65,15,0,--:--:--,1589233000,1589233000,0,0.089,-0.023,0.982,0.244,400,19,0.31,0.41,8.112524492,1.292932186,0.098320981,0,-13.45100645,-0.032772581,0.045738802,1,9.140906774,-3.670209194,0.282250431,0,1,3,1/3,100,100,0.982,0.244,0.982,0,0,0,0.244,0,0,0,-1,-1,-1,-1,23224.8,23224.8,2,522.335,460.005,43.0874,42.4028,29.9984,42.27,42.1928,22.0512,23.2045,99.5988,-999.9,400,36.457,99.6542,98.9486
10,1590626574,884.9000001,20200527 17:42:54,17:42:54,B2R2,_SW,_5.13,_1,1590626566,0.011625342,16.59907576,375.1606667,271.8902909,27.37014228,37.76597094,0.332346526,2.938733366,0.312788467,0.197154024,264.332812,42.04009803,41.76023,8.13987816,52.03224585,4.635858315,8.909587197,3.504019845,-512.6775843,272.9726538,23.34393111,47.97181263,0,0,1,0,50384.87854,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-812-20200527-17_42_56,896.7163077,1313.71,0.317416852,0.5,1348.766137,16.59907576,214.0605504,1.053862725,0.012608296,1.760761507,DARK-813-20200527-17_42_57,-70.76,1384.47,0.301193736,0.625576049,0.700851481,0.795406218,1599.977667,1348.766137,0.842990602,0.195981204,6,0.5,0: Broadleaf,2,1590626566,375.1606667,400.3141,46.05182,32.74337667,374.1786667,45.80782,499.9821667,100.4661,0.200026,43.48318333,41.76023,999.9,0,0,10005.808,0,0,1599.977667,0.900002,0.09999806,0,897.0283333,4.99975,15136.82667,13923.82667,52.875,53.875,53.25,53.50413333,54.75413333,1435.482333,159.4966667,0,83.5999999,0,896.7163077,-216.4722051,-3838.352137,15128.66154,15,0,--:--:--,1589233000,1589233000,0,0.089,-0.023,0.982,0.244,400,19,0.31,0.41,16.55472926,2.406230747,0.191855243,0,-25.08207742,-4.585679032,0.369369657,0,13.24213226,4.794377419,0.374003408,0,0,3,0/3,100,100,0.982,0.244,0.982,0,0,0,0.244,0,0,0,-1,-1,-1,-1,23226.2,23226.2,2,515.035,455.705,42.8857,42.1033,29.9987,41.9806,41.9049,21.9845,32.1021,96.3402,-999.9,400,31.5177,99.7097,99.0154
