Date,hours,treatment
3/15/2020,0.00,2
3/16/2020,0.00,2
3/17/2020,0.00,2
3/18/2020,0.00,2
3/19/2020,0.00,2
3/20/2020,0.00,2
3/21/2020,0.00,2
3/22/2020,0.00,2
3/23/2020,0.00,2
3/24/2020,0.00,2
3/25/2020,0.00,2
3/26/2020,0.00,2
3/27/2020,2.67,2
3/28/2020,0.00,2
3/29/2020,0.00,2
3/30/2020,0.00,2
3/31/2020,0.00,2
4/1/2020,0.00,2
4/2/2020,0.00,2
4/3/2020,0.00,2
4/4/2020,0.00,2
4/5/2020,0.00,2
4/6/2020,0.00,2
4/7/2020,0.00,2
4/8/2020,0.00,2
4/9/2020,0.00,2
4/10/2020,0.00,2
4/11/2020,0.00,2
4/12/2020,0.00,2
4/13/2020,0.00,2
4/14/2020,0.00,2
4/15/2020,0.00,2
4/16/2020,8.00,2
4/17/2020,0.00,2
4/18/2020,2.00,2
4/19/2020,0.00,2
4/20/2020,0.00,2
4/21/2020,0.00,2
4/22/2020,4.00,2
4/23/2020,5.00,2
4/24/2020,0.00,2
4/25/2020,0.00,2
4/26/2020,0.00,2
4/27/2020,0.00,2
4/28/2020,2.00,2
4/29/2020,23.75,2
4/30/2020,0.00,2
5/1/2020,0.00,2
5/2/2020,0.00,2
5/3/2020,0.00,2
5/4/2020,2.67,2
5/5/2020,0.00,2
5/6/2020,2.67,2
5/7/2020,0.00,2
5/8/2020,2.67,2
5/9/2020,0.00,2
5/10/2020,0.00,2
5/11/2020,2.67,2
5/12/2020,0.00,2
5/13/2020,2.67,2
5/14/2020,0.00,2
5/15/2020,2.67,2
5/16/2020,0.00,2
5/17/2020,0.00,2
5/18/2020,4.42,2
5/19/2020,0.00,2
5/20/2020,4.42,2
5/21/2020,0.00,2
5/22/2020,4.42,2
5/23/2020,0.00,2
5/24/2020,0.00,2
5/25/2020,6.00,2
5/26/2020,6.00,2
5/27/2020,6.00,2
5/28/2020,4.00,2
5/29/2020,0.00,2
5/30/2020,0.00,2
5/31/2020,0.00,2
6/1/2020,0.00,2
6/2/2020,0.00,2
6/3/2020,5.67,2
6/4/2020,0.00,2
6/5/2020,4.00,2
