SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.01921 68.2989 370.733 629.716 890.405 1105.39 1307.91 1493.96,-0.151398 99.8629 403.465 601.433 801.299 1000.78 1202.02 1400.66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1599501318,0,20200907 10:55:17,10:55:17,B1R1,_NW,_5.14,_1,1599501310,0.005206232,6.709323703,389.4792,303.5999728,30.61808142,39.27900832,0.162780677,2.941067312,0.157936024,0.099133278,264.3371985,39.16705508,37.98165667,6.650663476,49.81142348,3.493418519,7.013287867,3.157244956,-229.5948437,155.8612069,12.79991851,203.4034801,0,0,1,0,51183.63499,RECT-4143-20200907-06_33_50,573.4816,2413.09,1839.6084,0.76234554,-0.703425784,RECT-4222-20200907-10_55_27,609.1288,1106.05,0.44927553,0.5,1348.786341,6.709323703,302.9883491,1.214303151,0.005495866,1.181718729,DARK-4223-20200907-10_55_29,-237.03,1343.08,0.3699863,0.493200308,0.933065499,0.710499039,1600.001333,1348.786341,0.84299076,0.195981521,6,0.5,0: Broadleaf,2,1599501310,389.4792,399.9640667,34.63972,28.60841333,387.8777333,34.17776667,499.9802,100.65,0.2000796,38.96464333,37.98165667,999.9,0,0,10000.79833,0,478.7130667,1600.001333,0.899996033,0.100003953,0,609.3672,4.99975,9839.876333,13924,49.187,50.15806667,49.625,49.8666,50.937,1435.494,159.5073333,0,4434.1,0,609.1288,-52.93253844,-968.5923076,9836.674,15,1599500410,10:40:10,1599500410,1599500408,17,0.206,0.155,1.601,0.462,400,34,0.4,0.11,6.717764877,-0.492254672,0.052030977,1,-10.48481,1.103260512,0.09921498,0,6.031319333,-1.128411123,0.087182782,0,1,3,1/3,100,100,1.601,0.462,1.6014,0,0,0,0.46196,0,0,0,-1,-1,-1,-1,15.1,15.2,2,520.907,479.82,37.8322,37.383,30.0004,37.2454,37.2078,22.0456,30.6348,62.538,-999.9,400,29.0383,100.51,99.9051
2,1599501513,195.5,20200907 10:58:33,10:58:33,B1R1,_NW,_5.14,_2,1599501505,0.003647828,5.032552932,392.2374,298.8115685,30.1339973,39.55563304,0.109682165,2.940591078,0.107459044,0.067357888,264.3369848,39.80368066,38.39741333,6.802000491,50.0416933,3.554436299,7.10294969,3.247564192,-160.8692021,127.376627,10.4952264,241.3396361,0,0,1,0,51131.5365,RECT-4143-20200907-06_33_50,573.4816,2413.09,1839.6084,0.76234554,-0.703425784,RECT-4224-20200907-10_58_42,685.58552,210.44,-2.257866945,0.5,1348.7895,5.032552932,-1522.693614,0.980041817,0.004252686,10.46687892,DARK-4225-20200907-10_58_44,4.2,206.24,-2.303847556,0.914383803,1.308790838,1.197347218,1600.005667,1348.7895,0.842990452,0.195980904,6,0.5,0: Broadleaf,2,1599501505,392.2374,399.9927667,35.24612667,31.02338667,390.6360333,34.78416,500.0434667,100.6461667,0.1999868,39.20088333,38.39741333,999.9,0,0,9998.47,0,841.377,1600.005667,0.900007,0.099992943,0,686.3045333,4.99975,11082.54,13924.09,49.37913333,50.4601,49.8645,50.0977,51.12706667,1435.514667,159.4913333,0,194.5,0,685.58552,-93.29184616,-1450.461539,11070.516,15,1599500410,10:40:10,1599500410,1599500408,17,0.206,0.155,1.601,0.462,400,34,0.4,0.11,5.045565497,-0.642654198,0.053881306,0,-7.763514667,1.114824828,0.085968729,0,4.227432,-0.742206007,0.054541817,1,1,3,1/3,100,100,1.601,0.462,1.6014,0,0,0,0.46196,0,0,0,-1,-1,-1,-1,18.4,18.4,2,522.84,481.698,38.0071,37.5233,30.0007,37.3557,37.3132,22.115,28.7194,67.155,-999.9,400,31.1753,100.489,99.8789
3,1599502070,752,20200907 11:07:49,11:07:49,B1R1,_NW,_5.14,_3,1599502062,0.004979501,11.02036651,384.4423667,240.9477833,24.29929933,38.77055856,0.143491253,2.940241897,0.139711367,0.087650919,264.3416033,39.76021328,38.92921333,6.999925878,49.79869784,3.594334933,7.217728753,3.405590945,-219.5960124,90.40758631,7.479836585,142.6330138,0,0,1,0,51072.98862,RECT-4143-20200907-06_33_50,573.4816,2413.09,1839.6084,0.76234554,-0.703425784,RECT-4226-20200907-11_07_59,608.69904,614.27,0.009069237,0.5,1348.810079,11.02036651,6.116338903,0.998551126,0.008691952,2.92838654,DARK-4227-20200907-11_08_01,0.89,613.38,0.009082396,0.745717602,0.136581969,0.977827672,1600.029667,1348.810079,0.842990669,0.195981338,6,0.5,0: Broadleaf,2,1599502062,384.4423667,399.9643,35.64082333,29.87828,382.8411,35.17886,499.9904667,100.6488,0.200018767,39.49955667,38.92921333,999.9,0,0,9996.222333,0,493.9760667,1600.029667,0.9,0.1000002,0,609.9051333,4.99975,9952.108,13924.24333,49.875,51.062,50.37913333,50.61443333,51.62913333,1435.525,159.5053333,0,555.7,0,608.69904,-101.6236925,-1672.534618,9932.6796,15,1599500410,10:40:10,1599500410,1599500408,17,0.206,0.155,1.601,0.462,400,34,0.4,0.11,11.02140635,0.191040102,0.030395469,1,-15.52184,0.587527475,0.059430243,1,5.762543333,-1.944731479,0.141948819,0,2,3,2/3,100,100,1.601,0.462,1.6014,0,0,0,0.46196,0,0,0,-1,-1,-1,-1,27.7,27.7,2,524.024,477.171,38.3993,37.9471,30.0003,37.7503,37.6998,22.12,34.5576,72.3515,-999.9,400,30.2186,100.444,99.8089
4,1599504068,2750.4,20200907 11:41:08,11:41:08,B2R1,_NW,_5.5,_1,1599504060,0.007546824,12.1013257,381.9957667,275.1060237,27.72300659,38.49450847,0.226223917,2.939410301,0.216977331,0.136410108,264.334885,39.38770981,38.88789667,6.984371696,49.99678292,3.664548522,7.329568639,3.319823175,-332.8149267,142.4244525,11.80070328,85.74511406,21,4,1,0,51001.37015,RECT-4143-20200907-06_33_50,573.4816,2413.09,1839.6084,0.76234554,-0.703425784,RECT-4228-20200907-11_41_17,707.9691538,3.89,-180.9972118,0.5,1348.776301,12.1013257,-122062.3749,0.724935733,0.009493607,619.3316195,DARK-4229-20200907-11_41_19,1.07,2.82,-249.6734588,0.998830855,1.236112249,1.309626549,1599.989667,1348.776301,0.842990632,0.195981265,6,0.5,0: Broadleaf,2,1599504060,381.9957667,399.9766333,36.36472,27.63793,380.3257,35.85912333,500.0041667,100.5720667,0.200014667,39.78664667,38.88789667,999.9,0,0,9999.116667,0,757.1383,1599.989667,0.899999533,0.10000038,0,709.0431333,4.99975,11575.34,13923.90667,50.281,51.4769,50.75826667,51.01033333,52,1435.490333,159.4993333,0,1997.9,0,707.9691538,-136.3697092,-2202.683758,11557.11923,15,1599503832,11:37:12,1599503832,1599503832,19,-0.025,0.046,1.67,0.506,400,37,0.17,0.18,12.10224975,-0.096960647,0.032136545,1,-17.98078333,0.759390434,0.065252382,1,8.726795333,-1.403120623,0.103138695,0,2,3,2/3,100,100,1.67,0.5056,1.670047619,0,0,0,0.505595,0,0,0,-1,-1,-1,-1,3.9,3.9,2,469.807,470.542,38.8037,38.0999,30.0007,37.9052,37.8489,22.2374,38.8952,80.2717,-999.9,400,27.8359,100.456,99.8204
5,1599504188,2869.9,20200907 11:43:07,11:43:07,B2R1,_NW,_5.5,_2,1599504180,0.00799945,6.826377948,388.1089667,325.0994779,32.75934478,39.10863079,0.255926995,2.939168555,0.244159821,0.153612029,264.3380479,39.35275319,38.47944333,6.832209999,50.30685338,3.703348268,7.3615184,3.128861732,-352.7757236,220.0199571,18.20287087,149.7851522,0,0,1,0,50981.28508,RECT-4143-20200907-06_33_50,573.4816,2413.09,1839.6084,0.76234554,-0.703425784,RECT-4230-20200907-11_43_17,691.89808,3.06,-225.1104837,0.5,1348.788051,6.826377948,-151813.1652,-0.130718954,0.005582644,787.5915033,DARK-4231-20200907-11_43_19,3.46,-0.4,1722.0952,1.000166001,1.207594663,1.310077732,1600.003,1348.788051,0.842990951,0.195981902,6,0.5,0: Broadleaf,2,1599504180,388.1089667,400.0258333,36.75154667,27.50529,386.4389333,36.24595667,500.0158,100.5671333,0.2000072,39.86796333,38.47944333,999.9,0,0,9998.231667,0,510.1774333,1600.003,0.899989567,0.100010437,0,692.6317667,4.99975,11450.65667,13923.98333,50.55166667,51.78513333,51.00826667,51.3603,52.2479,1435.485333,159.5176667,0,118.8999999,0,691.89808,-63.57315394,-1060.915386,11437.368,15,1599503832,11:37:12,1599503832,1599503832,19,-0.025,0.046,1.67,0.506,400,37,0.17,0.18,6.826011279,0.122784064,0.030221771,1,-11.91931,0.299289878,0.036840117,1,9.252719667,-0.763042225,0.057263298,1,3,3,3/3,100,100,1.67,0.5056,1.670047619,0,0,0,0.505595,0,0,0,-1,-1,-1,-1,5.9,5.9,2,515.025,464.48,38.8636,38.2594,30.0006,38.0415,37.9872,22.2374,38.9574,77.7877,-999.9,400,27.5544,100.426,99.7958
6,1599504291,2973.5,20200907 11:44:51,11:44:51,B2R1,_NW,_5.5,_3,1599504283,0.005503242,2.860354519,393.9765806,347.1209061,34.97790837,39.69935689,0.171952603,2.939921302,0.166554332,0.104567353,264.3392762,40.18621823,38.63845806,6.891102603,50.24819644,3.737216798,7.437514305,3.153885805,-242.6929648,225.3357491,18.66936303,265.6514236,0,0,1,0,50970.8928,RECT-4143-20200907-06_33_50,573.4816,2413.09,1839.6084,0.76234554,-0.703425784,RECT-4232-20200907-11_45_00,697.35928,1132,0.383958233,0.5,1348.798375,2.860354519,258.9411205,0.994425795,0.002642189,1.131704947,DARK-4233-20200907-11_45_02,6.31,1125.69,0.386110492,0.532283798,0.778203046,0.696392776,1600.015806,1348.798375,0.842990656,0.195981313,6,0.5,0: Broadleaf,2,1599504283,393.9765806,400.0110968,37.08815484,30.72886129,392.3064516,36.58255484,499.9740968,100.5657419,0.200036645,40.06016129,38.63845806,999.9,0,0,10002.65355,0,630.6266452,1600.015806,0.899997968,0.100002087,0,697.7013871,4.99975,11299.4,13924.1129,50.75,51.937,51.22154839,51.60467742,52.5,1435.512581,159.5032258,0,102.5,0,697.35928,-30.00669235,-621.4230779,11292.58,15,1599503832,11:37:12,1599503832,1599503832,19,-0.025,0.046,1.67,0.506,400,37,0.17,0.18,2.866375788,-0.78169505,0.065559701,0,-6.034506452,1.136754677,0.093653825,0,6.359289355,-0.485066613,0.03769547,1,1,3,1/3,100,100,1.67,0.5056,1.670047619,0,0,0,0.505595,0,0,0,-1,-1,-1,-1,7.7,7.7,2,524.096,473.538,38.9797,38.384,30.0004,38.1634,38.1097,22.2964,30.966,75.2432,-999.9,400,30.7045,100.413,99.7803
7,1599504452,3134.5,20200907 11:47:32,11:47:32,B2R1,_NW,_5.10,_1,1599504444,0.007837263,12.38072962,381.5528065,279.3820922,28.15156398,38.44665976,0.243659696,2.93895689,0.232967494,0.146526234,264.3353308,39.70067534,38.82783548,6.961814366,50.1441051,3.752238065,7.482909622,3.209576301,-345.623305,213.3181403,17.70524811,149.7354142,0,0,1,0,50925.48442,RECT-4143-20200907-06_33_50,573.4816,2413.09,1839.6084,0.76234554,-0.703425784,RECT-4234-20200907-11_47_41,619.3058462,881.91,0.29776752,0.5,1348.783123,12.38072962,200.811903,0.998945471,0.009700711,1.73620891,DARK-4235-20200907-11_47_43,0.93,880.98,0.298081856,0.634775471,0.851426632,0.832340187,1599.998387,1348.783123,0.842990302,0.195980604,6,0.5,0: Broadleaf,2,1599504444,381.5528065,399.9966129,37.23800645,28.18422258,379.8828065,36.73241935,500.0397097,100.5636774,0.199989129,40.17415806,38.82783548,999.9,0,0,9997.370968,0,455.4505484,1599.998387,0.900009839,0.099990094,0,620.5391613,4.99975,10257.91935,13924.02258,50.937,52.1006129,51.433,51.762,52.687,1435.515806,159.4825806,0,160.3999999,0,619.3058462,-98.8448547,-1377.48376,10240.48462,15,1599503832,11:37:12,1599503832,1599503832,19,-0.025,0.046,1.67,0.506,400,37,0.17,0.18,12.38399706,-0.422216823,0.039844648,1,-18.44380968,0.759648387,0.061808207,1,9.053785484,-0.515355,0.047883193,1,3,3,3/3,100,100,1.67,0.5056,1.670047619,0,0,0,0.505595,0,0,0,-1,-1,-1,-1,10.3,10.3,2,496.52,469.719,39.1384,38.545,30.0006,38.3304,38.2734,22.2583,36.2569,75.7388,-999.9,400,28.3195,100.389,99.7433
8,1599504582,3264,20200907 11:49:41,11:49:41,B2R1,_NW,_5.10,_2,1599504574,0.00896909,6.777653683,387.7067742,328.084209,33.05961297,39.06751848,0.28013205,2.939302079,0.266099957,0.167514609,264.3372006,39.57970771,38.94302903,7.00513367,50.20202974,3.790696168,7.55088228,3.214437502,-395.5368855,221.9610621,18.44563797,109.2070151,0,0,1,0,50907.55579,RECT-4143-20200907-06_33_50,573.4816,2413.09,1839.6084,0.76234554,-0.703425784,RECT-4236-20200907-11_49_51,756.1568,2.66,-283.2694737,0.5,1348.790207,6.777653683,-191035.5461,0.214285714,0.005546511,906.1766917,DARK-4237-20200907-11_49_53,2.09,0.57,-1321.924211,0.999763584,1.320021527,1.310295169,1600.006452,1348.790207,0.84299048,0.195980961,6,0.5,0: Broadleaf,2,1599504574,387.7067742,400.0129032,37.61893871,27.26084194,386.0367742,37.11334194,499.9962581,100.5656452,0.199987742,40.34373548,38.94302903,999.9,0,0,9999.139355,0,788.4034516,1600.006452,0.90000671,0.099993119,0,756.7900968,4.99975,12508.12581,13924.09355,51.163,52.284,51.62093548,51.9756129,52.875,1435.513548,159.4929032,0,128.5,0,756.1568,-67.9743078,-1128.069232,12497.9,15,1599503832,11:37:12,1599503832,1599503832,19,-0.025,0.046,1.67,0.506,400,37,0.17,0.18,6.772516841,0.008182728,0.039125754,1,-12.30518387,0.236859677,0.050328925,1,10.3632,-0.617129032,0.046984184,1,3,3,3/3,100,100,1.67,0.5056,1.670047619,0,0,0,0.505595,0,0,0,-1,-1,-1,-1,12.5,12.5,2,520.126,468.365,39.2847,38.6812,30.0006,38.4567,38.3972,22.2444,38.3527,74.0854,-999.9,400,27.3657,100.361,99.7271
9,1599504708,3390,20200907 11:51:47,11:51:47,B2R1,_NW,_5.10,_3,1599504700,0.009530208,12.36162194,380.8361333,294.4998195,29.67496462,38.3745525,0.302819358,2.939786277,0.286496034,0.180453246,264.3386831,39.68988437,38.94086333,7.004317094,50.07628047,3.832678031,7.653679538,3.171639062,-420.2821884,262.5911136,21.84493679,128.4925451,0,0,1,0,50879.73873,RECT-4143-20200907-06_33_50,573.4816,2413.09,1839.6084,0.76234554,-0.703425784,RECT-4238-20200907-11_51_57,651.05368,1.77,-366.8269379,0.5,1348.797451,12.36162194,-247387.6193,-1.084745763,0.009686442,1362.327684,DARK-4239-20200907-11_51_59,3.69,-1.92,338.1685833,1.000796879,1.135683936,1.310778968,1600.015,1348.797451,0.842990504,0.195981007,6,0.5,0: Broadleaf,2,1599504700,380.8361333,400.0227333,38.03620333,27.03648333,379.1661333,37.53061333,500.0699333,100.564,0.199948433,40.59769667,38.94086333,999.9,0,0,10002.05833,0,1096.223667,1600.015,0.9000047,0.099995183,0,651.5328333,4.99975,10606.89667,13924.15667,51.37913333,52.6103,51.812,52.26446667,53.125,1435.52,159.495,0,124.8,0,651.05368,-92.64207679,-1400.646152,10599.56,15,1599503832,11:37:12,1599503832,1599503832,19,-0.025,0.046,1.67,0.506,400,37,0.17,0.18,12.36428395,-0.190084272,0.02076047,1,-19.19480968,0.626395161,0.050624821,1,11.01450323,-0.99176129,0.081434904,1,3,3,3/3,100,100,1.67,0.5056,1.670047619,0,0,0,0.505595,0,0,0,-1,-1,-1,-1,14.6,14.6,2,512.36,465.435,39.5001,38.8484,30.0007,38.612,38.5538,22.2449,38.1371,72.546,-999.9,400,27.1919,100.342,99.6956
