SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.21951 69.38 385.228 640.953 903.555 1116.45 1316.55 1497.14,0.325496 100.424 405.8 601.063 800.832 1000.99 1201.72 1400.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1597088033,0,20200810 12:33:52,12:33:52,B1R1,_NE,_5.3,_1,1597088025,0.009028767,18.26785199,374.2107742,262.1332664,26.45649782,37.76821869,0.317214717,2.942536861,0.29936739,0.188624403,313.9049704,37.63728355,37.11445161,6.344372739,51.4359949,3.448114472,6.703699382,2.896258267,-398.1686128,160.8323697,13.09356463,89.6622919,0,0,1,0,51364.00514,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-2161-20200810-12_33_57,858.33412,1146.67,0.251454978,0.5,1601.686218,18.26785199,201.3759866,0.998177331,0.011659224,2.162932666,DARK-2162-20200810-12_33_59,2.09,1144.58,0.251914134,0.684232016,0.673773995,0.852845555,1900.001613,1601.686218,0.842992031,0.195984062,6,0.5,0: Broadleaf,2,1597088025,374.2107742,400.1859355,34.16421613,23.7001129,372.7567742,33.86221935,500.0126129,100.7276774,0.199985,38.12828387,37.11445161,999.9,0,0,10001.44258,0,1370.890968,1900.001613,0.900002968,0.099997161,0,862.0599355,4.99975,16702.49355,16542.96774,49.183,49.885,49.48374194,49.20935484,50.75,1705.506774,189.4954839,0,1597088037,0,858.33412,-287.0958457,-5384.584607,16634.124,15,0,--:--:--,1596229001,1596229002,0,-0.069,-0.101,1.454,0.302,400,28,0.32,0.18,18.2667862,0.624756815,0.095069826,0,-25.97522258,-0.727262903,0.108838494,1,10.46410645,0.12326129,0.023940773,1,2,3,2/3,100,100,1.454,0.302,1.454,0,0,0,0.302,0,0,0,-1,-1,-1,-1,14317.2,14317.2,2,517.913,504.189,36.9548,36.3938,30.0005,36.2464,36.1956,20.7245,47.077,86.736,-999.9,400,23.2984,100.519,99.9205
2,1597088155,122.5,20200810 12:35:55,12:35:55,B1R1,_NE,_5.3,_2,1597088147,0.007306916,15.58421508,378.3348333,267.535306,26.99986231,38.18183311,0.270407246,2.942566076,0.257321796,0.161949016,313.9012694,38.4158855,37.27615667,6.400538595,53.8752042,3.677884301,6.826673524,2.722654294,-322.2349875,188.5077616,15.38344074,195.5574842,0,0,1,0,51309.24389,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-2163-20200810-12_36_00,1073.316538,1384.03,0.22449908,0.5,1601.666671,15.58421508,179.7863469,0.999660412,0.009983839,1.62049233,DARK-2164-20200810-12_36_01,0.47,1383.56,0.224575343,0.618472467,0.467026519,0.771225577,1899.978333,1601.666671,0.842992071,0.195984143,6,0.5,0: Broadleaf,2,1597088147,378.3348333,400.3513333,36.44329333,27.99527333,376.8808333,36.14129333,500.0434,100.7207667,0.199978,38.46443333,37.27615667,999.9,0,0,10002.295,0,201.9451333,1899.978333,0.900000667,0.099999213,0,1074.142333,4.99975,20672.40667,16542.76,49.375,50.2101,49.625,49.562,50.9475,1705.482667,189.4956667,0,121.4000001,0,1073.316538,-613.0567513,-11363.47691,20657.31923,15,0,--:--:--,1596229001,1596229002,0,-0.069,-0.101,1.454,0.302,400,28,0.32,0.18,15.58443745,-0.737247453,0.101300418,0,-21.99403226,-0.830719355,0.130450506,1,8.390092903,3.750830323,0.293445742,0,1,3,1/3,100,100,1.454,0.302,1.454,0,0,0,0.302,0,0,0,-1,-1,-1,-1,14319.2,14319.2,2,519.104,506.638,37.1874,36.5081,30.0005,36.3293,36.2697,20.8047,39.744,84.432,-999.9,400,26.5453,100.507,99.9181
3,1597088259,226.5,20200810 12:37:39,12:37:39,B1R1,_NE,_5.3,_3,1597088251,0.00532674,12.39803836,382.6726333,235.9007075,23.80614719,38.61777751,0.156992864,2.942115258,0.152483016,0.095696286,313.8963755,39.23634075,38.52278,6.848216698,50.46748166,3.503698983,6.942488248,3.344517715,-234.9092473,40.20316716,3.3060637,122.4963591,0,0,1,0,51245.22644,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-2165-20200810-12_37_44,971.692,1166.87,0.167266276,0.5,1601.640911,12.39803836,133.9502557,1.61791802,0.007994679,2.108178289,DARK-2166-20200810-12_37_45,-721.03,1887.9,0.103383654,0.565787386,0.435527581,0.845899467,1899.947667,1601.640911,0.84299212,0.195984239,6,0.5,0: Broadleaf,2,1597088251,382.6726333,399.9958,34.71897667,28.54901333,381.2186333,34.41697667,500.0160667,100.716,0.199963533,38.77624333,38.52278,999.9,0,0,10000.204,0,1919.413667,1899.947667,0.899999333,0.100000573,0,974.4042667,4.99975,19115.85667,16542.48,49.5496,50.604,49.84153333,49.88326667,51.1788,1705.452,189.4956667,0,103.3,0,971.692,-430.5950772,-8204.352143,19064.63462,15,0,--:--:--,1596229001,1596229002,0,-0.069,-0.101,1.454,0.302,400,28,0.32,0.18,12.39433929,-0.003823839,0.050267544,1,-17.31869355,0.029433871,0.055146941,1,6.168776129,0.203052581,0.02559528,1,3,3,3/3,100,100,1.454,0.302,1.454,0,0,0,0.302,0,0,0,-1,-1,-1,-1,14321,14321,2,523.33,507.583,37.4214,36.6429,30.0006,36.4374,36.3819,20.8713,35.7753,84.9674,-999.9,400,28.3982,100.481,99.8893
4,1597088356,323.5,20200810 12:39:16,12:39:16,B1R1,_NE,_5.12,_1,1597088348,0.007801633,16.55302769,376.8854,253.091758,25.53760533,38.02870024,0.255837911,2.941588881,0.244087923,0.153565665,313.9034265,38.67660624,38.24297667,6.745439832,52.89186453,3.687077278,6.970972399,3.058362554,-344.0520093,96.62120753,7.939174973,74.41179977,0,0,1,0,51217.74957,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-2167-20200810-12_39_21,922.5812308,1239.27,0.25554461,0.5,1601.675621,16.55302769,204.6497862,0.998942926,0.010588657,1.926593882,DARK-2168-20200810-12_39_23,1.31,1237.96,0.255815026,0.658543716,0.608383281,0.821003585,1899.988667,1601.675621,0.842992197,0.195984394,6,0.5,0: Broadleaf,2,1597088348,376.8854,400.2762667,36.54097,27.52155,375.4314,36.23897,500.0246333,100.7026,0.199956167,38.85224,38.24297667,999.9,0,0,9998.540667,0,131.9705667,1899.988667,0.899996733,0.10000323,0,922.8639,4.99975,17848.17333,16542.81,49.75,50.80786667,50.062,50.13733333,51.37493333,1705.484,189.5046667,0,95.80000019,0,922.5812308,-430.8949059,-7961.6547,17842.66154,15,0,--:--:--,1596229001,1596229002,0,-0.069,-0.101,1.454,0.302,400,28,0.32,0.18,16.53332171,1.345351159,0.098203341,0,-23.36774839,-1.963262903,0.148218328,0,9.004840323,1.008494516,0.079466719,0,0,3,0/3,100,100,1.454,0.302,1.454,0,0,0,0.302,0,0,0,-1,-1,-1,-1,14322.6,14322.6,2,519.93,502.556,37.5838,36.7538,30.0006,36.5391,36.4743,20.87,39.2504,83.5529,-999.9,400,26.5215,100.474,99.8748
5,1597088519,486,20200810 12:41:58,12:41:58,B1R1,_NE,_5.12,_2,1597088511,0.006010326,13.51951025,381.1234194,243.918943,24.61273903,38.45741189,0.184915422,2.943007781,0.178694719,0.112225671,313.8987578,39.14934516,38.44905161,6.821003977,51.64160862,3.60238405,6.975739421,3.218619927,-265.0553767,65.98505192,5.424955466,120.2533885,18,4,1,0,51255.37841,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-2169-20200810-12_42_03,1029.327346,1253.77,0.179014216,0.5,1601.652465,13.51951025,143.3592803,0.998197437,0.008694818,1.892747474,DARK-2170-20200810-12_42_05,2.26,1251.51,0.179337483,0.654715857,0.419486409,0.816017532,1899.96129,1601.652465,0.842992156,0.195984313,6,0.5,0: Broadleaf,2,1597088511,381.1234194,400.0948387,35.70060645,28.74599677,379.6694194,35.39860645,500.0211935,100.7054194,0.199982774,38.86493226,38.44905161,999.9,0,0,10006.33258,0,1047.107387,1899.96129,0.899998323,0.100001677,0,1033.529968,4.99975,20101.30968,16542.58387,49.96951613,51.08029032,50.312,50.32012903,51.6006129,1705.461935,189.4993548,0,161.5,0,1029.327346,-550.7911454,-10514.83419,20021.79615,15,0,--:--:--,1596229001,1596229002,0,-0.069,-0.101,1.454,0.302,400,28,0.32,0.18,13.51588496,0.960910831,0.072651236,0,-18.97155161,-0.94586129,0.076142392,1,6.954599677,-0.451637903,0.035123809,1,2,3,2/3,100,100,1.454,0.302,1.454,0,0,0,0.302,0,0,0,-1,-1,-1,-1,14325.3,14325.3,2,484.806,502.286,37.7182,36.8932,30.0005,36.6674,36.6003,20.9684,35.7187,85.4542,-999.9,400,28.2262,100.457,99.8543
6,1597088610,577.5,20200810 12:43:30,12:43:30,B1R1,_NE,_5.12,_3,1597088602,0.005560146,13.17894111,381.7082667,231.7387156,23.38477091,38.5182094,0.162975978,2.941180773,0.158120061,0.099249271,313.9037581,39.54125659,38.84632333,6.968751153,50.93494578,3.606271748,7.080152324,3.362479405,-245.2024571,46.73542977,3.857209902,119.2939407,0,0,1,0,51159.1195,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-2171-20200810-12_43_35,886.9558077,1179.48,0.248011151,0.5,1601.678818,13.17894111,198.6171035,0.998948689,0.008482042,2.074948282,DARK-2172-20200810-12_43_37,1.24,1178.24,0.248272162,0.675022065,0.634884895,0.84156332,1899.992667,1601.678818,0.842992105,0.19598421,6,0.5,0: Broadleaf,2,1597088602,381.7082667,400.0696333,35.73748,29.30381667,380.2542333,35.43548,500.0051,100.7100667,0.200007233,39.14106333,38.84632333,999.9,0,0,9995.478667,0,1093.512,1899.992667,0.900000067,0.099999987,0,888.9914,4.99975,17587.04333,16542.88667,50.25,51.29133333,50.5372,50.62913333,51.8246,1705.494333,189.4993333,0,90.70000005,0,886.9558077,-446.4035216,-8402.174364,17549.21538,15,0,--:--:--,1596229001,1596229002,0,-0.069,-0.101,1.454,0.302,400,28,0.32,0.18,13.15519061,1.349041185,0.111889531,0,-18.34176774,-1.239624194,0.116059694,0,6.445582258,-0.741795968,0.060873897,1,1,3,1/3,100,100,1.454,0.302,1.454,0,0,0,0.302,0,0,0,-1,-1,-1,-1,14326.8,14326.8,2,523.653,502.76,37.8357,37.0227,30.0007,36.7843,36.7213,21.0217,33.9929,86.8491,-999.9,400,29.0792,100.434,99.8293
7,1597088876,843,20200810 12:47:55,12:47:55,B2R1,_NE,_5.7,_1,1597088868,0.005231513,12.25891022,382.8861,237.8965141,23.9998417,38.6269039,0.15708447,2.940956976,0.152567716,0.095749817,313.9038054,39.60965194,38.53162333,6.851487038,50.47898871,3.570903928,7.074040148,3.28058311,-230.7097118,94.08104647,7.753034065,185.0281742,0,0,1,0,51154.95575,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-2173-20200810-12_48_00,788.0174231,1576.53,0.500157039,0.5,1601.677081,12.25891022,400.5450332,0.999086602,0.007907634,1.300520764,DARK-2174-20200810-12_48_02,1.44,1575.09,0.500614299,0.565540354,0.919224951,0.705031417,1899.990333,1601.677081,0.842992226,0.195984452,6,0.5,0: Broadleaf,2,1597088868,382.8861,399.9998667,35.3963,29.34091333,381.4321,35.0943,500.0179333,100.6835333,0.2000033,39.12499667,38.53162333,999.9,0,0,9996.84,0,1815.660333,1899.990333,0.899996267,0.100003707,0,789.7607667,4.99975,15424.77333,16542.84,50.3162,51.1124,50.6103,50.52893333,51.92666667,1705.483667,189.5066667,0,264.7,0,788.0174231,-274.9562053,-5011.391457,15394.83077,15,0,--:--:--,1596229001,1596229002,0,-0.069,-0.101,1.454,0.302,400,28,0.32,0.18,12.25766648,0.09510912,0.016731585,1,-17.11264194,0.124756452,0.027780961,1,6.054659032,-0.511837742,0.047931686,1,3,3,3/3,100,100,1.454,0.302,1.454,0,0,0,0.302,0,0,0,-1,-1,-1,-1,14331.2,14331.2,2,518.629,499.435,37.9141,37.1579,30.0003,36.9407,36.8766,21.134,32.99,88.7453,-999.9,400,29.429,100.423,99.8095
8,1597089011,978.5,20200810 12:50:11,12:50:11,B2R1,_NE,_5.7,_2,1597089003,0.005155698,12.57826111,382.5220968,224.000858,22.59857249,38.59116171,0.146103349,2.941497037,0.14218824,0.089210668,313.9059077,39.69027561,39.03752258,7.040842944,50.37384099,3.57521423,7.097362757,3.465628714,-227.3662749,23.58369942,1.948433779,112.071766,0,0,1,0,51160.04771,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-2175-20200810-12_50_16,661.29496,873.13,0.242615693,0.5,1601.689152,12.57826111,194.2974618,0.994674333,0.008106959,3.153837344,DARK-2176-20200810-12_50_17,4.65,868.48,0.243914702,0.76023345,1.371974931,0.946906597,1900.004839,1601.689152,0.842992144,0.195984288,6,0.5,0: Broadleaf,2,1597089003,382.5220968,399.9815161,35.43812581,29.4709129,381.0680968,35.13612581,500.0313871,100.686129,0.199968871,39.18623871,39.03752258,999.9,0,0,9999.653871,0,784.4037097,1900.004839,0.899999742,0.100000258,0,662.1333548,4.99975,13335.10968,16542.98387,50.375,51.21951613,50.683,50.625,51.96341935,1705.501935,189.5029032,0,135,0,661.29496,-43.45292301,-687.3692299,13319.552,15,0,--:--:--,1596229001,1596229002,0,-0.069,-0.101,1.454,0.302,400,28,0.32,0.18,12.57847951,-0.246120546,0.047819751,1,-17.46210323,0.656429032,0.068266633,1,5.972922258,-0.661937419,0.051154965,1,3,3,3/3,100,100,1.454,0.302,1.454,0,0,0,0.302,0,0,0,-1,-1,-1,-1,14333.5,14333.5,2,520.288,498.368,37.9731,37.221,30,37.0037,36.9344,21.1745,33.2955,90.4973,-999.9,400,29.3943,100.422,99.8031
9,1597089107,1074.5,20200810 12:51:47,12:51:47,B2R1,_NE,_5.7,_3,1597089099,0.007407253,15.33139362,378.2799355,250.0278615,25.22494638,38.16411111,0.228409571,2.941748707,0.21899461,0.137685189,313.9023368,39.21596532,38.63517419,6.889881953,51.22206977,3.655785162,7.137128933,3.234096791,-326.6598675,103.8933909,8.570420196,99.70628046,0,0,1,0,51150.07982,RECT-527-20200527-06_29_39,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-2177-20200810-12_51_52,877.6274,1100.05,0.202193173,0.5,1601.671907,15.33139362,161.9235625,0.99853643,0.009825958,2.29697741,DARK-2178-20200810-12_51_53,1.61,1098.44,0.202489531,0.697001294,0.583294091,0.868876577,1899.984516,1601.671907,0.842992084,0.195984168,6,0.5,0: Broadleaf,2,1597089099,378.2799355,400.0390323,36.23588065,27.66965806,376.8259032,35.93388065,500.0228387,100.6885484,0.199993484,39.29025806,38.63517419,999.9,0,0,10000.84516,0,1906.577097,1899.984516,0.900000742,0.099999268,0,881.939871,4.99975,17277.04194,16542.80968,50.5,51.34451613,50.7256129,50.774,52.062,1705.487419,189.4970968,0,94.9000001,0,877.6274,-445.5564608,-8438.87691,17195.404,15,0,--:--:--,1596229001,1596229002,0,-0.069,-0.101,1.454,0.302,400,28,0.32,0.18,15.31695129,0.884401903,0.070625559,0,-21.75130645,-0.875293548,0.072186434,1,8.567548065,-0.252767903,0.02300606,1,2,3,2/3,100,100,1.454,0.302,1.454,0,0,0,0.302,0,0,0,-1,-1,-1,-1,14335.1,14335.1,2,513.793,494.551,38.0637,37.2233,30.0003,37.0121,36.9486,21.1717,37.5113,88.6389,-999.9,400,27.2988,100.427,99.8154
