SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.16806 91.886 384.916 609.371 841.533 1036.1 1227.25 1398.6,-0.0762635 99.6504 403.537 601.201 801.756 1000.31 1203.74 1401.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1598466391,0,20200826 11:26:31,11:26:31,B3R2,_NW,_5.13,_1,1598466383,0.008087622,15.73218748,377.4740333,280.9294638,28.29141574,38.01407892,0.320602084,2.939375809,0.302364912,0.190530103,264.3423301,34.93472416,34.59343,5.52243857,50.73724013,2.941955681,5.798414879,2.580482889,-356.664129,139.5814566,11.09379141,58.35344917,159,32,1,0,51712.00346,RECT-408-20200826-06_19_06,15282.4,710.8164,2.3,-708.5164,-308.0506087,-0.555864963,RECT-513-20200826-11_26_33,15504,785.0761538,1174.24,0.331417637,0.5,1348.812731,15.73218748,223.510164,0.998943998,0.012075844,-0.998041286,DARK-514-20200826-11_26_35,1.24,1173,0.331767985,-1105.603774,0.839758368,1.654076038,0.000524016,0.999475984,1600.032667,1348.812731,0.842990746,0.195981491,6,0.5,0: Broadleaf,2,1598466383,377.4740333,400.0154333,29.21317333,19.79182333,377.3273667,28.98532,500.0147667,100.5065,0.199974,35.47425,34.59343,999.9,0,0,10005.44333,0,1550.2,1600.032667,0.899997,0.10000314,0,785.1981667,4.99948,12821.13333,13054.73333,48.32886667,49.37913333,48.87913333,48.75616667,50.4184,1435.523333,159.5096667,0,356,0,785.0761538,-99.09148706,-1572.827348,12817.33846,15,1598465962,11:19:22,1598465962,1598465961,1,0.227,0.017,0.16,-0.023,400,19,0.39,0.18,15.72046007,0.575204271,0.04916173,0,-22.53443871,-0.714217742,0.059872594,1,9.42179,0.067660161,0.021737623,1,2,3,3-Feb,100,100,0.147,0.2228,-0.349045955,0.002111972,-2.37E-06,6.65E-10,0.07785024,0,0,0,11,2092,1,24,7.2,7.2,2,325.008,560.538,34.252,34.3221,30.0009,34.0706,34.0302,21.4647,52.5366,88.2034,-999.9,400,19.7392,99.1653,99.3876
2,1598466506,114.5,20200826 11:28:25,11:28:25,B3R2,_NW,_5.13,_2,1598466498,0.011318694,17.06507351,374.5670323,300.7041921,30.27853753,37.71594225,0.48794603,2.940361605,0.447017196,0.282776395,264.3329214,34.44069888,34.66728065,5.54513027,52.56196978,3.105070644,5.907447261,2.440059626,-499.1544034,181.4981055,14.44940655,-38.87396996,159,31,1,0,51682.89411,RECT-408-20200826-06_19_06,15282.4,710.8164,2.3,-708.5164,-308.0506087,-0.555864963,RECT-515-20200826-11_28_27,15403.7,833.44952,1.09,-763.6325872,0.5,1348.765521,17.06507351,-514980.6521,-1.036697248,0.013064494,1.110091743,DARK-516-20200826-11_28_30,2.22,-1.13,736.6013451,15.125,1.172789289,-0.001707794,1.962032429,-0.962032429,1599.976774,1348.765521,0.842990688,0.195981375,6,0.5,0: Broadleaf,2,1598466498,374.5670323,400.1332903,30.83728065,17.67336452,374.4221613,30.55947742,499.9875161,100.4920968,0.200006387,35.81222903,34.66728065,999.9,0,0,10012.49194,0,1480.100323,1599.976774,0.899998677,0.100001323,0,834.3122581,4.99948,13532.02903,13054.31613,48.47974194,49.56606452,48.99180645,48.99783871,50.60654839,1435.475806,159.5009677,0,113.5,0,833.44952,-62.44276931,-984.8384622,13516.764,15,1598465962,11:19:22,1598465962,1598465961,1,0.227,0.017,0.16,-0.023,400,19,0.39,0.18,17.02965149,4.499851008,0.352763647,0,-25.56613548,-5.036593548,0.397088211,0,13.16390645,0.492803226,0.038863234,1,1,3,3-Jan,100,100,0.144,0.2627,-0.349045955,0.002111972,-2.37E-06,6.65E-10,0.07785024,0,0,0,11,2092,1,24,9.1,9.1,2,329.28,552.964,34.5641,34.495,30.0007,34.2024,34.1594,21.4553,56.9799,83.1246,-999.9,400,17.0987,99.1447,99.3387
3,1598466589,197.5,20200826 11:29:48,11:29:48,B3R2,_NW,_5.13,_3,1598466581,0.010612266,17.28982222,374.5338667,290.9098916,29.29140616,37.71141486,0.425704508,2.9357517,0.394144679,0.248980692,264.3331037,34.84639791,34.93023,5.626584736,50.69501365,3.032122654,5.981106298,2.594462082,-468.0009091,175.250637,14.00716545,-14.41000297,171,34,1,0,51515.34151,RECT-408-20200826-06_19_06,15282.4,710.8164,2.3,-708.5164,-308.0506087,-0.555864963,RECT-517-20200826-11_29_51,15394.4,863.713,0.78,-1106.324359,0.5,1348.765537,17.28982222,-746086.0838,-0.602564103,0.013231126,1.948717949,DARK-518-20200826-11_29_52,1.25,-0.47,1836.02766,1.447619048,1.215336284,-0.002145328,2.657172666,-1.657172666,1599.976667,1348.765537,0.842990754,0.195981508,6,0.5,0: Broadleaf,2,1598466581,374.5338667,400.0512333,30.11376333,17.76253667,374.3889333,29.85859667,500.0000667,100.4888,0.200131533,36.03750333,34.93023,999.9,0,0,9986.582667,0,1577.504333,1599.976667,0.899995667,0.10000445,0,864.8784333,4.99948,14156.63667,13054.29667,48.69553333,49.87706667,49.1954,49.26433333,50.8645,1435.473667,159.5046667,0,82.5,0,863.713,-140.8423248,-2236.88889,14136.46154,15,1598465962,11:19:22,1598465962,1598465961,1,0.227,0.017,0.16,-0.023,400,19,0.39,0.18,17.25578234,2.837337967,0.216207041,0,-25.50302903,-3.040630645,0.23300089,0,12.35406774,-0.334741935,0.034969631,1,1,3,3-Jan,100,100,0.145,0.2528,-0.349045955,0.002111972,-2.37E-06,6.65E-10,0.07785024,0,0,0,11,2092,1,24,10.4,10.5,2,312.518,560.138,34.8357,34.6624,30.0009,34.3454,34.2967,21.4608,53.9877,78.4444,-999.9,400,17.7104,99.1135,99.3364
4,1598466768,377,20200826 11:32:48,11:32:48,B1R3,_NW,_5.6,_1,1598466760,0.008455644,15.63314568,377.3864194,284.1986642,28.60797414,37.98842953,0.333451449,2.938392014,0.313765119,0.197775014,264.3352369,35.55016929,34.99705161,5.647449197,50.61601865,3.051935639,6.029584548,2.595513558,-372.893891,188.1019955,15.03644633,94.57978766,177,35,1,0,51564.58812,RECT-408-20200826-06_19_06,15282.4,710.8164,2.3,-708.5164,-308.0506087,-0.555864963,RECT-519-20200826-11_32_50,15476.9,776.1074231,1062.7,0.269683426,0.5,1348.776252,15.63314568,181.8713004,0.998230921,0.01200274,-0.997835702,DARK-520-20200826-11_32_52,1.88,1060.82,0.270161363,-2524.761905,0.814452782,1.49664849,0.000654424,0.999345576,1599.989355,1348.776252,0.842990766,0.195981532,6,0.5,0: Broadleaf,2,1598466760,377.3864194,399.9746774,30.31868065,20.47988065,377.2396774,30.05717419,500.0170645,100.4619355,0.199952645,36.18445484,34.99705161,999.9,0,0,10004.27903,0,1658.143871,1599.989355,0.899995323,0.100004748,0,776.4057742,4.99948,12581.09355,13054.39677,48.86667742,50.06606452,49.42525806,49.40703226,51.038,1435.483226,159.5064516,0,178.7,0,776.1074231,-28.19223933,-349.6273507,12577.3,15,1598465962,11:19:22,1598465962,1598465961,1,0.227,0.017,0.16,-0.023,400,19,0.39,0.18,15.62518613,0.165191352,0.047840882,1,-22.58472903,-0.492962903,0.070887563,1,9.836607097,0.503260645,0.043195871,1,3,3,3-Mar,100,100,0.147,0.2574,-0.349045955,0.002111972,-2.37E-06,6.65E-10,0.07785024,0,0,0,11,2092,1,24,13.4,13.4,2,306.802,560.267,35.13,34.858,30.0006,34.54,34.4838,21.4971,47.0674,80.1667,-999.9,400,20.4295,99.0801,99.2963
5,1598466920,529,20200826 11:35:20,11:35:20,B1R3,_NW,_5.6,_2,1598466912,0.00910513,16.08972005,376.6072,285.2770847,28.71610425,37.9094298,0.353754513,2.936860117,0.331672283,0.209164207,264.3368006,35.6237219,35.30173667,5.743439073,50.76204281,3.101497449,6.109875168,2.641941625,-401.5362192,177.9430045,14.26956623,55.01315208,156,31,1,0,51481.2963,RECT-408-20200826-06_19_06,15282.4,710.8164,2.3,-708.5164,-308.0506087,-0.555864963,RECT-521-20200826-11_35_22,15366.7,882.5137308,0.97,-908.8079699,0.5,1348.782102,16.08972005,-612891.9618,0.701030928,0.012341197,1.371134021,DARK-522-20200826-11_35_24,0.29,0.68,-1296.387839,0.661691542,1.241879554,-0.001877162,-0.42600184,1.42600184,1599.996,1348.782102,0.842990921,0.195981842,6,0.5,0: Broadleaf,2,1598466912,376.6072,400.0291333,30.81149667,20.22226333,376.4609667,30.53455333,500.0128,100.4604,0.199995767,36.42559667,35.30173667,999.9,0,0,9995.712,0,1509.835667,1599.996,0.899991,0.100009027,0,883.4375333,4.99948,14269.01,13054.44333,49.01636667,50.1622,49.54133333,49.51426667,51.19163333,1435.480667,159.5153333,0,151.2,0,882.5137308,-204.0950087,-3251.52137,14253.33846,15,1598465962,11:19:22,1598465962,1598465961,1,0.227,0.017,0.16,-0.023,400,19,0.39,0.18,16.07886397,0.761657352,0.070022569,0,-23.41066452,-0.769470968,0.077463171,1,10.59155161,-0.166741935,0.015720869,1,2,3,3-Feb,100,100,0.146,0.2718,-0.349045955,0.002111972,-2.37E-06,6.65E-10,0.07785024,0,0,0,11,2092,1,24,16,16,2,327.123,558.264,35.3411,34.9671,30.0001,34.6511,34.5954,21.5123,48.1893,82.4443,-999.9,400,19.9907,99.0675,99.2434
6,1598467021,629.5999999,20200826 11:37:00,11:37:00,B1R3,_NW,_5.6,_3,1598467013,0.010949355,18.1066499,373.4236667,292.4167882,29.43410306,37.58809731,0.461548301,2.938711798,0.424730481,0.268519315,264.3318668,35.09634995,34.94353333,5.630733235,51.68835475,3.148984021,6.092250442,2.481749215,-482.8665363,226.4571774,18.11240654,26.0349144,179,35,1,0,51542.09428,RECT-408-20200826-06_19_06,15282.4,710.8164,2.3,-708.5164,-308.0506087,-0.555864963,RECT-523-20200826-11_37_03,15389.4,896.16828,0.82,-1091.888146,0.5,1348.760852,18.1066499,-736347.993,-3.365853659,0.013836786,1.804878049,DARK-524-20200826-11_37_04,3.58,-2.76,324.4015507,-1.15625,1.26106031,-0.002088872,1.295914593,-0.295914593,1599.971333,1348.760852,0.842990636,0.195981272,6,0.5,0: Broadleaf,2,1598467013,373.4236667,400.0576667,31.28397667,18.55602667,373.2794667,30.99197333,500.0089667,100.4581333,0.199914533,36.3729,34.94353333,999.9,0,0,10006.47867,0,529.4688333,1599.971333,0.899999667,0.100000287,0,898.4446333,4.99948,15011.01667,13054.28,49.14773333,50.1891,49.63326667,49.6352,51.23316667,1435.473667,159.4976667,0,99.70000005,0,896.16828,-223.9056923,-4088.907693,14970.056,15,1598465962,11:19:22,1598465962,1598465961,1,0.227,0.017,0.16,-0.023,400,19,0.39,0.18,18.10373249,0.683810992,0.056749451,0,-26.63399667,-0.723585317,0.064770731,1,12.72795,-0.095527475,0.013359959,1,2,3,3-Feb,100,100,0.144,0.2828,-0.349045955,0.002111972,-2.37E-06,6.65E-10,0.07785024,0,0,0,11,2092,1,24,17.6,17.7,2,312.887,548.341,35.3988,34.9901,30.0005,34.6866,34.6345,21.4415,52.422,81.1793,-999.9,400,18.1461,99.0589,99.2829
7,1598467140,748.5999999,20200826 11:38:59,11:38:59,B1R3,_NW,_5.11,_1,1598467132,0.008231897,16.04776018,376.9341333,283.8225151,28.56844301,37.94068735,0.340185444,2.937229491,0.319714567,0.201558097,264.335474,35.85709068,34.67882667,5.548685272,50.1904685,3.067959066,6.112632853,2.480726205,-363.0266712,277.908141,22.21679887,201.4337428,156,31,1,0,51490.21894,RECT-408-20200826-06_19_06,15282.4,710.8164,2.3,-708.5164,-308.0506087,-0.555864963,RECT-525-20200826-11_39_02,15353.1,702.3607692,0.89,-788.1694036,0.5,1348.783411,16.04776018,-531534.9082,-1.685393258,0.012310075,1.584269663,DARK-526-20200826-11_39_04,2.39,-1.5,467.6471795,-15.66666667,0.988089426,-0.001990074,1.591314333,-0.591314333,1599.998667,1348.783411,0.842990334,0.195980668,6,0.5,0: Broadleaf,2,1598467132,376.9341333,399.9158,30.47964,20.90207667,376.7878333,30.21311333,499.9805333,100.456,0.200013867,36.43383,34.67882667,999.9,0,0,9998.252,0,1675.700667,1599.998667,0.900010333,0.09998976,0,703.1632,4.99948,11362.83,13054.54,49.26653333,50.40806667,49.77066667,49.77066667,51.38733333,1435.514667,159.4843333,0,118.2,0,702.3607692,-43.5770256,4490.53331,11585.96538,15,1598465962,11:19:22,1598465962,1598465961,1,0.227,0.017,0.16,-0.023,400,19,0.39,0.18,16.05377408,-0.382975805,0.045819958,1,-22.98161333,0.748250056,0.073955508,1,9.577566333,-0.304448409,0.029748312,1,3,3,3-Mar,100,100,0.146,0.2659,-0.349045955,0.002111972,-2.37E-06,6.65E-10,0.07785024,0,0,0,11,2092,1,24,19.6,19.6,2,334.904,550.215,35.4286,35.0492,30.0009,34.7548,34.7093,21.5251,44.7798,83.4858,-999.9,400,20.8911,99.0403,99.2044
8,1598467241,850.0999999,20200826 11:40:41,11:40:41,B1R3,_NW,_5.11,_2,1598467233,0.009117201,15.99664972,376.7109,292.865666,29.47957069,37.9193497,0.386113997,2.939347569,0.359987722,0.227192182,264.3381849,35.55257926,34.76471333,5.575191881,51.52306545,3.136173,6.086930141,2.439018881,-402.0685516,252.3181857,20.15738234,134.7452013,163,33,1,0,51562.65275,RECT-408-20200826-06_19_06,15282.4,710.8164,2.3,-708.5164,-308.0506087,-0.555864963,RECT-527-20200826-11_40_43,15362.7,858.6649231,247.11,-2.474828712,0.5,1348.7919,15.99664972,-1669.01446,0.998300352,0.012272104,-0.990692404,DARK-528-20200826-11_40_45,0.42,246.69,-2.479042211,-130.2180851,1.318840808,0.345524818,-0.001212577,1.001212577,1600.008,1348.7919,0.842990722,0.195981445,6,0.5,0: Broadleaf,2,1598467233,376.7109,400.0285,31.15640333,20.55656,376.5646667,30.86847333,499.9965333,100.4589667,0.2000525,36.35696667,34.76471333,999.9,0,0,10010.01667,0,1360.299767,1600.008,0.899996,0.10000415,0,859.6723333,4.99948,13953.62667,13054.56,49.3538,50.51653333,49.88316667,49.88106667,51.47486667,1435.502667,159.506,0,100.7,0,858.6649231,-211.9015386,-3412.49231,13935.92308,15,1598465962,11:19:22,1598465962,1598465961,1,0.227,0.017,0.16,-0.023,400,19,0.39,0.18,15.99541057,0.68485435,0.057208161,0,-23.31918667,-0.498655395,0.060120089,1,10.60412667,-0.374351947,0.033675727,1,2,3,3-Feb,100,100,0.146,0.2791,-0.349045955,0.002111972,-2.37E-06,6.65E-10,0.07785024,0,0,0,11,2092,1,24,21.3,21.3,2,321.001,557.168,35.4586,35.1524,30.0005,34.8515,34.7988,21.5058,46.4487,84.0724,-999.9,400,20.2862,99.0058,99.2086
9,1598467336,945.0999999,20200826 11:42:16,11:42:16,B1R3,_NW,_5.11,_3,1598467328,0.011365521,17.96443098,373.4797333,286.1411731,28.80174333,37.59286824,0.425033035,2.934470125,0.393556094,0.248606097,264.3345647,34.96193913,35.00514667,5.649981367,47.11059509,2.866109646,6.083789942,2.783871721,-501.2194693,212.3734951,17.0135115,-7.497897921,196,39,1,0,51426.99661,RECT-408-20200826-06_19_06,15282.4,710.8164,2.3,-708.5164,-308.0506087,-0.555864963,RECT-529-20200826-11_42_18,15389.6,756.9028462,0.93,-812.8740281,0.5,1348.776131,17.96443098,-548192.5431,-2.720430108,0.013731186,1.47311828,DARK-530-20200826-11_42_20,3.46,-2.53,298.8034965,-1.181034483,1.064920875,-0.001933618,1.365908588,-0.365908588,1599.989667,1348.776131,0.842990526,0.195981052,6,0.5,0: Broadleaf,2,1598467328,373.4797333,400.1272333,28.47438667,15.22588667,373.3354333,28.26827,500.0669333,100.4557,0.200011367,36.34755667,35.00514667,999.9,0,0,9982.585,0,1434.064333,1599.989667,0.900003967,0.099995853,0,763.3319333,4.99948,12436.16667,13054.43667,49.40806667,50.562,49.9122,49.93313333,51.49553333,1435.496333,159.4936667,0,94.30000019,0,756.9028462,-180.2777452,145555.4753,19013,15,1598465962,11:19:22,1598465962,1598465961,1,0.227,0.017,0.16,-0.023,400,19,0.39,0.18,17.9419921,1.329338555,0.104918526,0,-26.63478,-1.34341802,0.109154968,0,13.25061667,-0.339665406,0.025436995,1,1,3,3-Jan,100,100,0.144,0.197,-0.349045955,0.002111972,-2.37E-06,6.65E-10,0.07785024,0,0,0,11,2092,1,24,22.9,22.9,2,296.924,540.591,35.415,35.229,30.0004,34.9266,34.8737,21.4011,60.0994,79.9884,-999.9,400,14.7661,98.9794,99.2521
