SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.20668 92.698 388.422 614.815 848.213 1041.81 1233.03 1403.29,-0.173474 99.6146 403.552 601.393 801.798 1001.43 1202.88 1400.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1599482455,0,20200907 05:40:55,05:40:55,B1R1,_SE,_5.3,_1,1599482447,0.000445297,-0.789141209,400.7866452,434.7494457,43.79659507,40.37518755,0.028543923,2.940119557,0.028390861,0.017757971,0.001994378,26.79254086,25.80990645,3.336489152,50.47084257,1.796689421,3.559856206,1.539799731,-19.63758862,174.0491524,12.69393431,167.1074924,82,16,1,0,53211.37342,RECT-828-20200907-05_40_55,15462.3,761.2669231,3265.31,2504.043077,0.766862282,-0.789141209,-,-,0,0,#DIV/0!,0.5,0.020995632,-0.789141209,#DIV/0!,#DIV/0!,-4.48941E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.304015107,#DIV/0!,#DIV/0!,0.0499948,0.020995632,0.41995632,0.09499012,6,0.5,0: Broadleaf,2,1599482447,400.7866452,400.0538387,17.83494194,17.31011613,401.9705806,17.78139032,500.000129,100.5399032,0.199949355,26.90795484,25.80990645,999.9,0,0,10006.3529,0,0.28142,0.0499948,0,0,0,761.5696774,0.0499948,-25.46419355,-3.369032258,36.36054839,39.39693548,38.401,39.42309677,39.38093548,0,0,0,207.5,0,761.2669231,-16.01435899,1.921709396,-25.40269231,15,0,--:--:--,1599079674,1599079682,0,-0.858,-0.369,-1.185,0.169,400,36,0.67,0.11,-0.798584054,1.852601185,0.155175679,0,0.732784129,-2.135294226,0.185624524,0,0.524830065,-0.319876742,0.024861347,1,1,3,1/3,100,100,-1.184,0.0526,-1.693831369,0.002111972,-2.36558E-06,6.64625E-10,-0.011293668,-0.009738633,0.000790292,-2.11053E-06,11,2092,1,24,6713,6712.9,2,404.492,623.763,26.8481,28.1609,29.9992,28.0458,28.0134,16.0064,31.0993,73.4907,-999.9,400,17.3613,100.382,100.721
2,1599482589,134,20200907 05:43:09,05:43:09,B1R1,_SE,_5.10,_1,1599482581,0.000575914,-0.387092585,399.4743667,406.1261248,40.90370429,40.23376081,0.037537519,2.93810409,0.03727311,0.023319294,0.001994378,26.41404144,25.44770667,3.26554547,50.11121806,1.748084939,3.488410392,1.517460531,-25.39780511,176.7316478,12.85279931,164.1886363,0,0,1,0,53213.49867,RECT-829-20200907-05_43_09,15482.8,599.0561538,2992.24,2393.183846,0.799796756,-0.387092585,-,-,0,0,#DIV/0!,0.5,0.020995632,-0.387092585,#DIV/0!,#DIV/0!,-2.93477E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.250317649,#DIV/0!,#DIV/0!,0.0499948,0.020995632,0.41995632,0.09499012,6,0.5,0: Broadleaf,2,1599482581,399.4743667,399.2859333,17.35644667,16.67735333,400.659,17.31045333,500.0062,100.5167333,0.2000189,26.56344333,25.44770667,999.9,0,0,9997.186667,0,0.28142,0.0499948,0,0,0,599.2136667,0.0499948,-29.70666667,-3.915666667,35.75393333,38.78306667,37.75813333,38.80786667,38.76653333,0,0,0,132.6999998,0,599.0561538,-19.90427345,-6.199658005,-29.66153846,15,0,--:--:--,1599079674,1599079682,0,-0.858,-0.369,-1.185,0.169,400,36,0.67,0.11,-0.381632691,0.302406278,0.094464612,1,0.178965957,-0.330755089,0.109974261,1,0.679496194,-0.138580403,0.012058041,1,3,3,3/3,100,100,-1.185,0.0452,-1.693831369,0.002111972,-2.36558E-06,6.64625E-10,-0.011293668,-0.009738633,0.000790292,-2.11053E-06,11,2092,1,24,6715.3,6715.1,2,502.882,636.451,26.426,27.7387,29.9989,27.697,27.6751,16.4651,31.2759,71.6197,-999.9,400,16.7391,100.474,100.812
3,1599482823,368,20200907 05:47:03,05:47:03,B2R1,_SW,_5.3,_1,1599482815,0.000416406,-0.211776767,399.4792903,402.2153192,40.50985393,40.23428976,0.026346527,2.938021932,0.026215974,0.016396659,0.001994378,26.03054323,25.48022903,3.271861279,50.3137164,1.711688133,3.40203081,1.560173145,-18.36348371,104.2819204,7.569174969,93.48960607,0,0,1,0,53286.68634,RECT-830-20200907-05_47_03,15487.2,601.4608,3117.97,2516.5092,0.807098593,-0.211776767,-,-,0,0,#DIV/0!,0.5,0.020995632,-0.211776767,#DIV/0!,#DIV/0!,4.48148E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.239006001,#DIV/0!,#DIV/0!,0.0499948,0.020995632,0.41995632,0.09499012,6,0.5,0: Broadleaf,2,1599482815,399.4792903,399.4247742,16.99505484,16.50387419,400.6638387,16.95458387,500.0140323,100.5168387,0.199996258,26.13859677,25.48022903,999.9,0,0,9996.70871,0,0.28142,0.0499948,0,0,0,601.386129,0.0499948,-36.46387097,-5.028064516,34.89893548,38.07419355,36.92106452,38.09051613,37.9513871,0,0,0,232.5,0,601.4608,-0.966923052,6.970769382,-36.1948,15,0,--:--:--,1599079674,1599079682,0,-0.858,-0.369,-1.185,0.169,400,36,0.67,0.11,-0.216852098,0.033536118,0.097704397,1,0.054302531,-0.058828205,0.119771805,1,0.491178452,-0.273075581,0.021164288,1,3,3,3/3,100,100,-1.185,0.0398,-1.693831369,0.002111972,-2.36558E-06,6.64625E-10,-0.011293668,-0.009738633,0.000790292,-2.11053E-06,11,2092,1,24,6719.2,6719,2,502.046,630.612,25.921,26.9635,29.9989,26.9927,26.9853,18.3697,29.6488,69.0031,-999.9,400,16.4128,100.625,100.971
4,1599483039,584.0999999,20200907 05:50:39,05:50:39,B2R2,_SW,_5.10,_1,1599483031,0.000469415,-0.034985258,399.2457742,391.2671827,39.39917294,40.2025879,0.030339882,2.937906888,0.030166886,0.018869765,0.001994378,25.75169849,25.1406129,3.206431346,50.08922946,1.677533447,3.349090144,1.5288979,-20.70121059,116.0864614,8.400773801,103.788019,109,22,1,0,53330.15196,RECT-831-20200907-05_50_39,15510.3,582.6634615,2800.7,2218.036538,0.791957917,-0.034985258,-,-,0,0,#DIV/0!,0.5,0.020995632,-0.034985258,#DIV/0!,#DIV/0!,2.25627E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.262693356,#DIV/0!,#DIV/0!,0.0499948,0.020995632,0.41995632,0.09499012,6,0.5,0: Broadleaf,2,1599483031,399.2457742,399.4286774,16.65932903,16.10544194,400.4305161,16.62379677,500.0243548,100.4963871,0.199952097,25.87353548,25.1406129,999.9,0,0,9998.088387,0,0.28142,0.0499948,0,0,0,582.7825806,0.0499948,-35.3316129,-4.753870968,34.94532258,38.518,37.062,38.87087097,38.09254839,0,0,0,214.8,0,582.6634615,1.160000031,-9.826324743,-35.51769231,15,0,--:--:--,1599079674,1599079682,0,-0.858,-0.369,-1.185,0.169,400,36,0.67,0.11,-0.035654419,0.338468764,0.062693757,1,-0.182884797,-0.464179147,0.07145784,1,0.553872581,-0.326489177,0.024612273,1,3,3,3/3,100,100,-1.185,0.035,-1.693831369,0.002111972,-2.36558E-06,6.64625E-10,-0.011293668,-0.009738633,0.000790292,-2.11053E-06,11,2092,1,24,6722.8,6722.6,2,376.467,615.014,25.5855,26.4841,29.9995,26.4901,26.486,19.6214,29.3778,66.768,-999.9,400,16.0625,100.702,101.007
5,1599483174,718.5999999,20200907 05:52:53,05:52:53,B2R2,_SW,_5.13,_1,1599483166,0.000525321,-0.057496124,399.3982333,392.5658318,39.53046047,40.21846731,0.035451207,2.93710387,0.035215193,0.022030569,0.001994378,25.67627741,24.77884667,3.137994406,50.09582205,1.671715076,3.33703492,1.466279331,-23.16667185,163.7003766,11.82453609,152.3602353,0,0,1,0,53317.65916,RECT-832-20200907-05_52_53,15474.9,683.3015385,3306.71,2623.408462,0.793359098,-0.057496124,-,-,0,0,#DIV/0!,0.5,0.020995632,-0.057496124,#DIV/0!,#DIV/0!,1.80465E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.260463267,#DIV/0!,#DIV/0!,0.0499948,0.020995632,0.41995632,0.09499012,6,0.5,0: Broadleaf,2,1599483166,399.3982333,399.581,16.60133,15.98145333,400.5829667,16.56665333,500.0352667,100.4976333,0.200026167,25.81266667,24.77884667,999.9,0,0,9993.395333,0,0.28142,0.0499948,0,0,0,683.5613333,0.0499948,-33.41466667,-4.317666667,35.187,38.729,37.29133333,39.2248,38.33726667,0,0,0,133.5,0,683.3015385,0.784273398,-0.176068475,-33.57269231,15,0,--:--:--,1599079674,1599079682,0,-0.858,-0.369,-1.185,0.169,400,36,0.67,0.11,-0.065573486,0.468999606,0.039169077,1,-0.176175926,-0.574883652,0.048926895,1,0.620272355,0.002134887,0.006239139,1,3,3,3/3,100,100,-1.185,0.0342,-1.693831369,0.002111972,-2.36558E-06,6.64625E-10,-0.011293668,-0.009738633,0.000790292,-2.11053E-06,11,2092,1,24,6725,6724.9,2,498.608,382.922,25.4846,26.3408,29.9997,26.2977,26.2925,20.1534,29.7998,65.28,-999.9,400,16.009,100.736,101.024
6,1599483415,960.0999999,20200907 05:56:55,05:56:55,B3R2,_SE,_5.7,_1,1599483407,0.000349145,0.324412125,399.2260645,368.0492384,37.06683144,40.2066998,0.023612905,2.93703146,0.023507944,0.014701856,0.001994378,25.34479142,24.50314839,3.086699892,49.82598693,1.625906753,3.263170192,1.460793138,-15.39728511,147.6235812,10.62854932,142.8568398,101,20,1,0,53383.24144,RECT-833-20200907-05_56_55,15463.3,660.5542308,3198.63,2538.075769,0.79348839,0.324412125,-,-,0,0,#DIV/0!,0.5,0.020995632,0.324412125,#DIV/0!,#DIV/0!,-1.35264E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.260257885,#DIV/0!,#DIV/0!,0.0499948,0.020995632,0.41995632,0.09499012,6,0.5,0: Broadleaf,2,1599483407,399.2260645,399.7825806,16.14418387,15.73200645,400.4109032,16.116,500.0392258,100.5116452,0.199965065,25.43546129,24.50314839,999.9,0,0,9991.590323,0,0.28142,0.0499948,0,0,0,660.5583871,0.0499948,-32.20387097,-4.263870968,35.32419355,38.883,37.48780645,39.32825806,38.41106452,0,0,0,240.5999999,0,660.5542308,7.38564094,-5.210940233,-32.41692308,15,0,--:--:--,1599079674,1599079682,0,-0.858,-0.369,-1.185,0.169,400,36,0.67,0.11,0.32397805,0.105620922,0.019606029,1,-0.556437839,-0.006946935,0.020757777,1,0.41219029,-0.293937581,0.022333092,1,3,3,3/3,100,100,-1.184,0.028,-1.693831369,0.002111972,-2.36558E-06,6.64625E-10,-0.011293668,-0.009738633,0.000790292,-2.11053E-06,11,2092,1,24,6729,6728.9,2,383.419,615.114,25.125,26.0209,29.9995,25.9785,25.9673,20.6844,27.4927,63.4143,-999.9,400,15.8507,100.761,101.084
7,1599483641,1185.6,20200907 06:00:40,06:00:40,B1R3,_SE,_5.6,_1,1599483633,0.000116433,0.565848842,399.1748065,273.9049534,27.57922305,40.19252257,0.00773742,2.938011375,0.007726118,0.004829838,0.001994378,25.20016037,24.53785806,3.093117138,49.98056475,1.611180651,3.223614336,1.481936488,-5.134676432,109.6919805,7.8881518,112.4474503,0,0,1,0,53448.05132,RECT-834-20200907-06_00_41,15456.2,748.8934615,3743.24,2994.346538,0.799934425,0.565848842,-,-,0,0,#DIV/0!,0.5,0.020995632,0.565848842,#DIV/0!,#DIV/0!,1.58636E-14,#DIV/0!,-,0,0,#DIV/0!,1,0,1.250102469,#DIV/0!,#DIV/0!,0.0499948,0.020995632,0.41995632,0.09499012,6,0.5,0: Broadleaf,2,1599483633,399.1748065,399.9095484,16.00155161,15.86407742,400.3594839,15.97534194,500.0333548,100.4890645,0.199961742,25.23038387,24.53785806,999.9,0,0,9999.411613,0,0.28142,0.0499948,0,0,0,749.1783871,0.0499948,-32.03903226,-4.176129032,35.39893548,38.95325806,37.56819355,39.40293548,38.46951613,0,0,0,224.5,0,748.8934615,-45.85880341,6.65846161,-31.89692308,15,0,--:--:--,1599079674,1599079682,0,-0.858,-0.369,-1.185,0.169,400,36,0.67,0.11,0.561615659,0.450347452,0.043573672,1,-0.731597935,-0.548867032,0.053968866,1,0.136499355,0.125278548,0.009393893,1,3,3,3/3,100,100,-1.184,0.0264,-1.693831369,0.002111972,-2.36558E-06,6.64625E-10,-0.011293668,-0.009738633,0.000790292,-2.11053E-06,11,2092,1,24,6732.8,6732.7,2,500.548,609.612,24.8774,25.8339,29.9998,25.7577,25.744,20.9153,25.111,62.2978,-999.9,400,15.8307,100.788,101.089
8,1599483794,1338.6,20200907 06:03:13,06:03:13,B1R3,_SE,_5.10,_1,1599483786,0.000471922,-0.278832588,400.074871,404.5669367,40.73173497,40.2794745,0.031852532,2.938099144,0.031661927,0.019805734,0.001994378,25.08853257,24.43489355,3.074114634,49.95095878,1.608376053,3.219910273,1.465738581,-20.81174276,122.9450617,8.835501502,110.9708148,4,1,1,0,53453.87527,RECT-835-20200907-06_03_14,15489.9,665.0784,2988.42,2323.3416,0.77744815,-0.278832588,-,-,0,0,#DIV/0!,0.5,0.020995632,-0.278832588,#DIV/0!,#DIV/0!,-2.03266E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.286259412,#DIV/0!,#DIV/0!,0.0499948,0.020995632,0.41995632,0.09499012,6,0.5,0: Broadleaf,2,1599483786,400.074871,399.9668387,15.97515484,15.41790645,401.2590968,15.94930645,500.0096129,100.4799032,0.199938032,25.21106774,24.43489355,999.9,0,0,10000.8229,0,0.28142,0.0499948,0,0,0,665.2812903,0.0499948,-31.76258065,-4.269032258,35.50587097,39.06809677,37.667,39.51193548,38.58029032,0,0,0,151.7,0,665.0784,-10.72923075,11.34076916,-31.6924,15,0,--:--:--,1599079674,1599079682,0,-0.858,-0.369,-1.185,0.169,400,36,0.67,0.11,-0.326408745,2.668900275,0.211972642,0,0.135602374,-2.955272511,0.234977644,0,0.55786171,-0.066519871,0.005083811,1,1,3,1/3,100,100,-1.184,0.0257,-1.693831369,0.002111972,-2.36558E-06,6.64625E-10,-0.011293668,-0.009738633,0.000790292,-2.11053E-06,11,2092,1,24,6735.3,6735.2,2,494.111,639.535,24.808,25.7691,30.0007,25.6885,25.6791,20.9637,26.9314,61.1835,-999.9,400,15.4363,100.767,101.108
9,1599484036,1580.6,20200907 06:07:15,06:07:15,B3R3,_SE,_5.3,_1,1599484028,0.000479368,0.374844038,399.2997333,370.9418994,37.33929487,40.19381609,0.031727656,2.939637464,0.031538636,0.019728536,0.001994378,25.05644277,24.54966333,3.095302393,49.81175439,1.601011459,3.214123813,1.494290934,-21.14012014,100.0320863,7.188144591,86.08210512,84,17,1,0,53503.77366,RECT-836-20200907-06_07_16,15498.5,676.9811538,2821.08,2144.098846,0.760027665,0.374844038,-,-,0,0,#DIV/0!,0.5,0.020995632,0.374844038,#DIV/0!,#DIV/0!,2.2447E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.315741578,#DIV/0!,#DIV/0!,0.0499948,0.020995632,0.41995632,0.09499012,6,0.5,0: Broadleaf,2,1599484028,399.2997333,399.9792333,15.90502,15.33893333,400.4844667,15.88011333,500.0048333,100.4607667,0.199997,25.18085333,24.54966333,999.9,0,0,10011.48867,0,0.28142,0.0499948,0,0,0,676.932,0.0499948,-31.17566667,-4.224333333,35.5496,39.10393333,37.70386667,39.53513333,38.57263333,0,0,0,240.9000001,0,676.9811538,-8.467350399,-1.212991519,-31.4,15,0,--:--:--,1599079674,1599079682,0,-0.858,-0.369,-1.185,0.169,400,36,0.67,0.11,0.372772193,0.070600483,0.020873019,1,-0.677710677,0.04079429,0.024111634,1,0.56937271,-0.249240242,0.018893554,1,3,3,3/3,100,100,-1.185,0.0246,-1.693831369,0.002111972,-2.36558E-06,6.64625E-10,-0.011293668,-0.009738633,0.000790292,-2.11053E-06,11,2092,1,24,6739.4,6739.2,2,402.931,597.585,24.7363,25.7621,30.0004,25.6516,25.6344,21.0286,26.2857,60.4424,-999.9,400,15.4558,100.762,101.067
