"","treatment","date","avg_brix","se_brix","avg_ph","se_ph","avg_ta","se_ta"
"1","1",2020-06-24,4.8,0.0600925212577332,2.54666666666667,0.0078173595997057,41.3666666666667,0.363199516641871
"2","1",2020-07-08,5.45555555555556,0.0293972367896065,2.49555555555556,0.00973411970440842,44.3111111111111,0.293600467588016
"3","1",2020-07-12,5.46666666666667,0.0372677996249964,2.54666666666667,0.0074535599249993,42.8266666666667,0.322757218698858
"4","1",2020-07-21,7.1,0.108012344973464,2.52555555555556,0.00801233616769772,34.1888888888889,0.371088655341897
"5","1",2020-08-03,16.7888888888889,0.0734930919740164,2.88555555555556,0.00973411970440846,13.9622222222222,0.295013077759924
"6","1",2020-08-13,20.8666666666667,0.0833333333333334,3.19333333333333,0.0129099444873581,7.72,0.106405931330082
"7","1",2020-08-16,22.0222222222222,0.206678613752647,3.31777777777778,0.0117588947158426,6.30666666666667,0.0821583836257749
"8","1",2020-08-22,23.4333333333333,0.192209376577847,3.28111111111111,0.0173561103909037,5.61111111111111,0.0809740089377869
"9","1",2020-08-27,23.9111111111111,0.156741510885177,3.36111111111111,0.0167036626426366,4.56111111111111,0.043411610212414
"10","1",2020-09-04,24.6555555555556,0.101531482680539,3.47666666666667,0.0137436854187255,3.89888888888889,0.0596621144549417
"11","1",2020-09-08,26.4333333333333,0.134370962471643,3.5,0.0171593835683117,4.14666666666667,0.0340750805004348
"12","1",2020-09-12,26.8777777777778,0.160535369742221,3.65888888888889,0.0134829567772351,4.02111111111111,0.0814528569249389
"13","2",2020-06-24,4.73333333333333,0.0440958551844099,2.47555555555556,0.0149174684245528,40.2711111111111,0.369163635971173
"14","2",2020-07-08,5.37777777777778,0.05957669608202,2.47333333333333,0.00866025403784437,43.5688888888889,0.194089358318136
"15","2",2020-07-12,5.17777777777778,0.0464811125852264,2.53444444444444,0.00883665206699271,40.8044444444444,0.217422470927449
"16","2",2020-07-21,7.24444444444444,0.280926597328234,2.54555555555556,0.00503076952118744,34.43,0.688551216524797
"17","2",2020-08-03,16.9777777777778,0.0954198002073204,2.85333333333333,0.010137937550497,14.55,0.147196014438797
"18","2",2020-08-13,20.6,0.0781735959970571,3.14222222222222,0.0122222222222222,8.06666666666667,0.0654471797202395
"19","2",2020-08-16,22.0111111111111,0.0587944735792133,3.24666666666667,0.0134370962471642,6.31111111111111,0.110823238192433
"20","2",2020-08-22,23.1888888888889,0.112354157867537,3.29444444444444,0.0261996136056702,5.36333333333333,0.168110413452323
"21","2",2020-08-27,23.5666666666667,0.0816496580927726,3.33888888888889,0.0231807178278057,5.16555555555556,0.0828336873082831
"22","2",2020-09-04,24.4666666666667,0.137436854187255,3.40333333333333,0.0168325082306035,4.40555555555556,0.0951331101245792
"23","2",2020-09-08,25.5777777777778,0.123353351728747,3.49666666666667,0.0283823106098773,4.45333333333333,0.218752777760141
"24","2",2020-09-12,25.8888888888889,0.2341915434262,3.53777777777778,0.0194206203254984,4.54222222222222,0.1251307957674
"25","3",2020-06-24,4.85555555555556,0.114395890455411,2.51111111111111,0.00587944735792129,40.39,0.393121411836655
"26","3",2020-07-08,5.41111111111111,0.0654990340141755,2.44555555555556,0.0138555154592666,44.23,0.320936130717624
"27","3",2020-07-12,5.28888888888889,0.0840708108356753,2.51888888888889,0.00873124091416759,40.6177777777778,0.107855069650818
"28","3",2020-07-21,7.47777777777778,0.305404002819661,2.54,0.0095742710775634,34.5155555555556,0.66416846739846
"29","3",2020-08-03,17.5333333333333,0.0912870929175276,2.86666666666667,0.0129099444873581,14.6422222222222,0.350898757865577
"30","3",2020-08-13,20.9888888888889,0.0806991058129663,3.08777777777778,0.0113990469603795,7.98666666666667,0.200797022996967
"31","3",2020-08-16,22.3555555555556,0.0801233616769777,3.24444444444444,0.0113175271041463,6.32222222222222,0.164365596712682
"32","3",2020-08-22,23.3,0.138443731048635,3.29888888888889,0.0281585019943871,5.59333333333333,0.200534009307371
"33","3",2020-08-27,23.4777777777778,0.0954198002073204,3.36222222222222,0.015163715626618,5.25777777777778,0.107842191518927
"34","3",2020-09-04,24.4111111111111,0.0949333749479726,3.36777777777778,0.014218315435633,4.79777777777778,0.0959423695329906
"35","3",2020-09-08,25.7333333333333,0.204803428790742,3.50666666666667,0.0456131072780134,4.01,0.159094660850423
"36","3",2020-09-12,26,0.222361067735439,3.53555555555556,0.0174093773511027,4.85666666666667,0.115674351329738
