SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,4.39932 69.0773 362.015 615.263 873.765 1079.16 1308.7 1497.02,0.102502 102.281 402.984 600.573 800.913 1000.65 1201.04 1401.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,USER,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1630324962,0,20210830 05:02:41,05:02:41,B1R1,_SW,_5.8,_1,,1630324954,0.000405931,-0.84327732,400.3045667,417.1580251,41.88443635,40.19227759,0.064964645,3.014351972,0.064196734,0.040191196,0.001994569,21.64878569,20.65417333,2.443378633,69.71099194,1.821984619,2.613626012,0.621394014,-17.90155357,178.3956127,12.04604384,172.5420975,0,0,1,0,53923.41324,RECT-257-20210830-05_02_46,14933,265.538,1206.13,940.592,0.779842969,-0.84327732,-,-,0,0,#DIV/0!,0.5,0.020996976,-0.84327732,#DIV/0!,#DIV/0!,6.75219E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.282309439,#DIV/0!,#DIV/0!,0.0499964,0.020996976,0.41996976,0.09499316,2,0.5,0: Broadleaf,2,1630324954,400.3045667,400.0323667,18.14649,17.98713,400.7496333,18.15994,500.2067,100.2042667,0.199977833,21.75192667,20.65417333,999.9,0,0,9999,0,0.22243,0.0499964,0,0,0,265.1473333,0.0499964,-19.122,-2.558666667,31.23733333,35.30786667,33.62283333,35.46436667,34.02053333,0,0,0,1630324966,0,265.538,11.31307677,-11.20461527,-19.4308,15,1630322740,04:25:39,1630322735,1630322740,1,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,-0.837583651,0.766213943,0.197658173,0,0.269667032,-0.453832548,0.081209165,1,0.155071065,0.322498403,0.024390043,1,2,3,2/3,100,100,-0.445,-0.0135,-0.44515,0,0,0,-0.0134518,0,0,0,-1,-1,-1,-1,37.1,37,2,488.005,568.087,21.2775,21.8727,30.0001,21.7054,21.6592,21.6287,0,100,-999.9,400,77.7343,101.281,101.061
2,1630325375,413,20210830 05:09:34,05:09:34,B2R1,_SE,_5.11,_1,,1630325367,0.000218159,0.218710058,399.1415161,357.8910316,35.91746043,40.05730333,0.011707723,3.014670894,0.011682522,0.007303836,0.001994569,21.61975778,20.14609677,2.367927513,20.0202665,0.520806191,2.601394898,1.847121321,-9.620809428,248.5173183,16.72926331,255.6277668,8,2,1,0,53946.4273,RECT-258-20210830-05_09_39,14944.2,235.4632,1152.2,916.7368,0.79564034,0.218710058,-,-,0,0,#DIV/0!,0.5,0.020996976,0.218710058,#DIV/0!,#DIV/0!,-1.3544E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.256849294,#DIV/0!,#DIV/0!,0.0499964,0.020996976,0.41996976,0.09499316,2,0.5,0: Broadleaf,2,1630325367,399.1415161,399.2637742,5.18945,5.102679355,399.5865806,5.202901935,500.2309677,100.1586452,0.200003871,21.67518065,20.14609677,999.9,0,0,10005.48355,0,0.226690258,0.0499964,0,0,0,235.4151613,0.0499964,-21.08419355,-2.667741935,31.12087097,35.282,33.536,35.47154839,33.90709677,0,0,0,411.9000001,0,235.4632,-0.750769199,-4.158461599,-21.0528,15,1630322740,04:25:39,1630322735,1630322740,1,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,0.242759512,-1.441208167,0.155218066,0,-0.126472768,0.134043774,0.048665533,1,0.077521189,1.065593623,0.080134809,0,1,3,1/3,100,100,-0.446,-0.0135,-0.44515,0,0,0,-0.0134518,0,0,0,-1,-1,-1,-1,44,43.9,2,476.098,544.478,21.2082,22.0805,29.9998,22.009,21.9805,20.9614,64.6065,50.2758,-999.9,400,5.25049,101.275,101.063
3,1630325826,864,20210830 05:17:05,05:17:05,B2R1,_SE,_5.7,_1,,1630325818,0.002350835,-0.335100963,399.578871,392.0629526,39.34735953,40.1016556,0.129334038,3.014709854,0.126328767,0.079219675,0.001994569,21.1245426,20.15524194,2.369267346,20.26385347,0.52864897,2.60882744,1.840618376,-103.6718146,254.6200875,17.14474657,168.0950141,6,1,1,0,53939.12876,RECT-259-20210830-05_17_10,14926.2,256.8332,1339.05,1082.2168,0.808197453,-0.335100963,-,-,0,0,#DIV/0!,0.5,0.020996976,-0.335100963,#DIV/0!,#DIV/0!,-2.03094E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.237321394,#DIV/0!,#DIV/0!,0.0499964,0.020996976,0.41996976,0.09499316,2,0.5,0: Broadleaf,2,1630325818,399.578871,399.8204516,5.267537097,4.332607419,400.0240645,5.28098871,500.2411935,100.1598387,0.199961355,21.72185484,20.15524194,999.9,0,0,10005.6,0,0.22243,0.0499964,0,0,0,256.6693548,0.0499964,-22.35387097,-3.02483871,31.33029032,35.687,33.74390323,35.8,34.12893548,0,0,0,450.0999999,0,256.8332,5.457692363,-11.3153844,-22.1504,15,1630322740,04:25:39,1630322735,1630322740,1,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,-0.335084149,-0.282938856,0.09415963,1,-0.244076645,0.340863387,0.039604014,1,0.938843613,-0.395582855,0.031713346,1,3,3,3/3,100,100,-0.445,-0.0134,-0.44515,0,0,0,-0.0134518,0,0,0,-1,-1,-1,-1,51.5,51.4,2,478.891,539.219,21.3294,22.4441,30,22.4022,22.3867,22.1625,65.6324,19.074,-999.9,400,4.62551,101.228,101.016
4,1630326368,1406.6,20210830 05:26:08,05:26:08,B2R2,_SE,_5.3,_1,,1630326360,0.001237347,-0.3996967,399.9634516,397.7468303,39.9223232,40.14480812,0.068456086,3.014822963,0.067604131,0.042328243,0.001994569,21.52439058,20.59833871,2.43498529,23.8216523,0.625919282,2.627522534,1.809066008,-54.56702207,201.6091065,13.61355585,160.6576348,5,1,1,0,53921.53094,RECT-260-20210830-05_26_13,14922.2,243.3884,1291.46,1048.0716,0.811540117,-0.3996967,-,-,0,0,#DIV/0!,0.5,0.020996976,-0.3996967,#DIV/0!,#DIV/0!,-1.35335E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.232224974,#DIV/0!,#DIV/0!,0.0499964,0.020996976,0.41996976,0.09499316,2,0.5,0: Broadleaf,2,1630326360,399.9634516,400.0015161,6.236045161,5.744377419,400.4085806,6.249497097,500.1879032,100.1711613,0.200030032,21.83874194,20.59833871,999.9,0,0,10005.15323,0,0.22243,0.0499964,0,0,0,243.1029032,0.0499964,-22.33677419,-2.852258065,31.31212903,35.538,33.71754839,35.73780645,34.10874194,0,0,0,541.3,0,243.3884,-13.94692323,5.357692399,-22.568,15,1630322740,04:25:39,1630322735,1630322740,1,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,-0.397834081,0.106018968,0.069231003,1,-0.038050496,-0.019704481,0.027431545,1,0.491667968,-0.003617661,0.005315733,1,3,3,3/3,100,100,-0.445,-0.0135,-0.44515,0,0,0,-0.0134518,0,0,0,-1,-1,-1,-1,60.6,60.5,2,480.063,544.614,21.4043,22.4395,30.0003,22.4097,22.3885,22.3542,58.2574,0,-999.9,400,5.82008,101.229,101.021
5,1630326881,1919.6,20210830 05:34:41,05:34:41,B3R2,_SE,_5.9,_1,,1630326873,0.001533517,-0.074963664,399.7776774,389.648212,39.11344673,40.130257,0.084890299,3.013986284,0.083584036,0.052355711,0.001994569,21.05190833,19.91265161,2.333950088,20.21519117,0.518417234,2.564493355,1.815532854,-67.62810129,248.4561644,16.689113,197.5191707,6,1,1,0,53968.27812,RECT-261-20210830-05_34_46,14938.5,229.885,1196.05,966.165,0.807796497,-0.074963664,-,-,0,0,#DIV/0!,0.5,0.020996976,-0.074963664,#DIV/0!,#DIV/0!,-4.73962E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.237935549,#DIV/0!,#DIV/0!,0.0499964,0.020996976,0.41996976,0.09499316,2,0.5,0: Broadleaf,2,1630326873,399.7776774,399.9928387,5.164473226,4.55446,400.2227742,5.177924839,500.1849677,100.1814516,0.199983548,21.44170645,19.91265161,999.9,0,0,9999.066129,0,0.22243,0.0499964,0,0,0,229.9245161,0.0499964,-22.18387097,-2.937741935,31.11680645,35.276,33.50780645,35.49590323,33.87480645,0,0,0,511.8999999,0,229.885,0.796239295,4.20273499,-22.05653846,15,1630322740,04:25:39,1630322735,1630322740,1,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,-0.076807305,0.371951086,0.067192591,1,-0.215182387,-0.117700694,0.026600636,1,0.610013903,-0.085611968,0.008222491,1,3,3,3/3,100,100,-0.445,-0.0134,-0.44515,0,0,0,-0.0134518,0,0,0,-1,-1,-1,-1,69.1,69,2,478.838,544.202,21.0224,22.0162,30.0002,22.0462,22.0425,22.3561,63.6323,0,-999.9,400,4.68124,101.303,101.104
6,1630327151,2189.6,20210830 05:39:11,05:39:11,B3R2,_SE,_5.12,_1,,1630327143,0.003325332,-0.887446352,399.859,396.1240624,39.76935517,40.14432875,0.192440265,3.013718129,0.185864927,0.116737631,0.001994569,20.42654569,19.92824194,2.336205837,22.30009538,0.565966381,2.537954979,1.770239456,-146.6471567,218.3236669,14.6548137,86.33331851,18,4,1,0,53991.335,RECT-262-20210830-05_39_16,14911.7,238.5572,1239.32,1000.7628,0.807509602,-0.887446352,-,-,0,0,#DIV/0!,0.5,0.020996976,-0.887446352,#DIV/0!,#DIV/0!,1.34726E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.238375367,#DIV/0!,#DIV/0!,0.0499964,0.020996976,0.41996976,0.09499316,2,0.5,0: Broadleaf,2,1630327143,399.859,400.0358065,5.637328065,4.315296452,400.3042581,5.65078,500.2280323,100.1962581,0.199953484,21.27197419,19.92824194,999.9,0,0,9995.967742,0,0.22243,0.0499964,0,0,0,238.3054839,0.0499964,-22.99032258,-3.067096774,31.12093548,35.25,33.49593548,35.48577419,33.89309677,0,0,0,269.4000001,0,238.5572,3.262307762,-3.637692188,-23.1452,15,1630322740,04:25:39,1630322735,1630322740,1,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,-0.88688638,0.190238963,0.109198065,1,-0.176741074,-0.251913518,0.049445588,1,1.322032258,0.46929,0.038865611,1,3,3,3/3,100,100,-0.446,-0.0135,-0.44515,0,0,0,-0.0134518,0,0,0,-1,-1,-1,-1,73.6,73.5,2,463.277,542.838,20.9307,22.1311,30.0006,22.1357,22.1341,22.3588,66.4091,0,-999.9,400,4.09636,101.297,101.101
7,1630327545,2583.5,20210830 05:45:45,05:45:45,B1R3,_SW,_5.4,_1,,1630327537,0.001473314,-0.063209666,399.8036774,389.5324177,39.09776285,40.12869957,0.081772522,3.014157903,0.080559777,0.050457323,0.001994569,20.90341127,20.0872,2.359314596,21.67450024,0.550289867,2.538881455,1.809024729,-64.97314436,193.4920872,12.99704692,141.5179844,6,1,1,0,54003.45814,RECT-263-20210830-05_45_50,14902.9,301.32,1765.58,1464.26,0.829336535,-0.063209666,-,-,0,0,#DIV/0!,0.5,0.020996976,-0.063209666,#DIV/0!,#DIV/0!,6.60942E-16,#DIV/0!,-,0,0,#DIV/0!,1,0,1.205783126,#DIV/0!,#DIV/0!,0.0499964,0.020996976,0.41996976,0.09499316,2,0.5,0: Broadleaf,2,1630327537,399.8036774,400.0139355,5.482557742,4.896665484,400.2488065,5.496010323,500.1726452,100.171,0.200011677,21.27792581,20.0872,999.9,0,0,10001.1471,0,0.22243,0.0499964,0,0,0,301.2122581,0.0499964,-22.81935484,-3.063225806,30.98774194,35.183,33.36680645,35.33435484,33.72967742,0,0,0,393.3000002,0,301.32,1.966495701,0.711453116,-22.75730769,15,1630322740,04:25:39,1630322735,1630322740,1,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,-0.056586776,-0.160120055,0.078083436,1,-0.210866677,-0.004396548,0.030399875,1,0.582553677,0.201336581,0.015099947,1,3,3,3/3,100,100,-0.445,-0.0134,-0.44515,0,0,0,-0.0134518,0,0,0,-1,-1,-1,-1,80.2,80.1,2,478.363,543.82,20.8647,21.9608,29.9996,21.9719,21.96,22.3649,61.9115,0,-999.9,400,4.94104,101.323,101.128
9,1630327915,2953.5,20210830 05:51:55,05:51:55,B3R3,_SW,_5.7,_1,,1630327907,0.001050978,0.167374997,399.7502258,383.4915652,38.48206409,40.11356494,0.057491429,3.01455116,0.056889185,0.035609324,0.001994569,21.04710107,19.72150645,2.306448228,18.79935296,0.478356513,2.544537111,1.828091716,-46.34812615,258.8479446,17.35561749,229.8574306,7,1,1,0,54008.57261,RECT-265-20210830-05_52_00,14926.1,263.344,1365.28,1101.936,0.807113559,0.167374997,-,-,0,0,#DIV/0!,0.5,0.020996976,0.167374997,#DIV/0!,#DIV/0!,1.35533E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.238983026,#DIV/0!,#DIV/0!,0.0499964,0.020996976,0.41996976,0.09499316,2,0.5,0: Broadleaf,2,1630327907,399.7502258,399.9851613,4.767043871,4.348774194,400.1954516,4.780496452,500.1404194,100.1465161,0.200056194,21.31421613,19.72150645,999.9,0,0,10005.97097,0,0.22243,0.0499964,0,0,0,263.2570968,0.0499964,-21.92129032,-2.928709677,31.09445161,35.25,33.47154839,35.38877419,33.8546129,0,0,0,226.1000001,0,263.344,2.210769235,-9.659230819,-21.8104,15,1630322740,04:25:39,1630322735,1630322740,1,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,0.170681877,0.019896161,0.12429017,1,-0.236354742,0.063394694,0.050365447,1,0.419712161,-0.138600774,0.010944995,1,3,3,3/3,100,100,-0.446,-0.0134,-0.44515,0,0,0,-0.0134518,0,0,0,-1,-1,-1,-1,86.3,86.3,2,478.358,540.944,20.8907,21.8994,30.0002,21.9035,21.898,22.3687,63.9332,0,-999.9,400,4.57208,101.336,101.149
10,1630328281,3319,20210830 05:58:00,05:58:00,B3R3,_SW,_5.10,_1,,1630328273,0.001868364,-0.044709928,399.6990645,388.7741966,39.0148489,40.11119757,0.102971989,3.01410652,0.101056835,0.063329624,0.001994569,20.96798791,20.18379355,2.373454642,21.25307414,0.545072979,2.564678295,1.828381662,-82.39487224,204.5977841,13.76163566,135.9665421,14,3,1,0,53971.21046,RECT-266-20210830-05_58_05,14933.2,245.0744,1146.56,901.4856,0.786252442,-0.044709928,-,-,0,0,#DIV/0!,0.5,0.020996976,-0.044709928,#DIV/0!,#DIV/0!,2.70844E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.271856145,#DIV/0!,#DIV/0!,0.0499964,0.020996976,0.41996976,0.09499316,2,0.5,0: Broadleaf,2,1630328273,399.6990645,399.9797419,5.431529677,4.688645484,400.1442258,5.444981613,500.2708065,100.1535484,0.199945355,21.44288387,20.18379355,999.9,0,0,10002.57903,0,0.22243,0.0499964,0,0,0,245.0670968,0.0499964,-22.60258065,-3.057419355,31.13693548,35.304,33.516,35.49174194,33.90306452,0,0,0,364.3000002,0,245.0744,-4.956153853,0.679999947,-22.7388,15,1630322740,04:25:39,1630322735,1630322740,1,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,-0.048631562,0.368076842,0.085777687,1,-0.28078829,0.110794258,0.030527189,1,0.742882935,-0.694447161,0.054836895,1,3,3,3/3,100,100,-0.445,-0.0135,-0.44515,0,0,0,-0.0134518,0,0,0,-1,-1,-1,-1,92.4,92.3,2,468.739,542.123,21.002,22.0616,30.0003,22.0735,22.0685,22.3672,62.1491,0,-999.9,400,4.8982,101.303,101.107
11,1630328793,3831,20210830 06:06:32,06:06:32,B1R4,_SW,_5.7,_1,,1630328785,0.000407964,0.533354583,399.6699032,349.1908957,35.04704025,40.11343754,0.021822052,3.012697723,0.021734618,0.013591963,0.001994569,20.74209609,19.76710323,2.312982742,18.40562046,0.455058404,2.472388285,1.857924338,-17.99122143,175.2135364,11.72977741,168.954087,24,5,1,0,54036.98179,RECT-267-20210830-06_06_37,14938.1,317.1896154,1335.37,1018.180385,0.762470615,0.533354583,-,-,0,0,#DIV/0!,0.5,0.020996976,0.533354583,#DIV/0!,#DIV/0!,9.47738E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.311525954,#DIV/0!,#DIV/0!,0.0499964,0.020996976,0.41996976,0.09499316,2,0.5,0: Broadleaf,2,1630328785,399.6699032,399.9483548,4.533970645,4.371589355,400.115,4.547421935,500.1986452,100.1664194,0.200001065,20.84586774,19.76710323,999.9,0,0,9992.778387,0,0.22243,0.0499964,0,0,0,317.2170968,0.0499964,-24.64,-3.423870968,30.68706452,34.82419355,33.05019355,34.99180645,33.40293548,0,0,0,510.8999999,0,317.1896154,1.878632433,-0.074187994,-24.60653846,15,1630322740,04:25:39,1630322735,1630322740,1,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,0.540337106,-1.672288735,0.161447025,0,-0.278465968,0.835537839,0.072493706,1,0.162380258,-0.417334161,0.036127455,1,2,3,2/3,100,100,-0.445,-0.0135,-0.44515,0,0,0,-0.0134518,0,0,0,-1,-1,-1,-1,101,100.9,2,455.741,543.081,20.4366,21.6711,29.9998,21.7362,21.7339,22.372,63.045,0,-999.9,400,4.72504,101.36,101.183
