SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.54745 93.797 385.579 617.803 853.947 1057.4 1259.05 1429.44,0.107034 100.791 401.783 601.323 801.894 1000.59 1203.82 1402.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,µmol mol⁻¹ s⁻¹,cm³,mmol m⁻² s⁻¹,mmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹ s⁻¹,cm³,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,V,V,V,V,V,V,°C,V,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1625657752,0,20210707 04:35:51,04:35:51,15,B1R1,_SW,_5.8,_1,1625657744,0.000260556,0.260555944,-0.592906039,400.5333548,454.3841861,45.91051167,40.46947897,0.01434019,2.944496013,0.014301504,0.008941907,0.004749601,24.8016989,24.40741935,3.069061444,40.18298837,1.267760444,3.154968047,1.801301001,-11.49051714,73.30629013,5.246965995,67.06748859,-0.566337856,0.277278299,-0.592906039,404.9164917,405.6342,0.000413159,66.1715925,0.260555944,12.22170655,12.53166121,-0.000215489,77.47689785,0,0,1,0,53710.15466,RECT-2413-20210707-04_35_55,15211.3,707.31,3815.57,0.814625338,-0.592906039,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.592906039,#DIV/0!,8.93012E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.227558184,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1625657744,400.5333548,399.9872903,12.54724194,12.21884516,401.56,12.60264516,500.2470968,100.8389677,0.200005613,24.86920968,24.40741935,999.9,0,0,10001.54032,0,0.275973,0.0499979,0,0,0,707.0325806,0.0499979,-2.378387097,-0.890645161,35,39.018,37.44106452,38.929,37.389,0,0,0,1625657752,0,707.31,-0.151538547,-5.33307687,-2.708,15,1625657570,04:32:50,1625657568,1625657570,2,-0.233,0.041,-1.027,-0.055,400,15,0.43,0.21,-0.57289979,0.257672763,0.040053152,1,0.5444774,0.208400196,0.047447104,1,0.327715767,-0.155690616,0.011935445,1,3,3,3/3,100,100,-1.027,-0.0554,-1.02665,0,0,0,-0.055405,0,0,0,-1,-1,-1,-1,3.1,3,1.03271,2.48657,1.4502,2.33032,1.35132,2.31567,28.3322,15.8219,18,499.869,582.996,24.4644,24.5333,29.9986,24.6405,24.6471,20.6422,39.1084,77.1642,-999.9,400,12.3077,101.039,101.065
2,1625657903,151,20210707 04:38:22,04:38:22,15,B1R1,_SW,_5.8,_2,1625657895,0.000270827,0.270827324,-0.648650351,400.7028667,459.4534194,46.42397246,40.48771444,0.014527093,2.945564313,0.014487407,0.009058186,0.004749601,24.29597011,23.80278667,2.959677449,36.21882742,1.10883339,3.061483403,1.850844059,-11.94348497,89.46175032,6.36532096,83.88833591,-0.66191471,0.07591924,-0.648650351,404.4273601,405.2000424,0.002568904,66.18461617,0.270827324,11.01398485,11.16866788,0.026376437,77.46559208,17,3,1,0,53832.42247,RECT-2414-20210707-04_38_25,15207.9,695.4396154,4023.31,0.827147395,-0.648650351,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.648650351,#DIV/0!,1.1193E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.208974369,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1625657895,400.7028667,399.9454667,10.97401333,10.88395667,401.7295333,11.02941333,500.2590333,100.8417333,0.2000056,24.36614333,23.80278667,999.9,0,0,10007.34167,0,0.7862934,0.0499979,0,0,0,695.5973333,0.0499979,-3.343,-0.883333333,34.625,38.6082,37.05373333,38.4874,37.02893333,0,0,0,149.9000001,0,695.4396154,-15.81914527,-5.050940162,-3.300769231,15,1625657570,04:32:50,1625657568,1625657570,2,-0.233,0.041,-1.027,-0.055,400,15,0.43,0.21,-0.658756161,0.194838102,0.031625244,1,0.757423833,-1.053544819,0.09597554,0,0.090047457,-0.134920853,0.027866929,1,2,3,2/3,100,100,-1.026,-0.0554,-1.02665,0,0,0,-0.055405,0,0,0,-1,-1,-1,-1,5.6,5.5,1.03271,2.48169,1.4502,2.33154,1.35132,2.33765,28.2482,15.8044,18,480.491,582.622,24.0097,23.9764,29.9985,24.1122,24.1269,20.6523,42.1901,72.6909,-999.9,400,11.0824,101.155,101.109
3,1625658168,416.5,20210707 04:42:48,04:42:48,15,B2R1,_SE,_5.7,_1,1625658160,0.000815712,0.81571162,-0.725071707,401.283871,414.4600812,41.8598612,40.52908327,0.048014913,2.942928815,0.047583919,0.02977835,0.004749601,23.13629841,22.16457742,2.680257655,34.04059347,0.980256501,2.879669245,1.700001154,-35.97288243,187.7659723,13.19325978,164.9910992,-1.803232738,1.847504513,-0.725071707,403.0241048,404.2555273,-0.065641131,66.18357823,0.81571162,7.537225457,8.978360182,-0.074455516,77.46618659,21,4,1,0,53938.84746,RECT-2415-20210707-04_42_51,15320.6,625.1134615,2766.36,0.774030328,-0.725071707,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.725071707,#DIV/0!,2.16776E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.291939041,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1625658160,401.283871,400.0101935,9.705650645,7.511116129,402.3106452,9.761053871,500.2172258,100.7985806,0.199954806,23.34803226,22.16457742,999.9,0,0,9996.635484,0,0.842919645,0.0499979,0,0,0,624.9490323,0.0499979,-3.855806452,-0.431935484,33.74993548,37.61890323,36.165,37.508,36.12296774,0,0,0,264.7,0,625.1134615,-2.205470079,-15.88376067,-3.917692308,15,1625657570,04:32:50,1625657568,1625657570,2,-0.233,0.041,-1.027,-0.055,400,15,0.43,0.21,-0.689236363,0.095168847,0.116781639,1,1.293364267,-7.136893135,0.529757811,0,2.221868,-7.832395462,0.56923499,0,1,3,1/3,100,100,-1.027,-0.0554,-1.02665,0,0,0,-0.055405,0,0,0,-1,-1,-1,-1,10,10,1.03027,2.48901,1.4502,2.33154,1.35132,2.34985,28.0803,15.7781,18,475.923,578.516,23.075,23.1273,29.9989,23.2502,23.2676,20.5884,55.3159,65.3186,-999.9,400,7.90548,101.277,101.243
4,1625658293,541.5,20210707 04:44:53,04:44:53,15,B2R1,_SE,_5.7,_2,1625658285,0.001432289,1.432289215,-0.4269254,404.056871,400.8549076,40.48080157,40.80415559,0.075618928,2.947533949,0.074557476,0.046692548,0.004749601,22.30853895,21.96490323,2.647832457,26.77135332,0.740378504,2.765562485,1.907453952,-63.16395439,113.6280538,7.936479641,58.40532866,-4.466679437,3.749168045,-0.4269254,400.9434863,403.2303152,-0.327163559,66.17165366,1.432289215,1.976317777,5.250831636,-0.246710334,77.47660598,13,3,1,0,54196.31763,RECT-2416-20210707-04_44_56,15268.6,706.74,3460.46,0.795767037,-0.4269254,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.4269254,#DIV/0!,2.05171E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.256649187,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1625658285,404.056871,400.5165806,7.331484194,2.867827742,405.0835161,7.38689,500.2644516,100.7862258,0.199943516,22.67996129,21.96490323,999.9,0,0,10024.06774,0,0.275973,0.0499979,0,0,0,707.4719355,0.0499979,-4.279354839,-0.20483871,33.47154839,37.36687097,35.86687097,37.187,35.86280645,0,0,0,123.7,0,706.74,-32.37999993,9.236923052,-4.2296,15,1625657570,04:32:50,1625657568,1625657570,2,-0.233,0.041,-1.027,-0.055,400,15,0.43,0.21,-0.508906827,-0.858560863,0.158509735,0,3.623876,-24.30630514,1.762816139,0,4.4987,-4.770904205,0.59929689,0,0,3,0/3,100,100,-1.026,-0.0554,-1.02665,0,0,0,-0.055405,0,0,0,-1,-1,-1,-1,12.1,12.1,1.02295,2.48535,1.4502,2.33154,1.35132,2.22656,28.0594,15.7431,18,485.282,571.279,22.6104,22.7554,29.9989,22.8667,22.8782,20.4535,88.2398,58.0396,-999.9,400,1.88606,101.331,101.36
5,1625658375,623.5,20210707 04:46:15,04:46:15,15,B2R1,_SE,_5.11,_1,1625658367,0.000378735,0.378734601,0.4009265,400.2887,354.1494586,35.76378051,40.42315146,0.018915041,2.944861724,0.018847804,0.011785899,0.004749601,22.46837613,21.67809667,2.60185871,22.02163631,0.604848066,2.746608186,1.997010645,-16.70219591,141.0713228,9.842205981,134.2160825,-0.383531422,-0.022190462,0.4009265,402.4685962,402.1889697,-0.037656596,66.16754923,0.378734601,6.507947107,6.49021297,0.073871758,77.48314964,30,6,1,0,54138.17836,RECT-2417-20210707-04_46_18,15258.3,749.49,3243.64,0.768935517,0.4009265,-,-,0,0,#DIV/0!,0.5,0.020998236,0.4009265,#DIV/0!,2.21006E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.300499168,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1625658367,400.2887,399.818,5.989484667,6.015942667,401.3154333,6.044889,500.2090667,100.7850333,0.1999594,22.56666,21.67809667,999.9,0,0,10008.97333,0,0.907353533,0.0499979,0,0,0,749.6693333,0.0499979,-3.920333333,-0.104333333,33.2996,37.15806667,35.67046667,36.9664,35.67873333,0,0,0,80.70000005,0,749.49,-19.95615388,1.379230678,-4.0536,15,1625657570,04:32:50,1625657568,1625657570,2,-0.233,0.041,-1.027,-0.055,400,15,0.43,0.21,0.177113174,0.949331303,0.077239128,0,0.545505893,-8.096097365,0.613375295,0,0.012116572,-3.968611319,0.313430766,0,0,3,0/3,100,100,-1.027,-0.0554,-1.02665,0,0,0,-0.055405,0,0,0,-1,-1,-1,-1,13.4,13.4,1.02417,2.48657,1.4502,2.33154,1.35132,2.18628,28.0175,15.7431,18,465.152,577.686,22.3462,22.5041,29.9991,22.6377,22.6625,20.4766,52.4716,53.6302,-999.9,400,7.19679,101.348,101.512
6,1625658492,740,20210707 04:48:11,04:48:11,15,B2R1,_SE,_5.11,_2,1625658484,0.000643165,0.643164751,0.314920063,400.3072667,376.2502757,37.99543557,40.42481811,0.037783253,2.942460851,0.037515778,0.023471235,0.004749601,22.16044493,21.01955,2.498932128,29.40229612,0.795912956,2.706975514,1.703019172,-28.36356554,207.4889756,14.42185373,193.5520134,-0.442871139,0.604500369,0.314920063,402.9021999,402.9537879,-0.079618035,66.1641425,0.643164751,6.690786457,7.728645758,-0.042845783,77.49450165,9,2,1,0,54111.11097,RECT-2418-20210707-04_48_15,15287.2,683.8876,3160.61,0.783621643,0.314920063,-,-,0,0,#DIV/0!,0.5,0.020998236,0.314920063,#DIV/0!,8.90632E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.276126061,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1625658484,400.3072667,400.0663,7.881538,7.162140333,401.334,7.936943667,500.1984333,100.7845333,0.199939033,22.32752333,21.01955,999.9,0,0,9995.368333,0,0.2989708,0.0499979,0,0,0,683.883,0.0499979,-4.270666667,-0.069666667,33.0186,36.875,35.39153333,36.67666667,35.38533333,0,0,0,115.5,0,683.8876,4.566923057,-5.233846145,-4.2928,15,1625657570,04:32:50,1625657568,1625657570,2,-0.233,0.041,-1.027,-0.055,400,15,0.43,0.21,0.116829099,0.885492747,0.082765266,0,0.241008687,-6.436025406,0.512186093,0,0.719397433,4.774032721,0.422976145,0,0,3,0/3,100,100,-1.027,-0.0554,-1.02665,0,0,0,-0.055405,0,0,0,-1,-1,-1,-1,15.4,15.4,1.02417,2.48169,1.4502,2.33154,1.35132,2.33154,27.9965,15.7256,18,490.003,576.775,22.0074,22.1608,29.9994,22.3002,22.3132,20.4788,56.3916,48.3186,-999.9,400,6.2018,101.407,101.5
7,1625658694,942.0999999,20210707 04:51:33,04:51:33,15,B2R2,_SE,_5.3,_1,1625658686,0.000813066,0.813066082,-0.70194896,412.3635,425.0492746,42.92835996,41.64714498,0.045934341,2.943087422,0.045539745,0.028497511,0.004749601,21.62235752,21.36294667,2.552148859,29.64551552,0.778698381,2.626698735,1.773450478,-35.85621423,74.67855337,5.185549983,44.01263873,-10.97175089,1.495628171,-0.70194896,402.3551475,406.8580121,-0.672378359,66.17697507,0.813066082,6.098750658,7.316321091,-0.03919252,77.47000643,17,3,1,0,54220.54588,RECT-2419-20210707-04_51_37,15225.9,670.5673077,3835.75,0.825179611,-0.70194896,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.70194896,#DIV/0!,1.07806E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.211857379,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1625658686,412.3635,399.9430667,7.710175333,5.930058667,413.3901,7.765579667,500.2245,100.7962333,0.199962933,21.83360667,21.36294667,999.9,0,0,9997.77,0,0.2771689,0.0499979,0,0,0,670.696,0.0499979,-5.189,0.103333333,32.4559,36.437,34.875,36.2059,34.8393,0,0,0,201.0999999,0,670.5673077,-21.78017097,-5.465983028,-5.157692308,15,1625657570,04:32:50,1625657568,1625657570,2,-0.233,0.041,-1.027,-0.055,400,15,0.43,0.21,-0.793460092,1.331847978,0.111588579,0,12.42036367,-95.61628165,7.120431162,0,1.780115667,-6.826248454,0.494694266,0,0,3,0/3,100,100,-1.026,-0.0554,-1.02665,0,0,0,-0.055405,0,0,0,-1,-1,-1,-1,18.8,18.7,1.02539,2.48535,1.4502,2.33154,1.35132,2.16431,27.85,15.6906,18,480.465,575.58,21.5013,21.7552,29.9994,21.8556,21.8778,20.4923,52.3716,42.6217,-999.9,400,6.48167,101.458,101.495
