SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.42237 69.9692 364.219 620.039 882.446 1082.39 1303.85 1492.32,-0.199938 101.637 401.703 601.411 801.716 1001.1 1202.63 1400.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,USER,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1625917086,0,20210710 04:38:05,04:38:05,B1R1,_SW,_5.8,_1,,1625917078,0.000265928,-0.293534872,399.0133548,419.5807211,42.34406565,40.26840806,0.014401181,2.941613822,0.014362127,0.008979829,0.001994701,29.04002042,28.19075484,3.837244902,49.98250717,2.022873673,4.047163272,1.81437123,-11.72741313,145.5917187,10.8585607,144.724861,0,0,1,0,52870.68616,RECT-114-20210710-04_38_12,15319.8,714.9196,4039.77,3324.8504,0.823029628,-0.293534872,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.293534872,#DIV/0!,#DIV/0!,2.24446E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.215023088,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625917078,399.0133548,398.7885484,20.04433871,19.73176774,400.1075484,19.72137097,500.2333871,100.7199677,0.199982871,29.10880323,28.19075484,999.9,0,0,9996.958387,0,0.312702161,0.0499975,0,0,0,714.8825806,0.0499975,-1.778387097,-1.153870968,36.663,40.37287097,38.86080645,40.292,39.292,0,0,0,1625917091,0,714.9196,14.11000005,0.970769193,-1.856,15,1625916919,04:35:19,1625916919,1625916916,1,-0.221,-0.003,-1.094,0.323,400,23,0.22,0.18,-0.260424512,-3.314420387,0.243694042,0,0.196847274,3.805839721,0.290270587,0,0.31154071,0.1186335,0.008997189,1,1,3,1/3,100,100,-1.094,0.3229,-1.0941,0,0,0,0.32297,0,0,0,-1,-1,-1,-1,2.8,2.8,2,492.135,552.295,28.6903,28.0075,29.9993,27.9181,27.8945,19.4213,20.2881,100,-999.9,400,19.7914,100.183,100.012
2,1625917298,212.5999999,20210710 04:41:38,04:41:38,B1R1,_SW,_5.8,_2,,1625917290,0.000286594,-0.649334808,400.6455161,454.8952906,45.90640772,40.43171428,0.015574317,2.942302278,0.015528663,0.009709505,0.001994701,28.7500467,27.89836452,3.772413285,49.30488039,1.962844703,3.98103532,1.809568582,-12.63878775,146.8569308,10.91897072,145.1391085,58,23,1,0,52940.3485,RECT-115-20210710-04_41_44,15301,764.9548,4341.45,3576.4952,0.823802002,-0.649334808,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.649334808,#DIV/0!,#DIV/0!,1.25151E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.213883916,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625917290,400.6455161,399.3810968,19.4502,18.78543226,401.7395484,19.12721935,253.6400323,100.7164194,0.200008387,28.82417419,27.89836452,999.9,0,0,10001.22613,0,0.277857613,0.0499975,0,0,0,764.8729032,0.0499975,-5.783870968,-1.508709677,35.87880645,39.56612903,38.01187097,39.52993548,38.55819355,0,0,0,211.7,0,764.9548,-10.69076927,11.68692291,-6.1684,15,1625916919,04:35:19,1625916919,1625916916,1,-0.221,-0.003,-1.094,0.323,400,23,0.22,0.18,-0.650186747,0.052563328,0.045144202,1,1.26453,-0.12363871,0.105373545,1,0.664756065,-0.088275145,0.006608915,1,3,3,3/3,100,100,-1.094,0.323,-1.0941,0,0,0,0.32297,0,0,0,-1,-1,-1,-1,6.3,6.4,2,161.651,432.449,28.3887,27.682,29.9994,27.6234,27.6004,14.6743,27.9886,99.6282,-999.9,400,18.8759,100.25,100.078
3,1625917637,551.5999999,20210710 04:47:17,04:47:17,B2R1,_SE,_5.7,_1,nraab,1625917629,0.000411451,-0.541100535,399.9648,423.2546553,42.69695933,40.34753212,0.025644454,2.94069664,0.02552086,0.015961592,0.001994701,27.87133681,26.72135,3.521000598,51.15227049,1.938644918,3.78994891,1.582355681,-18.14500345,199.2088051,14.67076134,195.7365577,55,11,1,0,53041.88641,RECT-116-20210710-04_47_23,15367.5,754.86,3939.19,3184.33,0.808371772,-0.541100535,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.541100535,#DIV/0!,#DIV/0!,1.5809E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.237054577,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625917629,399.9648,399.5131667,19.21777333,18.73374333,401.0588667,18.89481,500.2303333,100.6777,0.200007533,27.97788,26.72135,999.9,0,0,9995.938667,0,1.178275133,0.0499975,0,0,0,754.766,0.0499975,-9.358333333,-1.865,35.00203333,38.562,37.104,38.5662,37.6145,0,0,0,337.5,0,754.86,-8.890769164,4.921538387,-9.4644,15,1625916919,04:35:19,1625916919,1625916916,1,-0.221,-0.003,-1.094,0.323,400,23,0.22,0.18,-0.541775004,0.026177623,0.025264258,1,0.450590032,-0.014886145,0.031623343,1,0.484953065,-0.191238145,0.014322452,1,3,3,3/3,100,100,-1.094,0.3229,-1.0941,0,0,0,0.32297,0,0,0,-1,-1,-1,-1,12,12,2,419.783,552.627,27.6083,27.0714,29.9995,27.0494,27.0368,22.017,25.2455,99.6275,-999.9,400,18.7454,100.348,100.196
4,1625917796,710.0999999,20210710 04:49:55,04:49:55,B2R1,_SE,_5.7,_2,nraab,1625917788,0.000145753,-0.391611942,400.2178387,466.9892305,47.11121403,40.37512436,0.007879572,2.941702084,0.007867865,0.004918466,0.001994701,27.78569287,27.11920968,3.604295816,47.53387819,1.78534889,3.755950405,1.818946926,-6.427718985,111.6827555,8.232055455,113.4890866,42,8,1,0,53098.35432,RECT-118-20210710-04_50_02,15359.7,838.4612,4150.54,3312.0788,0.797987443,-0.391611942,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.391611942,#DIV/0!,#DIV/0!,3.16181E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.253152552,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625917788,400.2178387,399.8180968,17.69724516,17.52551935,401.3119355,17.37427419,500.2410645,100.682871,0.199999452,27.82341935,27.11920968,999.9,0,0,10001.14387,0,0.499255968,0.0499975,0,0,0,838.7493548,0.0499975,-10.68258065,-2.01483871,34.74780645,38.312,36.80432258,38.32019355,37.409,0,0,0,108.5,0,838.4612,-23.40846141,4.469230681,-10.8128,15,1625916919,04:35:19,1625916919,1625916916,1,-0.221,-0.003,-1.094,0.323,400,23,0.22,0.18,-0.379805092,-0.922562339,0.0783501,0,0.392101645,0.700275242,0.069972266,1,0.163910874,0.93507195,0.07028231,1,2,3,2/3,100,100,-1.094,0.3229,-1.0941,0,0,0,0.32297,0,0,0,-1,-1,-1,-1,14.6,14.7,2,437.111,549.439,27.3921,26.8661,29.9997,26.8351,26.825,22.3765,27.8632,96.0655,-999.9,400,17.4887,100.386,100.246
5,1625917940,854.0999999,20210710 04:52:19,04:52:19,B2R1,_SE,_5.11,_1,nraab,1625917932,0.000477409,-0.544340709,400.1859355,421.8492507,42.5556022,40.37023521,0.025818352,2.942687129,0.025693165,0.016069425,0.001994701,27.43206261,26.63776774,3.503717177,45.36425343,1.677407047,3.697640588,1.82631013,-21.05375805,145.6177174,10.68971287,135.2556669,44,9,1,0,53174.13536,RECT-119-20210710-04_52_26,15497,712.35,3057.73,2345.38,0.76703306,-0.544340709,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.544340709,#DIV/0!,#DIV/0!,1.80403E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.30372477,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625917932,400.1859355,399.7622258,16.62796129,16.06490968,401.2799677,16.3049871,500.2786129,100.6787742,0.199921516,27.55564516,26.63776774,999.9,0,0,10007.15581,0,2.220127097,0.0499975,0,0,0,712.4764516,0.0499975,-10.25387097,-1.623225806,34.48780645,38.09248387,36.57248387,38.07019355,37.14493548,0,0,0,143,0,712.35,-2.974615363,1.111538544,-10.3508,15,1625916919,04:35:19,1625916919,1625916916,1,-0.221,-0.003,-1.094,0.323,400,23,0.22,0.18,-0.545999112,0.365357887,0.0358067,1,0.421511806,-0.08012429,0.031202551,1,0.569732258,-0.699307645,0.055198238,1,3,3,3/3,100,100,-1.095,0.323,-1.0941,0,0,0,0.32297,0,0,0,-1,-1,-1,-1,17,17.1,2,434.825,546.543,27.1811,26.7568,30,26.6977,26.6868,22.4921,32.3724,93.7183,-999.9,400,16.3616,100.405,100.265
6,1625918092,1006.1,20210710 04:54:51,04:54:51,B2R1,_SE,_5.11,_2,nraab,1625918084,0.000645169,-0.520205809,400.1199333,412.1135649,41.57369273,40.36378459,0.034636672,2.942317375,0.034411738,0.021527424,0.001994701,27.18336736,25.77384667,3.329366332,40.59532344,1.483145379,3.653488268,1.846220953,-28.45194012,250.0863882,18.26314237,239.8995852,33,7,1,0,53199.74831,RECT-120-20210710-04_54_58,15279.6,810.6672,4330.18,3519.5128,0.81278672,-0.520205809,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.520205809,#DIV/0!,#DIV/0!,-4.50478E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.230335062,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625918084,400.1199333,399.8056333,14.70219,13.93979,401.214,14.37923333,500.2754333,100.6792333,0.1999812,27.35042333,25.77384667,999.9,0,0,10005.006,0,0.900052467,0.0499975,0,0,0,810.853,0.0499975,-11.239,-1.836,34.4122,38.34973333,36.604,38.27886667,37.11226667,0,0,0,151.3,0,810.6672,5.485384685,-2.158461636,-11.364,15,1625916919,04:35:19,1625916919,1625916916,1,-0.221,-0.003,-1.094,0.323,400,23,0.22,0.18,-0.528053108,0.475012983,0.058043004,1,0.315330194,0.036328984,0.056480391,1,0.781884065,-1.388815935,0.111078157,0,2,3,2/3,100,100,-1.094,0.323,-1.0941,0,0,0,0.32297,0,0,0,-1,-1,-1,-1,19.5,19.6,2,448.414,542.766,27.0273,26.7794,30.0003,26.6729,26.6515,22.559,39.129,88.7217,-999.9,400,14.3416,100.402,100.27
7,1625918378,1292.6,20210710 04:59:38,04:59:38,B2R2,_SE,_5.3,_1,nraab,1625918370,0.000429925,-0.354163802,400.1678065,412.5779404,41.6233164,40.37130828,0.023223308,2.941838436,0.023121939,0.014460283,0.001994701,26.97407705,25.9589871,3.366078231,42.69473781,1.535797192,3.597158035,1.830281039,-18.95968156,178.6546461,13.04353577,172.740495,37,7,1,0,53232.96334,RECT-121-20210710-04_59_44,15303.4,910.1369231,5232.06,4321.923077,0.826046161,-0.354163802,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.354163802,#DIV/0!,#DIV/0!,-1.35567E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.210586099,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625918370,400.1678065,399.9493871,15.22310323,14.71534194,401.261871,14.90013226,500.2901613,100.6859677,0.199979677,27.08543226,25.9589871,999.9,0,0,10001.61194,0,0.490825258,0.0499975,0,0,0,910.1245161,0.0499975,-9.471612903,-1.67,34.97148387,39.19919355,37.27,39.32219355,37.643,0,0,0,285.3,0,910.1369231,0.745982842,1.76170943,-9.639615385,15,1625916919,04:35:19,1625916919,1625916916,1,-0.221,-0.003,-1.094,0.323,400,23,0.22,0.18,-0.353907872,0.322877948,0.035740371,1,0.218275484,-0.198827613,0.039519637,1,0.507762,-0.358224435,0.037902614,1,3,3,3/3,100,100,-1.094,0.3229,-1.0941,0,0,0,0.32297,0,0,0,-1,-1,-1,-1,24.3,24.4,2,443.056,544.41,26.6586,26.535,29.9996,26.4763,26.4577,22.6309,34.3081,79.0313,-999.9,400,14.9653,100.446,100.318
8,1625918502,1416.1,20210710 05:01:41,05:01:41,B2R2,_SE,_5.3,_2,nraab,1625918494,0.000494712,-0.363427774,400.1607419,409.8717156,41.35010127,40.37040511,0.026983596,2.940504707,0.026846785,0.016791474,0.001994701,26.83815279,26.06233226,3.386724135,44.04661337,1.573386056,3.572093143,1.813338079,-21.81677964,143.3133344,10.46718246,131.965732,25,5,1,0,53215.34318,RECT-122-20210710-05_01_48,15300.8,809.2126923,4537,3727.787308,0.821641461,-0.363427774,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.363427774,#DIV/0!,#DIV/0!,1.12831E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.217075875,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625918494,400.1607419,399.9622903,15.59576452,15.01167742,401.2548065,15.27280645,500.2639032,100.6854516,0.200019839,26.96635484,26.06233226,999.9,0,0,9994.077742,0,1.093629032,0.0499975,0,0,0,809.313871,0.0499975,-7.546129032,-1.474193548,35.2256129,39.375,37.51187097,39.54406452,37.86890323,0,0,0,122.3,0,809.2126923,-7.202393113,-4.52000012,-7.795769231,15,1625916919,04:35:19,1625916919,1625916916,1,-0.221,-0.003,-1.094,0.323,400,23,0.22,0.18,-0.36554693,0.161939496,0.021270165,1,0.197615032,-0.030619016,0.0247142,1,0.588309419,-0.40671421,0.036643807,1,3,3,3/3,100,100,-1.094,0.3229,-1.0941,0,0,0,0.32297,0,0,0,-1,-1,-1,-1,26.4,26.4,2,458.272,543.042,26.5557,26.4486,30.0001,26.3993,26.3839,22.6446,32.5643,75.924,-999.9,400,15.1436,100.45,100.319
9,1625918834,1748.1,20210710 05:07:13,05:07:13,B3R2,_SW,_5.9,_1,nraab,1625918826,0.000709612,-0.56368929,400.3312,411.6541639,41.54170503,40.39905844,0.039189333,2.94241799,0.038901657,0.024339206,0.001994701,26.38121352,25.75300333,3.325255249,43.81909027,1.528734419,3.48874066,1.79652083,-31.29389539,128.8162934,9.368817383,106.8932101,62,12,1,0,53342.90659,RECT-123-20210710-05_07_20,15323.4,794.9768,4112.39,3317.4132,0.806687401,-0.56368929,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.56368929,#DIV/0!,#DIV/0!,1.57985E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.239637559,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625918826,400.3312,399.9958667,15.14887,14.31073,401.4253333,14.8259,500.2951667,100.7141,0.199989233,26.56505,25.75300333,999.9,0,0,10002.11467,0,0.22243,0.0499975,0,0,0,794.528,0.0499975,-7.895333333,-1.713666667,35.55993333,39.7458,37.937,39.833,38.1622,0,0,0,330.9000001,0,794.9768,9.008461401,0.246923148,-7.9776,15,1625916919,04:35:19,1625916919,1625916916,1,-0.221,-0.003,-1.094,0.323,400,23,0.22,0.18,-0.560877501,0.01636317,0.015785583,1,0.332867097,0.009767565,0.017013187,1,0.839662323,0.016401629,0.02090659,1,3,3,3/3,100,100,-1.094,0.3229,-1.0941,0,0,0,0.32297,0,0,0,-1,-1,-1,-1,31.9,32,2,411.491,541.434,26.2002,26.3019,30,26.2423,26.2294,22.6306,33.4866,69.433,-999.9,400,14.3286,100.488,100.361
10,1625919008,1922,20210710 05:10:07,05:10:07,B3R2,_SW,_5.9,_2,nraab,1625919000,0.000703037,-0.318449075,400.0271333,401.5726235,40.52622235,40.37025336,0.038199931,2.942139292,0.037926517,0.023728475,0.001994701,26.32039665,25.12261333,3.202995712,39.54964726,1.37471169,3.475913908,1.828284022,-31.00391038,218.8814097,15.86557501,203.745069,23,5,1,0,53346.02803,RECT-124-20210710-05_10_14,15485.3,744.5084615,3418.25,2673.741538,0.782196018,-0.318449075,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.318449075,#DIV/0!,#DIV/0!,1.80403E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.278451919,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625919000,400.0271333,399.9825,13.62196,12.79027667,401.1211333,13.29898333,500.2816,100.7187667,0.200021067,26.50255333,25.12261333,999.9,0,0,10000.066,0,4.793407,0.0499975,0,0,0,744.618,0.0499975,-6.531333333,-1.524666667,35.62066667,39.7395,37.9538,39.8246,38.18706667,0,0,0,172.6000001,0,744.5084615,14.71111116,1.727179546,-6.565384615,15,1625916919,04:35:19,1625916919,1625916916,1,-0.221,-0.003,-1.094,0.323,400,23,0.22,0.18,-0.317744654,-0.190245596,0.02635928,1,0.044672634,0.26795486,0.028828863,1,0.831677067,0.065182291,0.020810435,1,3,3,3/3,100,100,-1.095,0.3229,-1.0941,0,0,0,0.32297,0,0,0,-1,-1,-1,-1,34.8,34.9,2,460.896,536.395,26.0698,26.5504,30.0013,26.4705,26.4605,22.6182,37.0726,62.9686,-999.9,400,12.9959,100.451,100.32
