SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChambConst,Chamber,Aperture,blc_a,blc_b,blc_c,blc_d,blc_e,blc_minS,blc_maxS,blc_Po,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6800-01A,6 cm²,0.578,0.5229739,0.003740252,-0.06197961,-0.005608586,1,6,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTConst,deltaTw,fT1,fT2,fTeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQConst,Leaf,Ambient,abs_ambient,abs_redLED,abs_greenLED,abs_blueLED,abs_whiteLED,abs_redFlr,abs_blueFlr,k_ambient,k_redLED,k_greenLED,k_blueLED,k_whiteLED,k_redFlr,k_blueFlr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,Sun+Sky,0.49,0.84,0.7,0.87,0.75,0.84,0.87,0.39,0.18,0.23,0.26,0.21,0.19,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QConst,fQ_Amb_in,fQ_Amb_out,fQ_HeadLS,fQ_ConsoleLS,fQ_Flr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,-1.94253 65.7962 361.135 620.025 882.838 1082.79 1310.36 1493.7,0.0789448 100.517 402.887 601.863 801.413 1000.86 1201.52 1403.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,USER,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1626262224,0,20210714 04:30:23,04:30:23,B1R1,_SW,_5.8,_1,nraab,1626262216,0.001267809,-0.671926963,400.1749355,402.2449388,40.59204043,40.38314866,0.128821834,2.942955188,0.125769178,0.07887398,0.001994701,24.81891008,23.4968129,2.905634487,59.62597559,1.91266463,3.207770793,0.992969857,-55.91037609,261.9189659,18.69734539,224.7079299,48,10,1,0,53612.20227,RECT-327-20210714-04_30_32,15361.3,648.7624,3147.2,2498.4376,0.793860447,-0.671926963,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.671926963,#DIV/0!,#DIV/0!,-1.80879E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.259667242,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1626262216,400.1749355,399.9775161,18.95346129,17.46151935,401.0999355,18.83146129,500.1989355,100.7137419,0.199996226,25.14762581,23.4968129,999.9,0,0,10005.20645,0,0.22243,0.0499975,0,0,0,648.6267742,0.0499975,-14.03967742,-1.982258065,33.38693548,37.34045161,35.75393548,37.34864516,36.04,0,0,0,1626262231,0,648.7624,-7.823846275,2.653076916,-13.768,15,0,--:--:--,1626213519,1626213514,0,0.024,-0.074,-0.925,0.122,400,18,0.04,0.03,-0.671142037,-0.049984823,0.032098209,1,0.1943909,0.522016205,0.052916111,1,1.495257,-0.886545317,0.064031107,1,3,3,3/3,100,100,-0.925,0.122,-0.925,0,0,0,0.122,0,0,0,-1,-1,-1,-1,811.8,811.8,2,424.507,564.893,24.9286,24.2935,29.9984,24.3943,24.4211,21.6608,0,100,-999.9,400,30.7007,100.815,100.69
2,1626262604,380,20210714 04:36:43,04:36:43,B1R1,_SW,_5.8,_2,nraab,1626262596,0.001191549,-0.440098786,399.3461613,398.4662567,40.21765165,40.30646142,0.064707553,2.943388747,0.063927539,0.040024009,0.001994701,23.66836963,23.00038065,2.819786688,32.56114714,0.973881529,2.99093126,1.845905159,-52.54728902,155.05523,10.97429685,113.4842325,58,12,1,0,53836.54744,RECT-328-20210714-04_36_52,15483.7,762.91,2394.84,1631.93,0.681435921,-0.440098786,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.440098786,#DIV/0!,#DIV/0!,2.64365E-14,#DIV/0!,-,0,0,#DIV/0!,1,0,1.467489414,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1626262596,399.3461613,399.3890323,9.648970323,8.233531935,400.2711613,9.526970645,500.220129,100.7311613,0.199973968,23.9775129,23.00038065,999.9,0,0,10005.9429,0,0.22243,0.0499975,0,0,0,762.8751613,0.0499975,-16.5016129,-2.067096774,32.762,36.651,35.129,36.81606452,35.36480645,0,0,0,379.3,0,762.91,9.089230728,6.130000044,-16.484,15,0,--:--:--,1626213519,1626213514,0,0.024,-0.074,-0.925,0.122,400,18,0.04,0.03,-0.428300267,-0.861073159,0.07139857,0,-0.044152847,0.736412729,0.067322041,1,1.412855667,0.518828476,0.039719225,1,2,3,2/3,100,100,-0.925,0.122,-0.925,0,0,0,0.122,0,0,0,-1,-1,-1,-1,818.1,818.2,2,412.66,548.601,23.7618,23.3015,30,23.3772,23.4068,21.5495,49.2232,61.5471,-999.9,400,8.43296,100.976,100.887
3,1626262855,631.5,20210714 04:40:55,04:40:55,B2R1,_SW,_5.7,_1,nraab,1626262847,0.000569716,-0.211601408,399.7572,398.94501,40.25451629,40.33646823,0.031512357,2.9415603,0.031326007,0.019595405,0.001994701,22.83404097,21.92583667,2.641528737,29.75482711,0.838091215,2.816656309,1.803437522,-25.12446313,167.4968411,11.73845093,154.1128236,43,9,1,0,53963.14023,RECT-329-20210714-04_41_03,15274.1,902.4453846,5022.06,4119.614615,0.820303743,-0.211601408,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.211601408,#DIV/0!,#DIV/0!,1.57971E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.219060633,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1626262847,399.7572,399.7765667,8.305957667,7.628299,400.6822,8.183957667,500.2374,100.7024333,0.199985,22.98203,21.92583667,999.9,0,0,9998.394667,0,0.226137133,0.0499975,0,0,0,902.427,0.0499975,-18.32066667,-2.451333333,32.1975,36,34.6019,36.1166,34.70596667,0,0,0,250.3,0,902.4453846,-3.576752171,-0.587350355,-17.98,15,0,--:--:--,1626213519,1626213514,0,0.024,-0.074,-0.925,0.122,400,18,0.04,0.03,-0.20804293,-0.223960069,0.028927627,1,-0.019415282,0.163060534,0.02757397,1,0.677657367,-0.16738489,0.016871919,1,3,3,3/3,100,100,-0.925,0.122,-0.925,0,0,0,0.122,0,0,0,-1,-1,-1,-1,822.3,822.4,2,431.29,548.95,22.7502,22.7977,29.9992,22.8797,22.8936,22.2354,47.8593,49.2105,-999.9,400,7.67861,101.059,100.978
4,1626263054,830.5,20210714 04:44:14,04:44:14,B2R1,_SW,_5.7,_2,nraab,1626263046,0.000746477,-0.282125941,399.8125484,399.1694052,40.27238549,40.3372725,0.040275696,2.942136332,0.039971888,0.025009535,0.001994701,22.20655241,20.81980968,2.468427213,22.54739483,0.613067431,2.719016699,1.855359783,-32.91961652,250.7234938,17.41765597,235.2235279,17,3,1,0,54086.10429,RECT-330-20210714-04_44_22,15286,950.9923077,4169.18,3218.187692,0.771899436,-0.282125941,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.282125941,#DIV/0!,#DIV/0!,-9.03072E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.295505545,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1626263046,399.8125484,399.832129,6.076564839,5.186648065,400.7375484,5.954564516,500.2314194,100.6904839,0.199977581,22.4005,20.81980968,999.9,0,0,10002.85806,0,0.274090742,0.0499975,0,0,0,950.9619355,0.0499975,-19.98677419,-2.524193548,31.88080645,35.74593548,34.26793548,35.83841935,34.409,0,0,0,197.8,0,950.9923077,-2.892307689,5.699487211,-19.87269231,15,0,--:--:--,1626213519,1626213514,0,0.024,-0.074,-0.925,0.122,400,18,0.04,0.03,-0.280153458,-0.134300239,0.05518153,1,-0.019861821,0.479256857,0.073420911,1,0.8869534,-0.565281584,0.041495188,1,3,3,3/3,100,100,-0.925,0.122,-0.925,0,0,0,0.122,0,0,0,-1,-1,-1,-1,825.6,825.7,2,465.507,546.047,22.1367,22.4004,29.9994,22.5055,22.5318,22.3968,55.7967,38.7034,-999.9,400,5.57008,101.127,101.059
