SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,1.91489 85.1485 375.247 625.44 868.947 1049.36 1204.86 1303.85,-0.12381 104.372 400.748 601.745 801.137 1000.76 1201 1400.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1623760363,0,20210615 05:32:43,05:32:43,15,B1R1,_NW,_5.14,_1,1623760355,0.000237746,0.237745609,-0.210433863,400.0559677,405.4383388,41.14390049,40.59769723,0.034279614,2.950671651,0.034059897,0.021307059,0.004748822,17.56859308,16.55168387,1.889996548,58.92419611,1.19240132,2.023619157,0.697595228,-10.48458137,171.5928603,11.34733595,172.4603637,12,2,1,0,55243.37466,RECT-15-20210615-05_32_36,15097.3,455.616,2472.76,0.815745968,-0.210433863,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.210433863,#DIV/0!,2.70724E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.225871827,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623760355,400.0559677,399.9176129,11.75010645,11.46822903,399.6340645,11.69514516,500.1154194,101.280129,0.199915032,17.63036452,16.55168387,999.9,0,0,9992.980323,0,1.90290871,0.0499938,0,0,0,456.0896774,0.0499938,5.186451613,-0.506129032,32.37274194,35.59248387,34.4776129,35.661,34.73970968,0,0,0,1623760365,0,455.616,-6.701538583,-8.511538299,5.7608,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.21034791,-0.124495226,0.018544423,1,0.138291877,0.42137986,0.036432209,1,0.281883903,-0.702615048,0.052597051,1,3,3,3/3,100,100,0.422,0.055,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,862.3,862.3,18,484.328,561.132,16.9413,16.6545,30,16.7022,16.6926,20.2439,19.3893,48.1874,-999.9,400,11.6526,102.114,101.311
2,1623760503,140,20210615 05:35:03,05:35:03,15,B1R1,_NW,_5.14,_2,1623760495,0.001896719,1.896718798,-0.023840023,399.1212581,389.4241486,39.52025339,40.50435318,0.121794872,2.954146356,0.119072462,0.074659818,0.004748822,17.11840804,16.4724871,1.880498561,13.91139538,0.281167821,2.021133129,1.59933074,-83.64529899,181.3040124,11.96932136,109.6327836,65,13,1,0,55351.79007,RECT-16-20210615-05_34_56,15138,450.2588462,2250.05,0.799889404,-0.023840023,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.023840023,#DIV/0!,-6.77107E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.25017283,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623760495,399.1212581,400.0007742,2.770567742,0.501587161,398.6997419,2.767185484,500.171,101.2839032,0.199924968,17.61087419,16.4724871,999.9,0,0,10012.34032,0,2.455699677,0.0499938,0,0,0,450.1258065,0.0499938,-0.523548387,-0.940322581,31.528,35.062,33.673,35.19919355,34.00196774,0,0,0,138.9000001,0,450.2588462,-3.653675249,-2.433846174,-0.705,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.023647713,-0.013890102,0.018585131,1,-0.879593258,0.656630081,0.053624447,1,2.26898,-1.532145,0.114350448,0,2,3,2/3,100,100,0.422,0.0033,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,864.6,864.6,18,417.736,542.458,16.9042,16.6416,30.0002,16.6373,16.6295,20.1221,100,0,-999.9,400,0,102.131,101.335
3,1623760726,363,20210615 05:38:46,05:38:46,15,B2R1,_NW,_5.5,_1,1623760718,0.00145597,1.455969663,0.02190562,399.2977667,388.2663177,39.39743968,40.51680241,0.087551395,2.949209393,0.086132706,0.05395849,0.004748822,17.17893393,16.70992667,1.909100665,10.51435862,0.211795658,2.014346909,1.697305007,-64.20826214,134.7723455,8.920763881,79.4895961,57,11,1,0,55212.98284,RECT-17-20210615-05_38_38,15115.8,483.7352,2565.78,0.811466611,0.02190562,-,-,0,0,#DIV/0!,0.5,0.020994792,0.02190562,#DIV/0!,-2.2557E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.232336595,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623760718,399.2977667,400.0215667,2.087270667,0.344055567,398.8763,2.083926,500.0865333,101.2701333,0.200012,17.55756333,16.70992667,999.9,0,0,9985.669667,0,4.869532667,0.0499938,0,0,0,483.933,0.0499938,-7.259,-1.491666667,30.5767,34.42253333,32.74576667,34.6891,33.17666667,0,0,0,222.0999999,0,483.7352,-11.56000003,-8.716153865,-7.3808,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,0.024198816,-0.149121343,0.038660241,1,-0.725410742,0.625089581,0.064631559,1,1.747432581,-0.931063065,0.069561383,1,3,3,3/3,100,100,0.422,0.0034,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,868.4,868.4,18,427.573,539.174,16.9226,16.6993,30.0002,16.6562,16.646,20.0934,100,0,-999.9,400,0,102.128,101.336
4,1623760939,575.5,20210615 05:42:18,05:42:18,15,B2R1,_NW,_5.5,_2,1623760931,0.001308817,1.308817099,-0.029334213,399.4221935,389.2085658,39.49224973,40.52860703,0.077198601,2.953530899,0.076094899,0.047657161,0.004748822,17.22638078,16.7643,1.91570399,9.356185215,0.188569607,2.015453982,1.727134382,-57.71883405,127.6984449,8.442916374,78.42727608,49,10,1,0,55341.39087,RECT-18-20210615-05_42_12,15118.3,454.3312,2424.36,0.812597469,-0.029334213,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.029334213,#DIV/0!,2.03077E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.230621603,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623760931,399.4221935,400.0142258,1.858412903,0.290993161,399.0006452,1.854930645,500.0771935,101.2680968,0.199993097,17.56627097,16.7643,999.9,0,0,10010.40548,0,5.745053226,0.0499938,0,0,0,454.3996774,0.0499938,-11.80096774,-1.792580645,29.929,33.937,32.08841935,34.312,32.60467742,0,0,0,211.4000001,0,454.3312,4.949999989,-15.97846151,-11.566,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.026696065,-0.040086348,0.0189427,1,-0.595022774,0.312577597,0.031571296,1,1.573080645,-0.681483387,0.050861501,1,3,3,3/3,100,100,0.421,0.0036,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,871.9,871.9,18,437.717,539.672,16.9497,16.8184,30.0002,16.7536,16.7436,20.0764,100,0,-999.9,400,0,102.118,101.327
5,1623761105,741.4000001,20210615 05:45:04,05:45:04,15,B2R1,_NW,_5.10,_1,1623761097,0.002264632,2.264632185,0.067310806,398.8307097,388.3702714,39.4050263,40.46636873,0.150174176,2.954769281,0.146059197,0.091647321,0.004748822,16.84530377,16.28786452,1.858519499,15.11578578,0.302104129,1.998600225,1.55641537,-99.87027938,182.4573256,12.02037467,94.61216975,67,13,1,0,55403.93691,RECT-19-20210615-05_44_57,15167.2,479.6942308,2486.92,0.807113124,0.067310806,-,-,0,0,#DIV/0!,0.5,0.020994792,0.067310806,#DIV/0!,9.0261E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.238983695,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623761097,398.8307097,399.9951935,2.977494839,0.268341645,398.4095161,2.973962903,500.0579355,101.2625484,0.19997129,17.43325161,16.28786452,999.9,0,0,10017.9929,0,7.471874516,0.0499938,0,0,0,479.7022581,0.0499938,-14.52064516,-2.121290323,29.55,33.57012903,31.68903226,33.99593548,32.264,0,0,0,164.7,0,479.6942308,-8.489914562,-0.098119667,-14.41346154,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,0.067239314,0.081401334,0.018512761,1,-1.164490968,0.849672097,0.065649355,1,2.709152258,-2.351609032,0.175778916,0,2,3,2/3,100,100,0.421,0.0033,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,874.7,874.7,18,414.877,540.954,16.9207,16.8994,30.0007,16.8492,16.8435,20.0589,100,0,-999.9,400,0,102.085,101.301
6,1623761229,865.4000001,20210615 05:47:08,05:47:08,15,B2R1,_NW,_5.10,_2,1623761221,0.001515115,1.515115145,-0.038955014,399.3286,389.6873792,39.53896247,40.51719243,0.094136468,2.949221827,0.092498503,0.057956355,0.004748822,16.97991019,16.28782,1.858514227,10.72390853,0.213526816,1.991128659,1.64498741,-66.81657789,172.6956334,11.39516652,117.2789708,14,3,1,0,55248.11527,RECT-20-20210615-05_47_01,15127.1,458.56,2430.66,0.811343421,-0.038955014,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.038955014,#DIV/0!,1.35418E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.232523706,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623761221,399.3286,400.0077667,2.104473667,0.290487267,398.9070667,2.101131,500.0897333,101.2632667,0.200020533,17.37396667,16.28782,999.9,0,0,9986.417333,0,10.15840667,0.0499938,0,0,0,458.655,0.0499938,-16.76633333,-2.244666667,29.354,33.3498,31.4412,33.812,32.062,0,0,0,122.9000001,0,458.56,-14.65461533,4.073846011,-16.666,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.038652015,0.188580614,0.027009081,1,-0.681897516,0.307912113,0.035996623,1,1.820177419,-1.372967419,0.102541363,0,2,3,2/3,100,100,0.421,0.0034,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,876.7,876.7,18,481.99,539.245,16.8951,17.013,30.0002,16.9459,16.9386,20.051,100,0,-999.9,400,0,102.068,101.281
7,1623761600,1236.9,20210615 05:53:20,05:53:20,15,B2R2,_NW,_5.4,_1,1623761592,0.002093036,2.093035585,-0.193589827,399.2442,391.7358403,39.73587406,40.49748738,0.138146349,2.950984575,0.134651526,0.084463836,0.004748822,16.65869041,16.16292,1.843773303,14.39746753,0.283586444,1.969696707,1.56018686,-92.30286928,165.4413102,10.89326508,84.03645488,35,7,1,0,55333.19747,RECT-21-20210615-05_53_13,15151.3,482.4536,2283.37,0.788709846,-0.193589827,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.193589827,#DIV/0!,-1.1294E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.26789339,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623761592,399.2442,400.0145333,2.795735,0.291496667,398.8226333,2.792346333,500.0763667,101.2354,0.1999806,17.20282,16.16292,999.9,0,0,9999.172333,0,4.414614333,0.0499938,0,0,0,482.5993333,0.0499938,-19.43633333,-2.842666667,28.625,32.7416,30.75,33.15393333,31.375,0,0,0,370.1000001,0,482.4536,-13.99923058,-0.010769268,-19.3272,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.18894284,-0.196875983,0.038410491,1,-0.779489871,0.67338629,0.065055878,1,2.517562581,-1.049645806,0.078360238,0,2,3,2/3,100,100,0.422,0.0033,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,882.9,882.9,18,455.952,539.21,16.7749,17.3684,30.0007,17.3622,17.3684,20.0181,100,0,-999.9,400,0,101.997,101.241
8,1623761890,1526.9,20210615 05:58:10,05:58:10,15,B2R2,_NW,_5.4,_2,1623761882,0.00188832,1.888320317,-0.146230241,399.2776667,391.1468315,39.6746377,40.49936109,0.120368607,2.950100045,0.117705273,0.073800177,0.004748822,16.85011218,16.32708667,1.863169879,12.72768085,0.252898863,1.986998781,1.610271015,-83.274926,161.276676,10.63887724,88.64537601,14,3,1,0,55280.11337,RECT-22-20210615-05_58_03,14910.4,455.9016,400.24,-0.139070558,-0.146230241,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.146230241,#DIV/0!,-8.99768E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,-7.190594593,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623761882,399.2776667,400.0068,2.493295333,0.233417367,398.8561667,2.490014333,500.1010333,101.2316,0.199971233,17.34111333,16.32708667,999.9,0,0,9994.525667,0,15.75572333,0.0499938,0,0,0,455.8583333,0.0499938,-21.951,-2.807333333,28.375,32.562,30.5,33.125,31.187,0,0,0,288.5,0,455.9016,-3.41076929,-5.96076927,-21.7976,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.148527857,-0.042563605,0.026944882,1,-0.730547484,0.378418258,0.04255723,1,2.270322581,-0.826225161,0.061629131,1,3,3,3/3,100,100,0.421,0.0033,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,887.8,887.8,18,481.248,541.15,16.9768,17.8193,30.0002,17.7656,17.7605,20.0187,100,0,-999.9,400,0,101.939,101.196
9,1623762255,1891.9,20210615 06:04:15,06:04:15,15,B3R2,_NE,_5.7,_1,1623762247,0.000927483,0.92748308,-0.003739091,399.5576,389.0944122,39.47222173,40.53367431,0.055852424,2.952715955,0.055272072,0.034596685,0.004748822,16.86971813,15.98272667,1.822687472,6.987134529,0.136825238,1.958245357,1.685862235,-40.90200383,179.5590215,11.79924832,150.4610148,27,5,1,0,55403.22289,RECT-23-20210615-06_04_08,15105.3,468.9507692,2467.56,0.809953651,-0.003739091,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.003739091,#DIV/0!,-1.35397E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.234638549,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623762247,399.5576,399.9977333,1.348744333,0.237465867,399.1359667,1.344675,500.0900333,101.2463667,0.2000188,17.11070333,15.98272667,999.9,0,0,10007.923,0,16.78037667,0.0499938,0,0,0,469.1766667,0.0499938,-24.07766667,-3.132666667,28.062,32.12913333,30.17873333,32.6746,30.875,0,0,0,363.9000001,0,468.9507692,2.03350424,-9.292649507,-23.915,15,0,--:--:--,1623708625,1623708625,0,0.037,-0.008,0.433,0.25,416,33,0.08,0.02,-0.003264401,0.011609629,0.017623975,1,-0.44374229,0.116314597,0.023640774,1,1.116175161,-0.385128387,0.028749859,1,3,3,3/3,100,100,0.422,0.0041,0.287636789,-8.36417E-05,1.28013E-06,-5.74726E-10,0.007510507,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,893.8,893.8,18,465.032,545.194,16.7589,17.8521,30.0002,17.9103,17.9149,20.0056,100,0,-999.9,400,0,101.945,101.194
