SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,9.17111 88.1672 381.702 624.912 871.696 1100.53 1286 1444.52,0.0199481 102.195 402.729 601.22 801.886 1001.21 1201.4 1400.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,BLOCK,SUB-BLOCK,VINE,LEAF,USER,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,V,V,V,V,V,V,°C,V,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1630325050,0,20210830 05:04:10,5:04:10,15,B1R1,_NE,_5.3,_1,nrab,1630325042,0.000612936,0.612936027,-0.063608217,399.8482903,397.5980648,39.89545529,40.12124556,0.131277106,2.932498634,0.128097515,0.080340206,0.004749601,20.84929485,20.2366129,2.381218069,76.53604493,1.91136368,2.497337929,0.46985439,-27.03047879,122.1379891,8.427419784,103.5396797,11,2,1,0,54044.76932,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.063608217,#DIV/0!,-3.029217156,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630325042,399.8482903,400.0659677,19.04864839,18.32743548,400.5320323,18.88094516,500.2077097,100.141129,0.200041677,21.00916452,20.2366129,999.9,0,0,10002.70323,0,0.235996968,0.0499979,0,0,0,670.7396774,0.0499979,-5.02516129,0.662580645,30.812,35.516,33.33841935,35.33435484,33.312,0,0,0,1630325045,0,670.8726923,5.463589755,0.27008544,-5.136153846,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,-0.064427756,0.119091474,0.016863756,1,-0.214830097,-0.369889113,0.033546368,1,0.716594161,0.588065661,0.044357964,1,3,3,3-Mar,100,100,-0.684,0.1645,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,32.9,33,1.02905,2.44751,1.59912,2.34131,1.69678,2.50122,26.5612,15.3316,18,487.266,572.539,20.4968,20.1883,30.0002,20.1495,20.1253,20.5664,0,100,-999.9,400,40.0537,101.188,101.42
2,1630325137,87,20210830 05:05:37,5:05:37,15,B1R1,_NE,_5.3,_2,nrab,1630325129,0.000446207,0.446206606,-0.963875737,400.9542,415.0012373,41.64179409,40.23229507,0.090357029,2.932312835,0.088838259,0.055658241,0.004749601,20.82319976,19.78963333,2.316217536,73.29564321,1.822628466,2.486680499,0.49358907,-19.67771132,181.7924996,12.51127876,174.6308167,19,4,1,0,54052.08008,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.963875737,#DIV/0!,-45.90270038,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630325129,400.9542,400.0126667,18.16427667,17.63879333,401.6376333,18.02016333,500.227,100.1414,0.199973333,20.93958667,19.78963333,999.9,0,0,10001.61733,0,0.228622,0.0499979,0,0,0,683.2816667,0.0499979,-4.954666667,0.726333333,30.75,35.39153333,33.30373333,35.30373333,33.30786667,0,0,0,1630325132,0,683.306,-5.720769153,-2.436923107,-5.1908,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,-1.052847903,5.527408621,0.40959168,0,1.028698484,-6.462072,0.496109969,0,0.524765645,0.031879161,0.003348274,1,1,3,3-Jan,100,100,-0.684,0.1446,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,34.3,34.4,1.02783,2.45117,1.59912,2.34131,1.69678,2.46826,26.7474,15.3228,18,477.748,571.263,20.4522,20.2464,30.0003,20.1896,20.1655,20.5523,0,100,-999.9,400,40.0537,101.185,101.421
3,1630325321,271,20210830 05:08:41,5:08:41,15,B1R1,_NE,_5.12,_1,nrab,1630325313,-0.000136808,-0.136808419,-0.117130414,400.2106,386.9296051,38.8237437,40.1563322,-0.020529136,2.932484459,-0.020609316,-0.012873593,0.004749601,20.85337891,20.3156,2.392869162,70.52088955,1.740526205,2.468100184,0.652342957,6.033251268,79.37320206,5.473558471,90.8847614,18,4,1,0,54079.50792,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.117130414,#DIV/0!,-5.578107304,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630325313,400.2106,400.0044333,17.34663,17.50788,400.8943333,17.22327,500.2242,100.1380333,0.1999692,20.81765667,20.3156,999.9,0,0,10002.93167,0,0.228622,0.0499979,0,0,0,715.816,0.0499979,-5.679666667,0.820333333,30.75,35.25,33.2416,35.187,33.2416,0,0,0,1630325316,0,715.8412,-0.424615473,-2.011538339,-5.6908,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,-0.148040355,1.972390046,0.147880235,0,0.238517494,-2.374868918,0.184609476,0,-0.164459129,0.223919323,0.017515766,1,1,3,3-Jan,100,100,-0.683,0.125,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,37.4,37.5,1.02661,2.46216,1.59912,2.33887,1.69678,2.40967,27.0168,15.2878,18,478.878,571.385,20.3462,20.2751,30,20.1933,20.1629,20.5357,0,100,-999.9,400,40.0537,101.202,101.424
4,1630325506,456,20210830 05:11:46,5:11:46,15,B1R1,_NE,_5.12,_2,nrab,1630325498,2.87E-05,0.028732318,-0.119769499,400.2154516,437.3901697,43.88624639,40.15626125,0.004640463,2.931420312,0.004636386,0.002898107,0.004749601,20.80319361,20.19252903,2.374737057,71.57436336,1.765767015,2.467038381,0.608970042,-1.267095245,97.689348,6.734606305,103.1616087,20,4,1,0,54049.32025,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.119769499,#DIV/0!,-5.7037886,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630325498,400.2154516,400.0855806,17.59843226,17.56457419,400.8989677,17.46878065,500.2059355,100.1365806,0.200028258,20.81066452,20.19252903,999.9,0,0,9997.013226,0,0.228622,0.0499979,0,0,0,772.9641935,0.0499979,-5.269677419,0.755483871,30.69106452,35.24187097,33.187,35.187,33.23374194,0,0,0,1630325501,0,773.4984615,35.83042731,1.958290513,-5.319230769,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,-0.149493945,2.955459472,0.217127345,0,0.156572837,-3.536188507,0.26936928,0,0.031644511,0.249569387,0.019289326,1,1,3,3-Jan,100,100,-0.684,0.1299,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,40.5,40.6,1.02539,2.46582,1.59912,2.34253,1.69678,2.45483,27.2245,15.2791,18,476.287,571.93,20.3113,20.2284,29.9995,20.1441,20.1116,20.5095,0,100,-999.9,400,40.0537,101.127,101.513
5,1630325797,747,20210830 05:16:37,5:16:37,15,B2R1,_NE,_5.7,_1,nrab,1630325789,-0.000191834,-0.191833991,0.295487264,399.7508387,407.1238199,40.83785623,40.09828578,-0.046967552,2.932803339,-0.047389478,-0.029580202,0.004749601,20.62402042,19.98196774,2.343994015,80.06447298,1.946627784,2.431325295,0.397366231,8.459879008,93.59847943,6.434810349,108.4979184,8,2,1,0,54133.17267,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.295487264,#DIV/0!,14.07200411,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630325789,399.7508387,400.0132903,19.40646774,19.63210645,400.4343548,19.22890645,500.2098387,100.1081935,0.200003194,20.57393871,19.98196774,999.9,0,0,10007.73129,0,0.228622,0.0499979,0,0,0,596.4280645,0.0499979,-5.491612903,0.863225806,30.5,34.937,32.937,34.875,32.96545161,0,0,0,1630325792,0,596.342,3.003846255,-4.493846139,-5.3428,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.292444488,0.474138812,0.038589718,1,-0.257110548,-0.857203839,0.068250404,1,-0.232073613,0.793660452,0.05934883,1,3,3,3-Mar,100,100,-0.683,0.1782,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,45.3,45.4,1.02539,2.45728,1.59912,2.34253,1.69678,2.32666,27.4743,15.2265,18,491.784,575.504,20.11,20.1802,30.0007,20.1092,20.0839,20.5159,0,100,-999.9,400,40.0537,101.08,101.473
6,1630325959,908.5,20210830 05:19:18,5:19:18,15,B2R1,_NE,_5.7,_2,nrab,1630325951,-0.000247547,-0.247546946,-0.036974065,400.1749667,395.7826907,39.7027171,40.14332578,-0.048964424,2.93290667,-0.049423162,-0.030847905,0.004749601,20.69967035,20.00873333,2.347882481,76.04841639,1.855963177,2.44050207,0.491919305,10.91682033,99.0335342,6.811287059,116.7663912,5,1,1,0,54125.10059,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.036974065,#DIV/0!,-1.760817686,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630325951,400.1749667,400.0118,18.50145667,18.79288,400.8584333,18.3485,500.2351,100.1145,0.199935233,20.63505667,20.00873333,999.9,0,0,10007.69,0,0.228622,0.0499979,0,0,0,633.4373333,0.0499979,-5.792666667,0.819666667,30.437,34.875,32.8998,34.8874,32.937,0,0,0,1630325953,0,633.5738462,13.11042731,-6.200683598,-5.805,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,-0.048288529,1.280912881,0.094284214,0,0.172696959,-1.820155354,0.137661695,0,-0.294679806,0.754211855,0.056252891,1,1,3,3-Jan,100,100,-0.684,0.1548,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,48,48.1,1.02539,2.44873,1.59912,2.34131,1.69678,2.52686,27.5994,15.2178,18,494.522,572.673,20.1329,20.3875,30.0003,20.263,20.2311,20.4999,0,100,-999.9,400,40.0537,101.082,101.421
7,1630326176,1125.5,20210830 05:22:55,5:22:55,15,B2R2,_NE,_5.4,_1,nrab,1630326168,-2.64E-05,-0.026443964,0.327370141,399.6422581,468.6806441,47.01102121,40.08612455,-0.007312206,2.93122174,-0.007322355,-0.004575559,0.004749601,20.64743432,19.90566452,2.332939751,81.04149003,1.978483185,2.441321334,0.354456566,1.1661788,116.125111,7.987409981,125.2834494,39,8,1,0,54074.07598,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.327370141,#DIV/0!,15.59036392,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630326168,399.6422581,400.0222581,19.72466774,19.75576129,400.3258065,19.53817742,500.2137097,100.1050323,0.199987387,20.64050323,19.90566452,999.9,0,0,9999.032258,0,0.228622,0.0499979,0,0,0,688.143871,0.0499979,-5.134516129,0.911290323,30.375,34.75,32.812,34.75,32.875,0,0,0,1630326171,0,688.0542308,3.596923129,6.020854666,-5.077307692,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.327028733,0.166502351,0.01680304,1,-0.38010629,-0.468490887,0.037653679,1,-0.031101863,0.685539223,0.051178646,1,3,3,3-Mar,100,100,-0.684,0.1868,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,51.6,51.7,1.02539,2.45728,1.59912,2.34131,1.69678,2.4292,27.7037,15.1827,18,452.906,574.831,20.1778,20.5114,30.0002,20.3988,20.3657,20.5002,0,100,-999.9,400,40.0537,101.024,101.421
8,1630326332,1282.1,20210830 05:25:32,5:25:32,15,B2R2,_NE,_5.4,_2,nrab,1630326324,5.51E-05,0.055084334,0.169595832,399.7781935,374.7275377,37.58538053,40.09797526,0.012218811,2.932495535,0.012190597,0.007621653,0.004749601,20.67779384,19.88773871,2.330349426,77.03480566,1.886659614,2.449100244,0.443689812,-2.429219126,127.1729849,8.745024373,133.4935398,7,1,1,0,54102.11826,-,-,1,1,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,0.020998236,0.169595832,#DIV/0!,8.076670441,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,1630326324,399.7781935,400.0080323,18.81006129,18.74523226,400.4617742,18.64883871,500.222129,100.1005806,0.199975774,20.69213871,19.88773871,999.9,0,0,10006.73742,0,0.228622,0.0499979,0,0,0,582.8625806,0.0499979,-5.509354839,0.852903226,30.375,34.754,32.812,34.762,32.875,0,0,0,1630326327,0,582.9211538,-7.201709465,-6.222564122,-5.517307692,15,1630323078,4:31:17,1630323078,1630323071,1,-0.464,0.004,-0.963,0.181,1400,20,0.77,0.13,0.168671947,0.171707146,0.02678167,1,-0.229769867,-0.263056659,0.035987688,1,0.063388627,0.381067782,0.027549085,1,3,3,3-Mar,100,100,-0.684,0.1621,-0.872129921,0.000778235,-8.34E-07,1.66E-10,-0.038499987,-0.008366925,0.001134296,-5.97E-06,2,2117,2,28,54.2,54.4,1.02417,2.44995,1.59912,2.34253,1.69678,2.53052,27.7664,15.174,18,492.127,571.851,20.2359,20.6051,30.0007,20.5057,20.4804,20.4858,0,100,-999.9,400,40.0537,101.039,101.409
