SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,7.48232 85.8255 381.654 628.257 872.259 1050.33 1202.44 1287.08,-0.0893332 103.24 401.805 601.551 801.717 1000.76 1200.87 1400.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,USER,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1623930494,0,20210617 04:48:14,04:48:14,15,NR,B1R1,_SE,_5.3,_1,1623930486,-0.000166614,-0.166614335,-0.03601499,400.132,381.9780911,38.40466769,40.22988975,-0.008903816,2.936279693,-0.008918843,-0.005572925,0.004748822,23.43597856,22.75590333,2.778330886,32.37417822,0.934780765,2.887427005,1.843550122,7.347692189,100.7905902,7.120921731,115.263953,69,14,1,0,53725.40371,RECT-117-20210617-04_48_05,15130.5,469.3392308,2729.27,0.828034885,-0.03601499,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.03601499,#DIV/0!,-2.26033E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.207678588,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623930486,400.132,400.0088,9.297457667,9.495505,400.4099,9.282548333,500.0781667,100.3415667,0.199979,23.39260667,22.75590333,999.9,0,0,10004.24333,0,1.226026833,0.0499938,0,0,0,469.5413333,0.0499938,14.86166667,0.619,33.65393333,37.458,35.75,38.1208,36.52066667,0,0,0,233.8999999,0,469.3392308,2.710427382,-8.219145316,14.94653846,15,1623930307,04:45:07,1623930307,1623930302,2,1.072,-0.02,-0.285,0.095,387,17,0.22,0.13,-0.02874815,-0.16161624,0.033682073,1,0.124075333,-0.420409527,0.048608633,1,-0.21176194,1.561565932,0.113411548,0,2,3,2/3,100,100,-0.278,0.0168,-0.412783654,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.010606987,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,3.1,3.2,18,418.438,543.656,22.9157,20.9747,29.9992,21.0222,21.0091,20.3656,46.8626,80.2545,-999.9,400,9.57873,101.361,100.806
2,1623930610,115.5,20210617 04:50:09,04:50:09,15,NR,B1R1,_SE,_5.3,_2,1623930602,0.000891146,0.891145674,-0.368553431,400.042,400.4285015,40.25755793,40.21870055,0.049597892,2.933937146,0.049136763,0.03075155,0.004748822,22.71881951,21.97211,2.648996768,30.50020209,0.857466237,2.811346084,1.791530531,-39.2995242,154.813213,10.87858092,126.3970186,58,12,1,0,53736.67467,RECT-118-20210617-04_50_00,15127,470.176,2598.7,0.819072613,-0.368553431,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.368553431,#DIV/0!,-1.58008E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.220892976,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623930602,400.042,400.0275333,8.528930667,7.468868,400.32,8.519904333,500.0903333,100.3362,0.199995067,22.95086,21.97211,999.9,0,0,9991.440667,0,0.814768667,0.0499938,0,0,0,470.4043333,0.0499938,12.364,0.247666667,33.4895,37.2143,35.5,37.9184,36.3141,0,0,0,114.3,0,470.176,-11.96307689,0.865384723,12.334,15,1623930307,04:45:07,1623930307,1623930302,2,1.072,-0.02,-0.285,0.095,387,17,0.22,0.13,-0.383276932,1.157641362,0.090021532,0,0.014354454,-0.939458382,0.073057495,1,1.0600617,-0.850355479,0.062817095,1,2,3,2/3,100,100,-0.278,0.0086,-0.412783654,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.010606987,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,5,5.1,18,431.552,539.996,22.5727,20.7192,29.9997,20.7487,20.7368,20.2932,54.6289,74.5286,-999.9,400,7.59886,101.393,100.831
3,1623930791,297,20210617 04:53:11,04:53:11,15,NR,B1R1,_SE,_5.10,_1,1623930783,0.000355943,0.355943068,-0.355410829,400.2650645,417.4648273,41.96463673,40.2356724,0.019585809,2.933742697,0.019513456,0.012202388,0.004748822,22.37675733,21.83722903,2.62727981,30.22024643,0.825145049,2.730437858,1.802134761,-15.69708928,99.99583238,7.00510592,91.30859784,57,11,1,0,53818.21075,RECT-119-20210617-04_53_02,15160.2,431.4444,2221,0.805743179,-0.355410829,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.355410829,#DIV/0!,-1.12716E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.241090246,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623930783,400.2650645,400.0095806,8.208555161,7.78500129,400.5427742,8.201816774,500.0846129,100.3225806,0.199987935,22.46945806,21.83722903,999.9,0,0,9991.690323,0,6.58861,0.0499938,0,0,0,431.2312903,0.0499938,10.48483871,0.196451613,33.129,36.875,35.187,37.57012903,35.95122581,0,0,0,180.5,0,431.4444,0.154615355,-3.07923077,10.3412,15,1623930307,04:45:07,1623930307,1623930302,2,1.072,-0.02,-0.285,0.095,387,17,0.22,0.13,-0.356378395,-0.058675265,0.022995083,1,0.257458433,0.040041424,0.030356665,1,0.4230354,-0.070962954,0.012470999,1,3,3,3/3,100,100,-0.278,0.0067,-0.412783654,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.010606987,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,8.1,8.2,18,432.972,538.894,22.0778,20.4938,30,20.484,20.4722,20.2836,50.654,67.0014,-999.9,400,7.84845,101.411,100.836
4,1623930895,400.5,20210617 04:54:54,04:54:54,15,NR,B1R1,_SE,_5.10,_2,1623930887,0.000607011,0.607011195,-0.507034158,400.279,412.9044173,41.50572828,40.23660371,0.033155821,2.929666256,0.032948763,0.020611472,0.004748822,22.05662739,21.63639677,2.595232943,28.80340005,0.77437805,2.688495277,1.820854893,-26.76919369,91.38190967,6.395750074,71.01321488,42,8,1,0,53744.64572,RECT-120-20210617-04_54_45,15124,447.0788462,2279.95,0.803908487,-0.507034158,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.507034158,#DIV/0!,-4.50016E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.243922681,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623930887,400.279,399.9621935,7.703614194,6.980962581,400.5568387,7.700270323,500.1040645,100.3213548,0.200040774,22.21496774,21.63639677,999.9,0,0,9968.629677,0,1.042228419,0.0499938,0,0,0,447.1141935,0.0499938,9.027096774,0.196129032,33.028,36.75,35.062,37.44106452,35.812,0,0,0,101.9000001,0,447.0788462,-5.754188073,-0.153504249,9.042692308,15,1623930307,04:45:07,1623930307,1623930302,2,1.072,-0.02,-0.285,0.095,387,17,0.22,0.13,-0.508441974,2.233648595,0.186227156,0,0.3024893,-2.204163786,0.197073644,0,0.719227533,-0.315485953,0.027335571,1,1,3,1/3,100,100,-0.278,0.0036,-0.412783654,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.010606987,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,9.8,9.9,18,450.813,534.775,21.8157,20.4259,29.9999,20.3927,20.3764,20.2625,52.746,62.3153,-999.9,400,7.12578,101.411,100.847
5,1623931072,578,20210617 04:57:52,04:57:52,15,NR,B2R1,_SW,_5.3,_1,1623931064,0.000578449,0.578448558,-0.570990708,400.3804333,417.224583,41.93627355,40.24322645,0.031939868,2.935905738,0.031748077,0.019859684,0.004748822,21.81454628,21.37536667,2.554092058,28.43359732,0.752885812,2.647873933,1.801206247,-25.5095814,93.35281328,6.502882083,74.35086279,87,17,1,0,53973.73771,RECT-121-20210617-04_57_42,15102,485.4964,2743.78,0.823055639,-0.570990708,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.570990708,#DIV/0!,-2.27388E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.21498469,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623931064,400.3804333,399.9732333,7.490471667,6.801650333,400.6582667,7.488483333,500.0853,100.3125,0.1999704,21.96516,21.37536667,999.9,0,0,10005.01167,0,0.300361767,0.0499938,0,0,0,485.5733333,0.0499938,7.702,0.202,32.80993333,36.625,34.8351,37.312,35.6229,0,0,0,176.5,0,485.4964,-1.586153855,-3.69615386,7.648,15,1623930307,04:45:07,1623930307,1623930302,2,1.072,-0.02,-0.285,0.095,387,17,0.22,0.13,-0.627164094,3.677815083,0.276374428,0,0.4350473,-3.515488952,0.26628919,0,0.6994633,-1.351667693,0.10220317,0,0,3,0/3,100,100,-0.278,0.0017,-0.412783654,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.010606987,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,12.8,12.8,18,395.77,537.198,21.5289,20.2574,29.9997,20.221,20.2035,20.2545,51.4137,55.9157,-999.9,400,6.91981,101.433,100.866
6,1623931160,666,20210617 04:59:20,04:59:20,15,NR,B2R1,_SW,_5.3,_2,1623931152,0.000453427,0.453426504,-0.346479975,400.1293548,410.766056,41.2844859,40.21543277,0.024561995,2.934364951,0.024448346,0.015290383,0.004748822,21.6803385,21.13986452,2.517465795,26.06300601,0.683128929,2.621067304,1.834336866,-19.99610884,104.1888625,7.24666847,91.44417093,82,16,1,0,53958.68738,RECT-122-20210617-04_59_11,15145,460.1008,2266.68,0.797015547,-0.346479975,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.346479975,#DIV/0!,-1.35454E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.254680669,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623931152,400.1293548,399.9313226,6.796891613,6.256556129,400.4072258,6.798987742,500.0722258,100.3060645,0.200015032,21.79846452,21.13986452,999.9,0,0,9996.878065,0,5.743525484,0.0499938,0,0,0,460.3303226,0.0499938,6.83,0.04516129,32.74593548,36.504,34.75,37.18903226,35.55,0,0,0,87.10000014,0,460.1008,-3.815384621,7.889999953,7.0616,15,1623930307,04:45:07,1623930307,1623930302,2,1.072,-0.02,-0.285,0.095,387,17,0.22,0.13,-0.36352319,1.252082786,0.109232141,0,0.19870502,-0.904611754,0.089511992,1,0.542440467,-0.941687226,0.072996957,1,2,3,2/3,100,100,-0.278,-0.0016,-0.412783654,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.010606987,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,14.2,14.3,18,402.235,534.778,21.3737,20.1716,29.9996,20.1336,20.1148,20.2375,51.8659,52.0994,-999.9,400,6.51028,101.452,100.886
7,1623931550,1056,20210617 05:05:50,05:05:50,15,NR,B2R2,_SW,_5.10,_1,1623931542,0.000955649,0.95564947,-0.144209478,399.7004333,392.5515524,39.44707806,40.16546133,0.052899287,2.933967471,0.052375082,0.032781091,0.004748822,21.30752633,20.21834667,2.378530772,22.14443879,0.57190095,2.582594012,1.806629821,-42.14414161,211.6785774,14.6378834,184.177068,53,11,1,0,53990.89193,RECT-123-20210617-05_05_40,15127.3,471.5015385,2684.27,0.824346456,-0.144209478,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.144209478,#DIV/0!,1.13033E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.213082185,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623931542,399.7004333,399.9857,5.691184667,4.551132333,399.9785667,5.698708333,500.0879333,100.2889,0.200011133,21.55659333,20.21834667,999.9,0,0,9996.325667,0,63.05927,0.0499938,0,0,0,471.3566667,0.0499938,3.069333333,-0.354,32.187,36.25,34.29546667,36.7416,35.02066667,0,0,0,388.7,0,471.5015385,-18.29743591,8.048205147,2.989615385,15,1623930307,04:45:07,1623930307,1623930302,2,1.072,-0.02,-0.285,0.095,387,17,0.22,0.13,-0.150538685,0.467853232,0.04994952,1,-0.285261133,-0.017264997,0.039211914,1,1.149617667,-1.065247875,0.078468715,0,2,3,2/3,100,100,-0.278,-0.0078,-0.412783654,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.010606987,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,20.7,20.8,18,437.048,531.915,21.0236,19.7901,29.9998,19.7521,19.7372,20.1719,60.0027,40.7346,-999.9,400,4.71124,101.511,100.942
8,1623931643,1148.6,20210617 05:07:22,05:07:22,15,NR,B2R2,_SW,_5.10,_2,1623931635,2.47801E-05,0.024780059,-0.601120242,400.6048,1112.044144,111.7522509,40.2578336,0.001310025,2.933430517,0.0013097,0.000818592,0.004748822,21.40383062,20.90285,2.481069527,23.79083322,0.608940372,2.55955883,1.872129155,-1.09280058,80.24595023,5.565375203,84.72327367,50,10,1,0,54001.96308,RECT-124-20210617-05_07_13,15118,447.5468,2432.37,0.816003815,-0.601120242,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.601120242,#DIV/0!,-1.58272E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.225484466,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623931635,400.6048,399.8955333,6.059552,6.030003,400.8825,6.065412667,500.1164667,100.2926667,0.199972467,21.41026333,20.90285,999.9,0,0,9992.893333,0,0.2429289,0.0499938,0,0,0,447.6676667,0.0499938,3.505666667,-0.236666667,32.1808,36.1436,34.25,36.67873333,35,0,0,0,91.39999986,0,447.5468,-15.62769237,-0.061538609,3.3676,15,1623930307,04:45:07,1623930307,1623930302,2,1.072,-0.02,-0.285,0.095,387,17,0.22,0.13,-0.698172118,6.460243651,0.511146452,0,0.7093262,-6.492505842,0.492064175,0,0.029548675,-0.426327949,0.042184253,1,1,3,1/3,100,100,-0.278,-0.0048,-0.412783654,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.010606987,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,22.3,22.3,18,440.763,532.967,20.91,19.7182,29.9997,19.6762,19.6601,20.2155,44.9562,37.7117,-999.9,400,6.43963,101.52,100.943
9,1623931749,1255.1,20210617 05:09:09,05:09:09,15,NR,B2R2,_SW,_5.13,_1,1623931741,0.000446283,0.446283231,-0.853011206,400.757129,445.0117893,44.71892443,40.27180448,0.024110659,2.934300183,0.024001136,0.015010509,0.004748822,21.08419658,20.54960323,2.427679779,23.23782308,0.587185707,2.526853333,1.840494073,-19.68109051,102.9694897,7.1187532,90.41190117,72,14,1,0,54066.07485,RECT-125-20210617-05_09_00,15157.5,460.3026923,2158.58,0.786756714,-0.853011206,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.853011206,#DIV/0!,1.808E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.271040949,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1623931741,400.757129,399.9482903,5.843265806,5.310956129,401.0345161,5.850122581,500.0947742,100.2892903,0.200012452,21.20050968,20.54960323,999.9,0,0,9998.18129,0,67.372323,0.0499938,0,0,0,460.2193548,0.0499938,2.808387097,-0.324516129,32.07216129,36.06403226,34.171,36.562,34.925,0,0,0,105.5,0,460.3026923,3.279658069,-4.746324816,2.495769231,15,1623930307,04:45:07,1623930307,1623930302,2,1.072,-0.02,-0.285,0.095,387,17,0.22,0.13,-0.933151709,4.863279014,0.380359989,0,0.8220381,-4.875197927,0.369243826,0,0.5339357,-0.694463386,0.054067315,1,1,3,1/3,100,100,-0.278,-0.0064,-0.412783654,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.010606987,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,24,24.1,18,414.047,532.918,20.7354,19.6192,29.9997,19.5767,19.5599,20.2004,50.143,34.199,-999.9,400,5.57449,101.533,100.95
