SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,-0.465206 67.8025 357.305 612.81 879.306 1069.11 1293.48 1480.58,-0.277244 100.533 402.707 601.282 807.8 1000.57 1202.01 1400.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1623760346,0,20210615 05:32:25,05:32:25,B1R1,_SE,_5.3,_1,1623760336,0.000746189,-0.225469787,399.9065789,397.0184921,40.32792348,40.62128651,0.040066619,2.952208943,0.039766962,0.024881087,0.001994701,20.93824133,19.81935789,2.32049135,17.50255501,0.440398905,2.516197805,1.880092445,-32.90695341,208.8649968,14.29379468,190.2538327,74,15,1,0,54633.61887,RECT-9909-20210615-05_32_26,15260.1,1093.450385,3300,2206.549615,0.668651399,-0.225469787,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.225469787,#DIV/0!,#DIV/0!,1.58038E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.495547608,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623760336,399.9065789,399.9940526,4.335618947,3.444581579,401.0642105,4.381716842,500.2848947,101.3768421,0.200097737,21.13165789,19.81935789,999.9,0,0,9992.165789,0,1.110319263,0.0499975,0,0,0,771.6842105,0.0499975,-11.67578947,-1.906842105,33.80884211,37.67394737,36.28273684,37.48673684,36.00631579,0,0,0,7.099999905,0,1093.450385,3534.719371,126038.9267,37965.03186,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-0.252675267,-0.681386189,0.065666337,0,-0.059271255,0.298657435,0.057906865,1,0.921093933,0.862662194,0.062478514,1,2,3,2/3,100,100,-1.158,-0.0466,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,814.9,814.9,2,386.895,579.148,20.2951,18.9958,29.9998,18.9174,18.8826,22.3056,65.9607,45.4041,-999.9,400,3.27108,101.51,101.575
2,1623760479,133.5,20210615 05:34:39,05:34:39,B1R1,_SE,_5.3,_2,1623760471,0.005957836,-0.431808645,397.6811333,391.1111546,39.7259571,40.39328324,0.504840079,2.952382002,0.461325211,0.291924689,0.001994701,19.23092981,18.01431667,2.073143049,31.67713308,0.779801886,2.461718629,1.293341163,-262.7405801,439.5091445,29.74581565,206.5163747,26,5,1,0,54704.88683,RECT-9911-20210615-05_34_40,15318.1,717.5076,3057.89,2340.3824,0.765358597,-0.431808645,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.431808645,#DIV/0!,#DIV/0!,-4.52065E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.306577079,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623760471,397.6811333,400.0050333,7.677328333,0.586207867,398.8381333,7.713973667,500.2393667,101.3720333,0.2000048,20.77559333,18.01431667,999.9,0,0,9993.621667,0,3.524584,0.0499975,0,0,0,717.7083333,0.0499975,-13.87566667,-2.352333333,33.45386667,37.24573333,35.89566667,37.06626667,35.7038,0,0,0,113.3000002,0,717.5076,-0.470000098,-11.46461525,-13.6944,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-0.435590513,0.340481742,0.040066263,1,-2.363281333,4.772673637,0.345483922,0,7.196532667,-12.80903119,0.926686799,0,1,3,1/3,100,100,-1.157,-0.0458,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,817.1,817.1,2,448.867,574.162,20.096,18.7856,29.9996,18.6794,18.6527,22.2764,100,36.3117,-999.9,400,0,101.545,101.627
2,1623761019,236.5,20210615 05:43:39,05:43:39,B1R1,_SE,_5.10,_1,1623761011,0.010725391,-0.588372954,395.6029355,392.7123413,39.88907311,40.18268018,2.942670048,2.95381732,1.915209781,1.258952918,0.001994701,16.8243511,16.67571935,1.904956633,58.74494168,1.345235612,2.289959907,0.559721021,-472.9897547,466.6278366,31.16151622,24.80159286,187,37,1,0,54966.53762,RECT-9914-20210615-05_43_40,15341.4,775.2084,3342.82,2567.6116,0.768097475,-0.588372954,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.588372954,#DIV/0!,#DIV/0!,4.47835E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.301918094,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623761011,395.6029355,399.9866129,13.24399355,0.549397355,396.7591613,13.19712258,500.2133548,101.3736129,0.199648,19.60594839,16.67571935,999.9,0,0,10001.61194,0,7.110352581,0.0499975,0,0,0,776.7335484,0.0499975,-19.23645161,-2.610322581,31.5783871,35.73374194,34.08841935,35.57641935,33.95129032,0,0,0,235.5,0,775.2084,-85.37538453,2.478461609,-19.2764,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-0.626489941,3.10950772,0.235971174,0,-4.376096333,-2.721152836,0.214982714,0,12.70373667,-1.702176641,0.125339692,0,0,3,0/3,100,100,-1.156,0.0399,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,826.1,826.1,2,271.162,571.864,19.2816,18.5392,30.0001,18.441,18.3799,22.2742,100,0,-999.9,400,0,101.586,101.683
3,1623761090,307,20210615 05:44:49,05:44:49,B1R1,_SE,_5.10,_2,1623761082,0.011634482,-0.931091809,395.6015333,393.8913648,40.00883752,40.18254494,7.213680278,2.953836202,3.155412454,2.141063151,0.001994701,16.46555204,15.96896,1.821085269,63.91956114,1.452604543,2.27255087,0.368480727,-513.0806694,559.623917,37.2124942,83.75773647,7,1,1,0,54990.17475,RECT-9915-20210615-05_44_51,15247.9,837.7984615,3595.02,2757.221538,0.766955827,-0.931091809,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.931091809,#DIV/0!,#DIV/0!,2.4845E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.303856056,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623761082,395.6015333,400.0053667,14.30105,0.5455786,396.7578667,14.22941667,500.227,101.3733,0.199979067,19.48314333,15.96896,999.9,0,0,10001.75,0,9.599694667,0.0499975,0,0,0,838.6936667,0.0499975,-18.63466667,-2.319333333,31.44553333,35.49993333,33.89153333,35.333,33.8038,0,0,0,69.70000005,0,837.7984615,-114.0437606,-0.167179538,-18.58884615,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-1.021106614,6.137743643,0.478184237,0,-4.403835333,-6.479664694,0.486522882,0,13.75547667,0.150393771,0.01468427,1,1,3,1/3,100,100,-1.156,0.0709,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,827.3,827.3,2,473.187,571.851,19.1785,18.5721,30.0003,18.4538,18.4001,22.2681,100,0,-999.9,400,0,101.582,101.675
5,1623761466,683,20210615 05:51:05,05:51:05,B2R1,_SW,_5.3,_1,1623761458,0.007051116,-0.16477416,396.8314667,391.0378537,39.7265517,40.31513989,0.815484174,2.953093274,0.708047054,0.450997503,0.001994701,17.26497076,16.66096,1.903171056,40.81796613,0.905441732,2.218243136,0.997729324,-310.9542328,387.4656606,25.81111007,102.3245326,80,16,1,0,55041.46782,RECT-9917-20210615-05_51_07,15232.9,656.0553846,2930.65,2274.594615,0.776139974,-0.16477416,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.16477416,#DIV/0!,#DIV/0!,-2.9326E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.288427388,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623761458,396.8314667,399.9899333,8.912477333,0.5306099,397.9881667,8.93774,500.2422333,101.3926333,0.199965233,19.09468,16.66096,999.9,0,0,9995.626667,0,9.341121333,0.0499975,0,0,0,656.154,0.0499975,-22.74266667,-2.889333333,30.6103,34.7311,33.08943333,34.55786667,32.9769,0,0,0,281.5,0,656.0553846,-26.41504276,1.32820516,-22.75346154,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-0.178814834,0.603496891,0.05759137,0,-3.158424667,4.006637953,0.292172793,0,8.381866333,-11.3875539,0.822613611,0,0,3,0/3,100,100,-1.157,-0.0403,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,833.5,833.5,2,380.258,571.961,18.6618,18.3785,29.9999,18.2888,18.2474,22.2641,100,0,-999.9,400,0,101.613,101.719
6,1623761539,756.5,20210615 05:52:19,05:52:19,B2R1,_SW,_5.3,_2,1623761531,0.004560883,-1.051264994,399.0872333,395.4824138,40.17768303,40.54390234,0.356964118,2.953697521,0.334612511,0.211024288,0.001994701,17.8716306,17.31152,1.983285143,27.85099856,0.616273687,2.212752574,1.367011455,-201.134927,277.6222797,18.54823043,95.03757783,190,38,1,0,55067.04804,RECT-9918-20210615-05_52_20,15267.3,748.4056,3579.22,2830.8144,0.790902599,-1.051264994,-,-,0,0,#DIV/0!,0.5,0.0209979,-1.051264994,#DIV/0!,#DIV/0!,3.3807E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.264378194,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623761531,399.0872333,400.0095667,6.066188667,0.628551133,400.2445,6.11136,500.2042333,101.3916,0.199979367,19.05494333,17.31152,999.9,0,0,9999.157667,0,13.13866667,0.0499975,0,0,0,749.0253333,0.0499975,-21.98466667,-2.826666667,30.56416667,34.63113333,33.00413333,34.4246,32.9371,0,0,0,72.0999999,0,748.4056,-37.12230773,-5.696153893,-21.572,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-1.23266047,11.19416744,0.83661437,0,-0.85621636,-7.890952178,0.608249199,0,5.530378,-11.14611844,0.808499187,0,0,3,0/3,100,100,-1.157,-0.0471,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,834.7,834.8,2,268.74,573.39,18.5769,18.3277,29.9996,18.2369,18.1907,22.255,100,0,-999.9,400,0,101.627,101.715
7,1623761975,1192.5,20210615 05:59:35,05:59:35,B2R2,_SW,_5.10,_1,1623761967,0.00093355,-0.027262526,399.5231667,388.779411,39.4994065,40.59095601,0.051155623,2.953988253,0.050668523,0.031711204,0.001994701,18.52161477,18.40625667,2.124790659,12.6550623,0.274980753,2.172891345,1.849809905,-41.16955718,56.94655118,3.820021256,19.59900995,46,9,1,0,55130.86962,RECT-9919-20210615-05_59_36,15249.4,461.316,2448.02,1986.704,0.811555461,-0.027262526,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.027262526,#DIV/0!,#DIV/0!,-2.4828E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.232201677,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623761967,399.5231667,399.9378333,2.706543333,1.589822,400.6807333,2.743297,500.2268667,101.3985,0.2000039,18.76383667,18.40625667,999.9,0,0,10000.12733,0,5.128857,0.0499975,0,0,0,461.4313333,0.0499975,-25.20233333,-3.112333333,29.53306667,33.7872,32.02893333,33.6788,31.94546667,0,0,0,435.0999999,0,461.316,-15.15384622,6.249230782,-25.3764,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-0.063948584,2.712070561,0.208775676,0,-0.40253601,-1.844390317,0.155039861,0,1.139420767,-2.795063626,0.204971672,0,0,3,0/3,100,100,-1.158,-0.0369,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,842,842,2,424.006,573.249,18.1274,18.1005,29.9999,18.0088,17.9733,22.289,65.3528,0,-999.9,400,2.14163,101.688,101.773
8,1623762054,1271.5,20210615 06:00:54,06:00:54,B2R2,_SW,_5.10,_2,1623762046,0.002006784,-0.286032702,399.3978,392.9282919,39.92101857,40.57831243,0.128477697,2.954585278,0.125452771,0.078673827,0.001994701,18.12327474,16.64296667,1.900996222,13.60161511,0.293339872,2.156654707,1.60765635,-88.49917481,318.7265263,21.16993949,251.3992856,129,26,1,0,55171.46936,RECT-9920-20210615-06_00_55,15254.5,759.0656,3935.89,3176.8244,0.807142578,-0.286032702,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.286032702,#DIV/0!,#DIV/0!,-2.23653E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.238938482,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623762046,399.3978,400.0161,2.887239333,0.487087467,400.5554,2.92542,500.2158333,101.3986667,0.2000713,18.64391667,16.64296667,999.9,0,0,10003.5,0,6.730584,0.0499975,0,0,0,759.1103333,0.0499975,-24.949,-3.095,29.55786667,33.75,31.9916,33.625,31.9643,0,0,0,78,0,759.0656,-13.92307697,-2.152307765,-24.95,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-0.3254635,2.161713013,0.167462793,0,-0.6050557,-1.331461135,0.114943921,0,2.422963,-2.744004894,0.19862224,0,0,3,0/3,100,100,-1.158,-0.0355,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,843.3,843.3,2,326.901,570.954,18.0933,18.0681,29.9999,17.9839,17.9397,22.2607,100,0,-999.9,400,0,101.701,101.781
9,1623762223,1440.5,20210615 06:03:43,06:03:43,B2R2,_SW,_5.13,_1,1623762215,0.001800734,-1.458836412,400.8960968,411.6437837,41.82360453,40.73162397,0.110184116,2.9535135,0.107950425,0.067665933,0.001994701,18.15355768,17.00087742,1.944668898,12.45850086,0.268300222,2.153551421,1.676368676,-79.41237555,257.9569309,17.16938832,195.7159384,71,14,1,0,55143.70194,RECT-9921-20210615-06_03_44,15179.6,783.8244,4415.64,3631.8156,0.822489062,-1.458836412,-,-,0,0,#DIV/0!,0.5,0.0209979,-1.458836412,#DIV/0!,#DIV/0!,-1.26895E-13,#DIV/0!,-,0,0,#DIV/0!,1,0,1.21582164,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1623762215,400.8960968,400.0121613,2.640712581,0.486462677,402.0542258,2.676831613,500.2146452,101.4014839,0.199964226,18.62090645,17.00087742,999.9,0,0,9997.13871,0,6.89061129,0.0499975,0,0,0,783.9580645,0.0499975,-25.04741935,-3.121612903,29.417,33.7256129,31.887,33.554,31.82425806,0,0,0,168.3000002,0,783.8244,-13.60076923,-0.078461676,-24.8732,15,0,--:--:--,1623711455,1623711454,0,0.418,0.114,-1.157,0.373,399,23,0.29,0.16,-1.674087174,12.81628108,0.99030587,0,0.920422901,-12.73622236,0.952429719,0,2.163118,-2.368512747,0.171400099,0,0,3,0/3,100,100,-1.157,-0.0334,-1.166523664,0.000427084,-1.14438E-06,3.35372E-10,0.000241725,-0.018551137,0.001891776,-1.6546E-05,1,1993,1,25,846.1,846.2,2,391.352,570.309,18.0448,18.0219,29.9998,17.9268,17.888,22.2606,100,0,-999.9,400,0,101.714,101.799
