SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,-1.57203 87.0635 378.818 609.045 848.215 1047.12 1256.02 1423.89,-0.0156655 103.425 402.343 600.96 801.864 1001.31 1203.23 1400.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,µmol mol⁻¹ s⁻¹,cm³,mmol m⁻² s⁻¹,mmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹ s⁻¹,cm³,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,V,V,V,V,V,V,°C,V,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1624354338,0,20210622 02:32:17,02:32:17,15,B1R1,_NW,_5.14,_1,1624354330,0.001771659,1.771658854,0.440075164,397.0976333,377.8996716,38.18470366,40.12455314,0.095336974,2.944330322,0.09365463,0.058682823,0.004749601,24.05797,22.70559,2.769865778,28.90794601,0.893057835,3.089316117,1.876807942,-78.13015545,287.5823674,20.37298709,229.8299486,0.921790277,1.768336448,0.440075164,402.8791475,401.6292485,0.133308719,66.1638091,1.771658854,9.018642181,9.841338364,0.202765933,77.57919454,0,0,1,0,53768.94756,RECT-1988-20210622-02_32_10,15143.6,725.0268,3807.16,0.809562298,0.440075164,-,-,0,0,#DIV/0!,0.5,0.020998236,0.440075164,#DIV/0!,1.55973E-13,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.235235388,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1624354330,397.0976333,399.0455,8.838258,6.736006667,397.2570667,8.896138,500.2372667,100.8446,0.1999537,24.51730667,22.70559,999.9,0,0,10000.03967,0,0.275973,0.0499979,0,0,0,725.3373333,0.0499979,-4.917,-0.045333333,33.25,37.3874,35.6746,37.3288,35.87913333,0,0,0,1624354336,0,725.0268,-35.00000009,-4.489999866,-5.1628,15,1624351983,01:53:03,1624351983,1624351968,1,-0.391,-0.095,-0.16,-0.058,385,12,0.47,0.23,0.135395095,1.290639254,0.114295334,0,-2.01543871,3.641630323,0.31733174,0,2.538725655,-32.16001469,2.53133475,0,0,3,0/3,100,100,-0.16,-0.0579,-0.1596,0,0,0,-0.05788,0,0,0,-1,-1,-1,-1,39.2,39.5,1.02539,2.51343,1.4502,2.32544,1.35132,2.27051,30.0932,16.0583,18,496.322,561.349,24.7392,24.4362,29.9984,24.6391,24.6839,20.4892,40.8819,48.0985,-999.9,400,11.16,101.048,101.347
2,1624354479,141,20210622 02:34:38,02:34:38,15,B1R1,_NW,_5.14,_2,1624354471,0.000413372,0.413372414,0.75473421,399.8972581,333.8123492,33.73354474,40.41178249,0.02202271,2.944693764,0.021931617,0.013715414,0.004749601,23.68308089,22.80434194,2.786501953,30.99576817,0.91668444,2.957450303,1.869817513,-18.22972344,156.5210153,11.05167353,149.347715,-0.065465192,0.027382229,0.75473421,403.7319573,403.0800727,-0.048421194,66.16023124,0.413372414,9.247712928,9.457846606,0.044385278,77.51850561,0,0,1,0,53911.5836,RECT-1989-20210622-02_34_32,15147.8,785.0176,4373.76,0.820516535,0.75473421,-,-,0,0,#DIV/0!,0.5,0.020998236,0.75473421,#DIV/0!,-2.68062E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.218744483,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1624354471,399.8972581,399.831871,9.071106774,9.038561613,400.0569677,9.128987097,500.2373548,100.8554839,0.199928935,23.79027419,22.80434194,999.9,0,0,10001.02677,0,2.016429032,0.0499979,0,0,0,786.0974194,0.0499979,-5.036774194,0.022580645,32.97967742,36.875,35.312,36.893,35.5,0,0,0,139.5,0,785.0176,-64.76999997,5.492307915,-4.7712,15,1624351983,01:53:03,1624351983,1624351968,1,-0.391,-0.095,-0.16,-0.058,385,12,0.47,0.23,0.475767439,0.174421035,0.056742238,1,0.141481352,-8.889796031,0.693293685,0,0.040076654,0.006433514,0.111121973,1,2,3,2/3,100,100,-0.16,-0.0579,-0.1596,0,0,0,-0.05788,0,0,0,-1,-1,-1,-1,41.6,41.8,1.02295,2.51831,1.4502,2.32422,1.35132,2.21558,29.922,16.0408,18,496.284,561.411,23.9307,23.7044,29.9987,23.9165,23.9368,20.4551,46.4939,40.9769,-999.9,400,9.33749,101.141,101.484
3,1624354742,404.5999999,20210622 02:39:02,02:39:02,15,B2R1,_NW,_5.5,_1,1624354734,0.00301042,3.010419562,0.680496825,397.7557097,379.0327029,38.29187561,40.18337215,0.162208548,2.941741771,0.157398416,0.0987943,0.004749601,21.87346885,21.0613129,2.505351845,21.83088984,0.602855567,2.761479589,1.902496278,-132.7595027,252.8482993,17.61208055,137.7056267,0.59365013,3.304551589,0.680496825,400.8596105,400.0584848,-0.003102146,66.16109643,3.010419562,2.352363953,5.929853091,0.001927602,77.5083715,0,0,1,0,54030.74669,RECT-1990-20210622-02_38_55,15162.9,729.3730769,3844.81,0.810296718,0.680496825,-,-,0,0,#DIV/0!,0.5,0.020998236,0.680496825,#DIV/0!,-2.02606E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.234115822,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1624354734,397.7557097,400.0445161,5.967374839,2.027054839,397.9154194,6.025254839,500.1876129,100.8251935,0.200061839,22.6556129,21.0613129,999.9,0,0,9987.251935,0,1.269164516,0.0499979,0,0,0,729.5922581,0.0499979,-4.979032258,0.571612903,32.254,36.187,34.62296774,36.157,34.74390323,0,0,0,262.5,0,729.3730769,-2.406837546,10.20170932,-4.684615385,15,1624351983,01:53:03,1624351983,1624351968,1,-0.391,-0.095,-0.16,-0.058,385,12,0.47,0.23,0.523404123,1.839471572,0.15630281,0,-2.288652258,1.570845484,0.129694183,0,3.94031871,-5.80263629,0.433158691,0,0,3,0/3,100,100,-0.159,-0.0579,-0.1596,0,0,0,-0.05788,0,0,0,-1,-1,-1,-1,46,46.2,1.01562,2.50732,1.4502,2.32544,1.35132,2.35718,29.5591,16.0321,18,495.406,552.528,22.5929,22.7792,29.9995,22.9221,22.9489,20.3153,71.4553,22.407,-999.9,400,3.25746,101.23,101.624
4,1624354853,515.5999999,20210622 02:40:53,02:40:53,15,B2R1,_NW,_5.5,_2,1624354845,0.000734944,0.734944161,-0.077362963,400.0017667,390.7759691,39.48107529,40.41318073,0.037201076,2.945991649,0.036942057,0.023111907,0.004749601,21.9973818,21.36073667,2.551803224,21.34394,0.572893103,2.68410192,1.978910121,-32.41103751,131.406992,9.132052952,108.132757,-0.332305306,0.387612895,-0.077362963,402.165151,402.2611636,-0.000501728,66.16114195,0.734944161,5.699002862,6.137216242,0.068788465,77.55368088,4,1,1,0,54242.05122,RECT-1991-20210622-02_40_46,15158.8,866.5912,4406.58,0.803341548,-0.077362963,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.077362963,#DIV/0!,-8.98497E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.244800549,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1624354845,400.0017667,399.7891333,5.670384,5.208055667,400.1613333,5.728264,500.1834667,100.8325,0.2000056,22.18811,21.36073667,999.9,0,0,10010.68933,0,7.509963,0.0499979,0,0,0,867.814,0.0499979,-4.737333333,0.536666667,32.1124,36,34.437,36.00413333,34.562,0,0,0,109.6999998,0,866.5912,-150.9415387,2.287692304,-4.6908,15,1624351983,01:53:03,1624351983,1624351968,1,-0.391,-0.095,-0.16,-0.058,385,12,0.47,0.23,-0.308633164,0.821997467,0.093597124,0,0.235755103,-3.156305879,0.256167376,0,0.487731903,-3.717876726,0.296492113,0,0,3,0/3,100,100,-0.16,-0.0579,-0.1596,0,0,0,-0.05788,0,0,0,-1,-1,-1,-1,47.8,48.1,1.02539,2.51709,1.4502,2.32544,1.35132,2.25098,29.4314,16.0146,18,487.181,554.674,22.1842,22.5224,29.9993,22.6424,22.6623,20.4904,51.2024,16.3059,-999.9,400,6.29679,101.261,101.397
5,1624354962,624.5999999,20210622 02:42:42,02:42:42,15,B2R1,_NW,_5.10,_1,1624354954,0.000553904,0.553903743,-0.030141816,399.3317742,389.3084118,39.32968497,40.34229007,0.030200498,2.937163314,0.03002904,0.018783473,0.004749601,21.71134815,20.81208387,2.467253887,24.04302639,0.632383541,2.630216058,1.834870346,-24.42715506,165.2267965,11.46529904,152.2696901,-0.373143051,1.098732519,-0.030141816,401.642525,401.3755455,0.055783067,66.16043196,0.553903743,5.247530301,5.99369697,-0.013449129,77.54420643,0,0,1,0,54042.0473,RECT-1992-20210622-02_42_35,15132.2,723.3188462,3803.87,0.809846591,-0.030141816,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.030141816,#DIV/0!,8.96283E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.234801764,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1624354954,399.3317742,399.4104839,6.259705161,4.949965806,399.4913871,6.317585161,500.1856774,100.8245484,0.19994471,21.85552258,20.81208387,999.9,0,0,9961.329677,0,2.168213548,0.0499979,0,0,0,723.6922581,0.0499979,-5.520967742,0.365483871,31.937,35.87093548,34.276,35.83435484,34.375,0,0,0,107.6999998,0,723.3188462,-44.61435904,-2.840341847,-5.378461538,15,1624351983,01:53:03,1624351983,1624351968,1,-0.391,-0.095,-0.16,-0.058,385,12,0.47,0.23,0.497788762,-2.679015663,0.471642575,0,-0.078744223,-6.425277324,0.495993084,0,1.309740323,-7.590442887,0.570078104,0,0,3,0/3,100,100,-0.16,-0.0579,-0.1596,0,0,0,-0.05788,0,0,0,-1,-1,-1,-1,49.6,49.9,1.02295,2.51343,1.4502,2.32544,1.35132,2.2583,29.3039,16.0058,18,491.471,555.104,21.787,22.2615,29.9991,22.3637,22.375,20.4497,52.9422,12.38,-999.9,400,5.85367,101.304,101.519
6,1624355065,727.5999999,20210622 02:44:25,02:44:25,15,B2R1,_NW,_5.10,_2,1624355057,0.000753284,0.753283716,-0.188375692,400.2539677,395.8113862,39.98879874,40.43763246,0.040402696,2.94567697,0.040097341,0.02508808,0.004749601,21.41216226,20.78628065,2.463338662,22.93100948,0.594071141,2.590689005,1.869267521,-33.21981185,130.4545921,9.013658141,106.253188,-0.852873419,1.164128201,-0.188375692,401.8928897,402.1339091,-0.00258256,66.16,0.753283716,5.012292233,5.809339879,0.015873864,77.52886668,26,5,1,0,54339.52913,RECT-1993-20210622-02_44_18,15165.7,739.8188,3881.47,0.809397264,-0.188375692,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.188375692,#DIV/0!,1.7966E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.23548725,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1624355057,400.2539677,399.789871,5.880149677,4.492053226,400.4134839,5.938029355,500.2316452,100.8299677,0.199967548,21.60774516,20.78628065,999.9,0,0,10009.15032,0,0.275973,0.0499979,0,0,0,740.3983871,0.0499979,-6.138709677,0.493548387,31.776,35.75,34.127,35.687,34.23780645,0,0,0,102.3,0,739.8188,-36.25384624,6.948461441,-5.966,15,1624351983,01:53:03,1624351983,1624351968,1,-0.391,-0.095,-0.16,-0.058,385,12,0.47,0.23,-0.180516073,0.778408374,0.071545858,0,0.464045152,-6.631085419,0.516205888,0,1.388097548,-9.408756726,0.726030333,0,0,3,0/3,100,100,-0.16,-0.0579,-0.1596,0,0,0,-0.05788,0,0,0,-1,-1,-1,-1,51.4,51.6,1.02295,2.50977,1.4502,2.32666,1.35132,2.31689,29.219,15.997,18,462.584,555.735,21.4816,22.0176,29.9992,22.1093,22.1229,20.438,52.9696,9.04659,-999.9,400,5.63571,101.347,101.592
7,1624355189,851.0999999,20210622 02:46:28,02:46:28,15,B2R2,_NW,_5.4,_1,1624355181,0.000796167,0.796167363,-0.427551116,401.5513548,404.821133,40.89087516,40.56059573,0.052579538,2.943498064,0.052063277,0.032585509,0.004749601,20.97743187,19.44633871,2.267356032,29.5412026,0.745723101,2.524349162,1.521632932,-35.11098071,275.8050375,18.89982628,259.5986327,-1.810774449,1.41103195,-0.427551116,402.2465612,403.2636606,-0.091996537,66.16,0.796167363,5.688326367,6.936403394,-0.046933665,77.52094329,11,2,1,0,54352.67852,RECT-1994-20210622-02_46_22,15181.6,734.9424,3843.05,0.808760646,-0.427551116,-,-,0,0,#DIV/0!,0.5,0.020998236,-0.427551116,#DIV/0!,-2.46622E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.236459767,#DIV/0!,#DIV/0!,0.0499979,0.020998236,0.41998236,0.09499601,6,0.5,0: Broadleaf,2,TRUE,1624355181,401.5513548,400.0589032,7.382685484,5.702573226,401.7110968,7.440565484,500.186129,100.8097419,0.199992548,21.18435161,19.44633871,999.9,0,0,9998.764839,0,1.960744516,0.0499979,0,0,0,735.4141935,0.0499979,-5.217096774,0.670967742,31.518,35.48780645,33.875,35.44309677,33.93903226,0,0,0,122.1000001,0,734.9424,-33.99846143,-2.715384575,-5.2288,15,1624351983,01:53:03,1624351983,1624351968,1,-0.391,-0.095,-0.16,-0.058,385,12,0.47,0.23,-0.477570422,1.719472178,0.229979441,0,1.582383226,-10.79256353,0.817816015,0,1.715028065,-4.442859194,0.331781175,0,0,3,0/3,100,100,-0.159,-0.0579,-0.1596,0,0,0,-0.05788,0,0,0,-1,-1,-1,-1,53.4,53.7,1.02417,2.51465,1.4502,2.32788,1.35132,2.23877,29.0706,15.9795,18,479.235,555.559,21.0723,21.7624,29.9996,21.8358,21.8387,20.4749,49.5565,5.8126,-999.9,400,5.98364,101.384,101.553
