date,day,year,block_id,vine,round,stem_wp_bar,leaf_wp_bar,leaf_temp,Leak,wrong_vine,pixel_number,treatment
7/7/21,188,2021,B1R1_NE,5.12,1,NA,8.3,NA,no,no,4,1
7/7/21,188,2021,B1R1_NE,5.3,1,NA,6.4,NA,no,no,13,1
7/7/21,188,2021,B1R1_SW,5.8,1,NA,7.1,NA,no,no,6,1
7/7/21,188,2021,B1R3_NW,5.6,1,NA,7.3,NA,no,no,44,1
7/7/21,188,2021,B1R3_NW,5.11,1,NA,7.3,NA,no,no,53,1
7/7/21,188,2021,B1R3_SW,5.4,1,NA,6.7,NA,no,no,46,1
7/7/21,188,2021,B1R4_NE,5.1,1,NA,6.9,NA,no,no,58,1
7/7/21,188,2021,B1R4_NE,5.14,1,NA,7.8,NA,no,no,67,1
7/7/21,188,2021,B1R4_SW,5.7,1,NA,7.2,NA,no,no,60,1
7/7/21,188,2021,B2R1_NE,5.7,1,NA,6,NA,no,no,23,2
7/7/21,188,2021,B2R1_SE,5.11,1,NA,6.8,NA,no,no,16,2
7/7/21,188,2021,B2R1_SE,5.7,1,NA,7.1,NA,no,no,25,2
7/7/21,188,2021,B2R2_NE,5.4,1,NA,7.8,NA,no,no,24,2
7/7/21,188,2021,B2R2_NE,5.12,1,NA,6.4,NA,no,no,33,2
7/7/21,188,2021,B2R2_SE,5.3,1,NA,8,NA,no,no,35,2
7/7/21,188,2021,B2R3_NE,5.9,1,NA,5.2,NA,no,no,48,2
7/7/21,188,2021,B2R3_SW,5.3,1,NA,6.3,NA,no,no,49,2
7/7/21,188,2021,B2R3_SW,5.14,1,NA,6.4,NA,no,no,50,2
7/7/21,188,2021,B3R1_NE,5.5,1,NA,6.1,NA,no,no,27,3
7/7/21,188,2021,B3R1_NE,5.8,1,NA,6.7,NA,no,no,20,3
7/7/21,188,2021,B3R1_SE,5.8,1,NA,6.2,NA,no,no,29,3
7/7/21,188,2021,B3R2_NW,5.13,1,NA,6.3,NA,no,no,34,3
7/7/21,188,2021,B3R2_SW,5.9,1,NA,7,NA,no,no,36,3
7/7/21,188,2021,B3R2_SW,5.12,1,NA,6,NA,no,no,45,3
7/7/21,188,2021,B3R3_NW,5.5,1,NA,6.2,NA,no,no,54,3
7/7/21,188,2021,B3R3_SW,5.7,1,NA,6,NA,no,no,56,3
7/7/21,188,2021,B3R3_SW,5.1,1,NA,5.8,NA,no,no,65,3
