SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,11.2769 83.383 406.98 669.277 930.697 1115.16 1322.94 1495.46,0.221152 102.273 401.133 600.935 801.171 1001.73 1200.69 1401.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,USER,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1623960205,0,20210617 13:03:25,13:03:25,NR,B1R1,_SE,_5.3,_1,1623960197,0.00810681,4.112737149,391.2551935,290.6297343,29.23743987,39.36039175,0.111311942,2.936655694,0.109020007,0.068339495,313.8985942,46.54308501,45.24946452,9.763232838,26.00037531,2.747678278,10.56784083,7.015554559,-357.5103382,244.8541233,21.63879671,222.881176,14,3,1,0,49805.07311,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-181-20210617-13_03_27,15236.7,780.5645,888.76,0.121737589,0.5,1601.650673,4.112737149,97.49054604,0.178810928,0.002821654,3.080786714,DARK-182-20210617-13_03_29,729.84,158.92,0.680817392,0.945143252,0.636326066,0.941531975,0.636574896,0.363425104,1899.959032,1601.650673,0.842992215,0.19598443,6,0.5,0: Broadleaf,2,1623960197,391.2551935,399.9936774,27.31282258,17.8536,392.8579032,27.2830871,500.1715806,100.4004839,0.199821,46.79603226,45.24946452,999.9,0,0,10000.51323,0,1939.736452,1899.959032,0.899996452,0.1000038,0,780.7934194,4.99975,15228.23871,16542.55806,58.54,58.75,58.73170968,58.145,60.07012903,1705.456774,189.5029032,0,1623960207,0,780.5645,-40.69111114,-838.8000005,15223.75,15,1623956069,11:54:29,1623956069,1623956069,2,-0.016,-0.001,-1.606,-0.076,400,47,0.24,0.27,4.129792913,-1.209732853,0.102048073,0,-8.745622,1.436141846,0.120419649,0,9.459784,-0.182657887,0.013637676,1,1,3,1/3,100,100,-1.603,0.0281,-1.614337688,0.000427084,-1.14438E-06,3.35372E-10,-0.07588,0,0,0,1,1993,1,25,68.9,68.9,2,518.575,395.385,45.6929,44.9817,29.9985,44.7812,44.6988,22.6373,60.3391,0,-999.9,400,17.9054,97.4211,96.986
2,1623960343,137.5,20210617 13:05:42,13:05:42,NR,B1R1,_SE,_5.3,_2,1623960335,0.003769618,6.429824195,390.469,293.2364663,29.49622271,39.27669956,0.129674705,2.936019885,0.126574899,0.079381645,313.9050168,47.43842555,46.08910645,10.19322499,71.37089624,7.460403416,10.45300509,2.732821571,-166.2401679,77.96488197,6.911823326,232.5415541,25,5,1,0,49820.93827,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-183-20210617-13_05_45,15259.2,829.37532,986.3,0.15910441,0.5,1601.685756,6.429824195,127.4176339,0.105393896,0.004268247,2.677217885,DARK-184-20210617-13_05_47,882.35,103.95,1.509616931,0.96212411,0.586477474,0.907991308,1.606040676,-0.606040676,1900.000968,1601.685756,0.842992074,0.195984147,6,0.5,0: Broadleaf,2,1623960335,390.469,399.947871,74.16754194,69.98092258,392.0716774,72.41015484,500.1699032,100.3885484,0.199973516,46.58166129,46.08910645,999.9,0,0,9998.082258,0,1644.830194,1900.000968,0.900001806,0.099998077,0,829.8989677,4.99975,16202.26129,16542.97419,58.11483871,58.437,58.29,57.937,59.649,1705.502903,189.4980645,0,136.3,0,829.37532,-43.94153853,-962.3846169,16190.508,15,1623956069,11:54:29,1623956069,1623956069,2,-0.016,-0.001,-1.606,-0.076,400,47,0.24,0.27,6.482334137,-6.163098218,0.460485843,0,-9.454316333,5.696202447,0.412708786,0,4.204596333,3.630777397,0.263455516,0,0,3,0/3,100,100,-1.603,1.7549,-1.614337688,0.000427084,-1.14438E-06,3.35372E-10,-0.07588,0,0,0,1,1993,1,25,71.2,71.2,2,504.173,453.994,45.376,44.555,29.9991,44.3749,44.2835,23.5526,0,100,-999.9,400,102.417,97.4584,97.0016
3,1623960455,249.5,20210617 13:07:34,13:07:34,NR,B1R1,_SE,_5.3,_3,1623960447,0.005431302,6.283945451,389.901,319.7106576,32.16098809,39.22171851,0.19300954,2.936222126,0.186228008,0.116981948,313.9042296,46.90170064,46.11381613,10.20612303,72.457211,7.530967619,10.39367582,2.675155414,-239.5204066,56.40041618,4.997682994,135.7819221,26,5,1,0,49843.95066,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-185-20210617-13_07_37,15248.9,810.31424,969.38,0.164090202,0.5,1601.681439,6.283945451,131.4101155,0.23163259,0.00417718,2.741401721,DARK-186-20210617-13_07_39,744.84,224.54,0.708407233,0.922088827,0.634609151,0.913809517,0.651167186,0.348832814,1899.995806,1601.681439,0.842992092,0.195984184,6,0.5,0: Broadleaf,2,1623960447,389.901,399.98,74.86494516,68.83707742,391.5033226,73.11169355,500.1457742,100.3940323,0.200012161,46.47010968,46.11381613,999.9,0,0,9998.687419,0,1464.846,1899.995806,0.900001226,0.099998729,0,810.4339032,4.99975,15891.43871,16542.9,57.875,58.375,58.06606452,57.812,59.437,1705.497097,189.4987097,0,111.1000001,0,810.31424,-14.91346153,-360.4,15887.86,15,1623956069,11:54:29,1623956069,1623956069,2,-0.016,-0.001,-1.606,-0.076,400,47,0.24,0.27,6.303972773,-2.634345261,0.196920485,0,-10.06984833,2.282470211,0.165789532,0,6.036655667,1.999657842,0.144363468,0,0,3,0/3,100,100,-1.602,1.7509,-1.614337688,0.000427084,-1.14438E-06,3.35372E-10,-0.07588,0,0,0,1,1993,1,25,73.1,73.1,2,503.545,452.915,45.1945,44.3297,29.9992,44.1099,44.016,23.5394,0,100,-999.9,400,73.9728,97.4976,97.0471
4,1623960602,396.4000001,20210617 13:10:01,13:10:01,NR,B1R1,_SE,_5.10,_1,1623960594,0.004768642,3.457703796,393.6197742,342.141994,34.41726697,39.59559799,0.166352067,2.93661379,0.161288638,0.101247489,313.9137465,47.15471654,46.07297097,10.18481013,71.58116287,7.47168839,10.43806511,2.713121741,-210.2971087,76.0961494,6.743390539,186.4561778,16,3,1,0,49841.57276,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-187-20210617-13_10_04,15339,657.91656,759,0.133179763,0.5,1601.726449,3.457703796,106.6587743,0.206916996,0.002412566,3.778445323,DARK-188-20210617-13_10_06,601.95,157.05,0.643638586,0.948080757,2.510046645,0.986151997,0.588886602,0.411113398,1900.04871,1601.726449,0.842992309,0.195984618,6,0.5,0: Broadleaf,2,1623960594,393.6197742,400.0193871,74.27604194,68.98041935,395.2233226,72.51905484,500.1617097,100.3935161,0.200002258,46.55362258,46.07297097,999.9,0,0,10000.96871,0,1928.641935,1900.04871,0.899994129,0.100005768,0,658.4290968,4.99975,12791.63871,16543.32258,57.687,58.48780645,57.937,57.82825806,59.312,1705.530968,189.5177419,0,145.8,0,657.91656,-55.01615393,-1077.023079,12781.332,15,1623956069,11:54:29,1623956069,1623956069,2,-0.016,-0.001,-1.606,-0.076,400,47,0.24,0.27,3.478744183,-1.458226188,0.114807963,0,-6.401162,1.042403026,0.0881957,0,5.289736667,1.33646683,0.097318562,0,0,3,0/3,100,100,-1.604,1.7566,-1.614337688,0.000427084,-1.14438E-06,3.35372E-10,-0.07588,0,0,0,1,1993,1,25,75.5,75.5,2,515.638,453.278,45.1479,44.1129,29.9997,43.8497,43.7599,23.5504,0,100,-999.9,400,74.6567,97.5283,97.0713
5,1623960759,553.9000001,20210617 13:12:39,13:12:39,NR,B1R1,_SE,_5.10,_2,1623960751,0.006744297,8.650723198,386.4927333,317.6813634,31.9558044,38.87759124,0.267430397,2.936091264,0.254597355,0.160225016,313.9042204,46.33306565,45.62761667,9.954908865,73.23376838,7.521733503,10.2708541,2.433175362,-297.423497,96.52610639,8.524781346,121.5316111,12,2,1,0,49876.64999,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-189-20210617-13_12_41,15261.2,678.94072,857.78,0.208490848,0.5,1601.681581,8.650723198,166.9679759,0.308692205,0.005654863,3.228170393,DARK-190-20210617-13_12_43,592.99,264.79,0.675400431,0.91272146,1.286136651,0.952184936,0.589897895,0.410102105,1899.996,1601.681581,0.84299208,0.195984161,6,0.5,0: Broadleaf,2,1623960751,386.4927333,399.9969667,74.77560333,67.29015667,388.0942,73.02168,500.1696,100.3907333,0.200009733,46.23742,45.62761667,999.9,0,0,9998.271,0,1678.892333,1899.996,0.9000004,0.099999527,0,679.0364333,4.99975,13205.86667,16542.90333,57.625,58.625,57.87913333,57.8267,59.2038,1705.498,189.498,0,156.5999999,0,678.94072,-11.08730772,-206.0769233,13204.196,15,1623956069,11:54:29,1623956069,1623956069,2,-0.016,-0.001,-1.606,-0.076,400,47,0.24,0.27,8.662574136,-0.974079556,0.076163089,0,-13.50419333,0.763029143,0.065496386,1,7.485443333,1.097098999,0.087378354,0,1,3,1/3,100,100,-1.601,1.7539,-1.614337688,0.000427084,-1.14438E-06,3.35372E-10,-0.07588,0,0,0,1,1993,1,25,78.2,78.2,2,520.765,451.053,45.0099,44.0235,29.9996,43.6978,43.5942,23.5345,0,100,-999.9,400,74.2596,97.5316,97.0973
6,1623960867,661.9000001,20210617 13:14:27,13:14:27,NR,B1R1,_SE,_5.10,_3,1623960859,0.004500159,10.25695725,385.6447667,268.9921674,27.05766222,38.79163448,0.165183528,2.936335362,0.160189377,0.100554488,313.9012611,46.66335291,45.51181667,9.895870291,72.08421423,7.311753163,10.14334864,2.584117128,-198.4570058,76.22059896,6.719534605,198.3843889,4,1,1,0,49921.43945,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-191-20210617-13_14_29,15295,763.27096,1004.82,0.240390358,0.5,1601.664401,10.25695725,192.5123397,0.339553353,0.006657777,2.609442487,DARK-192-20210617-13_14_31,663.63,341.19,0.707960491,0.884857975,0.84430683,0.901622914,0.615540018,0.384459982,1899.975333,1601.664401,0.842992208,0.195984415,6,0.5,0: Broadleaf,2,1623960859,385.6447667,400.0313,72.68936667,67.68323333,387.2459,70.92846667,500.1519,100.3890333,0.2000005,45.9933,45.51181667,999.9,0,0,9999.83,0,1933.958,1899.975333,0.899997433,0.10000275,0,763.5885667,4.99975,14773.48,16542.73,57.54133333,58.55786667,57.812,57.7332,59.125,1705.471333,189.504,0,107.1000001,0,763.27096,-61.02553846,-1157.592308,14767.632,15,1623956069,11:54:29,1623956069,1623956069,2,-0.016,-0.001,-1.606,-0.076,400,47,0.24,0.27,10.28229773,-2.378052347,0.179662848,0,-14.38646333,0.693936374,0.061160971,1,5.006132333,5.296072525,0.382979094,0,1,3,1/3,100,100,-1.601,1.7608,-1.614337688,0.000427084,-1.14438E-06,3.35372E-10,-0.07588,0,0,0,1,1993,1,25,80,80,2,532.238,452.089,44.8259,43.9352,29.9999,43.6059,43.4938,23.5417,0,100,-999.9,400,74.442,97.5387,97.0935
7,1623961043,837.4000001,20210617 13:17:22,13:17:22,NR,B2R1,_SW,_5.3,_1,1623961035,0.004887961,8.542386082,387.4709333,300.7961508,30.25189698,38.96901849,0.194680913,2.936051217,0.187783294,0.117963922,313.9069893,46.36814652,45.00799333,9.642512921,72.14171536,7.24440626,10.04191018,2.398106661,-215.5590681,124.9201447,10.97767835,234.2457442,26,5,1,0,49944.06816,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-193-20210617-13_17_25,15290.3,716.3394231,896.35,0.200826214,0.5,1601.691863,8.542386082,160.8308564,0.31215485,0.005587188,3.046231941,DARK-194-20210617-13_17_27,616.55,279.8,0.643354456,0.907052144,1.013450162,0.938922034,0.55373218,0.44626782,1900.007667,1601.691863,0.842992316,0.195984631,6,0.5,0: Broadleaf,2,1623961035,387.4709333,399.9905667,72.0315,66.59017333,389.0725333,70.27128667,500.1582,100.3727667,0.199986367,45.79718667,45.00799333,999.9,0,0,9999.832667,0,916.0605333,1900.007667,0.899993167,0.100006807,0,716.7161,4.99975,13885.60667,16542.97667,57.3288,58.062,57.61233333,57.50826667,58.87913333,1705.493,189.514,0,174.7,0,716.3394231,-83.85029058,-1550.676923,13878.41154,15,1623956069,11:54:29,1623956069,1623956069,2,-0.016,-0.001,-1.606,-0.076,400,47,0.24,0.27,8.574141859,-1.651712822,0.120935479,0,-12.52800667,0.759291657,0.05866956,1,5.415827,2.90105406,0.210800494,0,1,3,1/3,100,100,-1.602,1.7609,-1.614337688,0.000427084,-1.14438E-06,3.35372E-10,-0.07588,0,0,0,1,1993,1,25,82.9,82.9,2,502.535,450.98,44.5409,43.8054,29.9998,43.4693,43.3527,23.5495,0,100,-999.9,400,72.6954,97.5642,97.1198
8,1623961194,988.4000001,20210617 13:19:53,13:19:53,NR,B2R1,_SW,_5.3,_2,1623961186,0.006278316,11.23564502,383.6525667,292.0148221,29.36755583,38.58344617,0.242337006,2.935984331,0.231747656,0.145755134,313.9075912,45.99591755,45.29957,9.788445306,72.7095044,7.295330449,10.0335307,2.493114857,-276.8737426,76.18879949,6.704119725,119.9267679,13,3,1,0,49944.71182,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-195-20210617-13_19_56,15208.7,811.46672,1070.47,0.241952862,0.5,1601.697721,11.23564502,193.7676737,0.32725812,0.00726867,2.388081871,DARK-196-20210617-13_19_58,720.15,350.32,0.739333409,0.879478032,0.736345446,0.879048127,0.656134062,0.343865938,1900.015,1601.697721,0.842992145,0.19598429,6,0.5,0: Broadleaf,2,1623961186,383.6525667,400.0209,72.54075333,65.55537333,385.2531,70.77984,500.1488,100.3687333,0.199983067,45.78091,45.29957,999.9,0,0,9999.853667,0,1933.271667,1900.015,0.899999233,0.100000913,0,812.1776333,4.99975,15850.44,16543.05667,57.3456,58.3162,57.6082,57.62913333,58.875,1705.511,189.504,0,150.3,0,811.46672,-62.1986924,-1156.300002,15836.628,15,1623956069,11:54:29,1623956069,1623956069,2,-0.016,-0.001,-1.606,-0.076,400,47,0.24,0.27,11.27084413,-1.920129623,0.140780839,0,-16.37796333,0.991605784,0.078738845,1,6.958427667,3.22930198,0.233135093,0,1,3,1/3,100,100,-1.6,1.7611,-1.614337688,0.000427084,-1.14438E-06,3.35372E-10,-0.07588,0,0,0,1,1993,1,25,85.4,85.4,2,519.744,449.915,44.5964,43.82,30.0004,43.4422,43.33,23.5388,0,100,-999.9,400,71.9803,97.5611,97.1255
9,1623961286,1080.4,20210617 13:21:25,13:21:25,NR,B2R1,_SW,_5.3,_3,1623961278,0.004272695,5.031718136,391.9614194,319.9022614,32.16904607,39.41524171,0.148998241,2.935259012,0.14492038,0.090932321,313.9047791,46.70080723,45.25076774,9.763887893,69.54822485,7.046918887,10.13242092,2.716969006,-188.4258697,114.172219,10.05565036,249.7067789,0,0,1,0,49894.7836,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-197-20210617-13_21_28,15212.1,849.7327308,1013.05,0.161213434,0.5,1601.681488,5.031718136,129.1062863,0.241113469,0.00339536,2.580119441,DARK-198-20210617-13_21_30,768.79,244.26,0.668620606,0.914536135,0.554894046,0.898792899,0.604930018,0.395069982,1899.995484,1601.681488,0.84299226,0.195984521,6,0.5,0: Broadleaf,2,1623961278,391.9614194,400.0065806,70.07746774,65.31106452,393.5644839,68.32748387,500.1602581,100.359,0.199983,45.97225484,45.25076774,999.9,0,0,9996.693871,0,201.9847097,1899.995484,0.899993968,0.100006026,0,849.9289677,4.99975,16599.59355,16542.85484,57.5,58.57216129,57.69919355,57.875,59.01,1705.486129,189.5093548,0,90.79999995,0,849.7327308,-50.91784615,-954.940171,16595.73846,15,1623956069,11:54:29,1623956069,1623956069,2,-0.016,-0.001,-1.606,-0.076,400,47,0.24,0.27,5.069685163,-2.251333132,0.17292155,0,-8.051686333,1.294934016,0.107170659,0,4.753104667,3.427612725,0.247417007,0,0,3,0/3,100,100,-1.603,1.753,-1.614337688,0.000427084,-1.14438E-06,3.35372E-10,-0.07588,0,0,0,1,1993,1,25,86.9,86.9,2,539.017,449.722,44.6402,43.8859,30.0005,43.4814,43.3724,23.5374,0,100,-999.9,400,72.3922,97.5465,97.1099
