SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,1.42412 87.4149 385.241 614.525 853.356 1043.2 1242.43 1409.36,0.288581 101.467 402.352 601.245 803.987 1000.99 1203.01 1401.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,µmol mol⁻¹ s⁻¹,cm³,mmol m⁻² s⁻¹,mmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹ s⁻¹,cm³,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,V,V,V,V,V,V,°C,V,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1627503627,0,20210728 13:20:27,13:20:27,15,B1R1,_NE,_5.3,_1,1627503619,0.003464026,3.46402627,11.62015036,384.5102903,238.5878009,24.13822515,38.90138525,0.142440007,2.947736935,0.138723735,0.087028151,352.7707722,40.74565955,39.7803129,7.327085122,68.33037758,4.954104956,7.2502233,2.372980166,-152.7635585,-31.29872131,-2.594520426,166.113972,11.585486,3.396059685,11.62015036,418.9263935,404.3240606,0.000941348,66.16571952,3.46402627,45.11008211,49.02097818,0.006768976,77.56773172,0,0,1,0,51275.12201,RECT-527-20200527-06_29_39,15274.3,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2806-20210728-13_20_01,15217.7,818.7423077,1052.1,0.221801818,0.5,1517.389472,11.62015036,168.2798714,0.007925926,2.447238856,484.0027606,DARK-2807-20210728-13_20_08,669.95,669.95,0.363225929,0.61064423,0.87075948,0.699992847,0.885364941,0.499670162,0.500329838,1800.005484,1517.389472,0.842991583,0.195983165,6,0.5,0: Broadleaf,2,TRUE,1627503619,384.5102903,399.9743871,48.96751935,45.09317419,386.8209355,48.90893548,500.176871,100.9713226,0.199923613,39.58336452,39.7803129,999.9,0,0,10006.84613,0,321.804,1800.005484,0.900003323,0.099996645,0,818.8992903,4.99979,15093.05484,15318.25806,50.375,51.625,50.812,50.881,51.98983871,1615.51,179.4954839,0,1627503633,0,818.7423077,-12.44745299,-169.1692311,15093.55385,15,1627503373,13:16:12,1627503373,1627503364,1,-1.755,0.063,-2.311,0.059,400,45,0.66,0.37,11.54630132,0.176296375,0.051002237,1,-15.45858387,-0.369764516,0.070462441,1,3.872641613,0.258303871,0.019450906,1,3,3,3-Mar,100,100,-2.31,0.0586,-2.310666667,0,0,0,0.058575,0,0,0,-1,-1,-1,-1,4.2,4.4,1.0791,2.61475,1.4502,2.31201,1.35132,2.42188,42.0593,15.3404,18,511.171,544.56,38.2402,38.1884,29.9998,38.01,37.9659,21.5824,0,100,-999.9,400,77.5946,98.6211,98.514
2,1627504065,437.5,20210728 13:27:44,13:27:44,15,B1R1,_SE,_5.3,_2,1627504057,0.006382314,6.382314076,17.49722504,377.2285,281.5298145,28.48271644,38.16466976,0.345901117,2.94737521,0.324827527,0.204803506,352.7664646,40.21419491,39.27957,7.133034044,71.80907075,5.267009764,7.334741571,1.86602428,-281.4600507,82.66926737,6.844405805,160.820087,16.39042382,6.461283144,17.49722504,418.0263136,397.1556121,-0.214909648,66.1667694,6.382314076,44.7162362,52.03032424,-0.009229481,77.57379431,0,0,1,0,51229.53629,RECT-527-20200527-06_29_39,15274.3,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2808-20210728-13_27_18,15236.6,856.9474231,2044.54,0.580860525,0.5,1517.370071,17.49722504,440.6901876,0.011799226,0.773914915,623.1572074,DARK-2809-20210728-13_27_25,1.41,1.41,0.999310358,0.581261387,0.43644478,0.895747655,0.544098801,0.000956393,0.999043607,1799.982333,1517.370071,0.842991646,0.195983293,6,0.5,0: Broadleaf,2,TRUE,1627504057,377.2285,399.8164,52.06035333,44.71224333,379.5392,52.00177667,500.1209667,100.9712,0.200025833,39.79983333,39.27957,999.9,0,0,10004.80167,0,713.4103667,1799.982333,0.900001,0.0999989,0,857.0091,4.99979,15824.81333,15318.06,50.9122,52.2206,51.25,51.625,52.5,1615.485333,179.497,0,436.6000001,0,856.9474231,-15.26861538,-685.8632474,15821.39615,15,1627503373,13:16:12,1627503373,1627503364,1,-1.755,0.063,-2.311,0.059,400,45,0.66,0.37,16.67179874,5.075154345,0.470853993,0,-22.58967097,1.282770968,0.154961738,0,7.348553871,-0.20970871,0.019331321,1,1,3,3-Jan,100,100,-2.311,0.0585,-2.310666667,0,0,0,0.058575,0,0,0,-1,-1,-1,-1,11.5,11.7,1.0791,2.60376,1.4502,2.30835,1.35132,2.40967,42.3506,15.2703,18,508.925,541.271,38.5156,38.3179,30.0004,38.0897,38.0455,21.573,0,100,-999.9,400,48.7256,98.5637,98.493
3,1627504184,556.5,20210728 13:29:43,13:29:43,15,B1R1,_SE,_5.3,_3,1627504176,0.00558055,5.580549699,13.60043721,381.5245161,285.4053604,28.87442819,38.59879236,0.268481422,2.948256941,0.255600542,0.160856124,352.7564658,40.58593359,39.47687097,7.208954646,69.38654659,5.134855119,7.400361268,2.074099527,-246.1022417,77.81094211,6.451498949,190.9166651,13.46441512,5.074495896,13.60043721,418.8397324,401.7869879,-0.005830266,66.17211427,5.580549699,44.96778252,51.08835455,0.038471015,77.62204589,0,0,1,0,51226.84698,RECT-527-20200527-06_29_39,15274.3,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2810-20210728-13_29_17,15247.1,1579.392,1722.31,0.082980416,0.5,1517.327284,13.60043721,62.95422451,0.009231366,1.105799769,589.539392,DARK-2811-20210728-13_29_24,1.76,1.76,0.998978117,0.083065299,0.525375992,0.14240796,0.654902666,9.26E-05,0.999907436,1799.931613,1517.327284,0.84299163,0.19598326,6,0.5,0: Broadleaf,2,TRUE,1627504176,381.5245161,399.9980645,50.75477742,44.97663871,383.8352903,50.6962129,500.1895484,100.9699032,0.199984226,39.9664129,39.47687097,999.9,0,0,10009.94387,0,697.9110323,1799.931613,0.900001194,0.099998677,0,1592.486452,4.99979,29522.02258,15317.62903,51.12093548,52.375,51.4756129,51.792,52.687,1615.440645,179.4909677,0,118,0,1579.392,-1164.573848,-21201.46157,29284.16,15,1627503373,13:16:12,1627503373,1627503364,1,-1.755,0.063,-2.311,0.059,400,45,0.66,0.37,13.53844973,0.854320243,0.079831692,0,-18.47350968,-2.601953226,0.198246842,0,5.778147097,3.217999355,0.241675171,0,0,3,0/3,100,100,-2.311,0.0585,-2.310666667,0,0,0,0.058575,0,0,0,-1,-1,-1,-1,13.5,13.7,1.0791,2.6062,1.4502,2.30835,1.35132,2.38159,42.5103,15.244,18,522.4,541.015,38.6407,38.4257,30.0007,38.1856,38.1337,21.5758,0,100,-999.9,400,52.0236,98.5499,98.5021
4,1627504303,676,20210728 13:31:43,13:31:43,15,B1R1,_SE,_5.10,_1,1627504295,0.006176183,6.17618301,17.87030786,375.5572,269.1269837,27.22575385,37.99257786,0.31364218,2.945879563,0.296201342,0.186611963,352.7695179,40.65656521,39.50318,7.219131001,69.96492611,5.239636994,7.488948086,1.979494006,-272.3696707,108.9646781,9.052640068,198.4171654,18.17385115,5.854803506,17.87030786,418.7463326,396.1134121,0.035679427,66.17376118,6.17618301,45.12502791,52.00881394,0.023219409,77.62893248,0,0,1,0,51123.97392,RECT-527-20200527-06_29_39,15274.3,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2812-20210728-13_31_16,15214,953.8422,3.14,-302.7714013,0.5,1517.383021,17.87030786,-229710.0917,0.012044997,1154.044586,3.129038792,DARK-2813-20210728-13_31_24,4.3,4.3,-0.369426752,819.5708621,1.000320217,1.328559991,1.246066374,3.694693637,-2.694693637,1799.997667,1517.383021,0.84299166,0.19598332,6,0.5,0: Broadleaf,2,TRUE,1627504295,375.5572,399.9956667,51.79389,45.13439667,377.8679,51.73531,500.1786333,100.9632667,0.199959233,40.18927667,39.50318,999.9,0,0,9997.086667,0,524.2385333,1799.997667,0.900000033,0.099999873,0,958.2678667,4.99979,17848.38333,15318.19,51.26446667,52.6103,51.65806667,51.9601,52.93286667,1615.498333,179.4993333,0,119,0,953.8422,-330.2421533,-7066.792296,17758.548,15,1627503373,13:16:12,1627503373,1627503364,1,-1.755,0.063,-2.311,0.059,400,45,0.66,0.37,18.20657606,0.402391598,0.114605739,1,-24.43316774,-0.240837097,0.045308551,1,6.628261613,2.328686613,0.17536743,0,2,3,3-Feb,100,100,-2.31,0.0586,-2.310666667,0,0,0,0.058575,0,0,0,-1,-1,-1,-1,15.5,15.7,1.0791,2.6001,1.4502,2.30835,1.35132,2.34985,42.7242,15.2265,18,521.702,539.585,38.8224,38.6067,30.0006,38.3329,38.2767,21.5768,0,100,-999.9,400,51.1793,98.5194,98.467
5,1627504630,1002.6,20210728 13:37:09,13:37:09,15,B1R1,_SE,_5.10,_2,1627504622,7.75E-06,0.007749872,-0.087230571,399.7873548,980.6589384,99.23353584,40.45475063,0.000225549,2.946579723,0.00022554,0.000140963,352.8488238,41.8340739,41.08968065,7.85627684,62.67052985,4.593104937,7.328970966,3.263171902,-0.341769342,-207.2368838,-17.31069087,127.9594799,0.318814148,-0.064955476,-0.087230571,419.4030104,419.1445212,0.0717646,66.18601858,0.007749872,45.4958824,45.4454697,0.009851778,77.6717088,0,0,1,0,51210.1435,RECT-527-20200527-06_29_39,15274.3,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2814-20210728-13_36_43,15291.1,3.24952,1.25,-1.599616,0.5,1517.723614,-0.087230571,-1213.887488,0.000210405,2900.472,1.248259265,DARK-2815-20210728-13_36_51,2.02,2.02,-0.616,2.596779221,1.000212424,0.002786871,1.24671628,1.614236572,-0.614236572,1800.401613,1517.723614,0.842991698,0.195983397,6,0.5,0: Broadleaf,2,TRUE,1627504622,399.7873548,400.1379677,45.39059677,45.46483548,402.0980645,45.33202903,501.1437419,100.9907419,0.199928903,39.78512258,41.08968065,999.9,0,0,9998.344839,0,78.27349032,1800.401613,0.89999829,0.100001668,0,3.238854839,4.99979,265.9545806,15321.60968,51.062,52.667,51.73374194,51.2416129,52.63474194,1615.859677,179.5419355,0,325.5999999,0,3.24952,-0.692600006,413.4192321,267.76372,15,1627503373,13:16:12,1627503373,1627503364,1,-1.755,0.063,-2.311,0.059,400,45,0.66,0.37,0.158585534,-0.927799889,0.138824636,0,-0.358917217,-0.515362772,0.106815079,1,-0.07376582,0.023294854,0.010033085,1,2,3,3-Feb,100,100,-2.311,0.0586,-2.310666667,0,0,0,0.058575,0,0,0,-1,-1,-1,-1,21,21.1,1.07788,2.60864,1.4502,2.30835,1.35132,2.30835,42.939,15.1565,18,520.191,536.889,39.0654,38.7299,30.0004,38.4792,38.4372,21.5499,0,100,-999.9,400,52.0487,98.5307,98.5154
6,1627505092,1465.1,20210728 13:44:52,13:44:52,15,B1R1,_SE,_5.10,_3,1627505084,0.007067694,7.067694042,19.70366631,373.0326333,288.1288398,29.14657033,37.73527805,0.445019925,2.946625074,0.410771399,0.259589223,352.7637846,40.21904812,38.97466667,7.017072055,72.68883564,5.383234298,7.405861231,1.633837758,-311.6853072,159.7560012,13.22211265,214.0565913,19.88940214,6.893580859,19.70366631,418.9711652,394.1040606,0.020810052,66.17493167,7.067694042,45.3789668,53.32258606,0.013741355,77.6269705,0,0,1,0,51178.79525,RECT-527-20200527-06_29_39,15274.3,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2816-20210728-13_44_25,15280.2,860.6955,1171.23,0.265135371,0.5,1517.358301,19.70366631,201.1526776,0.01325345,2.09660784,507.7618528,DARK-2817-20210728-13_44_33,1.26,1.26,0.998924208,0.265420908,0.677301287,0.686261755,0.844400212,0.000388558,0.999611442,1799.968333,1517.358301,0.842991664,0.195983328,6,0.5,0: Broadleaf,2,TRUE,1627505084,373.0326333,399.9768,53.21604,45.38656333,375.3432333,53.15746,500.1661333,100.9581333,0.199981733,39.98031667,38.97466667,999.9,0,0,10001.832,0,1715.841,1799.968333,0.8999994,0.10000048,0,861.8983667,4.99979,15901.85667,15317.93333,50.8561,52.2185,51.2269,51.41223333,52.406,1615.471667,179.4966667,0,461.7,0,860.6955,-194.0522049,-3655.494012,15879.11538,15,1627503373,13:16:12,1627503373,1627503364,1,-1.755,0.063,-2.311,0.059,400,45,0.66,0.37,19.89207187,-0.528977223,0.044205613,0,-26.94738,0.319341491,0.041334912,1,7.820808,1.067546162,0.077141446,0,1,3,3-Jan,100,100,-2.311,0.0586,-2.310666667,0,0,0,0.058575,0,0,0,-1,-1,-1,-1,28.7,28.8,1.08032,2.61841,1.4502,2.30713,1.35132,2.28271,42.3506,15.0689,18,510.83,538.399,38.645,38.9431,30.0006,38.7176,38.6697,21.6,0,100,-999.9,400,54.2903,98.387,98.4271
7,1627505276,1649.1,20210728 13:47:56,13:47:56,15,B2R1,_SW,_5.3,_1,1627505268,0.006497084,6.497084323,19.98115276,373.4277667,251.658403,25.45188454,37.76722846,0.303341933,2.945363334,0.286993075,0.180766088,352.7680479,40.76819646,40.11810667,7.460559151,70.24929619,5.315596675,7.566761467,2.144962476,-286.5214186,42.08793226,3.510798244,111.8453598,19.81541121,6.301829425,19.98115276,418.9985429,394.0677152,-0.034772391,66.17973117,6.497084323,45.38301498,52.68111212,0.014167174,77.62045294,139,28,1,0,51077.41566,RECT-527-20200527-06_29_39,15274.3,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2818-20210728-13_47_30,15313.1,694.05016,1058.92,0.344567899,0.5,1517.377071,19.98115276,261.4197149,0.013436159,2.42503683,485.4410575,DARK-2819-20210728-13_47_37,2.7,2.7,0.997450232,0.345448713,0.708559824,1.072542373,0.883019776,0.001343868,0.998656132,1799.990667,1517.377071,0.842991633,0.195983265,6,0.5,0: Broadleaf,2,TRUE,1627505268,373.4277667,400.0210333,52.55856667,45.39629667,375.7386,52.50000333,500.1722333,100.9366,0.200036933,40.38316,40.11810667,999.9,0,0,9996.794,0,628.3219,1799.990667,0.900000567,0.099999333,0,694.2164,4.99979,12793.41,15318.11,51.437,52.8874,51.812,52.3498,53.062,1615.493667,179.497,0,182.8999999,0,694.05016,-35.20684621,-116.223077,12791.364,15,1627503373,13:16:12,1627503373,1627503364,1,-1.755,0.063,-2.311,0.059,400,45,0.66,0.37,19.77045527,0.415356755,0.062107649,1,-26.59919667,0.40073059,0.047468962,1,7.150626,1.385678843,0.100785559,0,2,3,3-Feb,100,100,-2.311,0.0586,-2.310666667,0,0,0,0.058575,0,0,0,-1,-1,-1,-1,31.7,31.9,1.07666,2.61108,1.4502,2.30713,1.35132,2.34497,42.537,15.0426,18,344.094,533.501,39.0375,39.2843,30.0006,39.0221,38.958,21.523,0.350029,100,-999.9,400,45.0714,98.3405,98.4975
