SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,8.1068 94.5107 401.757 635.473 875.283 1073.52 1268.28 1416.72,0.227164 102.232 402.045 600.507 801.356 1003.73 1200.85 1401.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,µmol mol⁻¹ s⁻¹,cm³,mmol m⁻² s⁻¹,mmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹ s⁻¹,cm³,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,V,V,V,V,V,V,°C,V,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1625083135,0,20210630 12:58:55,12:58:55,15,B2R3,_SW,_5.14,_1,1625083132,0.004022062,4.022062377,11.71784776,385.0279,244.1487857,24.53273888,38.68865825,0.151055237,2.935564334,0.146866132,0.09215803,372.3655713,41.96628393,40.57257,7.643455118,65.37440932,5.065669515,7.748704068,2.577785603,-177.3729508,40.71610188,3.422428876,239.1311512,10.98275038,3.972215279,11.71784776,419.2795351,405.1901212,-0.126335462,66.28845127,4.022062377,45.8850082,50.43051879,0.006052702,77.9288791,0,0,1,0,50722.17425,RECT-527-20200527-06_29_39,15295,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2401-20210630-14_58_04,15314.3,563.9051538,715.86,0.212268944,0.5,1601.665651,11.71784776,169.991938,0.007569879,4.066409633,398.0028042,DARK-2402-20210630-14_58_12,446.87,446.87,0.37575783,0.564908904,0.915411152,-52.97433628,1.000986366,0.447665428,0.552334572,1899.977,1601.665651,0.842992126,0.195984252,6,0.5,0: Broadleaf,2,TRUE,1625083132,385.0279,400.0383,50.41333,45.88824,386.3369,50.45372,500.1398,100.4249,0.05783968,40.82984,40.57257,999.9,0,0,9991.871,0,48.73162,1899.977,0.8999994,0.1000008,0,537.8637,4.99979,10485.33,16171.4,52.187,53.75,52.562,52.562,53.625,1705.478,189.499,0,27.20000005,0,563.9051538,-424.6313163,-8071.00171,10987.10769,15,1625081683,12:34:43,1625081683,1625081683,3,0.108,0.008,-1.309,-0.04,400,45,0.59,0.22,9.774859286,32.16069553,2.755288648,0,-13.47519677,-17.71853226,1.349203847,0,4.538205806,-0.308653065,0.034572348,1,1,3,1/3,100,100,-1.309,-0.0404,-1.308809524,0,0,0,-0.04037,0,0,0,-1,-1,-1,-1,24.2,24.2,1.09009,2.63062,1.4502,2.30835,1.35132,2.38281,44.5852,14.8675,18,520.146,524.907,39.6022,40.1384,30.0004,39.8831,39.852,21.7978,0,100,-999.9,400,50.0936,98.0945,97.9278
2,1625083225,90,20210630 13:00:25,13:00:25,15,B2R3,_SW,_5.14,_2,1625083217,0.004753202,4.753202042,15.2694587,379.5714839,234.0132888,23.51427834,38.14035334,0.189503672,2.937103052,0.182963662,0.114921079,372.3698013,41.63862552,40.35267097,7.554478732,66.4177183,5.108531435,7.691519019,2.445947297,-209.61621,53.483356,4.485522155,220.7224694,15.43340535,4.190879753,15.2694587,419.2982585,399.9902606,0.020382292,66.19963645,4.753202042,46.06018557,51.21357879,0.04303331,77.65880195,1,0,1,0,50787.357,RECT-527-20200527-06_29_39,15295,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2403-20210630-14_59_34,15226.1,779.5570385,1055.09,0.261146406,0.5,1601.681536,15.2694587,209.1366884,0.00978723,2.437469789,484.6345712,DARK-2404-20210630-14_59_41,610.01,610.01,0.421840791,0.619063902,0.852467656,0.819157157,0.884336782,0.484422758,0.515577242,1899.995484,1601.681536,0.842992286,0.195984572,6,0.5,0: Broadleaf,2,TRUE,1625083217,379.5714839,399.996129,50.83992903,46.06756129,380.8803871,50.88030323,500.1059355,100.4239677,0.058694842,40.69043548,40.35267097,999.9,0,0,10000.72129,0,1640.434194,1899.995484,0.899994419,0.100005558,0,780.1269355,4.99979,15330.65806,16171.5129,52.183,53.687,52.562,52.534,53.643,1705.484516,189.5109677,0,88.89999986,0,779.5570385,-77.46943595,-1365.353847,15320.20769,15,1625081683,12:34:43,1625081683,1625081683,3,0.108,0.008,-1.309,-0.04,400,45,0.59,0.22,15.42784713,-0.426477075,0.045862186,1,-20.42450645,-1.020329032,0.090845956,0,4.772371613,3.612186774,0.27147218,0,1,3,1/3,100,100,-1.309,-0.0403,-1.308809524,0,0,0,-0.04037,0,0,0,-1,-1,-1,-1,25.7,25.7,1.09009,2.63306,1.4502,2.30835,1.35132,2.3645,44.6973,14.8413,18,516.705,524.362,39.5679,40.174,30,39.9379,39.8941,21.7867,0,100,-999.9,400,50.2182,98.0774,97.9656
3,1625083348,212.5,20210630 13:02:27,13:02:27,15,B2R3,_SW,_5.14,_3,1625083340,0.004429228,4.429228235,14.01048017,381.3023548,233.8832486,23.50112171,38.3141294,0.171472529,2.936609655,0.166098001,0.104280098,372.3575625,41.87138125,40.45934839,7.597530212,65.61642325,5.087161368,7.75287819,2.510368845,-195.3289651,60.26112804,5.061006376,242.3507318,14.04723539,3.979782744,14.01048017,419.2940245,401.6635333,0.00179249,66.20799092,4.429228235,46.09119941,50.93231333,0.033802305,77.77015306,0,0,1,0,50749.46761,RECT-527-20200527-06_29_39,15295,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2405-20210630-15_01_36,15244.6,776.86364,1048.31,0.258937108,0.5,1601.630236,14.01048017,207.360751,0.009001483,2.459701806,483.1991116,DARK-2406-20210630-15_01_44,582.21,582.21,0.444620389,0.582377945,0.84691079,0.823609117,0.886668192,0.436455313,0.563544687,1899.934839,1601.630236,0.842992193,0.195984386,6,0.5,0: Broadleaf,2,TRUE,1625083340,381.3023548,399.9761935,50.62744839,46.09442581,382.6111935,50.66781613,500.1029355,100.4232581,0.059020416,40.83998065,40.45934839,999.9,0,0,9997.983226,0,1521.842258,1899.934839,0.899996742,0.100003194,0,779.1103226,4.99979,15200.33226,16170.99677,52.25,53.72967742,52.625,52.754,53.804,1705.435806,189.4990323,0,121.5,0,776.86364,-194.0896154,-3602.369231,15159.36,15,1625081683,12:34:43,1625081683,1625081683,3,0.108,0.008,-1.309,-0.04,400,45,0.59,0.22,14.0975855,-0.675953088,0.061039626,0,-18.66354194,-1.282354839,0.106574898,0,4.507576774,3.037326774,0.229006752,0,0,3,0/3,100,100,-1.309,-0.0404,-1.308809524,0,0,0,-0.04037,0,0,0,-1,-1,-1,-1,27.7,27.7,1.09009,2.63428,1.4502,2.30835,1.35132,2.37427,44.8377,14.8238,18,520.274,524.13,39.6532,40.1541,30.0001,39.9255,39.8789,21.7933,0,100,-999.9,400,50.7275,98.0822,97.9626
4,1625083509,374,20210630 13:05:09,13:05:09,15,B2R3,_SW,_5.3,_1,1625083501,0.00244493,2.444929568,7.589913255,389.6718667,228.372296,22.94932674,39.15845811,0.083905855,2.937151956,0.082596641,0.051738826,372.3683046,42.47008034,40.74253,7.712845744,63.22842087,4.92528212,7.789664921,2.787563624,-107.821394,29.55032671,2.485734419,296.5829718,7.71730649,2.296060601,7.589913255,419.4256593,409.8536485,0.004500892,66.20799092,2.444929568,46.36314868,49.10864788,0.007319947,77.77015306,0,0,1,0,50750.26629,RECT-527-20200527-06_29_39,15295,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2407-20210630-15_04_18,15277.6,642.1709231,820.47,0.217313341,0.5,1601.676951,7.589913255,174.0328847,0.004992567,3.420441942,428.3687124,DARK-2408-20210630-15_04_25,524,524,0.36134167,0.60140681,0.90445205,1.752470816,0.965014568,0.490737212,0.509262788,1899.990333,1601.676951,0.842992158,0.195984315,6,0.5,0: Broadleaf,2,TRUE,1625083501,389.6718667,400.0042333,49.01224333,46.39253333,390.9807,49.05262333,500.0993667,100.4323333,0.058519263,40.92914667,40.74253,999.9,0,0,10000.16667,0,174.8519667,1899.990333,0.899997833,0.100002023,0,642.2665667,4.99979,12652.98,16171.48333,52.187,53.4958,52.54753333,52.562,53.7458,1705.488,189.5023333,0,160.3,0,642.1709231,-32.64991452,-554.9846153,12651.87308,15,1625081683,12:34:43,1625081683,1625081683,3,0.108,0.008,-1.309,-0.04,400,45,0.59,0.22,7.70007099,-0.881294284,0.071981101,0,-10.33262581,0.163267742,0.047217219,1,2.612086129,1.518498387,0.114953223,0,1,3,1/3,100,100,-1.309,-0.0404,-1.308809524,0,0,0,-0.04037,0,0,0,-1,-1,-1,-1,30.4,30.4,1.09009,2.64038,1.4502,2.30835,1.35132,2.26685,44.9786,14.78,18,520.842,524.584,39.6561,40.0867,29.9999,39.8829,39.8432,21.7837,0,100,-999.9,400,50.5318,98.0932,98.0006
5,1625083612,477.0999999,20210630 13:06:52,13:06:52,15,B2R3,_SW,_5.3,_2,1625083604,0.003786953,3.786953092,12.6016809,383.0183548,227.3182398,22.84252677,38.4883634,0.144679942,2.936520633,0.140833345,0.088357924,372.3690174,42.16369432,40.39318065,7.570802135,64.54818354,5.03827302,7.805445086,2.532529116,-167.0046314,90.88840606,7.635692924,303.888485,12.90881107,3.288789615,12.6016809,419.4919487,403.4958667,0.027561993,66.20799092,3.786953092,46.39529048,50.49216606,0.036367141,77.77015306,0,0,1,0,50726.51009,RECT-527-20200527-06_29_39,15295,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2409-20210630-15_06_01,15214.3,959.04516,1252.26,0.234148531,0.5,1601.680423,12.6016809,187.5155595,0.008121625,1.896235606,522.4168725,DARK-2410-20210630-15_06_09,697.85,697.85,0.442727549,0.528877257,0.810716322,0.549573584,0.816536769,0.384837971,0.615162029,1899.994516,1601.680423,0.84299213,0.195984259,6,0.5,0: Broadleaf,2,TRUE,1625083604,383.0183548,400.0184839,50.13855806,46.39033548,384.3272581,50.17894839,500.060129,100.4274194,0.059575374,40.96728387,40.39318065,999.9,0,0,9997.062258,0,645.0697097,1899.994516,0.899999548,0.100000426,0,962.246871,4.99979,19355.33226,16171.52581,52.23780645,53.46748387,52.59654839,52.60467742,53.8,1705.493548,189.5009677,0,102.0999999,0,959.04516,-278.5289235,-5055.161549,19305.288,15,1625081683,12:34:43,1625081683,1625081683,3,0.108,0.008,-1.309,-0.04,400,45,0.59,0.22,12.76719689,-1.529077019,0.118427665,0,-17.00007097,0.515264516,0.064271612,1,3.748234839,3.51866129,0.266159753,0,1,3,1/3,100,100,-1.308,-0.0404,-1.308809524,0,0,0,-0.04037,0,0,0,-1,-1,-1,-1,32.1,32.2,1.09253,2.63428,1.4502,2.30835,1.35132,2.34131,45.0352,14.7712,18,518.265,523.836,39.6624,40.055,29.9998,39.8593,39.8147,21.836,0,100,-999.9,400,48.9573,98.064,97.9076
6,1625083780,645.0999999,20210630 13:09:40,13:09:40,15,B2R3,_SW,_5.3,_3,1625083772,0.003667981,3.667981213,12.32812782,383.4129677,216.4340685,21.74890692,38.52819016,0.131402717,2.938319368,0.128223264,0.080418794,372.3756729,42.12093371,40.91272581,7.78287892,65.49489761,5.092471705,7.775371655,2.690407216,-161.7579715,-2.88000825,-0.242323191,207.4953699,12.4577403,3.562875098,12.32812782,419.5340936,403.9904545,0.005965203,66.20235724,3.667981213,46.6173648,50.74288424,0.008645364,77.69621481,0,0,1,0,50788.12773,RECT-527-20200527-06_29_39,15295,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2411-20210630-15_08_49,15300.5,614.4408846,853.36,0.279974589,0.5,1601.707783,12.32812782,224.2187393,0.007950698,3.25007031,437.1656738,DARK-2412-20210630-15_08_57,492.55,492.55,0.422811006,0.662174317,0.88488302,1.774614761,0.953704823,0.530814222,0.469185778,1900.026774,1601.707783,0.842992217,0.195984434,6,0.5,0: Broadleaf,2,TRUE,1625083772,383.4129677,399.9973548,50.67769032,46.61992903,384.7217742,50.71805161,500.1255484,100.4280323,0.059414432,40.89454516,40.91272581,999.9,0,0,10007.24258,0,150.5768065,1900.026774,0.899995452,0.100004471,0,614.7143226,4.99979,12333.57419,16171.79677,52.125,53.24187097,52.49187097,52.48577419,53.667,1705.516452,189.5096774,0,166.8999999,0,614.4408846,-46.41917953,-922.6666663,12331.08462,15,1625081683,12:34:43,1625081683,1625081683,3,0.108,0.008,-1.309,-0.04,400,45,0.59,0.22,12.4404176,-0.632900841,0.060243561,0,-16.58445806,0.70113871,0.067667206,1,4.057757742,0.521492903,0.038939779,1,2,3,2/3,100,100,-1.309,-0.0404,-1.308809524,0,0,0,-0.04037,0,0,0,-1,-1,-1,-1,35,35,1.08887,2.63306,1.4502,2.30835,1.35132,2.40967,45.2051,14.7537,18,520.547,524.285,39.5925,39.9426,29.9998,39.7634,39.7221,21.7555,0,100,-999.9,400,50.048,98.124,98.0935
