SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,1.65466 70.1113 366.821 623.77 885.875 1078.81 1309.09 1495.62,-0.142907 101.578 402.52 601.014 801.701 1000.6 1201.47 1401.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,USER,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1628798742,0,20210811 13:05:42,13:05:42,B1R1,_NW,_5.14,_1,,1628798734,0.009513987,10.78947769,382.6977333,291.5279874,29.46482762,38.67938321,0.255753144,2.945203756,0.244024451,0.15352423,313.9058546,47.57227585,45.6611,9.972036369,56.00671592,6.349697174,11.33738529,3.622339196,-419.5668179,400.4038328,35.58221636,330.3250859,32,6,1,0,49831.369,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-1340-20210812-13_06_11,15247,703.6193077,886.35,0.206160876,0.5,1601.688491,10.78947769,165.102751,0.274225757,0.006990151,3.091882439,DARK-1341-20210812-13_06_13,643.29,243.06,0.75179253,0.918533291,1.090138499,0.942360691,0.687332782,0.312667218,1900.004,1601.688491,0.842992168,0.195984336,6,0.5,0: Broadleaf,2,1628798734,382.6977333,400.0085333,62.82454667,52.12857,383.2679667,63.70298,500.1661,100.8703333,0.199988867,48.18282333,45.6611,999.9,0,0,10002.454,0,1649.683333,1900.004,0.899998733,0.100001197,0,704.2914,4.99975,13595.40333,16542.97667,58.21226667,58.5124,58.4706,57.89153333,59.96226667,1705.499667,189.5043333,0,7018.3,0,703.6193077,-102.1791453,-1944.776068,13582.86538,15,1628798425,13:00:25,1628798404,1628798425,1,-0.201,-1.122,-0.57,-0.878,400,54,0.42,0.14,10.82823981,-1.834020543,0.138503075,0,-17.3279,1.967215128,0.144146893,0,10.69198333,0.440572191,0.03189766,1,1,3,3-Jan,100,100,-0.571,-0.8784,-0.57025,0,0,0,-0.878438095,0,0,0,-1,-1,-1,-1,5.6,5.3,2,452.36,456.725,47.5688,46.5499,29.9961,46.4715,46.3869,23.8051,0,100,-999.9,400,87.3707,97.2794,96.7054
2,1628798969,226.5,20210811 13:09:28,13:09:28,B1R1,_NW,_5.14,_2,,1628798961,0.009639247,12.23667091,380.9524667,286.3826993,28.94349988,38.50127015,0.272932421,2.944727968,0.259617174,0.163402909,313.8983816,46.4164298,45.18686,9.731809898,58.60177514,6.276553083,10.71051699,3.455256815,-425.0907796,297.3074501,26.22713155,212.3421837,0,0,1,0,49993.18654,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-1342-20210812-13_09_57,15219.6,730.582,906.72,0.194258426,0.5,1601.649529,12.23667091,155.5669582,0.268076143,0.007893885,2.999955885,DARK-1343-20210812-13_09_59,663.65,243.07,0.724638993,0.917970161,0.936946426,0.935356146,0.658251459,0.341748541,1899.957667,1601.649529,0.842992219,0.195984437,6,0.5,0: Broadleaf,2,1628798961,380.9524667,400.0374,62.10362333,51.25806,381.5227333,62.98207333,500.1463333,100.8657667,0.200044733,47.05959,45.18686,999.9,0,0,10000.20167,0,1579.612667,1899.957667,0.899995267,0.100004627,0,730.6579667,4.99975,14208.22667,16542.55333,56.63326667,57.3708,56.90393333,56.64153333,58.44126667,1705.455333,189.503,0,225.3,0,730.582,-69.48936755,-1399.82906,14206.58462,15,1628798425,13:00:25,1628798404,1628798425,1,-0.201,-1.122,-0.57,-0.878,400,54,0.42,0.14,12.25565016,-2.257550676,0.163794874,0,-19.08492333,2.563309455,0.186456638,0,10.84557,0.233467408,0.018123891,1,1,3,3-Jan,100,100,-0.57,-0.8784,-0.57025,0,0,0,-0.878438095,0,0,0,-1,-1,-1,-1,9.4,9.1,2,501.065,464.497,46.2957,44.6711,29.9967,44.6023,44.5307,23.8106,0,100,-999.9,400,62.3912,97.6465,97.0918
3,1628799266,524,20210811 13:14:26,13:14:26,B1R1,_NW,_5.14,_3,,1628799258,0.005739488,11.41437294,383.6965161,245.1273891,24.77090279,38.77375406,0.156485195,2.944040106,0.152006858,0.095395972,313.9024555,46.14744967,44.30607742,9.298897654,57.44219673,5.767767186,10.04099341,3.531130468,-253.1114168,236.384949,20.64804445,317.8240323,0,0,1,0,50172.35437,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-1344-20210812-13_14_55,15256,770.0592308,994.4,0.225604152,0.5,1601.671239,11.41437294,180.6718413,0.999879324,0.007380378,2.647264682,DARK-1345-20210812-13_14_57,0.12,994.28,0.225631381,0.725845943,0.813797356,0.905205995,3.52E-05,0.999964839,1899.983548,1601.671239,0.842992162,0.195984324,6,0.5,0: Broadleaf,2,1628799258,383.6965161,400.0322581,57.07655161,50.58393226,384.2668065,57.95498065,500.1276774,100.853129,0.200053452,45.79540645,44.30607742,999.9,0,0,9997.544194,0,1041.324419,1899.983548,0.899998323,0.100001613,0,770.7682581,4.99975,14787.35161,16542.79677,55.383,55.899,55.61483871,55.427,57.157,1705.481613,189.5019355,0,296.7,0,770.0592308,-75.40232483,-1457.897436,14775.26538,15,1628798425,13:00:25,1628798404,1628798425,1,-0.201,-1.122,-0.57,-0.878,400,54,0.42,0.14,11.44145193,-1.94855729,0.149550552,0,-16.33986,1.542919689,0.118586502,0,6.485718667,1.754751858,0.126689121,0,0,3,0/3,100,100,-0.57,-0.8784,-0.57025,0,0,0,-0.878438095,0,0,0,-1,-1,-1,-1,14.4,14,2,529.406,468.536,44.8209,42.8408,29.9984,42.6891,42.6147,23.7797,0,100,-999.9,400,61.7953,97.9555,97.4351
4,1628799439,697,20210811 13:17:19,13:17:19,B2R1,_NW,_5.5,_1,,1628799431,0.00846273,15.37214722,377.7484516,274.5333599,27.73690556,38.16502713,0.29439767,2.944455182,0.278967901,0.175673822,313.8994193,44.6615992,43.41067419,8.875969382,62.61976414,6.037252134,9.641128831,2.838717248,-373.2063909,253.1189032,21.93136887,215.7433004,0,0,1,0,50307.99901,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-1346-20210812-13_17_48,15333.7,707.31784,951.91,0.256948829,0.5,1601.659394,15.37214722,205.7722531,0.37721003,0.009851479,2.810066078,DARK-1347-20210812-13_17_50,592.84,359.07,0.681182388,0.881651285,1.048934498,0.919816852,0.570934513,0.429065487,1899.97,1601.659394,0.842991939,0.195983878,6,0.5,0: Broadleaf,2,1628799431,377.7484516,400.0234839,59.7553,50.21014839,378.3187097,60.63373226,500.1724839,100.8329032,0.200011581,45.00520968,43.41067419,999.9,0,0,10001.90968,0,1759.513871,1899.97,0.90000571,0.099994613,0,707.9853548,4.99975,13486.37742,16542.69677,54.84248387,55.37093548,55.022,54.808,56.58841935,1705.483548,189.4864516,0,171.8000002,0,707.31784,-73.52923066,-1349.146152,13473.808,15,1628798425,13:00:25,1628798404,1628798425,1,-0.201,-1.122,-0.57,-0.878,400,54,0.42,0.14,15.39321029,-1.276153013,0.097354469,0,-22.2804,1.197677419,0.090568446,0,9.541913667,0.747594127,0.054462725,1,1,3,3-Jan,100,100,-0.57,-0.8785,-0.57025,0,0,0,-0.878438095,0,0,0,-1,-1,-1,-1,17.3,16.9,2,495.051,469.479,44.1027,42.3082,29.9986,42.096,42.0026,23.7705,0,100,-999.9,400,57.2618,98.0216,97.5231
5,1628799591,848.9000001,20210811 13:19:51,13:19:51,B2R1,_NW,_5.5,_2,,1628799583,0.006656083,15.11997838,378.8467,244.9784877,24.74981785,38.27432728,0.212568408,2.9442701,0.204395663,0.128455397,313.9040426,44.74049125,43.37167667,8.857934167,61.4312568,5.806746078,9.452429236,3.051188089,-293.5332415,198.5334106,17.16858575,236.0727975,0,0,1,0,50363.4547,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-1348-20210812-13_20_20,15276.2,821.5562692,1072.36,0.233880162,0.5,1601.68199,15.11997838,187.3008218,0.358582939,0.0096939,2.382110485,DARK-1349-20210812-13_20_22,687.83,384.53,0.652234496,0.869163426,0.709223312,0.87839822,0.546069052,0.453930948,1899.996667,1601.68199,0.842992,0.195984,6,0.5,0: Broadleaf,2,1628799583,378.8467,400.0096,57.47629667,49.95058,379.4168667,58.35474,500.1662333,100.8285,0.2000355,44.62242667,43.37167667,999.9,0,0,10001.294,0,1624.734333,1899.996667,0.900002667,0.099997067,0,822.6093667,4.99975,15700.60667,16542.91667,54.41426667,55.0809,54.6145,54.4853,56.16013333,1705.504,189.493,0,151.2,0,821.5562692,-164.284342,-3073.20684,15681.32692,15,1628798425,13:00:25,1628798404,1628798425,1,-0.201,-1.122,-0.57,-0.878,400,54,0.42,0.14,15.14837946,-2.24411478,0.167752045,0,-21.17000645,1.709467742,0.12769968,0,7.514507742,2.281742419,0.171988569,0,0,3,0/3,100,100,-0.57,-0.8785,-0.57025,0,0,0,-0.878438095,0,0,0,-1,-1,-1,-1,19.8,19.4,2,497.089,470.1,43.6668,41.8643,29.9995,41.6363,41.5644,23.761,0,100,-999.9,400,59.3145,98.1057,97.6141
6,1628799687,944.4000001,20210811 13:21:26,13:21:26,B2R1,_NW,_5.5,_3,,1628799679,0.008305848,17.25787218,375.584129,267.9942982,27.0737791,37.94290331,0.311246077,2.943249062,0.29404842,0.185246173,313.905886,43.9450392,42.8679,8.627786666,64.50561561,5.980534404,9.271339166,2.647252262,-366.28789,219.11886,18.87675649,185.6136125,0,0,1,0,50394.59751,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-1350-20210812-13_21_55,15297,837.3198077,1105.99,0.242922804,0.5,1601.690115,17.25787218,194.5435272,0.385048689,0.011028625,2.279270156,DARK-1351-20210812-13_21_57,680.13,425.86,0.630888537,0.855479501,0.693769367,0.866834015,0.512452013,0.487547987,1900.006129,1601.690115,0.842992078,0.195984156,6,0.5,0: Broadleaf,2,1628799679,375.584129,400.028871,59.1993129,49.82546452,376.1544839,60.07774839,500.166871,100.8237097,0.200003452,44.24881613,42.8679,999.9,0,0,9995.964194,0,1458.845806,1900.006129,0.900002452,0.099998032,0,837.7976129,4.99975,16080.00968,16543.00968,54.272,55.004,54.4756129,54.379,56,1705.50871,189.4990323,0,94.4000001,0,837.3198077,-118.6348374,-2196.611963,16070.94231,15,1628798425,13:00:25,1628798404,1628798425,1,-0.201,-1.122,-0.57,-0.878,400,54,0.42,0.14,17.28843683,-1.948241126,0.149774096,0,-24.45712581,1.582925806,0.125068441,0,9.358457097,1.740731129,0.130573325,0,0,3,0/3,100,100,-0.57,-0.8784,-0.57025,0,0,0,-0.878438095,0,0,0,-1,-1,-1,-1,21.4,21,2,520.263,470.572,43.3923,41.7234,29.9996,41.4663,41.3781,23.7517,0,100,-999.9,400,57.2215,98.1166,97.6378
7,1628799803,1060.4,20210811 13:23:22,13:23:22,B2R1,_NW,_5.10,_1,,1628799795,0.007624766,18.06255884,374.9281,258.9951089,26.16235373,37.87330818,0.296115313,2.942825091,0.280501941,0.176647879,313.9081568,43.88168075,42.46096,8.445674703,64.36859619,5.894735077,9.157781008,2.550939626,-336.2521846,245.967001,21.12811114,244.7510843,0,0,1,0,50420.51161,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-1352-20210812-13_23_51,15253.6,874.9648846,1142.07,0.233878059,0.5,1601.702301,18.06255884,187.301513,0.381920548,0.011530935,2.175672244,DARK-1353-20210812-13_23_53,705.89,436.18,0.612373597,0.85067187,0.630944736,0.854427338,0.494040853,0.505959147,1900.020667,1601.702301,0.842992042,0.195984083,6,0.5,0: Broadleaf,2,1628799795,374.9281,400.0252667,58.35513,49.74222333,375.4983667,59.23357,500.1671667,100.8148333,0.200023067,44.0113,42.46096,999.9,0,0,9994.434333,0,734.8802333,1900.020667,0.9000017,0.099998313,0,877.4737333,4.99975,16759.41333,16543.11,54.062,54.8225,54.26446667,54.2934,55.80166667,1705.522667,189.498,0,115.2,0,874.9648846,-326.8814017,-6163.165811,16712.46154,15,1628798425,13:00:25,1628798404,1628798425,1,-0.201,-1.122,-0.57,-0.878,400,54,0.42,0.14,18.10442086,-2.4454598,0.178298,0,-25.1243871,2.236703226,0.170389913,0,8.589488065,1.834935484,0.137997929,0,0,3,0/3,100,100,-0.571,-0.8784,-0.57025,0,0,0,-0.878438095,0,0,0,-1,-1,-1,-1,23.3,23,2,497.277,470.278,43.0978,41.5602,29.9993,41.2737,41.1735,23.7392,0,100,-999.9,400,58.8272,98.1336,97.657
8,1628799923,1180.9,20210811 13:25:23,13:25:23,B2R1,_NW,_5.10,_2,,1628799915,0.005866108,16.35777911,377.712129,228.8887201,23.11983968,38.15235573,0.201317657,2.943838669,0.193970031,0.121869082,313.9024674,43.95196308,42.73072258,8.566021633,63.78811128,5.727403656,8.978794858,2.838617977,-258.6953704,142.9945796,12.27229715,210.4739738,0,0,1,0,50508.75488,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-1354-20210812-13_25_52,15235.3,824.1805385,1112.8,0.259363283,0.5,1601.671733,16.35777911,207.7074196,0.399775341,0.01046678,2.259202013,DARK-1355-20210812-13_25_54,667.93,444.87,0.648772589,0.849650716,0.732403722,0.864492289,0.525776398,0.474223602,1899.984194,1601.671733,0.842992136,0.195984271,6,0.5,0: Broadleaf,2,1628799915,377.712129,399.991871,56.70186774,50.06419355,378.2825161,57.58028387,500.1892581,100.8090645,0.200018323,43.6317129,42.73072258,999.9,0,0,10000.76871,0,1576.27129,1899.984194,0.899998129,0.100001981,0,825.9879032,4.99975,15724.25161,16542.80323,53.812,54.59451613,54.062,54.002,55.518,1705.483871,189.5003226,0,119.9000001,0,824.1805385,-143.747487,-2698.953842,15690.34615,15,1628798425,13:00:25,1628798404,1628798425,1,-0.201,-1.122,-0.57,-0.878,400,54,0.42,0.14,16.36136853,-1.363557687,0.102473228,0,-22.27960968,0.353912903,0.040949736,1,6.637665806,3.009808065,0.225337601,0,1,3,3-Jan,100,100,-0.57,-0.8784,-0.57025,0,0,0,-0.878438095,0,0,0,-1,-1,-1,-1,25.3,25,2,513.214,472.26,42.7483,41.3674,29.9996,41.0798,40.9924,23.7431,0,100,-999.9,400,58.0196,98.1772,97.698
9,1628800045,1302.4,20210811 13:27:24,13:27:24,B2R1,_NW,_5.10,_3,,1628800037,0.005833383,16.31885776,377.7656,236.0228257,23.84077467,38.1582778,0.211379728,2.9439568,0.203295438,0.127760229,313.9009379,43.85912918,42.44382333,8.438079355,64.30136948,5.743131974,8.931585782,2.694947381,-257.2521972,172.4719805,14.77433458,243.8950557,0,0,1,0,50528.18794,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-1356-20210812-13_27_53,15227.5,917.03328,1198.96,0.235142724,0.5,1601.664481,16.31885776,188.3098742,0.385517448,0.010442527,2.024988323,DARK-1357-20210812-13_27_55,736.74,462.22,0.609940548,0.840067818,0.58706415,0.834864814,0.490023218,0.509976782,1899.975667,1601.664481,0.842992102,0.195984204,6,0.5,0: Broadleaf,2,1628800037,377.7656,399.9854667,56.85680333,50.25686667,378.3358333,57.73524333,500.1607667,100.8104333,0.2000287,43.53050333,42.44382333,999.9,0,0,10001.30467,0,432.99964,1899.975667,0.9000002,0.09999966,0,919.4084,4.99975,17749.85667,16542.72667,53.80373333,54.75,54.00826667,54.0496,55.5,1705.478333,189.4973333,0,120.6000001,0,917.03328,-282.7716154,-5429.169231,17703.948,15,1628798425,13:00:25,1628798404,1628798425,1,-0.201,-1.122,-0.57,-0.878,400,54,0.42,0.14,16.34647512,-1.668527616,0.132471394,0,-22.23353548,1.023614516,0.097331086,0,6.56802129,2.345040968,0.177819952,0,0,3,0/3,100,100,-0.571,-0.8785,-0.57025,0,0,0,-0.878438095,0,0,0,-1,-1,-1,-1,27.3,27,2,528.97,472.328,42.5142,41.3091,30.0003,41.0199,40.939,23.7416,0,100,-999.9,400,56.5148,98.1819,97.7005
