SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,2.88855 90.073 393.12 626.923 865.435 1070.03 1260.9 1425.26,0.0314097 102.058 402.107 601.04 801.131 1006.65 1201.27 1401.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,µmol mol⁻¹ s⁻¹,cm³,mmol m⁻² s⁻¹,mmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹ s⁻¹,cm³,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,V,V,V,V,V,V,°C,V,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1625690870,0,20210707 13:47:49,13:47:49,15,B1R1,_SW,_5.8,_2,1625690862,0.00385611,3.856109863,8.547809007,388.7782,230.8004178,23.26426397,39.1881382,0.100269396,2.940651567,0.098408021,0.061669372,372.3720846,43.74097336,41.62260333,8.080958321,51.52174162,4.375237424,8.492021595,3.705720896,-170.054445,149.4422305,12.70755588,364.467426,8.527961373,2.177732198,8.547809007,417.0700105,406.3694667,0.001758302,66.19159758,3.856109863,40.90874607,44.58043758,0.125716551,77.64861598,22,4,1,0,50587.0879,RECT-527-20200527-06_29_39,15351,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2443-20210707-13_47_51,15290.4,669.53676,841.17,0.204041086,0.5,1601.695231,8.547809007,163.4058169,0.005590562,3.311661139,433.9441043,DARK-2444-20210707-13_47_59,531.05,531.05,0.368676962,0.553441378,0.899825247,1.401756644,0.957896547,0.438967748,0.561032252,1900.012333,1601.695231,0.842992018,0.195984036,6,0.5,0: Broadleaf,2,TRUE,1625690862,388.7782,400.0243333,43.40591333,40.90682333,389.3862,43.48991333,500.1514333,100.5982,0.199988267,42.56524,41.62260333,999.9,0,0,10003.58167,0,1813.661,1900.012333,0.900003567,0.09999651,0,670.2318667,4.99979,13366.77,16171.71,54.54753333,56.18496667,55.05376667,55.48316667,56.2269,1705.516667,189.4956667,0,218.2,0,669.53676,-60.72653836,-872.0692292,13357.036,15,0,--:--:--,1625661843,1625661843,0,-0.131,0.01,-0.608,-0.084,400,3,0.54,0.13,8.6244735,-0.590539216,0.076990353,0,-11.21083226,-5.831709677,0.447979238,0,2.427705032,12.89708366,0.985679419,0,0,3,0/3,100,100,-0.608,-0.084,-0.608,0,0,0,-0.084,0,0,0,-1,-1,-1,-1,483.8,483.8,1.06567,2.60864,1.4502,2.31445,1.35132,2.40845,41.5083,14.4648,18,482.585,533.73,41.3232,41.2898,29.9987,40.8489,40.7486,21.2985,0,100,-999.9,400,57.5008,97.9433,97.9629
2,1625691012,142.5,20210707 13:50:12,13:50:12,15,B1R1,_SW,_5.8,_3,1625691004,0.00341604,3.416040006,7.961349247,388.6182667,232.9325907,23.47749071,39.16919361,0.094140671,2.940474229,0.092497779,0.057956331,372.3640113,43.47117107,41.47681,8.018945427,54.40811104,4.528322809,8.322881868,3.490622619,-150.6473643,111.8332924,9.486191702,343.0361311,8.196467505,3.35117449,7.961349247,417.1341695,407.0507697,0.02430428,66.18861308,3.416040006,41.09907123,44.9781497,0.005809067,77.68128879,7,1,1,0,50643.50502,RECT-527-20200527-06_29_39,15351,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2445-20210707-13_50_13,15242,761.8452692,983.37,0.225270987,0.5,1601.658911,7.961349247,180.403642,0.005224531,2.688174339,468.9254457,DARK-2446-20210707-13_50_21,610.31,610.31,0.379368905,0.593804564,0.876328099,0.837074679,0.908998835,0.475693528,0.524306472,1899.969,1601.658911,0.842992128,0.195984256,6,0.5,0: Broadleaf,2,TRUE,1625691004,388.6182667,400.0134,44.92788333,41.0883,389.2262667,45.01188333,500.1501,100.5909,0.200022533,42.18226333,41.47681,999.9,0,0,10003.29833,0,1808.461333,1899.969,0.8999992,0.100000733,0,761.9610333,4.99979,15105.70333,16171.31333,54.0767,55.5935,54.53513333,54.50206667,55.6312,1705.470667,189.4983333,0,141.3,0,761.8452692,-75.93309402,-1436.013675,15103.65385,15,0,--:--:--,1625661843,1625661843,0,-0.131,0.01,-0.608,-0.084,400,3,0.54,0.13,8.137622627,-0.805419219,0.067040976,0,-11.41000645,1.101295161,0.085117952,0,3.834315161,0.419612903,0.03177716,1,1,3,1/3,100,100,-0.608,-0.084,-0.608,0,0,0,-0.084,0,0,0,-1,-1,-1,-1,486.2,486.2,1.06567,2.60742,1.4502,2.31323,1.35132,2.3938,41.6912,14.4385,18,500.668,534.913,40.9739,40.9514,29.9992,40.692,40.6322,21.3111,0,100,-999.9,400,44.1519,98.0224,98.0363
3,1625691364,494.5,20210707 13:56:04,13:56:04,15,B2R1,_SE,_5.7,_1,1625691356,0.002735774,2.735774102,8.818521809,389.4892258,166.7123033,16.79355711,39.23471409,0.069573239,2.94030398,0.068671457,0.042999708,372.3624193,43.01432179,41.33595161,7.959423484,52.02778332,4.188306638,8.050134698,3.771116846,-120.6476379,33.97135898,2.871165156,288.5573056,8.980630638,-0.302870025,8.818521809,417.4285922,406.3664727,0.003951861,66.18588695,2.735774102,41.92806345,43.75819576,0.219225746,77.67485017,33,7,1,0,50739.35886,RECT-527-20200527-06_29_39,15351,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2447-20210707-13_56_05,15204.1,1072.00848,1237.47,0.13370952,0.5,1601.654053,8.818521809,107.0781975,0.005759726,1.930850849,519.8250017,DARK-2448-20210707-13_56_13,745.22,745.22,0.397787421,0.336133103,0.82917595,0.318967169,0.821622544,0.233667099,0.766332901,1899.963548,1601.654053,0.84299199,0.195983981,6,0.5,0: Broadleaf,2,TRUE,1625691356,389.4892258,400.1212581,41.57798387,41.9262129,390.0972258,41.66198387,500.1489355,100.5335161,0.200243613,41.55025806,41.33595161,999.9,0,0,10008.03871,0,1163.431935,1899.963548,0.900003387,0.099996658,0,1088.21271,4.99979,21787.1871,16171.29355,53.062,54.437,53.44919355,53.48577419,54.60467742,1705.474194,189.4890323,0,351.0999999,0,1072.00848,-1074.312925,-18935.74618,21484.4,15,0,--:--:--,1625661843,1625661843,0,-0.131,0.01,-0.608,-0.084,400,3,0.54,0.13,9.001661878,-0.406931719,0.090528251,1,-10.5736671,-7.023858871,0.527164835,0,-0.552015784,23.84316686,1.821488066,0,1,3,1/3,100,100,-0.608,-0.084,-0.608,0,0,0,-0.084,0,0,0,-1,-1,-1,-1,492,492,1.06567,2.60498,1.4502,2.31323,1.35132,2.25098,42.0857,14.386,18,469.719,534.621,40.3349,40.4016,29.9994,40.2494,40.206,21.3097,0,100,-999.9,400,44.762,98.1273,98.2179
4,1625691486,616.5,20210707 13:58:06,13:58:06,15,B2R1,_SE,_5.7,_2,1625691478,0.003312889,3.312888826,9.570352324,388.4568667,226.7109832,22.83731646,39.13049236,0.106554658,2.938812435,0.10445396,0.065469015,372.3578646,42.86013887,40.29507333,7.531322238,56.26353994,4.527676043,8.047264798,3.003646194,-146.0983972,197.7988798,16.64251285,440.70086,8.62830445,2.474586717,9.570352324,417.4644991,405.9880606,-0.100136732,66.18588695,3.312888826,42.11198897,45.51824303,0.064865971,77.67485017,1,0,1,0,50699.15702,RECT-527-20200527-06_29_39,15351,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2449-20210707-13_58_07,15223.7,1584.326154,1755.27,0.097388918,0.5,1601.631501,9.570352324,77.99057947,0.006229223,1.066257613,593.3531933,DARK-2450-20210707-13_58_15,935.98,935.98,0.4667601,0.208648764,0.695528567,0.164917507,0.643568851,0.123264436,0.876735564,1899.936333,1601.631501,0.842992195,0.195984391,6,0.5,0: Broadleaf,2,TRUE,1625691478,388.4568667,399.9608,44.94722,42.11206333,389.0648667,45.03122,500.1545667,100.5332,0.199972,41.54351,40.29507333,999.9,0,0,9999.579667,0,425.8683,1899.936333,0.8999975,0.100002457,0,1584.065333,4.99979,31085.29,16171.02,52.9412,54.312,53.312,53.42046667,54.5124,1705.437,189.4993333,0,120.8,0,1584.326154,-1396.399314,-26713.09398,31089.96154,15,0,--:--:--,1625661843,1625661843,0,-0.131,0.01,-0.608,-0.084,400,3,0.54,0.13,9.327904678,-0.158456754,0.059853026,1,-11.37453968,-9.077037097,0.718131726,0,2.750846452,6.280967903,0.47641477,0,1,3,1/3,100,100,-0.608,-0.084,-0.608,0,0,0,-0.084,0,0,0,-1,-1,-1,-1,494.1,494.1,1.06812,2.58667,1.4502,2.31323,1.35132,2.42065,42.2445,14.386,18,507.271,535.015,40.2875,40.2581,29.9992,40.1105,40.0698,21.3536,0,100,-999.9,400,43.0732,98.1689,98.1908
5,1625691585,715.5,20210707 13:59:45,13:59:45,15,B2R1,_SE,_5.7,_3,1625691577,0.003301984,3.301983822,9.774794392,387.2811333,201.0492306,20.25110063,39.00969518,0.09372416,2.937669333,0.092094112,0.057702912,372.3650313,42.81080418,40.95951333,7.802227599,54.94957257,4.409638553,8.024882355,3.392589045,-145.6174865,84.14444382,7.103247183,317.9952357,10.08196271,1.287991387,9.774794392,417.6463512,405.2539818,0.029152622,66.18724382,3.301983822,42.30297197,45.16470667,0.154255638,77.66820826,0,0,1,0,50675.89089,RECT-527-20200527-06_29_39,15351,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2451-20210707-13_59_47,15181,1205.469615,1415.83,0.148577431,0.5,1601.663891,9.774794392,118.9855534,0.00635674,1.561635225,548.8704927,DARK-2452-20210707-13_59_54,792.83,792.83,0.440024579,0.337657118,0.780170148,0.301764338,0.760290646,0.222075023,0.777924977,1899.975,1601.663891,0.842992087,0.195984174,6,0.5,0: Broadleaf,2,TRUE,1625691577,387.2811333,399.9742,43.77808667,42.30061,387.8891667,43.86208667,500.1523,100.5270333,0.200040167,41.49081,40.95951333,999.9,0,0,9993.689,0,562.0784,1899.975,0.900000767,0.09999932,0,1208.255333,4.99979,23646.35667,16171.37333,52.875,54.1891,53.2269,53.28926667,54.42873333,1705.478667,189.4963333,0,98.0999999,0,1205.469615,-875.2331631,-15935.28548,23595.75769,15,0,--:--:--,1625661843,1625661843,0,-0.131,0.01,-0.608,-0.084,400,3,0.54,0.13,9.910471224,-0.995186376,0.081695652,0,-12.63842581,-4.034303226,0.305118,0,1.266206358,15.51938047,1.180748748,0,0,3,0/3,100,100,-0.608,-0.084,-0.608,0,0,0,-0.084,0,0,0,-1,-1,-1,-1,495.7,495.7,1.07178,2.59521,1.4502,2.31323,1.35132,2.25952,42.3772,14.3597,18,517.116,534.102,40.2355,40.1306,29.9996,39.9799,39.9373,21.4216,0,100,-999.9,400,45.1138,98.1849,98.1432
6,1625691671,801.5,20210707 14:01:11,14:01:11,15,B2R1,_SE,_5.11,_1,1625691663,0.00389591,3.895909659,11.97387993,384.7985484,205.4004332,20.68857644,38.75811778,0.119302434,2.938346689,0.1166753,0.073153282,372.3694851,42.60503286,40.92705806,7.788801511,57.89453498,4.632938518,8.002376251,3.155862994,-171.809616,80.89035217,6.824182561,288.2744039,11.53869163,2.954116094,11.97387993,417.8206335,402.9385636,-0.023996101,66.19624089,3.895909659,42.60460342,46.6512497,0.068526316,77.69183013,0,0,1,0,50703.11781,RECT-527-20200527-06_29_39,15351,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2453-20210707-14_01_12,15230.2,1010.170077,1296.65,0.220938513,0.5,1601.682339,11.97387993,176.9366573,0.007729652,1.797084795,529.9860644,DARK-2454-20210707-14_01_20,709.66,709.66,0.452697335,0.488049069,0.7987817,0.495707296,0.801272568,0.34286197,0.65713803,1899.996774,1601.682339,0.842992136,0.195984272,6,0.5,0: Broadleaf,2,TRUE,1625691663,384.7985484,400.0049032,45.99676452,42.61580645,385.4065484,46.08076452,500.136871,100.5230645,0.200074742,41.43769032,40.92705806,999.9,0,0,9997.937419,0,1139.035161,1899.996774,0.899998,0.100001848,0,1012.375935,4.99979,20267.20645,16171.53871,52.82622581,54.24593548,53.187,53.312,54.383,1705.495161,189.5016129,0,84.79999995,0,1010.170077,-367.4631795,-10200.49915,20217.86923,15,0,--:--:--,1625661843,1625661843,0,-0.131,0.01,-0.608,-0.084,400,3,0.54,0.13,12.10983018,-1.756196168,0.135668671,0,-15.14260968,-7.733980645,0.600150475,0,3.322226452,6.974956935,0.528103373,0,0,3,0/3,100,100,-0.608,-0.084,-0.608,0,0,0,-0.084,0,0,0,-1,-1,-1,-1,497.1,497.1,1.06934,2.57324,1.4502,2.31323,1.35132,2.45239,42.4837,14.3597,18,514.012,533.089,40.1893,40.0629,29.9997,39.9019,39.8623,21.3751,0,100,-999.9,400,44.5406,98.1931,98.268
7,1625691773,903.5,20210707 14:02:53,14:02:53,15,B2R1,_SE,_5.11,_2,1625691765,0.004008167,4.008166785,11.95294047,384.6593871,215.7203127,21.72743581,38.74304666,0.127160334,2.939216351,0.124181245,0.077875125,372.3669303,42.2931229,40.80828065,7.739836213,59.48582732,4.689498531,7.88338793,3.050337682,-176.7601552,54.89020865,4.620476504,255.1174602,11.65890109,3.53683786,11.95294047,417.8311144,403.1271879,-0.05486044,66.19027301,4.008166785,42.51511764,46.88569212,0.035922759,77.64278972,28,6,1,0,50772.83009,RECT-527-20200527-06_29_39,15351,718.7284615,3626.84,0.801830668,-0.406566687,RECT-2455-20210707-14_02_54,15255.8,794.8338846,1038.06,0.23430834,0.5,1601.67241,11.95294047,187.6426018,0.007716626,2.493863553,481.0098795,DARK-2456-20210707-14_03_02,600.11,600.11,0.421892761,0.555374165,0.855305891,0.761672701,0.890192816,0.419314773,0.580685227,1899.985161,1601.67241,0.842992063,0.195984125,6,0.5,0: Broadleaf,2,TRUE,1625691765,384.6593871,400.2857419,46.55957097,42.51217097,385.2673871,46.64357097,499.9008065,100.5201613,0.200236968,41.15468065,40.80828065,999.9,0,0,10003.17581,0,1693.425903,1899.985161,0.900001871,0.099998503,0,795.2115806,4.99979,15725.17097,16171.44516,52.69112903,54.07216129,53.11280645,53.13893548,54.264,1705.489355,189.4958065,0,100.8,0,794.8338846,-95.92864957,-1948.348718,15716.80769,15,0,--:--:--,1625661843,1625661843,0,-0.131,0.01,-0.608,-0.084,400,3,0.54,0.13,11.72327165,2.690577533,0.27419371,0,-15.61672903,-0.734787097,0.089569098,1,4.019270968,3.350222419,0.253971973,0,1,3,1/3,100,100,-0.608,-0.084,-0.608,0,0,0,-0.084,0,0,0,-1,-1,-1,-1,498.8,498.8,1.07178,2.56836,1.4502,2.31201,1.35132,2.31079,42.5904,14.3334,18,475.215,533.109,40.0627,39.9879,29.9997,39.8175,39.7792,21.4214,0,100,-999.9,400,46.2055,98.2126,98.216
