SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,7.77926 89.7699 393.009 639.736 877.799 1042.18 1191.5 1248.62,-0.0201028 104.223 401.074 601.704 800.873 1000.97 1200.96 1400.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Dynamic,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,BLOCK,SUB-BLOCK,VINE,LEAF,USER,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,µmol mol⁻¹ s⁻¹,cm³,mmol m⁻² s⁻¹,mmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹ s⁻¹,cm³,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1628712803,0,20210811 13:13:22,13:13:22,15,B1R1,_SE,_5.3,_1,,1628712795,0.007507652,7.507651572,2.338883457,397.8559677,298.825884,30.1429773,40.13227785,0.080761547,4.270720214,0.079922592,0.050026271,372.3776792,44.66137611,44.56647097,9.425114193,4.384100108,0.411621095,9.388952917,9.013493098,-331.0874343,-17.10557453,-1.024941967,23.15972837,2.313066426,7.813518168,2.338883457,400.4128267,399.4758121,0.000152972,67.03467971,7.507651572,0.957171435,4.006554242,-0.009929141,78.0648353,0,0,1,0,50255.78083,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-973-20210811-13_13_10,15250.1,141.5636923,160.65,0.118806771,0.5,1601.715756,2.338883457,95.14733816,0.001714068,21.57603486,136.2335451,DARK-974-20210811-13_13_18,656.33,656.33,-3.085465297,-0.038505301,1.166866969,-0.034200044,1.191904077,-0.178521653,1.178521653,1900.036129,1601.715756,0.842992263,0.195984526,2,0.5,0: Broadleaf,2,TRUE,1628712795,397.8559677,400.024129,4.080653226,0.968756355,397.1929032,3.626765484,500.1215806,100.6714194,0.199953968,44.49217742,44.56647097,999.9,0,0,9990.963871,0,1505.631613,1900.036129,0.899994903,0.100005013,0,141.5947742,4.99938,4021.480323,15166.15484,53.88890323,55.09451613,54.17306452,54.59451613,56.06606452,1705.522903,189.5135484,0,7831.1,0,141.5636923,-4.540512822,-103.266325,4020.731538,15,1628712658,13:10:58,1628712658,1628712656,1,2.174,0.559,0.664,0.7,398,49,1.61,0.92,0.774388637,-0.033195238,0.014298338,1,-2.168010667,0.275598487,0.04077584,1,3.109927667,-0.463021935,0.03340698,1,3,3,3-Mar,100,100,0.663,0.4538,0.530348381,-8.36E-05,1.28E-06,-5.75E-10,0.457065507,-0.003609489,0.000797407,-1.21E-05,2,2145,1,27,2.4,2.4,18,515.788,439.129,43.5479,42.221,29.9979,42.0729,42.0325,20.553,100,0,-999.9,400,81.5804,97.7434,97.4261
2,1628712937,134.5,20210811 13:15:37,13:15:37,15,B1R1,_SE,_5.3,_2,,1628712929,0.017429973,17.42997298,10.02156693,396.5270333,290.6716023,29.32256325,40.00111784,0.248679403,4.275260052,0.240913879,0.151248676,372.3615684,42.45271222,40.89762,7.776640896,8.575596072,0.787952224,9.188308519,6.988688671,-768.6618082,732.4395844,43.00053664,379.1398812,1.726892604,17.74054942,10.02156693,400.3590151,397.1312727,-0.153072757,67.03115393,17.42997298,0.767395003,7.742697818,-0.009837745,78.05151743,16,3,1,0,50392.9567,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-977-20210811-13_15_25,15246.7,187.8608846,241.44,0.221914825,0.5,1601.648501,10.02156693,177.7147735,0.006510875,14.02170311,190.2066514,DARK-978-20210811-13_15_32,145.8,145.8,0.39612326,0.560216597,0.972525452,-0.112257303,1.164123162,0.434787583,0.565212417,1899.956667,1601.648501,0.842992121,0.195984243,2,0.5,0: Broadleaf,2,TRUE,1628712929,396.5270333,400.0309667,7.810890667,0.771438067,395.8648667,7.342138667,500.0951333,100.6787,0.1999652,44.0754,40.89762,999.9,0,0,10004.93067,0,1569.879333,1899.956667,0.899999467,0.10000047,0,188.1187667,4.99938,5105.451667,15165.53667,53.6975,54.64566667,53.8267,54.375,55.781,1705.460333,189.4966667,0,106.7,0,187.8608846,-36.06574358,-829.8468376,5099.821538,15,1628712658,13:10:58,1628712658,1628712656,1,2.174,0.559,0.664,0.7,398,49,1.61,0.92,3.631451321,-1.840624957,0.144931594,0,-3.2241052,-31.9590516,2.40764803,0,7.04479,-0.657844538,0.047803642,1,1,3,3-Jan,100,100,0.66,0.4683,0.530348381,-8.36E-05,1.28E-06,-5.75E-10,0.457065507,-0.003609489,0.000797407,-1.21E-05,2,2145,1,27,4.7,4.7,18,495.304,438.087,43.1312,41.593,29.9984,41.4509,41.4104,20.5395,100,0,-999.9,400,81.5804,97.8355,97.5085
3,1628713010,207.5,20210811 13:16:50,13:16:50,15,B1R1,_SE,_5.3,_3,,1628713002,0.018065635,18.06563455,9.854301453,393.2572333,292.3704513,29.49400483,39.6713508,0.261903074,4.274592818,0.253303791,0.15906396,372.3791444,42.12268728,40.70138333,7.695996661,8.853268995,0.804437005,9.086327378,6.891559657,-796.6944837,728.0334919,42.66502019,346.3831728,9.693664515,18.28368577,9.854301453,400.2554407,396.3275515,-0.003122076,67.03393676,18.06563455,0.717856888,7.923553818,-0.00636416,78.06359728,23,5,1,0,50416.69342,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-979-20210811-13_16_38,15256.5,258.9288,308.48,0.160630187,0.5,1601.724339,9.854301453,128.6426398,0.006406139,10.75713174,229.498594,DARK-980-20210811-13_16_45,169.93,169.93,0.449137707,0.357641285,0.959920854,-0.12078339,1.141070401,0.234713108,0.765286892,1900.046667,1601.724339,0.842992105,0.19598421,2,0.5,0: Broadleaf,2,TRUE,1628713002,393.2572333,400.0096,7.974285333,0.7203939,392.5972,7.504523,500.0870667,100.6789,0.199983933,43.86054,40.70138333,999.9,0,0,10002.75133,0,1418.444667,1900.046667,0.8999999,0.10000004,0,261.4826,4.99938,6987.885333,15166.25333,53.5914,54.67873333,53.7416,54.375,55.687,1705.543,189.5046667,0,72.10000014,0,258.9288,-218.3080766,-5328.556915,6925.4876,15,1628712658,13:10:58,1628712658,1628712656,1,2.174,0.559,0.664,0.7,398,49,1.61,0.92,3.360183386,-0.617950898,0.065461789,0,-6.741175,-0.822956263,0.086860008,1,7.258136333,-0.506246496,0.03707737,1,2,3,3-Feb,100,100,0.659,0.4694,0.530348381,-8.36E-05,1.28E-06,-5.75E-10,0.457065507,-0.003609489,0.000797407,-1.21E-05,2,2145,1,27,5.9,5.9,18,487.114,437.201,42.9731,41.3657,29.9992,41.2139,41.1916,20.5355,100,0,-999.9,400,81.5804,97.8674,97.5365
4,1628713187,384.5,20210811 13:19:47,13:19:47,15,B1R1,_SE,_5.10,_1,,1628713179,0.00571075,5.710750095,12.63029265,394.1725161,273.3233842,27.56829103,39.75752998,0.19666023,4.273759861,0.191767649,0.120284222,372.3679508,43.91876247,41.85174516,8.179262639,60.53943401,5.377458358,8.882571246,2.801804282,-251.8440792,362.4732276,21.31812335,504.3152225,12.60619631,5.149766642,12.63029265,421.6862851,416.3729273,-0.00216879,67.04931016,5.710750095,51.33569361,53.41695636,0.013495218,78.03347049,15,3,1,0,50472.7305,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-981-20210811-13_19_35,15251.7,181.7291923,231.57,0.215229985,0.5,1601.675804,12.63029265,172.3643299,0.008139512,14.66195967,184.0274281,DARK-982-20210811-13_19_42,146.22,146.22,0.368571058,0.583957911,0.975478507,-0.102309231,1.167517117,0.469854758,0.530145242,1899.989032,1601.675804,0.842992132,0.195984263,2,0.5,0: Broadleaf,2,TRUE,1628713179,394.1725161,400.0256452,53.31433548,51.3646871,393.511871,52.61478387,500.1117419,100.6632581,0.200014613,43.42493226,41.85174516,999.9,0,0,10001.60968,0,405.5177097,1899.989032,0.899999419,0.100000603,0,181.9780323,4.99938,4931.39129,15165.8,53.36280645,54.409,53.514,54.08435484,55.46341935,1705.489677,189.5006452,0,175.8,0,181.7291923,-59.58772649,-1455.550428,4925.551154,15,1628712658,13:10:58,1628712658,1628712656,1,2.174,0.559,0.664,0.7,398,49,1.61,0.92,4.204675622,-0.643610074,0.059748353,0,-5.853458667,0.110194438,0.023828237,1,1.944699667,1.279228565,0.092481521,0,1,3,3-Jan,100,100,0.661,0.6995,0.530348381,-8.36E-05,1.28E-06,-5.75E-10,0.699555,0,0,0,2,2145,1,27,8.8,8.8,18,496.007,494.885,42.5509,40.8819,29.999,40.7323,40.6903,21.3924,0,100,-999.9,400,60.1211,97.8946,97.5675
5,1628713319,516.5,20210811 13:21:59,13:21:59,15,B1R1,_SE,_5.10,_2,,1628713311,0.005244203,5.244203446,12.41578585,394.2246774,270.8090389,27.31286581,39.76014153,0.187392892,4.2725707,0.182943735,0.114730775,372.3846005,43.58156235,41.42881613,7.998621707,60.97437373,5.298081198,8.689029298,2.700540509,-231.269372,362.6205463,21.24719548,524.9829702,12.88788924,3.879661355,12.41578585,421.4655464,416.2029455,0.005809383,67.03662365,5.244203446,51.04821229,52.83269939,0.033869482,77.9128666,39,8,1,0,50521.32004,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-983-20210811-13_21_47,15249.9,224.0999231,283.5,0.209524081,0.5,1601.747334,12.41578585,167.802319,0.008005228,11.79308642,215.3798074,DARK-984-20210811-13_21_54,165.51,165.51,0.416190476,0.503433146,0.965911947,-0.136480222,1.149660168,0.371812801,0.628187199,1900.073871,1601.747334,0.842992138,0.195984275,2,0.5,0: Broadleaf,2,TRUE,1628713311,394.2246774,399.9907742,52.53085806,51.06072903,393.564,51.83130323,500.0730323,100.6565484,0.200003226,43.00308065,41.42881613,999.9,0,0,9998.427742,0,1516.223226,1900.073871,0.899998323,0.10000149,0,224.7700323,4.99938,5961.713548,15166.46129,53.052,54.016,53.21545161,53.75,55.09045161,1705.564516,189.5093548,0,130.8999999,0,224.0999231,-118.3573333,-2888.528889,5945.517308,15,1628712658,13:10:58,1628712658,1628712656,1,2.174,0.559,0.664,0.7,398,49,1.61,0.92,4.263833356,-1.267309008,0.110648565,0,-5.765548,0.227094461,0.027323744,1,1.459388,3.049877286,0.222119262,0,1,3,3-Jan,100,100,0.66,0.6996,0.530348381,-8.36E-05,1.28E-06,-5.75E-10,0.699555,0,0,0,2,2145,1,27,11,11.1,18,466.521,494.947,42.1094,40.5634,29.9993,40.3949,40.3509,21.3864,0,100,-999.9,400,53.2674,97.9441,97.6117
6,1628713441,638,20210811 13:24:00,13:24:00,15,B1R1,_SE,_5.10,_3,,1628713433,0.005583109,5.583109307,12.21696933,394.3154839,279.923537,28.23302874,39.7705763,0.201625444,4.270999376,0.196482938,0.123252946,372.3720295,43.43803218,41.37185484,7.974558505,61.22721561,5.297163249,8.651648121,2.677395256,-246.2151204,356.6267448,20.88982056,503.6734744,12.44691214,4.57273489,12.21696933,421.3508341,416.2307818,-0.005241332,67.04772425,5.583109307,50.75908159,52.7324297,0.023693828,78.02844569,20,4,1,0,50509.91405,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-985-20210811-13_23_48,15250.1,215.5031154,287.39,0.250137042,0.5,1601.694186,12.21696933,200.3215232,0.007881365,11.61992414,217.6176211,DARK-986-20210811-13_23_56,161.36,161.36,0.438533004,0.570395022,0.963632744,-0.166660039,1.14832253,0.427088678,0.572911322,1900.010968,1601.694186,0.842992074,0.195984147,2,0.5,0: Broadleaf,2,TRUE,1628713433,394.3154839,400.0140645,52.52007097,50.78747419,393.6548065,51.82051613,500.1249677,100.6597742,0.20001429,42.92066774,41.37185484,999.9,0,0,9993.022903,0,1407.47871,1900.010968,0.900000581,0.099999084,0,216.247,4.99938,5709.711935,15165.98065,52.933,53.812,53.058,53.687,54.937,1705.511935,189.4990323,0,120.6000001,0,215.5031154,-73.45015383,-1721.816068,5691.702308,15,1628712658,13:10:58,1628712658,1628712656,1,2.174,0.559,0.664,0.7,398,49,1.61,0.92,4.12138306,-1.355612852,0.11766854,0,-5.69985,0.267766318,0.048683872,1,1.744717667,2.428996752,0.176566408,0,1,3,3-Jan,100,100,0.661,0.6996,0.530348381,-8.36E-05,1.28E-06,-5.75E-10,0.699555,0,0,0,2,2145,1,27,13,13.1,18,489.582,494.912,41.9062,40.3523,29.9994,40.1448,40.1036,21.383,0,100,-999.9,400,52.584,97.9661,97.6342
7,1628713700,897.5,20210811 13:28:20,13:28:20,15,B2R1,_SW,_5.3,_1,,1628713692,0.007546555,7.54655455,13.84539174,393.3386452,290.4078237,29.28615075,39.66620014,0.26277124,4.274917784,0.254116501,0.15957666,372.3677302,43.02056965,41.66053548,8.097160601,61.47484031,5.301295237,8.623520144,2.795865363,-332.8030557,276.0829727,16.17443622,331.8220834,13.91136262,7.050041494,13.84539174,420.9863065,415.1594909,-0.000132569,67.03667198,7.54655455,49.8738894,52.66749879,0.010943658,77.88563164,0,0,1,0,50581.04555,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-987-20210811-13_28_08,15246.5,199.7461538,264.32,0.244301779,0.5,1601.674252,13.84539174,195.6459344,0.008898163,12.72139831,204.1267528,DARK-988-20210811-13_28_16,153.54,153.54,0.419113196,0.582901662,0.96810526,-0.14210529,1.156255513,0.448062301,0.551937699,1899.987097,1601.674252,0.842992173,0.195984347,2,0.5,0: Broadleaf,2,TRUE,1628713692,393.3386452,400.0106774,52.56879355,49.89771613,392.6785806,51.86924516,500.1299677,100.6449677,0.199941935,42.85845161,41.66053548,999.9,0,0,10007.17581,0,1603.355161,1899.987097,0.899998355,0.100001716,0,200.4495484,4.99938,5340.923871,15165.77419,53,54.09451613,53.125,53.97154839,55.062,1705.486452,189.5032258,0,258.8,0,199.7461538,-64.34495719,-1534.439656,5324.383077,15,1628712658,13:10:58,1628712658,1628712656,1,2.174,0.559,0.664,0.7,398,49,1.61,0.92,4.642718391,-0.057606055,0.010466092,1,-6.668373333,-0.500369833,0.047007313,1,2.666566333,1.234056774,0.089470235,0,2,3,3-Feb,100,100,0.66,0.6995,0.530348381,-8.36E-05,1.28E-06,-5.75E-10,0.699555,0,0,0,2,2145,1,27,17.4,17.4,18,523.399,491.434,41.8164,40.3414,30.0001,40.0504,40.0068,21.3786,0,100,-999.9,400,52.618,97.9436,97.6203
8,1628713824,1021.5,20210811 13:30:24,13:30:24,15,B2R1,_SW,_5.3,_2,,1628713816,0.005384062,5.384062363,9.764248056,395.2711935,295.5541634,29.80406034,39.85965337,0.190457743,4.274673029,0.185865985,0.116569571,372.3665102,43.27924441,41.24596452,7.92159866,60.60688549,5.190395052,8.564035274,2.731203608,-237.4371502,341.151706,19.93574853,496.0168145,10.03688888,4.592110492,9.764248056,420.9257853,416.8099879,0.001296094,67.04801851,5.384062363,49.70831775,51.63514485,0.019255044,78.0254902,13,3,1,0,50598.29858,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-989-20210811-13_30_12,15283.1,230.38108,290.38,0.206622081,0.5,1601.668115,9.764248056,165.4699998,0.006350139,11.48997865,219.3277168,DARK-990-20210811-13_30_19,157.73,157.73,0.456815208,0.452309989,0.961762527,-0.140070352,1.147294372,0.309673236,0.690326764,1899.979677,1601.668115,0.842992235,0.19598447,2,0.5,0: Broadleaf,2,TRUE,1628713816,395.2711935,400.0109032,51.47093548,49.72903871,394.6099355,50.77137742,500.1157742,100.6412581,0.200022613,42.72629677,41.24596452,999.9,0,0,10006.75226,0,1347.578065,1899.979677,0.899996065,0.100004,0,231.3945806,4.99938,6115.749355,15165.6871,52.85670968,53.933,52.99390323,53.806,54.937,1705.473548,189.506129,0,122.7,0,230.38108,-106.876846,-2587.489227,6091.7292,15,1628712658,13:10:58,1628712658,1628712656,1,2.174,0.559,0.664,0.7,398,49,1.61,0.92,3.355356175,-0.659202031,0.057501468,0,-4.740956,0.25141535,0.039732797,1,1.735489333,1.785437152,0.129448369,0,1,3,3-Jan,100,100,0.662,0.6995,0.530348381,-8.36E-05,1.28E-06,-5.75E-10,0.699555,0,0,0,2,2145,1,27,19.4,19.5,18,499.294,492.87,41.6757,40.3224,30.0001,40.0229,39.9754,21.379,0,100,-999.9,400,52.5004,97.959,97.6313
