SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.05831 72.6063 382.533 642.777 905.838 1120.62 1333.51 1504.03,-0.190452 100.131 401.728 600.905 801.074 1000.09 1202.86 1401.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1623790259,0,20210615 13:50:59,13:50:59,B1R1,_SE,_5.3,_1,1623790251,0.002778682,13.20056709,382.8842581,234.3368532,23.80361168,38.89285049,0.155196849,2.953517835,0.150804539,0.094637114,247.8100408,35.8635467,34.77362903,5.577949767,66.64721777,3.792620551,5.690590961,1.785329217,-122.5398826,57.4681809,4.542104476,187.2804436,13,3,1,0,52188.06789,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-1-20210615-13_51_01,15287.3,755.8229231,1089.81,0.306463583,0.5,1264.465965,13.20056709,193.7563849,0.458281719,0.01076117,2.327956249,DARK-2-20210615-13_51_03,590.37,499.44,0.668723124,0.835519534,0.900036898,0.872397763,0.522336725,0.477663275,1499.977419,1264.465965,0.84299,0.195980001,6,0.5,0: Broadleaf,2,1623790251,382.8842581,399.9947742,37.33680323,34.12816774,383.7662581,36.24681613,500.2004839,101.3786452,0.199964226,35.13454194,34.77362903,999.9,0,0,9999.415484,0,406.6594194,1499.977419,0.899999194,0.100000706,0,755.8991935,4.99975,10987.31935,13050.82903,47.45541935,48.85248387,48.09048387,48.22354839,49.09248387,1345.479677,149.4977419,0,1623790260,0,755.8229231,-20.41846154,-279.948718,10986.35,15,1623789437,13:37:16,1623789422,1623789437,2,-0.329,-0.164,-0.887,0.525,399,30,0.39,0.03,13.20430103,-0.539263335,0.043453679,0,-17.11062667,0.377240489,0.03528468,1,3.205835333,0.700839511,0.050565596,1,2,3,2/3,100,100,-0.881,1.0953,-0.896295769,0.000427084,-1.14438E-06,3.35372E-10,0.52529,0,0,0,1,1993,1,25,14,13.7,2,493.889,530.737,33.8769,33.9016,30.0016,33.5966,33.5286,23.086,0,100,-999.9,400,36.1196,99.2707,98.9774
2,1623790763,504,20210615 13:59:23,13:59:23,B1R1,_SE,_5.3,_2,1623790755,0.003827701,10.99344705,385.0437,258.1432076,26.2187484,39.10761003,0.158044209,2.953781988,0.153492191,0.096330679,247.8141203,38.01072008,37.25713333,6.3939088,61.41943708,3.990577855,6.497255666,2.403330944,-168.8016175,46.91549243,3.796932889,129.7249281,57,11,1,0,51789.05409,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-5-20210615-13_59_25,15309.4,763.6223462,1016.05,0.248440189,0.5,1264.484431,10.99344705,157.0743754,0.398917376,0.009015543,2.569548743,DARK-6-20210615-13_59_27,610.73,405.32,0.62278608,0.865614981,0.849005609,0.897761302,0.498091949,0.501908051,1499.999,1264.484431,0.842990182,0.195980365,6,0.5,0: Broadleaf,2,1623790755,385.0437,399.9994,39.29022667,34.87894,385.9264333,38.10106667,500.1683333,101.3666333,0.200046067,37.55174667,37.25713333,999.9,0,0,10002.1,0,262.3655667,1499.999,0.899993633,0.100006357,0,763.6185333,4.99975,11303.41,13050.99667,50.104,51.7374,50.80373333,51.17053333,51.80373333,1345.49,149.509,0,370.4000001,0,763.6223462,-28.55052987,-405.3162387,11303.68077,15,1623789437,13:37:16,1623789422,1623789437,2,-0.329,-0.164,-0.887,0.525,399,30,0.39,0.03,11.02199041,-1.811734766,0.13574149,0,-14.97276,2.098961513,0.157556313,0,4.411334667,-0.025610323,0.011025998,1,1,3,1/3,100,100,-0.883,1.1886,-0.896295769,0.000427084,-1.14438E-06,3.35372E-10,0.52529,0,0,0,1,1993,1,25,22.4,22.1,2,437.032,523.101,36.0244,35.565,30.0009,35.2021,35.1077,23.0979,0,100,-999.9,400,42.3871,99.0196,98.6868
3,1623790905,645.5,20210615 14:01:44,14:01:44,B1R1,_SE,_5.3,_3,1623790897,0.003969626,13.36996039,382.1486774,253.1695298,25.71337808,38.81325462,0.186950055,2.953796836,0.180616606,0.113436539,247.8067248,38.03783592,36.53653226,6.147123049,61.76159156,4.026690763,6.519732833,2.120432286,-175.0604918,171.7859031,13.85873198,258.3908681,0,0,1,0,51778.86041,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-7-20210615-14_01_46,15251.1,863.2452692,1198.5,0.279728603,0.5,1264.448856,13.36996039,176.851256,0.443479349,0.010895282,2.026149353,DARK-8-20210615-14_01_48,666.99,531.51,0.630759028,0.820426711,0.698779948,0.835022993,0.487358551,0.512641449,1499.957097,1264.448856,0.842990015,0.19598003,6,0.5,0: Broadleaf,2,1623790897,382.1486774,400.01,39.64610968,35.0721871,383.0303871,38.43884194,500.0843871,101.3657419,0.200106419,37.61528387,36.53653226,999.9,0,0,10002.27226,0,189.5948935,1499.957097,0.899999161,0.100000839,0,863.615129,4.99975,12833.08065,13050.64516,49.629,51.23374194,50.32622581,50.57819355,51.36274194,1345.460645,149.4964516,0,140.4000001,0,863.2452692,-90.14813663,-1366.478631,12827.52692,15,1623789437,13:37:16,1623789422,1623789437,2,-0.329,-0.164,-0.887,0.525,399,30,0.39,0.03,13.37245103,-0.710586476,0.056837368,0,-17.85896333,0.636234928,0.053525486,1,4.576632333,0.514386207,0.037347224,1,2,3,2/3,100,100,-0.882,1.2111,-0.896295769,0.000427084,-1.14438E-06,3.35372E-10,0.52529,0,0,0,1,1993,1,25,24.7,24.5,2,521.938,521.773,36.2578,35.7792,30.0005,35.4402,35.356,23.0973,0,100,-999.9,400,39.1044,98.9825,98.6429
4,1623791163,903.5,20210615 14:06:02,14:06:02,B1R1,_SE,_5.10,_1,1623791155,0.004008024,12.71193515,382.9085,238.2797207,24.20046826,38.88944042,0.158332128,2.952610683,0.153762011,0.096500876,247.8132995,38.305721,37.77992667,6.578291795,61.48725043,4.069678594,6.618735697,2.508613201,-176.7538755,17.98269419,1.462027207,90.50414538,17,3,1,0,51699.17273,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-9-20210615-14_06_04,15274.8,818.44964,1198.17,0.316916932,0.5,1264.481981,12.71193515,200.3678747,0.472153367,0.010374606,2.026982815,DARK-10-20210615-14_06_06,632.45,565.72,0.671216079,0.811073374,0.792005551,0.835136468,0.518676517,0.481323483,1499.996333,1264.481981,0.842990048,0.195980096,6,0.5,0: Broadleaf,2,1623791155,382.9085,399.9985,40.07037667,35.45508333,383.7905,38.84155333,500.1746667,101.3632667,0.200006067,37.89289667,37.77992667,999.9,0,0,9995.783667,0,383.3593333,1499.996333,0.8999979,0.10000209,0,818.8451,4.99975,11927.38,13050.99,49.14153333,50.55373333,49.67873333,50.0998,50.90806667,1345.494333,149.502,0,257.0999999,0,818.44964,-59.82184607,-884.2307679,11921.452,15,1623789437,13:37:16,1623789422,1623789437,2,-0.329,-0.164,-0.887,0.525,399,30,0.39,0.03,12.72084244,-0.624694931,0.052776771,0,-17.09,0.719530145,0.059553718,1,4.615288,-0.025937086,0.002649641,1,2,3,2/3,100,100,-0.882,1.2297,-0.896295769,0.000427084,-1.14438E-06,3.35372E-10,0.52529,0,0,0,1,1993,1,25,29,28.8,2,489.355,520.322,36.6438,36.0669,30.0009,35.756,35.6851,23.1152,0,100,-999.9,400,39.4684,98.9404,98.6049
5,1623791322,1063,20210615 14:08:42,14:08:42,B1R1,_SE,_5.10,_2,1623791314,0.004142246,10.9034063,385.0067,275.4681004,27.97731787,39.10236725,0.184559393,2.953642609,0.178383698,0.112027458,247.8142971,38.57971191,37.15825333,6.359544202,61.2581063,4.122860864,6.730310669,2.236683338,-182.6730485,166.1195248,13.48076354,244.7415369,13,3,1,0,51676.92782,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-11-20210615-14_08_44,15251.1,965.86968,1236.61,0.218937515,0.5,1264.488301,10.9034063,138.4219629,0.414180704,0.008944308,1.932889108,DARK-12-20210615-14_08_46,724.43,512.18,0.52860385,0.823532857,0.522784266,0.821918268,0.396468069,0.603531931,1500.004,1264.488301,0.842989953,0.195979905,6,0.5,0: Broadleaf,2,1623791314,385.0067,399.9990333,40.59419333,35.82703,385.8893,39.33878333,500.1836,101.3628333,0.199989467,38.20147667,37.15825333,999.9,0,0,10001.68367,0,312.4678,1500.004,0.900000933,0.099999067,0,967.5562333,4.99975,14316.39,13051.06,49.07453333,50.687,49.6208,50.3038,50.90393333,1345.506,149.498,0,158.5,0,965.86968,-197.1500772,-2865.469235,14292.38,15,1623789437,13:37:16,1623789422,1623789437,2,-0.329,-0.164,-0.887,0.525,399,30,0.39,0.03,10.90510108,-0.134294786,0.030386005,1,-14.98960333,-0.203556841,0.038870773,1,4.759203333,0.931954972,0.067669405,1,3,3,3/3,100,100,-0.883,1.2614,-0.896295769,0.000427084,-1.14438E-06,3.35372E-10,0.52529,0,0,0,1,1993,1,25,31.7,31.4,2,494.198,518.384,36.9906,36.3475,30.0005,36.0176,35.9366,23.1306,0,100,-999.9,400,39.8883,98.9018,98.5713
6,1623791448,1188.5,20210615 14:10:47,14:10:47,B1R1,_SE,_5.10,_3,1623791440,0.005296354,13.9654576,380.8036667,266.6026328,27.07760022,38.67647269,0.22771588,2.953376665,0.218391986,0.137300894,247.8093424,38.53542549,37.86055333,6.607134616,62.67587951,4.275978391,6.822366792,2.331156225,-233.5692071,94.29099986,7.687768044,116.2189032,18,4,1,0,51627.81318,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-13-20210615-14_10_49,15236.1,910.21,1246.23,0.269629202,0.5,1264.46125,13.9654576,170.4678387,0.416423935,0.011366125,1.910249312,DARK-14-20210615-14_10_51,727.27,518.96,0.647487282,0.821021738,0.637002882,0.81861028,0.517351024,0.482648976,1499.971667,1264.46125,0.84299009,0.195980179,6,0.5,0: Broadleaf,2,1623791440,380.8036667,399.9767333,42.10074333,36.01451333,381.6850333,40.76901333,500.1493667,101.3653667,0.200022733,38.45275,37.86055333,999.9,0,0,9999.924,0,147.9843867,1499.971667,0.899996367,0.100003743,0,910.1542667,4.99975,13473.08333,13050.76667,49.125,50.75,49.687,50.3874,50.9874,1345.470333,149.5016667,0,124.4000001,0,910.21,-100.0443759,-1442.22222,13473.69231,15,1623789437,13:37:16,1623789422,1623789437,2,-0.329,-0.164,-0.887,0.525,399,30,0.39,0.03,13.96980169,-0.433015578,0.036947962,1,-19.17300667,0.277551057,0.032106312,1,6.086229667,0.738816374,0.053468227,1,3,3,3/3,100,100,-0.881,1.3365,-0.896295769,0.000427084,-1.14438E-06,3.35372E-10,0.52529,0,0,0,1,1993,1,25,33.8,33.5,2,486.986,515.858,37.2558,36.5254,30.0005,36.2045,36.1221,23.1407,0,100,-999.9,400,40.3921,98.8789,98.5295
7,1623791769,1509.4,20210615 14:16:08,14:16:08,B2R1,_SW,_5.3,_1,1623791761,0.003518108,8.895045648,387.6793667,260.2525884,26.43227658,39.37424142,0.128605163,2.953063885,0.125572787,0.078749483,247.8105138,39.22463847,38.36206333,6.789017779,59.28499718,4.096033828,6.909056292,2.692983951,-155.1485654,51.68396885,4.229319235,148.5752365,11,2,1,0,51580.24694,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-15-20210615-14_16_10,15272.6,769.2655,1003.71,0.233577926,0.5,1264.468921,8.895045648,147.6760139,0.366669656,0.007356142,2.613434159,DARK-16-20210615-14_16_12,635.68,368.03,0.637025514,0.876960778,0.822665571,0.902004605,0.526403925,0.473596075,1499.981,1264.468921,0.842989958,0.195979917,6,0.5,0: Broadleaf,2,1623791761,387.6793667,399.986,40.32961,36.27949,388.5627,39.08763667,500.1665333,101.3639333,0.200000167,38.6867,38.36206333,999.9,0,0,9998.29,0,238.7224,1499.981,0.9000026,0.099997397,0,769.2579333,4.99975,11383.31333,13050.87667,49.312,50.5558,49.80786667,50.25,51.1208,1345.485,149.496,0,319.9000001,0,769.2655,-15.07148716,-229.2239314,11383.03846,15,1623789437,13:37:16,1623789422,1623789437,2,-0.329,-0.164,-0.887,0.525,399,30,0.39,0.03,8.909282438,-0.81676174,0.062294579,0,-12.32100323,1.085109677,0.084701523,0,4.053776452,-0.282321774,0.021310982,1,1,3,1/3,100,100,-0.883,1.2406,-0.896295769,0.000427084,-1.14438E-06,3.35372E-10,0.52529,0,0,0,1,1993,1,25,39.1,38.9,2,496.963,512.552,37.5639,36.862,30.0001,36.5376,36.4546,23.1714,0,100,-999.9,400,41.8102,98.8106,98.4589
8,1623791961,1701.4,20210615 14:19:20,14:19:20,B2R1,_SW,_5.3,_2,1623791953,0.004452989,10.95602076,384.7866667,276.4929357,28.07917519,39.07691962,0.189206886,2.953465179,0.182721754,0.114765242,247.8141727,38.93899297,37.79096333,6.582233509,61.51012078,4.239171117,6.891827009,2.343062392,-196.3768214,135.2544961,11.03357631,197.7254236,27,5,1,0,51598.99098,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-17-20210615-14_19_22,15221,911.7698,1248.13,0.269491319,0.5,1264.486221,10.95602076,170.3840298,0.407617796,0.008985932,1.905819105,DARK-18-20210615-14_19_24,739.37,508.76,0.661137275,0.82380423,0.635359317,0.817956935,0.536127723,0.463872277,1500.001333,1264.486221,0.842990065,0.195980129,6,0.5,0: Broadleaf,2,1623791953,384.7866667,399.9861,41.74271,36.62350333,385.6694,40.42909,500.1293667,101.3547667,0.199998633,38.64040667,37.79096333,999.9,0,0,10001.47233,0,71.45605333,1500.001333,0.899996333,0.100003557,0,912.0887667,4.99975,13481.76,13051.01667,49.125,50.687,49.687,50.187,50.937,1345.498,149.5033333,0,191,0,911.7698,-46.72038456,-687.3846143,13477.156,15,1623789437,13:37:16,1623789422,1623789437,2,-0.329,-0.164,-0.887,0.525,399,30,0.39,0.03,10.96175275,-0.52340748,0.046895975,0,-15.20253548,0.517906452,0.048143432,1,5.115955161,0.228137903,0.017699882,1,2,3,2/3,100,100,-0.883,1.3148,-0.896295769,0.000427084,-1.14438E-06,3.35372E-10,0.52529,0,0,0,1,1993,1,25,42.3,42.1,2,475.319,512.697,37.6126,36.9772,30.0003,36.678,36.5967,23.1975,0,100,-999.9,400,40.2262,98.7979,98.4449
9,1623792098,1838.9,20210615 14:21:38,14:21:38,B2R1,_SW,_5.3,_3,1623792090,0.004355896,13.48332651,381.8190333,239.324571,24.3055675,38.77716463,0.17117012,2.953729507,0.165844218,0.104117343,247.8114191,39.01087784,38.31298667,6.771029427,61.48616614,4.248294811,6.909350636,2.522734615,-192.0949955,59.63645952,4.877841064,120.2307242,0,0,1,0,51598.70989,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-19-20210615-14_21_40,15213.2,813.5044231,1163.16,0.300608323,0.5,1264.477961,13.48332651,190.0562996,0.438950789,0.010984686,2.118092094,DARK-20-20210615-14_21_42,652.59,510.57,0.684833768,0.828336555,0.786747894,0.847175209,0.549370914,0.450629086,1499.992333,1264.477961,0.842989616,0.195979232,6,0.5,0: Broadleaf,2,1623792090,381.8190333,399.9885,41.8308,36.82412,382.7008,40.51271667,500.1739667,101.3590333,0.199980867,38.68749,38.31298667,999.9,0,0,10002.552,0,402.4867333,1499.992333,0.900011,0.0999889,0,813.4759333,4.99975,12092.10333,13051,49.062,50.812,49.67046667,50.25,50.87913333,1345.512333,149.48,0,136.4000001,0,813.5044231,-77.05870074,-1107.808545,12092.40769,15,1623789437,13:37:16,1623789422,1623789437,2,-0.329,-0.164,-0.887,0.525,399,30,0.39,0.03,13.49201099,-0.792598786,0.062700129,0,-18.17290968,0.497124194,0.047041892,1,5.001424194,1.150265806,0.085944041,0,1,3,1/3,100,100,-0.881,1.3257,-0.896295769,0.000427084,-1.14438E-06,3.35372E-10,0.52529,0,0,0,1,1993,1,25,44.6,44.4,2,517.837,512.935,37.6665,37.0147,29.9999,36.7158,36.6286,23.2195,0,100,-999.9,400,41.6549,98.8021,98.4458
