SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,4.77951 70.6185 376.18 634.355 886.958 1092.54 1307.66 1479.21,0.163862 101.399 401.556 601.631 796.403 1000.87 1201.41 1400.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,USER,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1630354566,0,20210830 13:16:05,13:16:05,B1R1,_NE,_5.3,_1,,1630354558,0.005920602,15.40164596,392.8598667,232.0527501,23.30066371,39.44747749,0.174999941,4.258791739,0.171100953,0.107281169,313.9039913,42.92867311,41.44690333,8.006275759,55.53671613,4.752499873,8.557401669,3.253775886,-261.0985585,290.3536656,17.04563156,360.20473,0,0,1,0,50342.71277,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-271-20210830-13_16_10,14914.1,245.06492,342.84,0.285191576,0.5,1601.681711,15.40164596,228.3930659,0.993962198,0.009869759,9.578812274,DARK-272-20210830-13_16_12,2.07,340.77,0.286923966,0.905988518,-0.260117269,1.129255174,0.002423573,0.997576427,1899.996333,1601.681711,0.842992001,0.195984002,2,0.5,0: Broadleaf,2,1630354558,392.8598667,399.9483,47.33044,45.07512,393.3048667,47.34344,500.1842333,100.2110667,0.199998033,42.71151,41.44690333,999.9,0,0,9998.124667,0,1703.938,1899.996333,0.9000018,0.09999823,0,245.4145,4.99975,5403.369667,16542.92333,52.812,53.1103,52.9559,52.6082,54.437,1705.503333,189.493,0,1630354570,0,245.06492,-26.8998461,-690.1076916,5395.6884,15,0,--:--:--,1630322735,1630322740,0,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,5.136526715,-0.530199374,0.047133434,0,-7.091492581,0.572934677,0.051493638,1,2.255433548,-0.004065968,0.01825815,1,2,3,2/3,100,100,-0.445,-0.013,-0.445,0,0,0,-0.013,0,0,0,-1,-1,-1,-1,530.5,530.4,2,533.169,453.399,41.6494,41.6277,29.9992,41.3724,41.2862,23.2957,24.4575,99.2035,-999.9,400,45.2983,98.0744,97.4226
2,1630354707,141,20210830 13:18:26,13:18:26,B1R1,_NE,_5.3,_2,,1630354699,0.002548471,11.42318765,395.0277097,187.5997838,18.83681949,39.66457483,0.094832551,4.25957206,0.093675061,0.058649732,313.9060804,43.50735437,41.8723,8.18813128,66.07510402,5.64460736,8.5427143,2.54352392,-112.3875557,185.1914968,10.89024708,397.6002685,0,0,1,0,50360.13934,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-273-20210830-13_18_31,14967,258.1344231,775.47,0.667125198,0.5,1601.689975,11.42318765,534.2638705,1.000502921,0.007385795,3.6769572,DARK-274-20210830-13_18_33,-0.39,775.86,0.666789855,0.78610124,9.117404832,0.980488527,-0.001007413,1.001007413,1900.005806,1601.689975,0.842992147,0.195984295,2,0.5,0: Broadleaf,2,1630354699,395.0277097,399.9981613,56.2158129,55.25402258,395.4727097,56.2288129,500.1519032,100.2095806,0.200020645,42.67873548,41.8723,999.9,0,0,10000.80516,0,1186.090032,1900.005806,0.899997806,0.100002161,0,258.4243226,4.99975,5635.92871,16542.9871,52.875,53.3506129,53.004,52.86077419,54.5,1705.502581,189.5032258,0,140,0,258.1344231,-40.9265983,-922.2037609,5629.67,15,0,--:--:--,1630322735,1630322740,0,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,3.807634801,0.028425989,0.022154856,1,-4.970322258,-0.333855484,0.03477357,1,0.961780871,0.717683371,0.054562609,1,3,3,3/3,100,100,-0.445,-0.013,-0.445,0,0,0,-0.013,0,0,0,-1,-1,-1,-1,532.9,532.8,2,511.556,465.967,41.5643,41.4353,29.9992,41.1955,41.111,23.4894,0,100,-999.9,400,68.1806,98.096,97.4469
3,1630354856,290,20210830 13:20:55,13:20:55,B1R1,_NE,_5.3,_3,,1630354848,0.00433907,15.78205724,392.9974194,240.3315272,24.13039149,39.45874973,0.183480255,4.260424528,0.179200809,0.112376684,313.9050076,42.98634657,41.34105484,7.961573233,67.36405192,5.695776914,8.455217214,2.265796319,-191.353003,262.169596,15.36061953,400.0822202,0,0,1,0,50404.73629,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-275-20210830-13_21_00,14956.2,210.9965385,318.83,0.33821617,0.5,1601.684776,15.78205724,270.8578454,0.988426434,0.010107247,10.37546655,DARK-276-20210830-13_21_02,3.69,315.14,0.342176371,0.913020438,-0.269652104,1.137511391,0.00598413,0.99401587,1899.999677,1601.684776,0.842992131,0.195984261,2,0.5,0: Broadleaf,2,1630354848,392.9974194,399.990129,56.72824516,55.09159355,393.4424194,56.74124516,500.1580645,100.2046129,0.199989742,42.48247097,41.34105484,999.9,0,0,10004.06774,0,1501.845484,1899.999677,0.899998516,0.100001484,0,211.1047742,4.99975,4965.305161,16542.92903,52.94106452,53.653,53.12093548,53.004,54.556,1705.49871,189.5016129,0,148.4000001,0,210.9965385,-9.230769243,-107.2984619,4963.446923,15,0,--:--:--,1630322735,1630322740,0,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,5.262048179,-0.108538379,0.023271471,1,-6.992729677,-0.204267581,0.031824027,1,1.636648065,0.860468226,0.066450607,1,3,3,3/3,100,100,-0.445,-0.013,-0.445,0,0,0,-0.013,0,0,0,-1,-1,-1,-1,535.4,535.3,2,535.999,466.812,41.4074,41.2559,29.9997,41.0198,40.9443,23.4892,0,100,-999.9,400,56.2893,98.1306,97.4922
4,1630354995,429.5,20210830 13:23:15,13:23:15,B1R1,_NE,_5.12,_1,,1630354987,0.002091294,9.693112664,395.7872581,178.0106624,17.87179646,39.73598672,0.076267068,4.258267901,0.07551626,0.047264504,313.9034914,43.564731,41.85314194,8.179865031,65.52676895,5.590201449,8.531172128,2.589663582,-92.22606045,183.6122175,10.79837401,416.0880224,0,0,1,0,50343.56048,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-277-20210830-13_23_20,14989.1,186.91828,248.2,0.246904593,0.5,1601.676175,9.693112664,197.7306021,0.996897663,0.006305694,13.61257051,DARK-278-20210830-13_23_22,0.77,247.43,0.247672958,0.93176359,-0.130240198,1.16179863,0.001020276,0.998979724,1899.989355,1601.676175,0.842992184,0.195984367,2,0.5,0: Broadleaf,2,1630354987,395.7872581,399.9942581,55.68077419,54.89108387,396.2322581,55.69377419,500.1578387,100.1973226,0.200014387,42.65294516,41.85314194,999.9,0,0,9997.796129,0,1723.569032,1899.989355,0.899997774,0.100002,0,187.1412258,4.99975,4385.775161,16542.84516,53.155,54.07219355,53.35667742,53.38293548,54.758,1705.485484,189.503871,0,138.5999999,0,186.91828,-17.0999231,-301.5338467,4382.0236,15,0,--:--:--,1630322735,1630322740,0,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,3.232078438,-0.166228282,0.020164157,1,-4.205733226,-0.093675,0.017722887,1,0.783861903,0.656017984,0.051830373,1,3,3,3/3,100,100,-0.445,-0.013,-0.445,0,0,0,-0.013,0,0,0,-1,-1,-1,-1,537.7,537.6,2,535.555,466.396,41.408,41.13,30.0001,40.8885,40.8204,23.4866,0,100,-999.9,400,56.7774,98.1593,97.5155
5,1630355152,586.4000001,20210830 13:25:52,13:25:52,B1R1,_NE,_5.12,_2,,1630355144,0.004065075,13.24463801,394.0488,241.058673,24.20054088,39.55963904,0.154638422,4.257054231,0.15158421,0.095009516,313.9077475,43.38116978,41.84004333,8.174217456,65.82940086,5.667557065,8.609461716,2.506660392,-179.2698267,226.5793373,13.3393422,374.5566003,0,0,1,0,50296.66381,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-279-20210830-13_25_56,14902.7,232.26844,250.13,0.071409107,0.5,1601.698811,13.24463801,57.18794109,1.003798025,0.008522954,13.49982009,DARK-280-20210830-13_25_58,-0.95,251.08,0.07113892,0.93078982,-0.038116984,1.161134969,-0.000290965,1.000290965,1900.016333,1601.698811,0.842992127,0.195984255,2,0.5,0: Broadleaf,2,1630355144,394.0488,399.9855667,56.45385333,54.92009,394.4938,56.46685333,500.1536,100.1927333,0.200007467,42.82729,41.84004333,999.9,0,0,9994.315667,0,1762.289667,1900.016333,0.899997733,0.100002267,0,232.6126,4.99975,5193.284667,16543.08667,53.38326667,54.51033333,53.6124,53.8183,55.062,1705.513333,189.503,0,156.3,0,232.26844,-34.10438469,-639.1076932,5185.7712,15,0,--:--:--,1630322735,1630322740,0,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,4.422216709,-0.593674198,0.048882191,0,-5.940316452,0.537724839,0.047602223,1,1.532390323,0.283245484,0.02125038,1,2,3,2/3,100,100,-0.445,-0.013,-0.445,0,0,0,-0.013,0,0,0,-1,-1,-1,-1,540.3,540.2,2,530.406,466.38,41.5558,41.0755,30.0006,40.8042,40.739,23.4909,0,100,-999.9,400,55.7551,98.1719,97.5291
6,1630355267,700.9000001,20210830 13:27:46,13:27:46,B1R1,_NE,_5.12,_3,,1630355259,0.004400565,13.12952769,394.0512,251.9415301,25.29221476,39.55849428,0.166876455,4.258711383,0.163327027,0.102392006,313.9026582,43.57609602,41.89269,8.196937025,65.0851839,5.67905489,8.725572471,2.517882135,-194.0649164,273.3703544,16.11144818,409.3195443,0,0,1,0,50281.78432,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-281-20210830-13_27_51,14905,199.8385769,56.03,-2.566635319,0.5,1601.674961,13.12952769,-2055.457762,0.986257362,0.008451212,63.73032304,DARK-282-20210830-13_27_53,0.77,55.26,-2.602399148,0.98476036,0.217004543,1.227879314,-0.01002733,1.01002733,1899.988333,1601.674961,0.842991998,0.195983995,2,0.5,0: Broadleaf,2,1630355259,394.0512,399.9950333,56.57036333,54.91016,394.4962,56.58336333,500.1343333,100.1892333,0.1999909,43.08335,41.89269,999.9,0,0,10000.04267,0,1730.241667,1899.988333,0.900004,0.099995743,0,200.0782,4.99975,4323.652,16542.86667,53.6933,54.8351,53.8936,54.18913333,55.3519,1705.496333,189.492,0,114,0,199.8385769,-29.63449571,-573.6464953,4320.663077,15,0,--:--:--,1630322735,1630322740,0,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,4.385941751,-0.744537514,0.057361257,0,-5.948606129,0.491346774,0.043966952,1,1.64879871,0.853821774,0.06471208,1,2,3,2/3,100,100,-0.445,-0.013,-0.445,0,0,0,-0.013,0,0,0,-1,-1,-1,-1,542.2,542.1,2,535.971,465.145,41.7483,41.1659,30.0008,40.8558,40.7845,23.4906,0,100,-999.9,400,56.5028,98.1576,97.5175
7,1630355456,889.9000001,20210830 13:30:55,13:30:55,B2R1,_NE,_5.7,_1,,1630355448,0.00394391,11.24909669,394.8756,254.7754409,25.56980019,39.63054743,0.145422047,4.257033906,0.142717602,0.089437296,313.8987848,43.92748028,41.93862333,8.216804109,63.67841908,5.634750572,8.84876015,2.582053537,-173.9264364,324.3344705,19.15124566,483.4580645,0,0,1,0,50212.32615,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-283-20210830-13_31_00,14973.5,177.7850385,241.08,0.262547542,0.5,1601.653771,11.24909669,210.2551307,2.407416625,0.007277268,14.04413473,DARK-284-20210830-13_31_02,-339.3,580.38,0.109057792,0.853666285,-0.132513693,1.164246954,-0.208135112,1.208135112,1899.963,1601.653771,0.842992085,0.19598417,2,0.5,0: Broadleaf,2,1630355448,394.8756,399.9966333,56.14420333,54.65566,395.3206,56.15720333,500.1510333,100.1621,0.200007533,43.35181333,41.93862333,999.9,0,0,9997.306333,0,869.1637,1899.963,0.900000333,0.099999733,0,177.8572,4.99975,4260.51,16542.61,54.062,54.90806667,54.187,54.4748,55.687,1705.468,189.495,0,188.4000001,0,177.7850385,-11.1140171,-470.8157264,4258.735385,15,0,--:--:--,1630322735,1630322740,0,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,3.754312458,-0.274408294,0.048734095,1,-5.125114194,0.064351452,0.055188439,1,1.48189,0.491073871,0.036738647,1,3,3,3/3,100,100,-0.445,-0.013,-0.445,0,0,0,-0.013,0,0,0,-1,-1,-1,-1,545.3,545.3,2,530.865,464.959,41.9145,41.1596,29.9997,40.827,40.7308,23.4833,0,100,-999.9,400,56.5028,98.167,97.5269
8,1630355613,1047.4,20210830 13:33:33,13:33:33,B2R1,_NE,_5.7,_2,,1630355605,0.002967007,12.08623061,394.6908065,191.1870253,19.18739202,39.61088478,0.103029761,4.258712474,0.1016648,0.063661629,313.9038241,44.14595345,42.14344839,8.305903361,62.91877039,5.579616239,8.867967706,2.726287122,-130.8449935,286.9790804,16.95863482,486.9965458,18,4,1,0,50231.9238,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-285-20210830-13_33_37,14906.7,208.1384615,298.21,0.302040637,0.5,1601.678788,12.08623061,241.8860409,1.003822809,0.007799814,11.16203347,DARK-286-20210830-13_33_40,-1.14,299.35,0.300890391,0.91748852,-0.214191639,1.144601903,-0.001648014,1.001648014,1899.992581,1601.678788,0.842992128,0.195984255,2,0.5,0: Broadleaf,2,1630355605,394.6908065,399.9917742,55.59641613,54.47600645,395.1358065,55.60941613,500.1834194,100.1596452,0.199633871,43.39338065,42.14344839,999.9,0,0,10003.00032,0,1866.404839,1899.992581,0.899999355,0.10000059,0,208.3711935,4.99975,4693.651613,16542.87742,54.06606452,54.94309677,54.26606452,54.38706452,55.74187097,1705.491935,189.5006452,0,156.8000002,0,208.1384615,-21.52423932,-593.8663258,4690.681154,15,0,--:--:--,1630322735,1630322740,0,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,4.030733041,-0.452734943,0.037807765,1,-5.300995806,0.055913226,0.020719318,1,1.120406548,1.15465079,0.091110093,0,2,3,2/3,100,100,-0.445,-0.013,-0.445,0,0,0,-0.013,0,0,0,-1,-1,-1,-1,548,547.9,2,480.31,463.953,42.0109,40.9945,30.0004,40.6811,40.5914,23.4743,0,100,-999.9,400,56.1976,98.1939,97.5646
9,1630355740,1173.9,20210830 13:35:39,13:35:39,B2R1,_NE,_5.7,_3,,1630355732,0.00440151,13.46082468,393.9215667,220.3478517,22.11434524,39.53438826,0.138656337,4.256507731,0.136195091,0.085339426,313.8796062,44.02292338,42.92033333,8.651496723,63.1358287,5.638976832,8.931500462,3.012519891,-194.1065995,139.9778156,8.312034688,268.0628571,0,0,1,0,50175.76486,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-287-20210830-13_35_44,14898.1,207.69188,53.44,-2.88644985,0.5,1601.55648,13.46082468,-2311.406231,1.017028443,0.008658696,66.86751497,DARK-288-20210830-13_35_46,-0.91,54.35,-2.838121067,0.985018262,0.23185714,1.228769926,0.012435201,0.987564799,1899.847667,1601.55648,0.84299205,0.195984101,2,0.5,0: Broadleaf,2,1630355732,393.9215667,399.9975667,56.18689667,54.52572667,394.3665667,56.1999,500.1538667,100.1610667,0.1999991,43.53032,42.92033333,999.9,0,0,9995.701667,0,1921.139667,1899.847667,0.9000016,0.099998397,0,207.6557667,4.99975,4524.783333,16541.61667,54.125,55.1145,54.3309,54.4769,55.78306667,1705.366667,189.4813333,0,125.5,0,207.69188,-15.32869228,-261.800769,4527.2488,15,0,--:--:--,1630322735,1630322740,0,-0.824,-0.117,-0.445,-0.013,473,0,0.38,0.14,4.497573098,-0.489506327,0.041417245,1,-6.080222581,0.151683387,0.029168773,1,1.649133548,1.091720323,0.081812609,0,2,3,2/3,100,100,-0.445,-0.013,-0.445,0,0,0,-0.013,0,0,0,-1,-1,-1,-1,550.1,550,2,535.202,463.611,42.1209,41.0028,30.0005,40.6713,40.5858,23.4731,0,100,-999.9,400,55.6939,98.1932,97.5586
