SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,6.90653 86.3464 387.821 628.988 865.562 1026.52 1170.73 1235.03,0.0258571 103.206 401.002 601.076 800.894 1001.68 1200.73 1401.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,USER,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1625952102,0,20210710 14:21:41,14:21:41,15,EJF,B1R1,_SW,_5.8,_1,1625952094,0.002928209,2.92820902,3.65879653,394.1942903,272.9971193,27.51486378,39.73009762,0.061809711,2.938839138,0.061096493,0.038248702,314.2156669,46.97101966,46.37052581,10.34095759,58.4483797,5.899609929,10.09370997,4.441347657,-129.1340178,-74.93843647,-6.624599551,103.5186131,9,2,1,0,50008.78398,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-439-20210710-14_21_43,15182.6,503.30668,695.17,0.275994821,0.5,1601.702264,3.65879653,221.0307652,0.002538152,4.217198671,391.5241315,DARK-440-20210710-14_21_50,-11.95,-11.95,1.01719004,0.271330637,0.805671666,-8.144136224,1.008100948,-0.006442198,1.006442198,1900.020323,1601.702264,0.842992175,0.165374898,6,0.5,0: Broadleaf,2,1625952094,394.1942903,399.9687742,58.53478065,55.22730645,393.7983871,57.6931129,500.1049355,100.5880968,0.200013548,45.89754516,46.37052581,999.9,0,0,9994.274194,0,1077.369387,1900.020323,0.899997742,0.100002355,0,503.4504194,4.99938,13840.3871,15166.03548,55.562,56.754,55.71545161,56.506,57.679,1705.514516,189.5064516,0,1625952101,0,503.30668,-11.05269228,-339.730769,13835.636,15,1625951600,14:13:19,1625951595,1625951600,1,0.11,0.619,0.4,0.842,400,53,0.29,0.14,3.661104426,-0.445012641,0.037841478,1,-5.776245161,0.334714355,0.03597683,1,3.304522258,0.353390323,0.026443685,1,3,3,3-Mar,100,100,0.396,0.8417,0.265293349,-8.36E-05,1.28E-06,-5.75E-10,0.841680952,0,0,0,2,2145,1,27,8.4,8.4,18,496.869,483.868,44.7346,44.7145,29.9999,44.3803,44.3156,21.376,0,100,-999.9,400,94.5347,97.4667,97.0556
2,1625952333,231,20210710 14:25:32,14:25:32,15,EJF,B1R1,_SW,_5.8,_2,1625952325,0.00321013,3.210130003,5.03540095,392.4399667,248.5905605,25.05302036,39.55020036,0.068195565,2.938674659,0.06732843,0.042157259,314.2094802,47.16085002,46.47805,10.39788928,58.48760975,5.983338252,10.23009536,4.414551031,-141.5667331,-50.44088871,-4.467003039,117.7348553,50,10,1,0,49963.06626,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-441-20210710-14_25_34,15020.7,503.2130769,1.77,-283.3011734,0.5,1601.670542,5.03540095,-226877.572,0.003397682,2048.062147,1.76651175,DARK-442-20210710-14_25_41,-7.85,-7.85,5.435028249,-52.12505997,0.997353282,0.699403248,1.24653747,0.813138091,0.186861909,1899.982667,1601.670542,0.842992186,0.165374919,6,0.5,0: Broadleaf,2,1625952325,392.4399667,399.9926667,59.37014333,55.74742,392.0454667,58.52847,500.1007,100.5802333,0.2000228,46.15967,46.47805,999.9,0,0,9994.12,0,302.0943,1899.982667,0.899997067,0.100003047,0,503.2578,4.99938,13909.81333,15165.73667,56,57.12706667,56.17666667,56.937,58.01033333,1705.479333,189.5033333,0,229.8999999,0,503.2130769,-22.41032481,-611.0564108,13908.72308,15,1625951600,14:13:19,1625951595,1625951600,1,0.11,0.619,0.4,0.842,400,53,0.29,0.14,5.056804742,-1.451873481,0.107471305,0,-7.566480323,1.305059032,0.101324258,0,3.610191935,0.983433387,0.073438172,1,1,3,3-Jan,100,100,0.394,0.8417,0.265293349,-8.36E-05,1.28E-06,-5.75E-10,0.841680952,0,0,0,2,2145,1,27,12.3,12.2,18,447.406,481.941,44.8835,44.7193,29.9998,44.3615,44.2779,21.4054,0,100,-999.9,400,58.5994,97.4684,97.0675
3,1625952492,390.5,20210710 14:28:12,14:28:12,15,EJF,B1R1,_SW,_5.8,_3,1625952484,0.004019041,4.019041497,5.586582111,391.4126452,265.2348978,26.73010116,39.44616522,0.088830553,2.940074544,0.087366023,0.054733335,314.2128043,47.06582062,46.40960968,10.36162041,59.32840007,6.104286877,10.28897943,4.257333534,-177.23973,-21.82617965,-1.932385072,113.2145095,59,12,1,0,49983.65333,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-443-20210710-14_28_13,15157.2,456.6896,585.14,0.219520798,0.5,1601.683192,5.586582111,175.8013866,0.003741782,5.198243155,354.0303431,DARK-444-20210710-14_28_21,-1.1,-1.1,1.001879892,0.219108897,0.838409676,-0.961538134,1.045936499,-0.000527754,1.000527754,1899.997097,1601.683192,0.842992442,0.165375413,6,0.5,0: Broadleaf,2,1625952484,391.4126452,400.002129,60.57103548,56.04143871,391.0187097,59.72936129,500.1245161,100.579,0.199975097,46.27190968,46.40960968,999.9,0,0,10002.2071,0,1252.579677,1899.997097,0.899989194,0.100010765,0,456.991871,4.99938,12823.82581,15165.81935,56.308,57.437,56.52,57.183,58.32419355,1705.476129,189.5209677,0,158.7,0,456.6896,-20.73392304,-559.8307685,12816.424,15,1625951600,14:13:19,1625951595,1625951600,1,0.11,0.619,0.4,0.842,400,53,0.29,0.14,5.592174633,-1.385145674,0.100529039,0,-8.589411613,1.395734032,0.104906377,0,4.529592258,0.599501613,0.045018067,1,1,3,3-Jan,100,100,0.394,0.8417,0.265293349,-8.36E-05,1.28E-06,-5.75E-10,0.841680952,0,0,0,2,2145,1,27,15,14.9,18,436.162,480.866,45.0197,44.7454,30.0002,44.3803,44.2967,21.4168,0,100,-999.9,400,59.5311,97.457,97.0572
4,1625952868,766,20210710 14:34:27,14:34:27,15,EJF,B2R1,_SE,_5.7,_1,1625952860,0.004100093,4.100093153,3.555600421,393.7677,300.9673074,30.31412687,39.66119815,0.087068441,2.936858621,0.085659427,0.053661837,314.2121236,47.47661864,46.83218,10.58731165,58.63581286,6.167210149,10.51782153,4.420101506,-180.8141081,-20.46809533,-1.821414365,111.1085058,0,0,1,0,49827.56559,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-445-20210710-14_34_29,15173.4,509.93864,589.5,0.134964139,0.5,1601.680242,3.555600421,108.0846975,0.002473757,5.152400339,355.6217149,DARK-446-20210710-14_34_36,434.71,434.71,0.262578456,0.513995478,0.951508867,-0.615664375,1.044437244,0.438168353,0.561831647,1899.993667,1601.680242,0.842992411,0.165375353,6,0.5,0: Broadleaf,2,1625952860,393.7677,399.9705333,61.22982333,56.61191333,393.372,60.38814667,500.1022333,100.5223667,0.199958067,46.70290667,46.83218,999.9,0,0,9989.541667,0,1582.460667,1899.993667,0.8999891,0.100010897,0,510.0918,4.99938,14168.73667,15165.80667,56.687,57.8624,56.812,57.625,58.75413333,1705.475,189.5186667,0,374.6000001,0,509.93864,-19.73046152,-516.9461531,14164.516,15,1625951600,14:13:19,1625951595,1625951600,1,0.11,0.619,0.4,0.842,400,53,0.29,0.14,3.568335367,-0.835456376,0.067047856,0,-6.210833226,0.758868387,0.066089551,1,4.610995484,0.58163129,0.043421443,1,2,3,3-Feb,100,100,0.396,0.8417,0.265293349,-8.36E-05,1.28E-06,-5.75E-10,0.841680952,0,0,0,2,2145,1,27,21.2,21.1,18,507.559,479.143,45.4798,45.1956,29.9992,44.7506,44.6714,21.4675,0,100,-999.9,400,60.6086,97.3812,97.0067
5,1625953118,1016,20210710 14:38:37,14:38:37,15,EJF,B2R1,_SE,_5.7,_3,1625953110,0.004106403,4.106402786,3.710252667,393.5882258,297.4442274,29.95798114,39.64141026,0.086552246,2.936160966,0.085159421,0.053347911,314.2103592,47.51383664,46.96925806,10.6614299,58.94152969,6.211600973,10.53858121,4.449828925,-181.0923629,-36.03646561,-3.210219866,93.87131082,16,3,1,0,49802.46435,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-447-20210710-14_38_39,15203.7,481.0632692,546.44,0.119641188,0.5,1601.675818,3.710252667,95.81319883,0.00257032,5.637215431,339.483529,DARK-448-20210710-14_38_46,-227.04,-227.04,1.415489349,0.084522846,0.799298369,-0.379460877,1.059244104,-0.039890942,1.039890942,1899.989032,1601.675818,0.842992139,0.165374828,6,0.5,0: Broadleaf,2,1625953110,393.5882258,399.9787097,61.67320968,57.05037097,393.1927097,60.83153871,500.1015161,100.5179677,0.200010226,46.74160323,46.96925806,999.9,0,0,9986.011613,0,149.2111935,1899.989032,0.899999161,0.100000903,0,481.3605161,4.99938,13365.55806,15165.80323,56.762,57.75,56.937,57.75,58.792,1705.488065,189.5009677,0,249.2,0,481.0632692,-36.00871791,-986.4444431,13356.25,15,1625951600,14:13:19,1625951595,1625951600,1,0.11,0.619,0.4,0.842,400,53,0.29,0.14,3.735317118,-1.177236389,0.092570796,0,-6.401887742,0.987519677,0.079388991,1,4.615504516,0.842522903,0.06310584,1,2,3,3-Feb,100,100,0.395,0.8417,0.265293349,-8.36E-05,1.28E-06,-5.75E-10,0.841680952,0,0,0,2,2145,1,27,25.4,25.3,18,487.136,480.718,45.5348,44.9219,30,44.5601,44.4881,21.4862,0,100,-999.9,400,61.057,97.438,97.0481
6,1625953356,1254,20210710 14:42:35,14:42:35,15,EJF,B2R1,_SE,_5.7,_2,1625953348,0.005938855,5.938854802,5.885976685,390.1314194,295.2885851,29.73917341,39.29100722,0.136584014,2.936192154,0.133149989,0.083520086,314.2137147,47.18185851,46.75691613,10.54680595,60.62270935,6.433446897,10.61227214,4.11335905,-261.9034968,19.23602675,1.712969027,73.25921373,4,1,1,0,49781.89158,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-449-20210710-14_42_37,15185.4,522.06976,607.28,0.140314583,0.5,1601.692947,5.885976685,112.370439,0.003928683,4.972269793,362.0157453,DARK-450-20210710-14_42_44,-1.76,-1.76,1.002898169,0.139909103,0.832155652,-0.764570805,1.038323311,-0.000471661,1.000471661,1900.009355,1601.692947,0.842992137,0.165374825,6,0.5,0: Broadleaf,2,1625953348,390.1314194,399.9747742,63.87949677,57.20820968,389.7383871,63.03780968,500.007,100.512129,0.200106065,46.87843548,46.75691613,999.9,0,0,9986.769032,0,1525.95871,1900.009355,0.899999226,0.10000061,0,522.3349677,4.99938,14415.52903,15165.94839,56.937,58.21748387,57.125,57.913,59.008,1705.506452,189.5029032,0,237.3,0,522.06976,-16.37853847,-423.3076931,14407.968,15,1625951600,14:13:19,1625951595,1625951600,1,0.11,0.619,0.4,0.842,400,53,0.29,0.14,5.895506596,-0.540787599,0.045385591,0,-9.848000968,0.603611129,0.052043337,1,6.67059,0.045336774,0.005989684,1,2,3,3-Feb,100,100,0.393,0.8417,0.265293349,-8.36E-05,1.28E-06,-5.75E-10,0.841680952,0,0,0,2,2145,1,27,29.3,29.3,18,502.178,479.087,45.7143,44.9315,29.9999,44.5278,44.4572,21.5031,0,100,-999.9,400,61.3518,97.4235,97.0434
7,1625953516,1414.4,20210710 14:45:16,14:45:16,15,EJF,B2R1,_SE,_5.11,_1,1625953508,0.003709039,3.709038807,4.534761004,392.8261613,269.3372278,27.12502134,39.56162352,0.075578036,2.940043475,0.074515062,0.046666172,314.2136568,47.93747578,47.1961871,10.78511556,57.82290719,6.194785998,10.71337693,4.590329561,-163.5686114,-20.81868404,-1.856914748,127.9694467,9,2,1,0,49857.58021,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-451-20210710-14_45_17,15141.9,484.61652,582.45,0.16796889,0.5,1601.692917,4.534761004,134.5172907,0.003085066,5.226869259,353.0438298,DARK-452-20210710-14_45_25,415.55,415.55,0.286548202,0.586180228,0.948027117,-0.717893928,1.046861497,0.502639063,0.497360937,1900.009355,1601.692917,0.842992122,0.165374795,6,0.5,0: Broadleaf,2,1625953508,392.8261613,400.0144516,61.51097419,57.33496774,392.4312258,60.6693,500.1274194,100.5102581,0.199998581,47.06484194,47.1961871,999.9,0,0,10008.87097,0,347.8910968,1900.009355,0.899999581,0.100000381,0,484.8274194,4.99938,13590.08065,15165.96774,57.12093548,58.187,57.292,58.062,59.187,1705.507742,189.5019355,0,159.8,0,484.61652,-13.23253848,-468.0000011,13580.224,15,1625951600,14:13:19,1625951595,1625951600,1,0.11,0.619,0.4,0.842,400,53,0.29,0.14,4.557758655,-1.55122825,0.120928503,0,-7.199078065,1.41518074,0.113779635,0,4.167706452,1.004381582,0.074534367,0,0,3,0/3,100,100,0.395,0.8417,0.265293349,-8.36E-05,1.28E-06,-5.75E-10,0.841680952,0,0,0,2,2145,1,27,32,31.9,18,496.258,478.91,45.797,44.9509,30,44.5458,44.4679,21.502,0,100,-999.9,400,63.6099,97.4181,97.0438
8,1625953697,1594.9,20210710 14:48:16,14:48:16,15,EJF,B2R1,_SE,_5.11,_3,1625953689,0.004315578,4.315578301,5.308949661,391.5806,280.4292106,28.24172341,39.43565998,0.098848998,2.939153547,0.097038567,0.060809003,314.2089991,48.00737177,46.45797,10.38723685,57.94379654,6.279025363,10.83640655,4.108211491,-190.3170031,131.7817507,11.72953932,267.4032861,17,3,1,0,49798.37002,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-453-20210710-14_48_18,15016.9,430.52144,0.23,-1870.832348,0.5,1601.669283,5.308949661,-1498227.352,0.003568475,15767.86957,0.229940999,DARK-454-20210710-14_48_25,0.34,0.34,-0.47826087,3911.740364,1.000030332,0.598875938,1.247067023,3.089257816,-2.089257816,1899.981333,1601.669283,0.842992115,0.165374782,6,0.5,0: Broadleaf,2,1625953689,391.5806,399.9797667,62.34825333,57.49212333,391.1865667,61.50658,499.9672,100.5088,0.2001217,47.28963333,46.45797,999.9,0,0,10003.949,0,191.3121333,1899.981333,0.899999333,0.100000507,0,430.5331667,4.99938,11925.57667,15165.74,57.3582,58.25,57.5,58.30373333,59.375,1705.482333,189.4986667,0,179.4000001,0,430.52144,-6.547230762,-491.8769229,11920.468,15,1625951600,14:13:19,1625951595,1625951600,1,0.11,0.619,0.4,0.842,400,53,0.29,0.14,5.318345314,-0.475837298,0.044294249,1,-8.399227,-0.34765802,0.0339822,1,4.856123667,1.819865006,0.131640736,0,2,3,3-Feb,100,100,0.394,0.8416,0.265293349,-8.36E-05,1.28E-06,-5.75E-10,0.841680952,0,0,0,2,2145,1,27,35,35,18,486.703,477.464,45.9414,44.9509,29.9999,44.5079,44.4289,21.5108,0,100,-999.9,400,61.398,97.4142,97.0349
9,1625953942,1840.4,20210710 14:52:22,14:52:22,15,EJF,B2R1,_SE,_5.11,_2,1625953934,0.002591862,2.591861995,4.133592086,393.8226452,229.1022761,23.07235669,39.66096146,0.048368064,2.939962099,0.047930301,0.029995439,314.2155225,48.53965572,47.73262258,11.08243117,56.03996658,6.101206955,10.88724232,4.981224213,-114.301114,-55.59335162,-4.978623312,139.3424336,0,0,1,0,49805.9793,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,0.801830668,-0.406566687,RECT-455-20210710-14_52_23,15226.9,402.9870385,495.07,0.185999882,0.5,1601.702923,4.133592086,148.9582772,0.002834582,6.325913507,318.9243014,DARK-456-20210710-14_52_31,360.79,360.79,0.271234371,0.685753363,0.958886116,-0.411712398,1.076908488,0.613947676,0.386052324,1900.02129,1601.702923,0.842992092,0.165374738,6,0.5,0: Broadleaf,2,1625953934,393.8226452,400.0071613,60.58333871,57.66185161,393.4270323,59.74165161,500.0545806,100.5076452,0.200026032,47.38187419,47.73262258,999.9,0,0,10008.66774,0,552.1025161,1900.02129,0.900001613,0.09999841,0,403.0981613,4.99938,11223.22903,15166.06774,57.431,58.125,57.5,58.187,59.437,1705.520645,189.5012903,0,244.8,0,402.9870385,-7.763521366,-326.7897435,11219.99231,15,1625951600,14:13:19,1625951595,1625951600,1,0.11,0.619,0.4,0.842,400,53,0.29,0.14,4.146648577,-0.839206239,0.066103432,0,-6.184048333,0.161920445,0.02537456,1,2.914375,1.876920934,0.135781589,0,1,3,3-Jan,100,100,0.396,0.8416,0.265293349,-8.36E-05,1.28E-06,-5.75E-10,0.841680952,0,0,0,2,2145,1,27,39.1,39,18,509.331,477.163,46.0409,45.1,30.0001,44.6171,44.5379,21.516,0,100,-999.9,400,62.5031,97.3929,97.0157
